Date,VTL
2016-01-01,826.0
2016-01-04,810.8
2016-01-05,799.25
2016-01-06,820.2
2016-01-07,821.8
2016-01-08,805.85
2016-01-11,790.3
2016-01-12,791.15
2016-01-13,782.75
2016-01-14,774.95
2016-01-15,754.7
2016-01-18,707.65
2016-01-19,721.25
2016-01-20,706.4
2016-01-21,708.45
2016-01-22,709.0
2016-01-25,715.75
2016-01-27,722.45
2016-01-28,758.8
2016-01-29,787.35
2016-02-01,794.3
2016-02-02,789.9
2016-02-03,776.6
2016-02-04,789.65
2016-02-05,817.7
2016-02-08,804.95
2016-02-09,805.1
2016-02-10,803.85
2016-02-11,753.55
2016-02-12,751.65
2016-02-15,775.0
2016-02-16,750.7
2016-02-17,761.7
2016-02-18,759.0
2016-02-19,757.8
2016-02-22,757.8
2016-02-23,751.5
2016-02-24,733.6
2016-02-25,747.9
2016-02-26,750.25
2016-02-29,746.05
2016-03-01,764.45
2016-03-02,764.05
2016-03-03,763.95
2016-03-04,767.8
2016-03-08,768.7
2016-03-09,769.75
2016-03-10,775.8
2016-03-11,767.9
2016-03-14,764.35
2016-03-15,767.4
2016-03-16,767.15
2016-03-17,760.15
2016-03-18,762.35
2016-03-21,767.25
2016-03-22,753.1
2016-03-23,750.4
2016-03-28,774.45
2016-03-29,770.3
2016-03-30,784.35
2016-03-31,773.5
2016-04-01,783.85
2016-04-04,793.6
2016-04-05,782.45
2016-04-06,786.25
2016-04-07,787.55
2016-04-08,831.45
2016-04-11,845.35
2016-04-12,860.05
2016-04-13,868.7
2016-04-18,868.2
2016-04-20,883.85
2016-04-21,870.55
2016-04-22,855.8
2016-04-25,866.95
2016-04-26,875.05
2016-04-27,869.65
2016-04-28,885.95
2016-04-29,876.5
2016-05-02,883.7
2016-05-03,898.6
2016-05-04,898.5
2016-05-05,924.1
2016-05-06,925.45
2016-05-09,1001.95
2016-05-10,994.9
2016-05-11,969.5
2016-05-12,956.35
2016-05-13,959.3
2016-05-16,979.6
2016-05-17,971.85
2016-05-18,967.1
2016-05-19,926.35
2016-05-20,925.35
2016-05-23,897.5
2016-05-24,890.75
2016-05-25,903.55
2016-05-26,870.65
2016-05-27,833.5
2016-05-30,843.25
2016-05-31,846.0
2016-06-01,847.45
2016-06-02,844.95
2016-06-03,850.0
2016-06-06,848.1
2016-06-07,849.95
2016-06-08,845.05
2016-06-09,850.45
2016-06-10,860.2
2016-06-13,864.65
2016-06-14,852.6
2016-06-15,871.3
2016-06-16,876.6
2016-06-17,882.95
2016-06-20,883.65
2016-06-21,922.25
2016-06-22,909.35
2016-06-23,910.1
