Date,XPROINDIA
2016-01-01,61.75
2016-01-04,59.5
2016-01-05,62.5
2016-01-06,59.75
2016-01-07,56.1
2016-01-08,57.8
2016-01-11,57.8
2016-01-12,57.4
2016-01-13,53.4
2016-01-14,51.95
2016-01-15,50.15
2016-01-18,46.5
2016-01-19,48.7
2016-01-20,46.25
2016-01-21,45.3
2016-01-22,47.7
2016-01-25,47.85
2016-01-27,49.35
2016-01-28,49.75
2016-01-29,48.3
2016-02-01,49.7
2016-02-02,48.0
2016-02-03,46.8
2016-02-04,46.05
2016-02-05,46.5
2016-02-08,46.95
2016-02-09,45.85
2016-02-10,44.65
2016-02-11,42.6
2016-02-12,41.3
2016-02-15,43.25
2016-02-16,42.5
2016-02-17,40.85
2016-02-18,40.7
2016-02-19,41.05
2016-02-22,40.0
2016-02-23,40.5
2016-02-24,39.2
2016-02-25,40.0
2016-02-26,39.85
2016-02-29,38.5
2016-03-01,40.95
2016-03-02,41.15
2016-03-03,43.1
2016-03-04,41.85
2016-03-08,42.5
2016-03-09,43.5
2016-03-10,42.05
2016-03-11,42.65
2016-03-14,40.85
2016-03-15,39.85
2016-03-16,40.9
2016-03-17,40.85
2016-03-18,40.05
2016-03-21,38.85
2016-03-22,39.7
2016-03-23,39.3
2016-03-28,39.45
2016-03-29,40.5
2016-03-30,42.15
2016-03-31,41.2
2016-04-01,40.6
2016-04-04,42.0
2016-04-05,43.0
2016-04-06,43.5
2016-04-07,42.85
2016-04-08,43.0
2016-04-11,43.5
2016-04-12,43.15
2016-04-13,44.4
2016-04-18,44.75
2016-04-20,44.6
2016-04-21,43.8
2016-04-22,44.35
2016-04-25,44.0
2016-04-26,43.8
2016-04-27,44.0
2016-04-28,43.5
2016-04-29,43.15
2016-05-02,43.45
2016-05-03,44.0
2016-05-04,43.85
2016-05-05,43.75
2016-05-06,41.95
2016-05-09,43.15
2016-05-10,43.4
2016-05-11,42.2
2016-05-12,42.05
2016-05-13,42.95
2016-05-16,42.9
2016-05-17,41.95
2016-05-18,42.45
2016-05-19,41.6
2016-05-20,41.55
2016-05-23,41.85
2016-05-24,41.55
2016-05-25,41.6
2016-05-26,41.9
2016-05-27,41.4
2016-05-30,41.85
2016-05-31,41.8
2016-06-01,42.5
2016-06-02,41.95
2016-06-03,41.65
2016-06-06,42.7
2016-06-07,42.5
2016-06-08,42.85
2016-06-09,43.25
2016-06-10,43.05
2016-06-13,43.65
2016-06-14,41.8
2016-06-15,43.4
2016-06-16,43.0
2016-06-17,42.6
2016-06-20,41.8
2016-06-21,43.25
2016-06-22,42.6
2016-06-23,42.05
2016-06-24,40.7
2016-06-27,41.35
2016-06-28,41.2
2016-06-29,41.75
2016-06-30,42.25
2016-07-01,42.0
2016-07-04,43.5
2016-07-05,45.05
2016-07-07,46.25
2016-07-08,48.9
2016-07-11,50.05
2016-07-12,47.25
2016-07-13,46.25
2016-07-14,46.1
2016-07-15,46.2
2016-07-18,46.45
2016-07-19,46.0
2016-07-20,50.05
2016-07-21,48.3
2016-07-22,48.25
2016-07-25,51.05
2016-07-26,50.15
2016-07-27,49.2
2016-07-28,49.3
2016-07-29,48.15
2016-08-01,48.25
2016-08-02,48.5
2016-08-03,50.0
2016-08-04,48.65
2016-08-05,50.1
2016-08-08,49.3
2016-08-09,48.8
2016-08-10,47.85
2016-08-11,48.7
2016-08-12,48.1
2016-08-16,48.0
2016-08-17,47.5
2016-08-18,48.7
2016-08-19,48.5
2016-08-22,48.2
2016-08-23,48.05
2016-08-24,47.9
2016-08-25,47.1
2016-08-26,47.0
2016-08-29,47.95
2016-08-30,47.3
2016-08-31,47.2
2016-09-01,47.55
2016-09-02,46.55
2016-09-06,47.8
2016-09-07,52.65
2016-09-08,53.3
2016-09-09,53.8
2016-09-12,52.1
2016-09-14,54.35
2016-09-15,53.2
2016-09-16,55.0
2016-09-19,58.0
2016-09-20,56.8
2016-09-21,54.05
2016-09-22,53.7
2016-09-23,53.2
2016-09-26,52.8
2016-09-27,52.85
2016-09-28,53.4
2016-09-29,49.35
2016-09-30,50.05
2016-10-03,51.75
2016-10-04,51.75
2016-10-05,53.25
2016-10-06,52.2
2016-10-07,52.5
2016-10-10,53.1
2016-10-13,51.8
2016-10-14,52.95
2016-10-17,53.2
2016-10-18,54.65
2016-10-19,54.7
2016-10-20,55.15
2016-10-21,55.0
2016-10-24,54.7
2016-10-25,54.4
2016-10-26,54.0
2016-10-27,53.1
2016-10-28,54.55
2016-10-30,57.6
2016-11-01,64.35
2016-11-02,62.2
2016-11-03,61.35
2016-11-04,57.0
2016-11-07,57.6
2016-11-08,57.05
2016-11-09,55.8
2016-11-10,59.65
2016-11-11,54.35
2016-11-15,48.15
2016-11-16,47.6
2016-11-17,45.4
2016-11-18,45.95
2016-11-21,45.5
2016-11-22,44.2
2016-11-23,45.65
2016-11-24,44.5
2016-11-25,47.35
2016-11-28,46.95
2016-11-29,48.2
2016-11-30,48.7
2016-12-01,47.75
2016-12-02,47.4
2016-12-05,47.95
2016-12-06,47.65
2016-12-07,47.15
2016-12-08,46.65
2016-12-09,49.1
2016-12-12,48.4
2016-12-13,49.05
2016-12-14,49.5
2016-12-15,49.05
2016-12-16,48.05
2016-12-19,47.55
2016-12-20,46.7
2016-12-21,45.7
2016-12-22,44.6
2016-12-23,44.95
2016-12-26,44.1
2016-12-27,44.95
2016-12-28,45.1
2016-12-29,45.7
2016-12-30,46.95
