Date,NCC
2016-01-01,77.15
2016-01-04,75.9
2016-01-05,77.4
2016-01-06,78.6
2016-01-07,72.6
2016-01-08,74.45
2016-01-11,73.85
2016-01-12,73.0
2016-01-13,71.35
2016-01-14,68.4
2016-01-15,63.95
2016-01-18,60.35
2016-01-19,62.45
2016-01-20,64.05
2016-01-21,63.6
2016-01-22,66.15
2016-01-25,63.8
2016-01-27,63.65
2016-01-28,62.05
2016-01-29,64.4
2016-02-01,65.7
2016-02-02,63.0
2016-02-03,61.9
2016-02-04,61.65
2016-02-05,62.9
2016-02-08,63.8
2016-02-09,63.15
2016-02-10,60.8
2016-02-11,56.95
2016-02-12,59.3
2016-02-15,64.35
2016-02-16,64.1
2016-02-17,64.95
2016-02-18,65.8
2016-02-19,65.0
2016-02-22,66.45
2016-02-23,65.2
2016-02-24,63.95
2016-02-25,61.65
2016-02-26,61.15
2016-02-29,61.35
2016-03-01,63.0
2016-03-02,69.45
2016-03-03,71.75
2016-03-04,71.0
2016-03-08,69.25
2016-03-09,69.75
2016-03-10,68.7
2016-03-11,67.8
2016-03-14,67.45
2016-03-15,69.4
2016-03-16,71.55
2016-03-17,73.05
2016-03-18,71.5
2016-03-21,72.9
2016-03-22,74.6
2016-03-23,77.7
2016-03-28,73.3
2016-03-29,72.9
2016-03-30,75.8
2016-03-31,75.8
2016-04-01,75.8
2016-04-04,74.9
2016-04-05,72.7
2016-04-06,74.3
2016-04-07,73.1
2016-04-08,72.75
2016-04-11,73.35
2016-04-12,72.9
2016-04-13,74.4
2016-04-18,73.85
2016-04-20,75.25
2016-04-21,73.95
2016-04-22,73.85
2016-04-25,74.7
2016-04-26,77.7
2016-04-27,82.0
2016-04-28,79.15
2016-04-29,78.1
2016-05-02,80.15
2016-05-03,78.4
2016-05-04,75.9
2016-05-05,76.4
2016-05-06,76.55
2016-05-09,78.25
2016-05-10,78.75
2016-05-11,77.15
2016-05-12,77.65
2016-05-13,75.7
2016-05-16,75.3
2016-05-17,75.3
2016-05-18,74.95
2016-05-19,74.65
2016-05-20,73.95
2016-05-23,72.6
2016-05-24,71.25
2016-05-25,71.25
2016-05-26,71.0
2016-05-27,72.1
2016-05-30,73.75
2016-05-31,73.6
2016-06-01,72.25
2016-06-02,71.85
2016-06-03,70.5
2016-06-06,72.2
2016-06-07,73.3
2016-06-08,75.05
2016-06-09,76.0
2016-06-10,74.95
2016-06-13,73.0
2016-06-14,73.7
2016-06-15,75.3
2016-06-16,75.0
2016-06-17,75.35
2016-06-20,76.1
2016-06-21,75.3
2016-06-22,74.4
2016-06-23,74.0
2016-06-24,70.8
2016-06-27,71.75
2016-06-28,72.55
2016-06-29,74.25
2016-06-30,74.25
2016-07-01,76.1
2016-07-04,77.5
2016-07-05,77.95
2016-07-07,76.3
2016-07-08,74.65
2016-07-11,76.15
2016-07-12,81.0
2016-07-13,79.45
2016-07-14,81.1
2016-07-15,79.95
2016-07-18,78.05
2016-07-19,78.7
2016-07-20,79.25
2016-07-21,79.2
2016-07-22,80.4
2016-07-25,82.35
2016-07-26,81.0
2016-07-27,80.5
2016-07-28,82.05
2016-07-29,81.75
2016-08-01,80.1
2016-08-02,78.05
2016-08-03,76.05
2016-08-04,76.95
2016-08-05,78.65
2016-08-08,78.75
2016-08-09,80.0
2016-08-10,78.65
2016-08-11,77.3
2016-08-12,77.45
2016-08-16,82.3
2016-08-17,82.65
2016-08-18,85.95
2016-08-19,84.95
2016-08-22,85.95
2016-08-23,86.15
2016-08-24,85.85
2016-08-25,84.0
2016-08-26,83.25
2016-08-29,82.1
2016-08-30,82.35
2016-08-31,84.9
2016-09-01,85.75
2016-09-02,86.7
2016-09-06,88.35
2016-09-07,87.4
2016-09-08,88.65
2016-09-09,88.0
2016-09-12,83.6
2016-09-14,86.0
2016-09-15,86.4
2016-09-16,87.6
2016-09-19,88.0
2016-09-20,87.45
2016-09-21,86.75
2016-09-22,87.05
2016-09-23,86.75
2016-09-26,85.0
2016-09-27,85.25
2016-09-28,85.95
2016-09-29,79.4
2016-09-30,82.1
2016-10-03,85.25
2016-10-04,84.2
2016-10-05,84.9
2016-10-06,86.0
2016-10-07,86.55
2016-10-10,85.95
2016-10-13,82.95
2016-10-14,82.65
2016-10-17,80.0
2016-10-18,81.75
2016-10-19,81.1
2016-10-20,82.45
2016-10-21,92.35
2016-10-24,92.5
2016-10-25,94.65
2016-10-26,91.95
2016-10-27,90.8
2016-10-28,93.5
2016-10-30,92.85
2016-11-01,93.6
2016-11-02,88.9
2016-11-03,85.9
2016-11-04,83.45
2016-11-07,86.35
2016-11-08,85.95
2016-11-09,79.0
2016-11-10,81.25
2016-11-11,79.2
2016-11-15,75.4
2016-11-16,75.35
2016-11-17,76.65
2016-11-18,78.95
2016-11-21,75.1
2016-11-22,75.1
2016-11-23,74.95
2016-11-24,72.85
2016-11-25,76.8
2016-11-28,78.55
2016-11-29,81.0
2016-11-30,80.0
2016-12-01,78.25
2016-12-02,77.05
2016-12-05,79.05
2016-12-06,80.2
2016-12-07,79.55
2016-12-08,80.6
2016-12-09,81.15
2016-12-12,81.75
2016-12-13,83.1
2016-12-14,83.0
2016-12-15,83.2
2016-12-16,82.6
2016-12-19,81.5
2016-12-20,81.0
2016-12-21,80.9
2016-12-22,78.75
2016-12-23,78.0
2016-12-26,75.8
2016-12-27,76.75
2016-12-28,78.2
2016-12-29,80.05
2016-12-30,80.6
