Date,RSWM
2016-01-01,360.8
2016-01-04,357.95
2016-01-05,376.75
2016-01-06,369.1
2016-01-07,347.05
2016-01-08,349.05
2016-01-11,352.7
2016-01-12,349.7
2016-01-13,331.55
2016-01-14,324.65
2016-01-15,311.65
2016-01-18,290.2
2016-01-19,297.0
2016-01-20,289.4
2016-01-21,290.5
2016-01-22,300.55
2016-01-25,303.3
2016-01-27,306.35
2016-01-28,317.65
2016-01-29,327.5
2016-02-01,326.75
2016-02-02,302.05
2016-02-03,294.9
2016-02-04,293.55
2016-02-05,292.15
2016-02-08,288.7
2016-02-09,290.9
2016-02-10,287.55
2016-02-11,266.85
2016-02-12,264.95
2016-02-15,290.5
2016-02-16,283.3
2016-02-17,292.7
2016-02-18,295.35
2016-02-19,289.05
2016-02-22,287.1
2016-02-23,281.1
2016-02-24,279.95
2016-02-25,273.35
2016-02-26,274.5
2016-02-29,270.95
2016-03-01,274.35
2016-03-02,273.95
2016-03-03,275.2
2016-03-04,282.15
2016-03-08,287.5
2016-03-09,297.15
2016-03-10,292.2
2016-03-11,289.15
2016-03-14,288.85
2016-03-15,285.95
2016-03-16,287.65
2016-03-17,288.0
2016-03-18,288.35
2016-03-21,292.2
2016-03-22,288.25
2016-03-23,291.55
2016-03-28,293.35
2016-03-29,295.2
2016-03-30,301.95
2016-03-31,299.15
2016-04-01,304.85
2016-04-04,310.7
2016-04-05,315.5
2016-04-06,318.0
2016-04-07,330.35
2016-04-08,316.05
2016-04-11,313.25
2016-04-12,316.65
2016-04-13,319.85
2016-04-18,334.05
2016-04-20,324.35
2016-04-21,317.8
2016-04-22,318.3
2016-04-25,326.55
2016-04-26,328.4
2016-04-27,326.8
2016-04-28,327.1
2016-04-29,331.1
2016-05-02,338.55
2016-05-03,344.4
2016-05-04,338.1
2016-05-05,341.7
2016-05-06,331.9
2016-05-09,337.05
2016-05-10,345.8
2016-05-11,341.05
2016-05-12,386.65
2016-05-13,368.75
2016-05-16,385.3
2016-05-17,385.8
2016-05-18,406.5
2016-05-19,397.0
2016-05-20,392.7
2016-05-23,400.0
2016-05-24,395.8
2016-05-25,397.7
2016-05-26,390.55
2016-05-27,387.85
2016-05-30,390.55
2016-05-31,387.05
2016-06-01,385.85
2016-06-02,382.65
2016-06-03,385.5
2016-06-06,389.2
2016-06-07,387.4
2016-06-08,388.1
2016-06-09,383.75
2016-06-10,381.9
2016-06-13,381.7
2016-06-14,382.8
2016-06-15,388.05
2016-06-16,391.05
2016-06-17,392.55
2016-06-20,392.45
2016-06-21,432.4
2016-06-22,407.8
2016-06-23,401.4
2016-06-24,395.7
2016-06-27,415.45
2016-06-28,410.65
2016-06-29,425.6
2016-06-30,427.25
2016-07-01,415.8
2016-07-04,432.9
2016-07-05,427.15
2016-07-07,435.25
2016-07-08,446.4
2016-07-11,447.6
2016-07-12,447.4
2016-07-13,441.35
2016-07-14,450.45
2016-07-15,456.9
2016-07-18,458.7
2016-07-19,463.2
2016-07-20,465.1
2016-07-21,457.5
2016-07-22,456.3
2016-07-25,465.0
2016-07-26,461.7
2016-07-27,466.0
2016-07-28,465.15
2016-07-29,463.65
2016-08-01,450.8
2016-08-02,449.85
2016-08-03,450.3
2016-08-04,454.45
2016-08-05,465.8
2016-08-08,468.4
2016-08-09,481.55
2016-08-10,450.75
2016-08-11,443.85
2016-08-12,429.65
2016-08-16,432.4
2016-08-17,454.6
2016-08-18,457.8
2016-08-19,453.8
2016-08-22,461.45
2016-08-23,451.2
2016-08-24,444.6
2016-08-25,451.95
2016-08-26,458.1
2016-08-29,448.2
2016-08-30,455.45
2016-08-31,461.4
2016-09-01,454.15
2016-09-02,450.8
2016-09-06,452.35
2016-09-07,449.45
2016-09-08,453.2
2016-09-09,460.05
2016-09-12,450.6
2016-09-14,459.45
2016-09-15,460.0
2016-09-16,466.95
2016-09-19,446.75
2016-09-20,443.8
2016-09-21,448.3
2016-09-22,451.35
2016-09-23,446.5
2016-09-26,443.05
2016-09-27,454.35
2016-09-28,451.4
2016-09-29,424.4
2016-09-30,439.9
2016-10-03,442.75
2016-10-04,455.45
2016-10-05,460.95
2016-10-06,459.8
2016-10-07,457.75
2016-10-10,463.25
2016-10-13,449.45
2016-10-14,466.15
2016-10-17,459.95
2016-10-18,459.1
2016-10-19,463.1
2016-10-20,456.8
2016-10-21,463.75
2016-10-24,464.8
2016-10-25,457.8
2016-10-26,454.3
2016-10-27,457.75
2016-10-28,461.9
2016-10-30,463.75
2016-11-01,462.25
2016-11-02,460.8
2016-11-03,475.8
2016-11-04,467.7
2016-11-07,473.5
2016-11-08,467.7
2016-11-09,457.8
2016-11-10,467.5
2016-11-11,438.25
2016-11-15,425.95
2016-11-16,414.8
2016-11-17,431.95
2016-11-18,436.6
2016-11-21,424.9
2016-11-22,422.0
2016-11-23,437.1
2016-11-24,420.85
2016-11-25,437.85
2016-11-28,446.05
2016-11-29,454.1
2016-11-30,459.1
2016-12-01,460.5
2016-12-02,454.6
2016-12-05,448.7
2016-12-06,446.25
2016-12-07,457.3
2016-12-08,460.3
2016-12-09,455.5
2016-12-12,460.75
2016-12-13,460.8
2016-12-14,453.25
2016-12-15,448.4
2016-12-16,447.4
2016-12-19,438.5
2016-12-20,436.55
2016-12-21,444.95
2016-12-22,439.15
2016-12-23,435.65
2016-12-26,425.65
2016-12-27,435.35
2016-12-28,435.4
2016-12-29,444.8
2016-12-30,445.2
