Date,MCDHOLDING
2016-01-01,30.25
2016-01-04,30.1
2016-01-05,30.2
2016-01-06,29.85
2016-01-07,29.25
2016-01-08,29.2
2016-01-11,29.35
2016-01-12,28.55
2016-01-13,28.0
2016-01-14,26.9
2016-01-15,25.9
2016-01-18,24.15
2016-01-19,24.85
2016-01-20,23.55
2016-01-21,24.1
2016-01-22,24.55
2016-01-25,25.05
2016-01-27,25.2
2016-01-28,24.9
2016-01-29,25.35
2016-02-01,26.05
2016-02-02,26.25
2016-02-03,25.35
2016-02-04,25.6
2016-02-05,25.5
2016-02-08,28.95
2016-02-09,27.7
2016-02-10,26.0
2016-02-11,23.7
2016-02-12,23.0
2016-02-15,25.45
2016-02-16,23.6
2016-02-17,22.9
2016-02-18,22.9
2016-02-19,22.7
2016-02-22,23.25
2016-02-23,23.1
2016-02-24,22.75
2016-02-25,22.45
2016-02-26,26.9
2016-02-29,24.7
2016-03-01,24.95
2016-03-02,25.45
2016-03-03,25.6
2016-03-04,25.3
2016-03-08,24.5
2016-03-09,23.75
2016-03-10,22.95
2016-03-11,24.05
2016-03-14,23.7
2016-03-15,23.55
2016-03-16,23.4
2016-03-17,23.5
2016-03-18,23.45
2016-03-21,23.5
2016-03-22,24.25
2016-03-23,24.1
2016-03-28,23.4
2016-03-29,22.95
2016-03-30,23.75
2016-03-31,23.95
2016-04-01,24.15
2016-04-04,24.75
2016-04-05,24.5
2016-04-06,24.75
2016-04-07,24.7
2016-04-08,25.2
2016-04-11,25.5
2016-04-12,24.75
2016-04-13,25.0
2016-04-18,24.8
2016-04-20,24.95
2016-04-21,24.9
2016-04-22,25.3
2016-04-25,25.0
2016-04-26,25.55
2016-04-27,25.0
2016-04-28,25.05
2016-04-29,25.65
2016-05-02,24.95
2016-05-03,25.5
2016-05-04,25.55
2016-05-05,26.15
2016-05-06,25.5
2016-05-09,25.65
2016-05-10,25.4
2016-05-11,25.2
2016-05-12,25.7
2016-05-13,25.25
2016-05-16,25.1
2016-05-17,25.1
2016-05-18,25.2
2016-05-19,24.9
2016-05-20,24.95
2016-05-23,25.25
2016-05-24,24.45
2016-05-25,24.9
2016-05-26,24.7
2016-05-27,24.85
2016-05-30,25.6
2016-05-31,24.25
2016-06-01,24.65
2016-06-02,24.25
2016-06-03,23.45
2016-06-06,25.25
2016-06-07,23.8
2016-06-08,24.4
2016-06-09,24.3
2016-06-10,23.85
2016-06-13,23.85
2016-06-14,23.95
2016-06-15,26.1
2016-06-16,25.5
2016-06-17,24.95
2016-06-20,25.05
2016-06-21,24.8
2016-06-22,25.15
2016-06-23,24.85
2016-06-24,23.95
2016-06-27,24.35
2016-06-28,24.6
2016-06-29,25.65
2016-06-30,25.75
2016-07-01,25.9
2016-07-04,25.55
2016-07-05,30.65
2016-07-07,34.05
2016-07-08,32.3
2016-07-11,32.75
2016-07-12,31.3
2016-07-13,30.35
2016-07-14,30.55
2016-07-15,29.55
2016-07-18,28.7
2016-07-19,28.35
2016-07-20,28.1
2016-07-21,28.15
2016-07-22,30.15
2016-07-25,30.5
2016-07-26,29.7
2016-07-27,29.4
2016-07-28,30.5
2016-07-29,30.75
2016-08-01,31.05
2016-08-02,30.8
2016-08-03,30.7
2016-08-04,29.95
2016-08-05,30.85
2016-08-08,30.1
2016-08-09,29.95
2016-08-10,29.1
2016-08-11,28.65
2016-08-12,28.55
2016-08-16,29.3
2016-08-17,28.75
2016-08-18,28.6
2016-08-19,28.1
2016-08-22,27.6
2016-08-23,27.1
2016-08-24,27.6
2016-08-25,27.5
2016-08-26,27.55
2016-08-29,27.45
2016-08-30,28.2
2016-08-31,28.05
2016-09-01,28.45
2016-09-02,28.35
2016-09-06,27.6
2016-09-07,27.9
2016-09-08,28.15
2016-09-09,28.35
2016-09-12,27.75
2016-09-14,27.85
2016-09-15,28.7
2016-09-16,33.9
2016-09-19,40.65
2016-09-20,38.1
2016-09-21,36.4
2016-09-22,35.8
2016-09-23,35.45
2016-09-26,35.4
2016-09-27,36.6
2016-09-28,36.85
2016-09-29,34.9
2016-09-30,36.4
2016-10-03,39.75
2016-10-04,39.9
2016-10-05,39.3
2016-10-06,39.0
2016-10-07,39.0
2016-10-10,46.8
2016-10-13,51.45
2016-10-14,56.05
2016-10-17,56.25
2016-10-18,54.2
2016-10-19,52.95
2016-10-20,50.2
2016-10-21,50.45
2016-10-24,52.05
2016-10-25,52.85
2016-10-26,53.7
2016-10-27,52.2
2016-10-28,52.15
2016-10-30,52.2
2016-11-01,49.6
2016-11-02,46.75
2016-11-03,47.15
2016-11-04,44.05
2016-11-07,44.1
2016-11-08,44.65
2016-11-09,39.95
2016-11-10,42.85
2016-11-11,41.45
2016-11-15,37.7
2016-11-16,37.6
2016-11-17,34.15
2016-11-18,34.25
2016-11-21,31.8
2016-11-22,32.5
2016-11-23,34.15
2016-11-24,40.9
2016-11-25,43.1
2016-11-28,51.7
2016-11-29,46.55
2016-11-30,46.65
2016-12-01,45.75
2016-12-02,44.75
2016-12-05,44.65
2016-12-06,44.7
2016-12-07,44.05
2016-12-08,43.95
2016-12-09,43.35
2016-12-12,43.9
2016-12-13,43.4
2016-12-14,46.15
2016-12-15,43.75
2016-12-16,42.95
2016-12-19,41.75
2016-12-20,40.2
2016-12-21,39.8
2016-12-22,39.05
2016-12-23,41.05
2016-12-26,39.25
2016-12-27,39.7
2016-12-28,40.35
2016-12-29,42.5
2016-12-30,43.95
