Date,SHILPAMED
2016-01-01,497.4
2016-01-04,494.3
2016-01-05,496.7
2016-01-06,490.75
2016-01-07,469.85
2016-01-08,469.75
2016-01-11,471.35
2016-01-12,455.3
2016-01-13,437.9
2016-01-14,428.35
2016-01-15,415.5
2016-01-18,402.3
2016-01-19,392.8
2016-01-20,373.4
2016-01-21,383.8
2016-01-22,404.2
2016-01-25,419.5
2016-01-27,416.75
2016-01-28,403.75
2016-01-29,401.25
2016-02-01,422.9
2016-02-02,450.8
2016-02-03,428.85
2016-02-04,414.2
2016-02-05,433.65
2016-02-08,452.1
2016-02-09,426.15
2016-02-10,416.35
2016-02-11,404.2
2016-02-12,402.5
2016-02-15,417.3
2016-02-16,413.6
2016-02-17,419.0
2016-02-18,411.45
2016-02-19,415.6
2016-02-22,413.3
2016-02-23,406.35
2016-02-24,403.65
2016-02-25,400.2
2016-02-26,388.4
2016-02-29,397.45
2016-03-01,413.2
2016-03-02,432.45
2016-03-03,430.85
2016-03-04,445.5
2016-03-08,447.05
2016-03-09,445.05
2016-03-10,446.75
2016-03-11,439.95
2016-03-14,430.25
2016-03-15,426.55
2016-03-16,421.6
2016-03-17,419.95
2016-03-18,414.45
2016-03-21,420.55
2016-03-22,422.75
2016-03-23,429.3
2016-03-28,427.2
2016-03-29,414.65
2016-03-30,426.15
2016-03-31,428.05
2016-04-01,430.6
2016-04-04,428.55
2016-04-05,431.15
2016-04-06,433.35
2016-04-07,430.75
2016-04-08,430.75
2016-04-11,435.2
2016-04-12,438.45
2016-04-13,517.75
2016-04-18,491.3
2016-04-20,481.05
2016-04-21,482.85
2016-04-22,487.9
2016-04-25,480.75
2016-04-26,479.05
2016-04-27,483.9
2016-04-28,480.0
2016-04-29,475.1
2016-05-02,469.8
2016-05-03,471.25
2016-05-04,489.9
2016-05-05,480.55
2016-05-06,476.6
2016-05-09,476.1
2016-05-10,483.0
2016-05-11,475.75
2016-05-12,478.0
2016-05-13,480.55
2016-05-16,471.85
2016-05-17,479.0
2016-05-18,472.0
2016-05-19,472.9
2016-05-20,461.55
2016-05-23,451.95
2016-05-24,441.85
2016-05-25,450.7
2016-05-26,437.95
2016-05-27,440.05
2016-05-30,465.1
2016-05-31,447.7
2016-06-01,459.15
2016-06-02,461.9
2016-06-03,457.2
2016-06-06,457.0
2016-06-07,463.25
2016-06-08,465.4
2016-06-09,458.9
2016-06-10,458.85
2016-06-13,460.85
2016-06-14,460.55
2016-06-15,463.4
2016-06-16,459.4
2016-06-17,469.25
2016-06-20,485.5
2016-06-21,480.4
2016-06-22,479.8
2016-06-23,480.2
2016-06-24,467.45
2016-06-27,485.85
2016-06-28,489.35
2016-06-29,501.4
2016-06-30,498.9
2016-07-01,558.05
2016-07-04,573.25
2016-07-05,567.1
2016-07-07,562.05
2016-07-08,560.2
2016-07-11,576.55
2016-07-12,568.05
2016-07-13,583.45
2016-07-14,590.3
2016-07-15,584.3
2016-07-18,572.15
2016-07-19,568.55
2016-07-20,570.1
2016-07-21,558.05
2016-07-22,547.95
2016-07-25,559.45
2016-07-26,585.1
2016-07-27,596.55
2016-07-28,586.15
2016-07-29,585.85
2016-08-01,573.25
2016-08-02,561.9
2016-08-03,560.5
2016-08-04,559.0
2016-08-05,572.3
2016-08-08,574.55
2016-08-09,567.65
2016-08-10,560.9
2016-08-11,559.9
2016-08-12,555.75
2016-08-16,554.3
2016-08-17,556.7
2016-08-18,586.1
2016-08-19,578.75
2016-08-22,562.85
2016-08-23,573.45
2016-08-24,585.9
2016-08-25,598.8
2016-08-26,551.7
2016-08-29,553.15
2016-08-30,556.45
2016-08-31,555.5
2016-09-01,541.25
2016-09-02,536.85
2016-09-06,539.1
2016-09-07,540.15
2016-09-08,554.35
2016-09-09,542.35
2016-09-12,537.6
2016-09-14,538.6
2016-09-15,535.45
2016-09-16,531.05
2016-09-19,535.1
2016-09-20,542.6
2016-09-21,547.45
2016-09-22,559.2
2016-09-23,542.45
2016-09-26,545.4
2016-09-27,545.3
2016-09-28,559.4
2016-09-29,537.6
2016-09-30,540.05
2016-10-03,600.35
2016-10-04,603.85
2016-10-05,602.95
2016-10-06,582.05
2016-10-07,574.75
2016-10-10,576.15
2016-10-13,568.0
2016-10-14,574.95
2016-10-17,568.75
2016-10-18,583.8
2016-10-19,592.7
2016-10-20,600.7
2016-10-21,602.95
2016-10-24,596.5
2016-10-25,600.85
2016-10-26,597.2
2016-10-27,597.4
2016-10-28,598.8
2016-10-30,599.65
2016-11-01,589.15
2016-11-02,587.65
2016-11-03,581.65
2016-11-04,573.0
2016-11-07,590.0
2016-11-08,580.0
2016-11-09,586.65
2016-11-10,583.7
2016-11-11,568.2
2016-11-15,550.7
2016-11-16,553.7
2016-11-17,553.9
2016-11-18,563.45
2016-11-21,543.0
2016-11-22,544.85
2016-11-23,558.35
2016-11-24,570.65
2016-11-25,622.4
2016-11-28,674.05
2016-11-29,647.0
2016-11-30,678.5
2016-12-01,660.4
2016-12-02,653.1
2016-12-05,654.7
2016-12-06,649.2
2016-12-07,634.65
2016-12-08,631.15
2016-12-09,638.5
2016-12-12,658.7
2016-12-13,674.2
2016-12-14,680.8
2016-12-15,721.6
2016-12-16,731.9
2016-12-19,725.1
2016-12-20,729.7
2016-12-21,775.75
2016-12-22,749.4
2016-12-23,753.05
2016-12-26,693.9
2016-12-27,672.8
2016-12-28,681.75
2016-12-29,693.35
2016-12-30,690.9
