Date,TEXRAIL
2016-01-01,153.2
2016-01-04,146.95
2016-01-05,152.1
2016-01-06,151.6
2016-01-07,145.9
2016-01-08,150.0
2016-01-11,149.6
2016-01-12,149.6
2016-01-13,149.2
2016-01-14,145.45
2016-01-15,139.7
2016-01-18,130.55
2016-01-19,131.35
2016-01-20,123.15
2016-01-21,126.5
2016-01-22,136.35
2016-01-25,139.7
2016-01-27,139.1
2016-01-28,141.95
2016-01-29,142.3
2016-02-01,147.85
2016-02-02,142.0
2016-02-03,138.95
2016-02-04,141.8
2016-02-05,141.1
2016-02-08,144.75
2016-02-09,141.85
2016-02-10,138.65
2016-02-11,131.7
2016-02-12,132.15
2016-02-15,136.35
2016-02-16,132.1
2016-02-17,132.7
2016-02-18,135.0
2016-02-19,143.55
2016-02-22,141.2
2016-02-23,133.0
2016-02-24,131.2
2016-02-25,119.1
2016-02-26,99.05
2016-02-29,98.95
2016-03-01,108.8
2016-03-02,108.3
2016-03-03,108.4
2016-03-04,107.15
2016-03-08,104.1
2016-03-09,102.4
2016-03-10,102.45
2016-03-11,101.25
2016-03-14,100.5
2016-03-15,97.2
2016-03-16,101.3
2016-03-17,99.25
2016-03-18,100.85
2016-03-21,101.55
2016-03-22,104.25
2016-03-23,105.55
2016-03-28,104.65
2016-03-29,102.3
2016-03-30,104.95
2016-03-31,104.7
2016-04-01,103.85
2016-04-04,102.75
2016-04-05,100.85
2016-04-06,100.95
2016-04-07,107.1
2016-04-08,109.25
2016-04-11,111.2
2016-04-12,110.2
2016-04-13,111.05
2016-04-18,113.0
2016-04-20,115.0
2016-04-21,112.0
2016-04-22,115.05
2016-04-25,111.4
2016-04-26,115.2
2016-04-27,113.5
2016-04-28,110.1
2016-04-29,104.5
2016-05-02,98.8
2016-05-03,101.55
2016-05-04,101.1
2016-05-05,101.25
2016-05-06,101.1
2016-05-09,103.7
2016-05-10,103.75
2016-05-11,103.4
2016-05-12,101.0
2016-05-13,98.95
2016-05-16,101.6
2016-05-17,101.25
2016-05-18,100.15
2016-05-19,99.9
2016-05-20,99.3
2016-05-23,99.2
2016-05-24,98.8
2016-05-25,100.85
2016-05-26,100.7
2016-05-27,102.65
2016-05-30,104.65
2016-05-31,101.5
2016-06-01,103.25
2016-06-02,101.9
2016-06-03,101.1
2016-06-06,99.75
2016-06-07,98.85
2016-06-08,99.25
2016-06-09,99.3
2016-06-10,98.7
2016-06-13,97.95
2016-06-14,97.6
2016-06-15,98.1
2016-06-16,98.1
2016-06-17,98.8
2016-06-20,98.7
2016-06-21,97.55
2016-06-22,97.7
2016-06-23,97.95
2016-06-24,95.15
2016-06-27,94.2
2016-06-28,94.3
2016-06-29,94.05
2016-06-30,93.9
2016-07-01,94.3
2016-07-04,95.0
2016-07-05,94.3
2016-07-07,93.75
2016-07-08,94.05
2016-07-11,94.35
2016-07-12,94.85
2016-07-13,93.5
2016-07-14,93.95
2016-07-15,94.2
2016-07-18,96.15
2016-07-19,96.1
2016-07-20,95.2
2016-07-21,96.65
2016-07-22,102.25
2016-07-25,103.3
2016-07-26,101.65
2016-07-27,104.15
2016-07-28,105.85
2016-07-29,105.05
2016-08-01,101.35
2016-08-02,101.05
2016-08-03,99.1
2016-08-04,99.9
2016-08-05,100.25
2016-08-08,100.75
2016-08-09,99.8
2016-08-10,99.95
2016-08-11,99.3
2016-08-12,101.45
2016-08-16,101.35
2016-08-17,102.1
2016-08-18,104.7
2016-08-19,103.05
2016-08-22,107.95
2016-08-23,109.15
2016-08-24,107.8
2016-08-25,109.0
2016-08-26,108.15
2016-08-29,111.15
2016-08-30,113.65
2016-08-31,114.8
2016-09-01,111.75
2016-09-02,110.8
2016-09-06,114.8
2016-09-07,113.05
2016-09-08,114.1
2016-09-09,113.85
2016-09-12,110.0
2016-09-14,112.0
2016-09-15,114.0
2016-09-16,112.55
2016-09-19,111.9
2016-09-20,111.4
2016-09-21,112.75
2016-09-22,112.95
2016-09-23,112.3
2016-09-26,110.85
2016-09-27,110.5
2016-09-28,110.5
2016-09-29,102.0
2016-09-30,106.3
2016-10-03,108.2
2016-10-04,106.9
2016-10-05,106.4
2016-10-06,104.2
2016-10-07,103.65
2016-10-10,104.0
2016-10-13,102.75
2016-10-14,103.55
2016-10-17,105.95
2016-10-18,106.1
2016-10-19,109.95
2016-10-20,110.25
2016-10-21,109.4
2016-10-24,110.5
2016-10-25,109.5
2016-10-26,110.45
2016-10-27,111.3
2016-10-28,111.75
2016-10-30,112.1
2016-11-01,110.95
2016-11-02,108.25
2016-11-03,105.95
2016-11-04,103.95
2016-11-07,105.2
2016-11-08,106.1
2016-11-09,103.85
2016-11-10,105.95
2016-11-11,103.3
2016-11-15,98.2
2016-11-16,97.55
2016-11-17,97.15
2016-11-18,97.2
2016-11-21,95.75
2016-11-22,95.0
2016-11-23,96.1
2016-11-24,98.35
2016-11-25,99.35
2016-11-28,100.85
2016-11-29,105.95
2016-11-30,107.2
2016-12-01,104.85
2016-12-02,102.9
2016-12-05,105.3
2016-12-06,105.75
2016-12-07,104.1
2016-12-08,105.95
2016-12-09,106.25
2016-12-12,109.05
2016-12-13,109.35
2016-12-14,107.4
2016-12-15,110.5
2016-12-16,113.5
2016-12-19,115.55
2016-12-20,113.15
2016-12-21,113.5
2016-12-22,112.8
2016-12-23,112.2
2016-12-26,105.05
2016-12-27,110.85
2016-12-28,110.45
2016-12-29,110.75
2016-12-30,109.2
