Date,UCALFUEL
2016-01-01,140.85
2016-01-04,133.45
2016-01-05,138.1
2016-01-06,137.4
2016-01-07,129.6
2016-01-08,130.95
2016-01-11,130.25
2016-01-12,130.15
2016-01-13,125.15
2016-01-14,117.6
2016-01-15,115.15
2016-01-18,104.6
2016-01-19,110.9
2016-01-20,104.5
2016-01-21,105.05
2016-01-22,111.9
2016-01-25,112.25
2016-01-27,113.65
2016-01-28,111.95
2016-01-29,112.1
2016-02-01,109.5
2016-02-02,109.35
2016-02-03,104.6
2016-02-04,104.3
2016-02-05,104.55
2016-02-08,104.0
2016-02-09,102.75
2016-02-10,98.3
2016-02-11,91.75
2016-02-12,91.65
2016-02-15,95.25
2016-02-16,94.75
2016-02-17,91.3
2016-02-18,92.6
2016-02-19,93.55
2016-02-22,93.3
2016-02-23,98.7
2016-02-24,95.0
2016-02-25,90.1
2016-02-26,90.3
2016-02-29,88.8
2016-03-01,92.8
2016-03-02,98.7
2016-03-03,97.35
2016-03-04,98.75
2016-03-08,98.55
2016-03-09,97.5
2016-03-10,96.1
2016-03-11,97.2
2016-03-14,97.15
2016-03-15,98.05
2016-03-16,98.6
2016-03-17,96.4
2016-03-18,95.6
2016-03-21,95.1
2016-03-22,96.25
2016-03-23,97.7
2016-03-28,96.3
2016-03-29,95.75
2016-03-30,103.45
2016-03-31,104.65
2016-04-01,104.55
2016-04-04,102.75
2016-04-05,99.85
2016-04-06,101.0
2016-04-07,101.15
2016-04-08,102.1
2016-04-11,102.8
2016-04-12,104.6
2016-04-13,105.05
2016-04-18,102.9
2016-04-20,108.7
2016-04-21,106.0
2016-04-22,110.7
2016-04-25,108.95
2016-04-26,108.25
2016-04-27,108.85
2016-04-28,107.15
2016-04-29,105.15
2016-05-02,105.05
2016-05-03,107.1
2016-05-04,104.95
2016-05-05,104.2
2016-05-06,104.2
2016-05-09,104.25
2016-05-10,103.65
2016-05-11,107.15
2016-05-12,113.95
2016-05-13,115.1
2016-05-16,114.95
2016-05-17,112.85
2016-05-18,113.45
2016-05-19,111.95
2016-05-20,109.25
2016-05-23,106.85
2016-05-24,106.15
2016-05-25,108.95
2016-05-26,111.4
2016-05-27,110.7
2016-05-30,111.2
2016-05-31,108.65
2016-06-01,107.9
2016-06-02,107.75
2016-06-03,109.15
2016-06-06,108.35
2016-06-07,110.8
2016-06-08,112.5
2016-06-09,109.95
2016-06-10,109.15
2016-06-13,107.55
2016-06-14,109.8
2016-06-15,117.75
2016-06-16,115.2
2016-06-17,114.4
2016-06-20,113.55
2016-06-21,114.1
2016-06-22,112.4
2016-06-23,112.05
2016-06-24,106.75
2016-06-27,108.55
2016-06-28,109.6
2016-06-29,111.15
2016-06-30,113.3
2016-07-01,111.35
2016-07-04,113.4
2016-07-05,114.95
2016-07-07,116.4
2016-07-08,115.1
2016-07-11,115.6
2016-07-12,114.35
2016-07-13,113.8
2016-07-14,114.75
2016-07-15,113.9
2016-07-18,115.6
2016-07-19,114.5
2016-07-20,114.9
2016-07-21,115.3
2016-07-22,116.65
2016-07-25,118.75
2016-07-26,116.95
2016-07-27,116.25
2016-07-28,115.1
2016-07-29,114.6
2016-08-01,115.85
2016-08-02,114.0
2016-08-03,112.95
2016-08-04,114.4
2016-08-05,117.65
2016-08-08,120.15
2016-08-09,118.15
2016-08-10,116.55
2016-08-11,115.95
2016-08-12,117.1
2016-08-16,135.25
2016-08-17,138.6
2016-08-18,142.8
2016-08-19,138.25
2016-08-22,150.9
2016-08-23,150.65
2016-08-24,154.1
2016-08-25,155.05
2016-08-26,153.15
2016-08-29,155.15
2016-08-30,155.15
2016-08-31,159.1
2016-09-01,160.25
2016-09-02,166.7
2016-09-06,167.6
2016-09-07,175.05
2016-09-08,176.95
2016-09-09,173.05
2016-09-12,166.6
2016-09-14,173.4
2016-09-15,182.85
2016-09-16,179.15
2016-09-19,180.0
2016-09-20,172.55
2016-09-21,171.35
2016-09-22,170.9
2016-09-23,168.0
2016-09-26,165.8
2016-09-27,166.95
2016-09-28,172.3
2016-09-29,155.45
2016-09-30,161.3
2016-10-03,166.3
2016-10-04,169.2
2016-10-05,169.5
2016-10-06,164.65
2016-10-07,166.35
2016-10-10,175.05
2016-10-13,186.65
2016-10-14,189.85
2016-10-17,184.75
2016-10-18,191.5
2016-10-19,188.95
2016-10-20,192.55
2016-10-21,193.0
2016-10-24,201.95
2016-10-25,221.5
2016-10-26,218.1
2016-10-27,214.3
2016-10-28,216.15
2016-10-30,223.25
2016-11-01,229.95
2016-11-02,222.6
2016-11-03,216.1
2016-11-04,205.9
2016-11-07,207.3
2016-11-08,203.8
2016-11-09,198.25
2016-11-10,201.45
2016-11-11,189.65
2016-11-15,169.0
2016-11-16,178.5
2016-11-17,173.85
2016-11-18,173.95
2016-11-21,155.5
2016-11-22,153.0
2016-11-23,170.1
2016-11-24,167.4
2016-11-25,172.3
2016-11-28,179.6
2016-11-29,179.2
2016-11-30,183.0
2016-12-01,175.3
2016-12-02,174.85
2016-12-05,180.25
2016-12-06,177.35
2016-12-07,171.55
2016-12-08,175.7
2016-12-09,173.25
2016-12-12,172.25
2016-12-13,169.8
2016-12-14,168.75
2016-12-15,165.95
2016-12-16,164.9
2016-12-19,164.7
2016-12-20,170.35
2016-12-21,170.6
2016-12-22,163.4
2016-12-23,163.6
2016-12-26,156.3
2016-12-27,159.3
2016-12-28,160.45
2016-12-29,161.55
2016-12-30,163.7
