Date,SHARDACROP
2016-01-01,243.65
2016-01-04,241.2
2016-01-05,242.2
2016-01-06,242.35
2016-01-07,236.6
2016-01-08,239.7
2016-01-11,236.7
2016-01-12,229.65
2016-01-13,225.35
2016-01-14,226.6
2016-01-15,226.45
2016-01-18,219.35
2016-01-19,222.1
2016-01-20,220.6
2016-01-21,222.15
2016-01-22,223.4
2016-01-25,226.45
2016-01-27,224.1
2016-01-28,224.45
2016-01-29,226.4
2016-02-01,230.4
2016-02-02,226.75
2016-02-03,221.1
2016-02-04,221.25
2016-02-05,222.95
2016-02-08,225.1
2016-02-09,221.45
2016-02-10,220.05
2016-02-11,221.25
2016-02-12,221.9
2016-02-15,226.85
2016-02-16,225.75
2016-02-17,222.8
2016-02-18,226.1
2016-02-19,222.8
2016-02-22,221.4
2016-02-23,219.5
2016-02-24,209.75
2016-02-25,207.65
2016-02-26,208.25
2016-02-29,205.75
2016-03-01,214.6
2016-03-02,221.9
2016-03-03,226.35
2016-03-04,227.75
2016-03-08,229.75
2016-03-09,231.15
2016-03-10,226.85
2016-03-11,228.15
2016-03-14,227.95
2016-03-15,220.05
2016-03-16,220.8
2016-03-17,219.65
2016-03-18,220.85
2016-03-21,227.8
2016-03-22,224.4
2016-03-23,224.25
2016-03-28,222.6
2016-03-29,219.9
2016-03-30,226.7
2016-03-31,235.0
2016-04-01,240.0
2016-04-04,230.05
2016-04-05,239.85
2016-04-06,250.1
2016-04-07,248.35
2016-04-08,243.6
2016-04-11,259.1
2016-04-12,275.45
2016-04-13,276.4
2016-04-18,278.9
2016-04-20,278.6
2016-04-21,274.4
2016-04-22,270.45
2016-04-25,264.85
2016-04-26,262.25
2016-04-27,261.95
2016-04-28,268.2
2016-04-29,264.65
2016-05-02,266.3
2016-05-03,269.2
2016-05-04,268.0
2016-05-05,269.65
2016-05-06,270.05
2016-05-09,272.05
2016-05-10,280.1
2016-05-11,281.2
2016-05-12,288.4
2016-05-13,295.0
2016-05-16,295.15
2016-05-17,300.05
2016-05-18,305.35
2016-05-19,299.1
2016-05-20,289.3
2016-05-23,282.35
2016-05-24,279.65
2016-05-25,290.4
2016-05-26,348.45
2016-05-27,349.15
2016-05-30,352.9
2016-05-31,357.65
2016-06-01,360.6
2016-06-02,361.7
2016-06-03,375.4
2016-06-06,382.45
2016-06-07,384.9
2016-06-08,380.65
2016-06-09,375.7
2016-06-10,370.55
2016-06-13,373.25
2016-06-14,372.95
2016-06-15,381.1
2016-06-16,372.3
2016-06-17,390.1
2016-06-20,400.45
2016-06-21,390.6
2016-06-22,388.2
2016-06-23,382.8
2016-06-24,375.15
2016-06-27,385.45
2016-06-28,391.15
2016-06-29,393.0
2016-06-30,390.95
2016-07-01,386.45
2016-07-04,393.3
2016-07-05,387.75
2016-07-07,382.85
2016-07-08,375.65
2016-07-11,382.4
2016-07-12,378.35
2016-07-13,375.3
2016-07-14,384.85
2016-07-15,375.5
2016-07-18,375.0
2016-07-19,372.1
2016-07-20,372.6
2016-07-21,370.45
2016-07-22,368.1
2016-07-25,371.15
2016-07-26,373.15
2016-07-27,379.2
2016-07-28,386.3
2016-07-29,385.6
2016-08-01,384.1
2016-08-02,381.3
2016-08-03,374.0
2016-08-04,376.15
2016-08-05,374.5
2016-08-08,374.15
2016-08-09,372.3
2016-08-10,367.45
2016-08-11,366.3
2016-08-12,360.0
2016-08-16,356.05
2016-08-17,356.0
2016-08-18,360.25
2016-08-19,361.6
2016-08-22,360.95
2016-08-23,359.7
2016-08-24,363.8
2016-08-25,364.15
2016-08-26,373.05
2016-08-29,373.55
2016-08-30,373.25
2016-08-31,364.8
2016-09-01,369.55
2016-09-02,367.2
2016-09-06,369.25
2016-09-07,371.45
2016-09-08,372.7
2016-09-09,363.8
2016-09-12,359.25
2016-09-14,362.75
2016-09-15,366.35
2016-09-16,360.15
2016-09-19,368.3
2016-09-20,378.65
2016-09-21,390.15
2016-09-22,400.55
2016-09-23,407.2
2016-09-26,394.55
2016-09-27,391.15
2016-09-28,394.4
2016-09-29,375.65
2016-09-30,382.1
2016-10-03,389.05
2016-10-04,389.25
2016-10-05,450.65
2016-10-06,434.5
2016-10-07,420.95
2016-10-10,432.5
2016-10-13,420.0
2016-10-14,425.35
2016-10-17,424.7
2016-10-18,421.55
2016-10-19,419.45
2016-10-20,423.1
2016-10-21,421.6
2016-10-24,425.75
2016-10-25,417.25
2016-10-26,421.15
2016-10-27,423.15
2016-10-28,427.7
2016-10-30,433.3
2016-11-01,430.45
2016-11-02,422.25
2016-11-03,409.9
2016-11-04,406.1
2016-11-07,395.35
2016-11-08,402.1
2016-11-09,403.55
2016-11-10,405.1
2016-11-11,404.35
2016-11-15,384.65
2016-11-16,385.5
2016-11-17,383.05
2016-11-18,391.6
2016-11-21,368.4
2016-11-22,373.85
2016-11-23,380.35
2016-11-24,391.75
2016-11-25,397.85
2016-11-28,420.85
2016-11-29,427.9
2016-11-30,428.4
2016-12-01,424.65
2016-12-02,431.75
2016-12-05,433.6
2016-12-06,430.65
2016-12-07,432.65
2016-12-08,434.85
2016-12-09,431.15
2016-12-12,459.95
2016-12-13,451.65
2016-12-14,441.5
2016-12-15,442.2
2016-12-16,445.45
2016-12-19,446.95
2016-12-20,447.05
2016-12-21,440.55
2016-12-22,439.8
2016-12-23,446.9
2016-12-26,436.7
2016-12-27,434.45
2016-12-28,440.55
2016-12-29,444.2
2016-12-30,444.2
