Date,LUMAXTECH
2016-01-01,409.65
2016-01-04,408.95
2016-01-05,407.7
2016-01-06,397.9
2016-01-07,376.6
2016-01-08,391.7
2016-01-11,388.85
2016-01-12,384.95
2016-01-13,377.35
2016-01-14,361.2
2016-01-15,345.0
2016-01-18,320.4
2016-01-19,332.05
2016-01-20,315.0
2016-01-21,315.9
2016-01-22,337.65
2016-01-25,317.55
2016-01-27,332.55
2016-01-28,334.45
2016-01-29,338.5
2016-02-01,332.45
2016-02-02,324.3
2016-02-03,301.05
2016-02-04,303.3
2016-02-05,320.05
2016-02-08,311.55
2016-02-09,305.8
2016-02-10,312.15
2016-02-11,301.15
2016-02-12,299.0
2016-02-15,315.2
2016-02-16,310.8
2016-02-17,312.3
2016-02-18,309.2
2016-02-19,300.6
2016-02-22,303.7
2016-02-23,298.0
2016-02-24,282.35
2016-02-25,286.25
2016-02-26,283.9
2016-02-29,281.2
2016-03-01,294.75
2016-03-02,299.1
2016-03-03,294.7
2016-03-04,295.2
2016-03-08,295.9
2016-03-09,298.8
2016-03-10,299.15
2016-03-11,297.9
2016-03-14,297.7
2016-03-15,287.75
2016-03-16,280.5
2016-03-17,278.45
2016-03-18,279.7
2016-03-21,280.05
2016-03-22,296.95
2016-03-23,290.7
2016-03-28,289.45
2016-03-29,291.75
2016-03-30,300.2
2016-03-31,314.25
2016-04-01,305.75
2016-04-04,300.65
2016-04-05,299.85
2016-04-06,308.8
2016-04-07,310.7
2016-04-08,316.7
2016-04-11,320.75
2016-04-12,340.25
2016-04-13,327.2
2016-04-18,325.4
2016-04-20,328.55
2016-04-21,336.1
2016-04-22,337.45
2016-04-25,330.0
2016-04-26,355.0
2016-04-27,349.7
2016-04-28,355.85
2016-04-29,349.15
2016-05-02,339.65
2016-05-03,344.2
2016-05-04,338.2
2016-05-05,338.8
2016-05-06,339.1
2016-05-09,341.75
2016-05-10,353.1
2016-05-11,351.45
2016-05-12,355.0
2016-05-13,335.1
2016-05-16,325.25
2016-05-17,327.15
2016-05-18,325.0
2016-05-19,319.8
2016-05-20,323.6
2016-05-23,322.05
2016-05-24,321.05
2016-05-25,319.25
2016-05-26,321.2
2016-05-27,318.15
2016-05-30,319.35
2016-05-31,322.5
2016-06-01,326.85
2016-06-02,323.45
2016-06-03,322.75
2016-06-06,324.95
2016-06-07,328.0
2016-06-08,333.15
2016-06-09,331.3
2016-06-10,326.75
2016-06-13,330.0
2016-06-14,327.95
2016-06-15,339.55
2016-06-16,335.75
2016-06-17,335.3
2016-06-20,339.1
2016-06-21,332.65
2016-06-22,325.65
2016-06-23,328.75
2016-06-24,316.2
2016-06-27,311.05
2016-06-28,315.55
2016-06-29,325.35
2016-06-30,321.35
2016-07-01,328.3
2016-07-04,325.1
2016-07-05,322.3
2016-07-07,323.5
2016-07-08,324.0
2016-07-11,329.9
2016-07-12,324.75
2016-07-13,322.75
2016-07-14,325.55
2016-07-15,320.3
2016-07-18,323.25
2016-07-19,323.0
2016-07-20,327.2
2016-07-21,329.35
2016-07-22,331.7
2016-07-25,331.35
2016-07-26,331.1
2016-07-27,330.1
2016-07-28,367.05
2016-07-29,369.25
2016-08-01,371.9
2016-08-02,379.05
2016-08-03,391.9
2016-08-04,397.55
2016-08-05,399.6
2016-08-08,401.95
2016-08-09,396.1
2016-08-10,395.85
2016-08-11,401.0
2016-08-12,407.95
2016-08-16,413.9
2016-08-17,414.3
2016-08-18,415.25
2016-08-19,419.1
2016-08-22,421.8
2016-08-23,418.05
2016-08-24,424.8
2016-08-25,420.15
2016-08-26,424.75
2016-08-29,422.1
2016-08-30,426.25
2016-08-31,423.2
2016-09-01,424.1
2016-09-02,429.55
2016-09-06,425.75
2016-09-07,428.9
2016-09-08,425.1
2016-09-09,429.7
2016-09-12,421.2
2016-09-14,421.05
2016-09-15,440.8
2016-09-16,447.2
2016-09-19,458.65
2016-09-20,473.55
2016-09-21,466.95
2016-09-22,470.65
2016-09-23,473.7
2016-09-26,458.7
2016-09-27,458.65
2016-09-28,456.85
2016-09-29,428.75
2016-09-30,434.4
2016-10-03,471.6
2016-10-04,460.4
2016-10-05,494.15
2016-10-06,486.6
2016-10-07,493.2
2016-10-10,494.3
2016-10-13,481.35
2016-10-14,510.0
2016-10-17,490.6
2016-10-18,506.55
2016-10-19,508.35
2016-10-20,515.2
2016-10-21,508.45
2016-10-24,510.3
2016-10-25,506.4
2016-10-26,525.55
2016-10-27,521.25
2016-10-28,543.7
2016-10-30,546.45
2016-11-01,540.15
2016-11-02,517.5
2016-11-03,506.15
2016-11-04,498.75
2016-11-07,520.9
2016-11-08,526.6
2016-11-09,518.75
2016-11-10,501.3
2016-11-11,466.0
2016-11-15,396.45
2016-11-16,408.9
2016-11-17,403.2
2016-11-18,408.85
2016-11-21,394.8
2016-11-22,392.5
2016-11-23,400.55
2016-11-24,414.6
2016-11-25,422.75
2016-11-28,418.95
2016-11-29,428.25
2016-11-30,428.85
2016-12-01,414.3
2016-12-02,409.95
2016-12-05,426.95
2016-12-06,440.2
2016-12-07,429.25
2016-12-08,463.45
2016-12-09,460.8
2016-12-12,449.7
2016-12-13,442.35
2016-12-14,430.25
2016-12-15,430.9
2016-12-16,421.95
2016-12-19,411.05
2016-12-20,397.7
2016-12-21,421.1
2016-12-22,413.8
2016-12-23,420.55
2016-12-26,408.3
2016-12-27,416.4
2016-12-28,414.9
2016-12-29,415.0
2016-12-30,431.7
