Date,SAKUMA
2016-01-01,90.55
2016-01-04,83.85
2016-01-05,81.5
2016-01-06,78.55
2016-01-07,75.25
2016-01-08,77.85
2016-01-11,77.5
2016-01-12,76.5
2016-01-13,73.8
2016-01-14,72.35
2016-01-15,66.7
2016-01-18,57.0
2016-01-19,55.8
2016-01-20,53.45
2016-01-21,55.6
2016-01-22,61.15
2016-01-25,67.25
2016-01-27,68.1
2016-01-28,65.95
2016-01-29,67.6
2016-02-01,68.5
2016-02-02,70.9
2016-02-03,66.55
2016-02-04,67.95
2016-02-05,72.05
2016-02-08,69.95
2016-02-09,67.65
2016-02-10,59.75
2016-02-11,54.9
2016-02-12,54.35
2016-02-15,65.2
2016-02-16,62.45
2016-02-17,62.65
2016-02-18,63.05
2016-02-19,60.9
2016-02-22,60.45
2016-02-23,59.8
2016-02-24,59.65
2016-02-25,58.8
2016-02-26,57.95
2016-02-29,58.3
2016-03-01,65.85
2016-03-02,68.15
2016-03-03,70.85
2016-03-04,68.15
2016-03-08,68.35
2016-03-09,68.15
2016-03-10,68.2
2016-03-11,67.95
2016-03-14,67.75
2016-03-15,66.9
2016-03-16,66.8
2016-03-17,66.85
2016-03-18,64.8
2016-03-21,61.4
2016-03-22,67.45
2016-03-23,66.65
2016-03-28,63.6
2016-03-29,65.0
2016-03-30,64.7
2016-03-31,64.0
2016-04-01,63.6
2016-04-04,64.95
2016-04-05,62.85
2016-04-06,65.05
2016-04-07,64.45
2016-04-08,64.3
2016-04-11,65.25
2016-04-12,65.2
2016-04-13,71.1
2016-04-18,69.1
2016-04-20,67.75
2016-04-21,67.15
2016-04-22,66.85
2016-04-25,69.75
2016-04-26,70.25
2016-04-27,68.75
2016-04-28,66.55
2016-04-29,66.65
2016-05-02,66.15
2016-05-03,65.4
2016-05-04,63.45
2016-05-05,64.25
2016-05-06,62.25
2016-05-09,64.3
2016-05-10,65.1
2016-05-11,66.85
2016-05-12,67.7
2016-05-13,67.7
2016-05-16,67.65
2016-05-17,67.95
2016-05-18,67.85
2016-05-19,70.5
2016-05-20,76.85
2016-05-23,80.35
2016-05-24,73.75
2016-05-25,73.35
2016-05-26,76.2
2016-05-27,80.75
2016-05-30,72.15
2016-05-31,72.55
2016-06-01,77.55
2016-06-02,79.1
2016-06-03,75.65
2016-06-06,74.8
2016-06-07,74.0
2016-06-08,75.25
2016-06-09,74.65
2016-06-10,73.75
2016-06-13,77.55
2016-06-14,78.0
2016-06-15,75.5
2016-06-16,73.05
2016-06-17,72.15
2016-06-20,70.85
2016-06-21,71.25
2016-06-22,71.2
2016-06-23,70.7
2016-06-24,68.3
2016-06-27,71.1
2016-06-28,69.4
2016-06-29,70.45
2016-06-30,71.35
2016-07-01,69.65
2016-07-04,69.1
2016-07-05,69.9
2016-07-07,70.2
2016-07-08,69.55
2016-07-11,70.55
2016-07-12,69.35
2016-07-13,69.7
2016-07-14,68.85
2016-07-15,67.8
2016-07-18,67.25
2016-07-19,67.3
2016-07-20,68.75
2016-07-21,66.7
2016-07-22,66.95
2016-07-25,66.7
2016-07-26,66.7
2016-07-27,66.45
2016-07-28,65.8
2016-07-29,65.9
2016-08-01,63.55
2016-08-02,62.9
2016-08-03,64.0
2016-08-04,63.9
2016-08-05,63.55
2016-08-08,64.1
2016-08-09,64.3
2016-08-10,63.8
2016-08-11,56.95
2016-08-12,51.85
2016-08-16,50.6
2016-08-17,50.75
2016-08-18,54.1
2016-08-19,56.75
2016-08-22,57.95
2016-08-23,58.15
2016-08-24,57.05
2016-08-25,56.45
2016-08-26,56.35
2016-08-29,55.1
2016-08-30,55.0
2016-08-31,56.3
2016-09-01,54.75
2016-09-02,53.8
2016-09-06,54.35
2016-09-07,54.55
2016-09-08,54.35
2016-09-09,55.25
2016-09-12,54.1
2016-09-14,54.25
2016-09-15,54.1
2016-09-16,54.35
2016-09-19,55.5
2016-09-20,58.0
2016-09-21,57.95
2016-09-22,58.45
2016-09-23,57.7
2016-09-26,69.2
2016-09-27,74.1
2016-09-28,70.95
2016-09-29,62.6
2016-09-30,64.45
2016-10-03,68.5
2016-10-04,66.65
2016-10-05,65.9
2016-10-06,64.45
2016-10-07,63.2
2016-10-10,62.85
2016-10-13,61.0
2016-10-14,63.3
2016-10-17,63.55
2016-10-18,62.6
2016-10-19,62.05
2016-10-20,63.85
2016-10-21,64.25
2016-10-24,67.15
2016-10-25,64.65
2016-10-26,65.5
2016-10-27,65.6
2016-10-28,66.8
2016-10-30,67.05
2016-11-01,66.6
2016-11-02,62.2
2016-11-03,63.25
2016-11-04,60.75
2016-11-07,63.1
2016-11-08,68.65
2016-11-09,66.5
2016-11-10,67.9
2016-11-11,67.0
2016-11-15,61.9
2016-11-16,62.25
2016-11-17,60.55
2016-11-18,59.7
2016-11-21,57.9
2016-11-22,58.6
2016-11-23,61.9
2016-11-24,61.3
2016-11-25,61.55
2016-11-28,62.45
2016-11-29,63.9
2016-11-30,64.6
2016-12-01,64.65
2016-12-02,62.95
2016-12-05,63.35
2016-12-06,64.05
2016-12-07,64.55
2016-12-08,63.9
2016-12-09,65.0
2016-12-12,62.65
2016-12-13,62.7
2016-12-14,62.75
2016-12-15,63.45
2016-12-16,63.35
2016-12-19,62.75
2016-12-20,60.85
2016-12-21,60.65
2016-12-22,59.35
2016-12-23,60.05
2016-12-26,62.1
2016-12-27,62.4
2016-12-28,61.7
2016-12-29,61.1
2016-12-30,61.4
