Date,3MINDIA
2016-01-01,11321.95
2016-01-04,10935.8
2016-01-05,10784.35
2016-01-06,10644.6
2016-01-07,10673.75
2016-01-08,10589.6
2016-01-11,10653.95
2016-01-12,10657.05
2016-01-13,10514.3
2016-01-14,10403.9
2016-01-15,10209.75
2016-01-18,9837.7
2016-01-19,9962.45
2016-01-20,9838.95
2016-01-21,9827.5
2016-01-22,9925.5
2016-01-25,9643.4
2016-01-27,9521.5
2016-01-28,9713.35
2016-01-29,9881.15
2016-02-01,9878.35
2016-02-02,9881.25
2016-02-03,9826.6
2016-02-04,9891.7
2016-02-05,10135.75
2016-02-08,11532.8
2016-02-09,11565.9
2016-02-10,11473.95
2016-02-11,10708.1
2016-02-12,10623.4
2016-02-15,11022.95
2016-02-16,11041.1
2016-02-17,10951.45
2016-02-18,10854.55
2016-02-19,10850.25
2016-02-22,10863.9
2016-02-23,10720.3
2016-02-24,10304.95
2016-02-25,10299.45
2016-02-26,10350.0
2016-02-29,10382.15
2016-03-01,10875.95
2016-03-02,10755.9
2016-03-03,10784.4
2016-03-04,10781.0
2016-03-08,10774.8
2016-03-09,10779.7
2016-03-10,10850.0
2016-03-11,10740.75
2016-03-14,10714.2
2016-03-15,10722.05
2016-03-16,10772.7
2016-03-17,10696.05
2016-03-18,10780.6
2016-03-21,10795.45
2016-03-22,10804.4
2016-03-23,10799.55
2016-03-28,10673.75
2016-03-29,10703.1
2016-03-30,10708.25
2016-03-31,10724.95
2016-04-01,10826.05
2016-04-04,10766.4
2016-04-05,10693.5
2016-04-06,10699.8
2016-04-07,10497.15
2016-04-08,11037.0
2016-04-11,11349.35
2016-04-12,13228.95
2016-04-13,13623.25
2016-04-18,13714.9
2016-04-20,14080.5
2016-04-21,13424.1
2016-04-22,13393.7
2016-04-25,13673.45
2016-04-26,13557.65
2016-04-27,13424.65
2016-04-28,13499.1
2016-04-29,13323.85
2016-05-02,13521.55
2016-05-03,13365.3
2016-05-04,13200.45
2016-05-05,13131.25
2016-05-06,13202.8
2016-05-09,13226.6
2016-05-10,13241.95
2016-05-11,13247.35
2016-05-12,13212.0
2016-05-13,13098.7
2016-05-16,13126.85
2016-05-17,13059.1
2016-05-18,13009.7
2016-05-19,12655.8
2016-05-20,12716.3
2016-05-23,12979.95
2016-05-24,12960.7
2016-05-25,13074.85
2016-05-26,13164.2
2016-05-27,12699.0
2016-05-30,12500.5
2016-05-31,12415.15
2016-06-01,12385.15
2016-06-02,12473.45
2016-06-03,12456.9
2016-06-06,12517.8
2016-06-07,12521.3
2016-06-08,12638.25
2016-06-09,12378.7
2016-06-10,12193.45
2016-06-13,12144.65
2016-06-14,12242.3
2016-06-15,12648.95
2016-06-16,12392.15
2016-06-17,12428.15
2016-06-20,12369.55
2016-06-21,12417.45
2016-06-22,12323.9
2016-06-23,12194.75
2016-06-24,11942.05
2016-06-27,12084.85
2016-06-28,12265.2
2016-06-29,12513.85
2016-06-30,12823.35
2016-07-01,13285.25
2016-07-04,13986.85
2016-07-05,13791.55
2016-07-07,13652.4
2016-07-08,13748.6
2016-07-11,13667.85
2016-07-12,13717.3
2016-07-13,13740.95
2016-07-14,13629.45
2016-07-15,13614.2
2016-07-18,13499.95
2016-07-19,13420.85
2016-07-20,13479.05
2016-07-21,13766.15
2016-07-22,13885.8
2016-07-25,14575.9
2016-07-26,14939.55
2016-07-27,14936.6
2016-07-28,14837.6
2016-07-29,14619.65
2016-08-01,14249.95
2016-08-02,13782.4
2016-08-03,13562.95
2016-08-04,13632.75
2016-08-05,13541.95
2016-08-08,13313.2
2016-08-09,13211.75
2016-08-10,13078.75
2016-08-11,13168.0
2016-08-12,13085.45
2016-08-16,13198.5
2016-08-17,13070.9
2016-08-18,13188.0
2016-08-19,13187.7
2016-08-22,13289.5
2016-08-23,13200.65
2016-08-24,13206.2
2016-08-25,13022.6
2016-08-26,12991.55
2016-08-29,12943.9
2016-08-30,12949.1
2016-08-31,12880.8
2016-09-01,12873.6
2016-09-02,12983.5
2016-09-06,12998.9
2016-09-07,13185.7
2016-09-08,13193.2
2016-09-09,13182.05
2016-09-12,13093.35
2016-09-14,13189.6
2016-09-15,13214.9
2016-09-16,13181.95
2016-09-19,13161.95
2016-09-20,13211.05
2016-09-21,13099.1
2016-09-22,13186.0
2016-09-23,13023.05
2016-09-26,12922.5
2016-09-27,13101.65
2016-09-28,13188.25
2016-09-29,12757.0
2016-09-30,12883.9
2016-10-03,13188.2
2016-10-04,13234.95
2016-10-05,13156.9
2016-10-06,13149.6
2016-10-07,13190.8
2016-10-10,13199.75
2016-10-13,13073.15
2016-10-14,12992.9
2016-10-17,12976.5
2016-10-18,12986.65
2016-10-19,12958.5
2016-10-20,12951.25
2016-10-21,12976.5
2016-10-24,13002.15
2016-10-25,13047.0
2016-10-26,13047.35
2016-10-27,13045.45
2016-10-28,13018.3
2016-10-30,13296.35
2016-11-01,13180.25
2016-11-02,13057.15
2016-11-03,13008.85
2016-11-04,12735.45
2016-11-07,12822.75
2016-11-08,12797.15
2016-11-09,12719.1
2016-11-10,12849.7
2016-11-11,12660.85
2016-11-15,12443.1
2016-11-16,12207.8
2016-11-17,12140.05
2016-11-18,12200.55
2016-11-21,11230.55
2016-11-22,11216.6
2016-11-23,11084.1
2016-11-24,11230.15
2016-11-25,11283.9
2016-11-28,11284.1
2016-11-29,11298.85
2016-11-30,11293.45
2016-12-01,11299.1
2016-12-02,11220.95
2016-12-05,11242.9
2016-12-06,11145.7
2016-12-07,11005.2
2016-12-08,10992.85
2016-12-09,10980.45
2016-12-12,10798.0
2016-12-13,10798.1
2016-12-14,10742.9
2016-12-15,10510.4
2016-12-16,10595.2
2016-12-19,10496.0
2016-12-20,10596.7
2016-12-21,10399.7
2016-12-22,10492.3
2016-12-23,10301.45
2016-12-26,10162.1
2016-12-27,10433.1
2016-12-28,10636.35
2016-12-29,10895.55
2016-12-30,11123.1
