Date,VIMTALABS
2016-01-01,103.65
2016-01-04,99.55
2016-01-05,101.65
2016-01-06,101.3
2016-01-07,97.5
2016-01-08,97.2
2016-01-11,96.25
2016-01-12,94.75
2016-01-13,89.65
2016-01-14,85.8
2016-01-15,80.0
2016-01-18,74.3
2016-01-19,76.35
2016-01-20,73.3
2016-01-21,74.75
2016-01-22,78.55
2016-01-25,83.2
2016-01-27,86.9
2016-01-28,84.8
2016-01-29,80.35
2016-02-01,80.35
2016-02-02,76.75
2016-02-03,74.1
2016-02-04,73.15
2016-02-05,73.8
2016-02-08,72.45
2016-02-09,70.8
2016-02-10,69.6
2016-02-11,65.5
2016-02-12,63.8
2016-02-15,67.35
2016-02-16,64.9
2016-02-17,63.15
2016-02-18,63.55
2016-02-19,63.7
2016-02-22,64.25
2016-02-23,63.15
2016-02-24,60.35
2016-02-25,60.55
2016-02-26,59.95
2016-02-29,61.7
2016-03-01,63.75
2016-03-02,65.25
2016-03-03,66.9
2016-03-04,68.55
2016-03-08,68.95
2016-03-09,69.7
2016-03-10,70.5
2016-03-11,70.25
2016-03-14,68.55
2016-03-15,67.85
2016-03-16,67.25
2016-03-17,67.1
2016-03-18,66.8
2016-03-21,68.2
2016-03-22,68.7
2016-03-23,68.3
2016-03-28,68.0
2016-03-29,70.1
2016-03-30,72.1
2016-03-31,70.65
2016-04-01,71.55
2016-04-04,72.7
2016-04-05,71.3
2016-04-06,70.6
2016-04-07,80.6
2016-04-08,77.3
2016-04-11,74.9
2016-04-12,76.0
2016-04-13,77.7
2016-04-18,77.15
2016-04-20,77.55
2016-04-21,78.2
2016-04-22,78.8
2016-04-25,77.9
2016-04-26,79.4
2016-04-27,79.35
2016-04-28,77.2
2016-04-29,77.55
2016-05-02,76.6
2016-05-03,77.35
2016-05-04,77.65
2016-05-05,76.85
2016-05-06,76.45
2016-05-09,77.55
2016-05-10,76.9
2016-05-11,76.65
2016-05-12,80.05
2016-05-13,80.25
2016-05-16,80.95
2016-05-17,75.75
2016-05-18,77.65
2016-05-19,76.45
2016-05-20,74.5
2016-05-23,72.45
2016-05-24,71.0
2016-05-25,71.6
2016-05-26,71.75
2016-05-27,73.45
2016-05-30,73.55
2016-05-31,72.35
2016-06-01,71.45
2016-06-02,72.85
2016-06-03,71.4
2016-06-06,71.0
2016-06-07,72.05
2016-06-08,73.25
2016-06-09,73.2
2016-06-10,72.4
2016-06-13,71.0
2016-06-14,71.2
2016-06-15,72.0
2016-06-16,70.8
2016-06-17,70.5
2016-06-20,70.45
2016-06-21,71.9
2016-06-22,72.1
2016-06-23,71.95
2016-06-24,69.1
2016-06-27,70.55
2016-06-28,70.1
2016-06-29,71.45
2016-06-30,72.45
2016-07-01,74.35
2016-07-04,74.0
2016-07-05,77.5
2016-07-07,76.55
2016-07-08,79.25
2016-07-11,77.65
2016-07-12,77.3
2016-07-13,80.25
2016-07-14,89.6
2016-07-15,97.15
2016-07-18,95.25
2016-07-19,92.75
2016-07-20,91.9
2016-07-21,92.8
2016-07-22,91.65
2016-07-25,90.15
2016-07-26,89.6
2016-07-27,90.4
2016-07-28,89.6
2016-07-29,88.25
2016-08-01,86.75
2016-08-02,84.35
2016-08-03,82.55
2016-08-04,82.85
2016-08-05,87.2
2016-08-08,88.05
2016-08-09,86.25
2016-08-10,85.1
2016-08-11,83.8
2016-08-12,83.55
2016-08-16,84.55
2016-08-17,84.4
2016-08-18,87.15
2016-08-19,87.55
2016-08-22,93.35
2016-08-23,92.3
2016-08-24,92.75
2016-08-25,91.15
2016-08-26,93.6
2016-08-29,93.1
2016-08-30,92.9
2016-08-31,91.8
2016-09-01,93.15
2016-09-02,91.2
2016-09-06,90.5
2016-09-07,90.4
2016-09-08,94.3
2016-09-09,97.5
2016-09-12,92.65
2016-09-14,96.15
2016-09-15,102.85
2016-09-16,99.65
2016-09-19,106.5
2016-09-20,107.45
2016-09-21,105.55
2016-09-22,104.95
2016-09-23,104.45
2016-09-26,101.8
2016-09-27,100.9
2016-09-28,109.35
2016-09-29,95.2
2016-09-30,100.45
2016-10-03,104.85
2016-10-04,103.75
2016-10-05,103.3
2016-10-06,102.35
2016-10-07,100.9
2016-10-10,101.4
2016-10-13,97.75
2016-10-14,99.15
2016-10-17,99.25
2016-10-18,102.85
2016-10-19,103.15
2016-10-20,100.6
2016-10-21,100.6
2016-10-24,99.0
2016-10-25,99.2
2016-10-26,97.15
2016-10-27,99.9
2016-10-28,101.7
2016-10-30,106.3
2016-11-01,121.05
2016-11-02,119.6
2016-11-03,119.1
2016-11-04,111.35
2016-11-07,112.85
2016-11-08,110.6
2016-11-09,108.8
2016-11-10,114.4
2016-11-11,107.15
2016-11-15,98.6
2016-11-16,97.4
2016-11-17,98.75
2016-11-18,97.6
2016-11-21,93.6
2016-11-22,90.45
2016-11-23,93.3
2016-11-24,94.3
2016-11-25,96.65
2016-11-28,100.0
2016-11-29,100.0
2016-11-30,100.55
2016-12-01,99.1
2016-12-02,96.45
2016-12-05,96.4
2016-12-06,96.05
2016-12-07,101.05
2016-12-08,102.1
2016-12-09,100.65
2016-12-12,99.75
2016-12-13,100.55
2016-12-14,97.85
2016-12-15,96.0
2016-12-16,96.9
2016-12-19,96.45
2016-12-20,95.7
2016-12-21,105.05
2016-12-22,101.2
2016-12-23,100.25
2016-12-26,96.7
2016-12-27,98.95
2016-12-28,98.85
2016-12-29,99.4
2016-12-30,103.75
