Date,JOCIL
2016-01-01,223.3
2016-01-04,223.2
2016-01-05,224.0
2016-01-06,223.25
2016-01-07,214.55
2016-01-08,217.2
2016-01-11,214.5
2016-01-12,210.8
2016-01-13,204.0
2016-01-14,197.7
2016-01-15,189.65
2016-01-18,180.1
2016-01-19,184.7
2016-01-20,175.25
2016-01-21,174.05
2016-01-22,176.9
2016-01-25,175.0
2016-01-27,176.35
2016-01-28,179.65
2016-01-29,184.45
2016-02-01,175.25
2016-02-02,175.3
2016-02-03,172.95
2016-02-04,171.2
2016-02-05,168.7
2016-02-08,168.85
2016-02-09,162.15
2016-02-10,161.85
2016-02-11,151.75
2016-02-12,148.05
2016-02-15,158.05
2016-02-16,147.0
2016-02-17,148.3
2016-02-18,150.25
2016-02-19,152.3
2016-02-22,145.85
2016-02-23,148.75
2016-02-24,146.2
2016-02-25,146.4
2016-02-26,145.0
2016-02-29,142.2
2016-03-01,152.1
2016-03-02,152.55
2016-03-03,155.0
2016-03-04,160.1
2016-03-08,160.9
2016-03-09,162.85
2016-03-10,161.6
2016-03-11,160.2
2016-03-14,165.9
2016-03-15,168.75
2016-03-16,171.65
2016-03-17,170.25
2016-03-18,173.45
2016-03-21,175.9
2016-03-22,167.15
2016-03-23,165.5
2016-03-28,157.45
2016-03-29,161.5
2016-03-30,163.2
2016-03-31,164.1
2016-04-01,163.65
2016-04-04,164.5
2016-04-05,164.7
2016-04-06,167.2
2016-04-07,168.45
2016-04-08,170.7
2016-04-11,177.3
2016-04-12,188.45
2016-04-13,192.85
2016-04-18,192.25
2016-04-20,190.9
2016-04-21,183.65
2016-04-22,184.25
2016-04-25,180.7
2016-04-26,181.6
2016-04-27,182.35
2016-04-28,180.55
2016-04-29,180.45
2016-05-02,181.7
2016-05-03,180.65
2016-05-04,179.35
2016-05-05,179.0
2016-05-06,181.55
2016-05-09,189.75
2016-05-10,189.4
2016-05-11,189.6
2016-05-12,193.15
2016-05-13,190.5
2016-05-16,187.85
2016-05-17,187.0
2016-05-18,199.25
2016-05-19,196.25
2016-05-20,192.9
2016-05-23,191.65
2016-05-24,185.25
2016-05-25,189.75
2016-05-26,187.8
2016-05-27,185.55
2016-05-30,179.5
2016-05-31,184.85
2016-06-01,181.4
2016-06-02,188.0
2016-06-03,185.4
2016-06-06,187.75
2016-06-07,186.15
2016-06-08,186.0
2016-06-09,186.9
2016-06-10,191.95
2016-06-13,189.75
2016-06-14,190.05
2016-06-15,193.45
2016-06-16,191.75
2016-06-17,192.35
2016-06-20,190.75
2016-06-21,188.25
2016-06-22,186.75
2016-06-23,187.35
2016-06-24,184.85
2016-06-27,185.65
2016-06-28,187.85
2016-06-29,195.05
2016-06-30,196.0
2016-07-01,199.45
2016-07-04,200.45
2016-07-05,200.05
2016-07-07,199.5
2016-07-08,196.5
2016-07-11,206.2
2016-07-12,205.45
2016-07-13,196.4
2016-07-14,200.1
2016-07-15,196.9
2016-07-18,196.65
2016-07-19,195.85
2016-07-20,195.5
2016-07-21,192.6
2016-07-22,200.15
2016-07-25,216.8
2016-07-26,203.65
2016-07-27,205.45
2016-07-28,198.35
2016-07-29,201.0
2016-08-01,198.45
2016-08-02,202.8
2016-08-03,198.0
2016-08-04,199.65
2016-08-05,205.0
2016-08-08,204.5
2016-08-09,201.3
2016-08-10,201.65
2016-08-11,197.3
2016-08-12,193.4
2016-08-16,189.85
2016-08-17,192.0
2016-08-18,190.0
2016-08-19,190.0
2016-08-22,188.7
2016-08-23,189.9
2016-08-24,190.3
2016-08-25,190.25
2016-08-26,188.2
2016-08-29,186.0
2016-08-30,189.9
2016-08-31,188.2
2016-09-01,182.85
2016-09-02,184.25
2016-09-06,185.2
2016-09-07,192.35
2016-09-08,189.9
2016-09-09,190.95
2016-09-12,189.85
2016-09-14,194.8
2016-09-15,192.0
2016-09-16,193.65
2016-09-19,215.35
2016-09-20,233.35
2016-09-21,229.05
2016-09-22,229.0
2016-09-23,235.85
2016-09-26,239.5
2016-09-27,235.5
2016-09-28,237.05
2016-09-29,226.0
2016-09-30,233.0
2016-10-03,237.2
2016-10-04,236.45
2016-10-05,236.5
2016-10-06,236.3
2016-10-07,231.25
2016-10-10,228.5
2016-10-13,226.6
2016-10-14,234.05
2016-10-17,229.95
2016-10-18,230.75
2016-10-19,225.1
2016-10-20,226.2
2016-10-21,226.55
2016-10-24,226.4
2016-10-25,226.95
2016-10-26,226.3
2016-10-27,225.7
2016-10-28,225.45
2016-10-30,228.2
2016-11-01,226.7
2016-11-02,226.2
2016-11-03,225.0
2016-11-04,215.5
2016-11-07,188.4
2016-11-08,184.3
2016-11-09,176.1
2016-11-10,183.0
2016-11-11,177.45
2016-11-15,168.75
2016-11-16,166.75
2016-11-17,167.45
2016-11-18,165.2
2016-11-21,161.45
2016-11-22,153.45
2016-11-23,163.0
2016-11-24,169.35
2016-11-25,173.05
2016-11-28,173.5
2016-11-29,175.0
2016-11-30,174.1
2016-12-01,171.45
2016-12-02,171.75
2016-12-05,173.55
2016-12-06,170.85
2016-12-07,171.6
2016-12-08,175.05
2016-12-09,174.0
2016-12-12,170.7
2016-12-13,172.0
2016-12-14,173.2
2016-12-15,171.1
2016-12-16,172.9
2016-12-19,168.4
2016-12-20,163.9
2016-12-21,164.15
2016-12-22,159.35
2016-12-23,159.45
2016-12-26,160.0
2016-12-27,160.85
2016-12-28,158.7
2016-12-29,161.2
2016-12-30,166.2
