Date,INDIANCARD
2016-01-01,276.95
2016-01-04,293.6
2016-01-05,305.25
2016-01-06,309.55
2016-01-07,283.8
2016-01-08,304.85
2016-01-11,301.3
2016-01-12,288.6
2016-01-13,267.4
2016-01-14,267.2
2016-01-15,251.9
2016-01-18,237.05
2016-01-19,243.2
2016-01-20,233.4
2016-01-21,234.65
2016-01-22,240.7
2016-01-25,245.2
2016-01-27,266.6
2016-01-28,269.0
2016-01-29,268.7
2016-02-01,265.9
2016-02-02,254.4
2016-02-03,246.0
2016-02-04,236.75
2016-02-05,229.7
2016-02-08,236.2
2016-02-09,224.8
2016-02-10,216.5
2016-02-11,181.15
2016-02-12,185.55
2016-02-15,188.25
2016-02-16,183.4
2016-02-17,185.05
2016-02-18,183.7
2016-02-19,180.95
2016-02-22,200.2
2016-02-23,199.05
2016-02-24,187.7
2016-02-25,191.45
2016-02-26,189.3
2016-02-29,184.5
2016-03-01,201.1
2016-03-02,207.35
2016-03-03,202.85
2016-03-04,199.65
2016-03-08,207.95
2016-03-09,207.9
2016-03-10,204.4
2016-03-11,211.5
2016-03-14,206.45
2016-03-15,203.85
2016-03-16,201.85
2016-03-17,202.3
2016-03-18,204.7
2016-03-21,206.95
2016-03-22,204.2
2016-03-23,215.0
2016-03-28,208.8
2016-03-29,212.55
2016-03-30,214.5
2016-03-31,218.8
2016-04-01,217.5
2016-04-04,224.9
2016-04-05,223.35
2016-04-06,220.7
2016-04-07,224.8
2016-04-08,222.8
2016-04-11,224.0
2016-04-12,220.4
2016-04-13,222.0
2016-04-18,215.9
2016-04-20,225.35
2016-04-21,222.75
2016-04-22,221.85
2016-04-25,223.2
2016-04-26,223.3
2016-04-27,233.6
2016-04-28,229.0
2016-04-29,230.85
2016-05-02,229.0
2016-05-03,220.65
2016-05-04,214.45
2016-05-05,211.7
2016-05-06,202.85
2016-05-09,207.6
2016-05-10,206.9
2016-05-11,227.75
2016-05-12,234.95
2016-05-13,232.3
2016-05-16,236.5
2016-05-17,234.1
2016-05-18,233.2
2016-05-19,237.85
2016-05-20,242.7
2016-05-23,239.55
2016-05-24,233.9
2016-05-25,236.45
2016-05-26,239.6
2016-05-27,238.0
2016-05-30,238.15
2016-05-31,231.45
2016-06-01,224.3
2016-06-02,219.95
2016-06-03,220.6
2016-06-06,216.3
2016-06-07,227.25
2016-06-08,230.0
2016-06-09,228.4
2016-06-10,224.7
2016-06-13,225.75
2016-06-14,228.0
2016-06-15,234.1
2016-06-16,225.25
2016-06-17,227.7
2016-06-20,244.5
2016-06-21,263.95
2016-06-22,253.35
2016-06-23,245.65
2016-06-24,244.55
2016-06-27,253.05
2016-06-28,254.65
2016-06-29,257.7
2016-06-30,259.75
2016-07-01,264.2
2016-07-04,259.7
2016-07-05,257.65
2016-07-07,259.75
2016-07-08,256.05
2016-07-11,259.5
2016-07-12,247.7
2016-07-13,247.95
2016-07-14,257.7
2016-07-15,255.2
2016-07-18,252.75
2016-07-19,252.0
2016-07-20,252.4
2016-07-21,251.65
2016-07-22,251.0
2016-07-25,255.0
2016-07-26,247.25
2016-07-27,248.25
2016-07-28,251.6
2016-07-29,241.65
2016-08-01,243.1
2016-08-02,243.35
2016-08-03,245.65
2016-08-04,264.15
2016-08-05,256.25
2016-08-08,252.65
2016-08-09,255.65
2016-08-10,252.25
2016-08-11,249.05
2016-08-12,262.05
2016-08-16,258.2
2016-08-17,255.15
2016-08-18,257.25
2016-08-19,259.25
2016-08-22,260.65
2016-08-23,266.35
2016-08-24,265.9
2016-08-25,248.55
2016-08-26,238.45
2016-08-29,232.3
2016-08-30,229.1
2016-08-31,218.8
2016-09-01,226.4
2016-09-02,221.15
2016-09-06,221.9
2016-09-07,224.5
2016-09-08,222.4
2016-09-09,221.25
2016-09-12,219.15
2016-09-14,219.9
2016-09-15,219.1
2016-09-16,219.65
2016-09-19,220.7
2016-09-20,221.45
2016-09-21,228.15
2016-09-22,229.65
2016-09-23,224.6
2016-09-26,223.75
2016-09-27,222.65
2016-09-28,223.4
2016-09-29,210.25
2016-09-30,217.15
2016-10-03,221.0
2016-10-04,221.45
2016-10-05,221.55
2016-10-06,218.95
2016-10-07,219.35
2016-10-10,229.6
2016-10-13,234.05
2016-10-14,238.85
2016-10-17,249.05
2016-10-18,246.05
2016-10-19,249.15
2016-10-20,246.45
2016-10-21,246.25
2016-10-24,250.6
2016-10-25,248.6
2016-10-26,243.7
2016-10-27,248.15
2016-10-28,246.2
2016-10-30,247.35
2016-11-01,245.8
2016-11-02,245.0
2016-11-03,241.35
2016-11-04,236.55
2016-11-07,243.65
2016-11-08,245.0
2016-11-09,225.85
2016-11-10,235.95
2016-11-11,234.05
2016-11-15,217.1
2016-11-16,204.8
2016-11-17,208.0
2016-11-18,208.2
2016-11-21,198.8
2016-11-22,203.8
2016-11-23,201.9
2016-11-24,203.4
2016-11-25,216.15
2016-11-28,213.8
2016-11-29,215.15
2016-11-30,219.1
2016-12-01,221.4
2016-12-02,216.45
2016-12-05,220.9
2016-12-06,216.55
2016-12-07,214.1
2016-12-08,213.5
2016-12-09,214.9
2016-12-12,218.0
2016-12-13,216.95
2016-12-14,216.5
2016-12-15,220.0
2016-12-16,218.95
2016-12-19,219.65
2016-12-20,217.45
2016-12-21,217.5
2016-12-22,216.75
2016-12-23,218.7
2016-12-26,209.5
2016-12-27,211.0
2016-12-28,208.0
2016-12-29,211.85
2016-12-30,209.5
