Date,KAVVERITEL
2016-01-01,23.9
2016-01-04,24.2
2016-01-05,23.75
2016-01-06,23.0
2016-01-07,20.7
2016-01-08,20.5
2016-01-11,20.7
2016-01-12,22.05
2016-01-13,21.85
2016-01-14,20.05
2016-01-15,21.25
2016-01-18,19.15
2016-01-19,19.35
2016-01-20,19.25
2016-01-21,18.9
2016-01-22,19.8
2016-01-25,20.1
2016-01-27,19.4
2016-01-28,19.05
2016-01-29,20.1
2016-02-01,19.8
2016-02-02,19.1
2016-02-03,18.55
2016-02-04,17.6
2016-02-05,17.2
2016-02-08,16.6
2016-02-09,17.0
2016-02-10,18.45
2016-02-11,16.7
2016-02-12,16.45
2016-02-15,16.35
2016-02-16,16.15
2016-02-17,16.55
2016-02-18,16.25
2016-02-19,17.0
2016-02-22,17.0
2016-02-23,17.85
2016-02-24,18.0
2016-02-25,19.4
2016-02-26,18.25
2016-02-29,19.4
2016-03-01,18.0
2016-03-02,18.5
2016-03-03,18.65
2016-03-04,19.25
2016-03-08,18.45
2016-03-09,18.0
2016-03-10,17.6
2016-03-11,18.6
2016-03-14,19.05
2016-03-15,18.95
2016-03-16,17.35
2016-03-17,17.05
2016-03-18,16.5
2016-03-21,16.2
2016-03-22,17.15
2016-03-23,17.3
2016-03-28,16.0
2016-03-29,15.05
2016-03-30,16.0
2016-03-31,16.1
2016-04-04,16.1
2016-04-05,15.9
2016-04-06,15.0
2016-04-07,15.95
2016-04-08,15.35
2016-04-11,15.6
2016-04-12,15.85
2016-04-13,15.65
2016-04-18,15.7
2016-04-20,16.4
2016-04-21,15.8
2016-04-22,17.2
2016-04-25,17.5
2016-04-26,16.8
2016-04-27,17.1
2016-04-28,16.65
2016-04-29,16.8
2016-05-02,17.0
2016-05-03,18.0
2016-05-04,17.45
2016-05-05,16.95
2016-05-06,16.6
2016-05-09,16.25
2016-05-10,15.65
2016-05-11,15.9
2016-05-12,15.1
2016-05-13,15.45
2016-05-16,15.25
2016-05-17,15.25
2016-05-19,15.6
2016-05-20,14.7
2016-05-23,15.25
2016-05-24,14.6
2016-05-25,15.0
2016-05-26,14.95
2016-05-27,14.25
2016-05-30,14.65
2016-05-31,14.55
2016-06-01,14.25
2016-06-02,13.9
2016-06-03,13.85
2016-06-06,14.3
2016-06-07,14.0
2016-06-08,13.95
2016-06-09,13.95
2016-06-10,13.85
2016-06-13,14.0
2016-06-14,13.9
2016-06-15,13.85
2016-06-16,12.75
2016-06-17,12.95
2016-06-20,13.15
2016-06-21,13.35
2016-06-22,13.75
2016-06-23,13.8
2016-06-24,13.7
2016-06-27,14.25
2016-06-28,14.0
2016-06-29,14.2
2016-06-30,14.9
2016-07-01,14.9
2016-07-04,14.9
2016-07-05,14.35
2016-07-07,16.65
2016-07-08,15.55
2016-07-11,17.45
2016-07-12,17.8
2016-07-13,16.75
2016-07-14,17.65
2016-07-15,16.55
2016-07-18,16.35
2016-07-19,15.5
2016-07-20,16.25
2016-07-21,16.8
2016-07-22,15.7
2016-07-25,15.75
2016-07-26,15.85
2016-07-27,15.4
2016-07-28,15.5
2016-07-29,15.85
2016-08-01,15.25
2016-08-02,15.0
2016-08-03,14.8
2016-08-04,14.75
2016-08-05,14.9
2016-08-08,15.7
2016-08-09,15.95
2016-08-10,15.4
2016-08-11,14.95
2016-08-12,14.9
2016-08-16,15.0
2016-08-17,14.9
2016-08-18,15.9
2016-08-19,17.05
2016-08-22,16.8
2016-08-23,16.9
2016-08-24,16.05
2016-08-25,15.0
2016-08-26,15.05
2016-08-29,15.0
2016-08-30,14.9
2016-08-31,14.8
2016-09-01,15.5
2016-09-02,14.2
2016-09-06,14.25
2016-09-07,14.1
2016-09-08,14.45
2016-09-09,14.4
2016-09-12,14.4
2016-09-14,13.8
2016-09-15,14.2
2016-09-16,13.8
2016-09-19,13.95
2016-09-20,13.7
2016-09-21,14.0
2016-09-22,13.55
2016-09-23,13.55
2016-09-26,13.95
2016-09-27,14.25
2016-09-28,13.6
2016-09-29,13.35
2016-09-30,12.9
2016-10-03,13.05
2016-10-04,12.85
2016-10-05,13.35
2016-10-06,13.25
2016-10-07,13.9
2016-10-10,13.65
2016-10-13,13.4
2016-10-14,13.65
2016-10-17,13.85
2016-10-18,13.7
2016-10-19,14.0
2016-10-20,13.85
2016-10-21,13.75
2016-10-24,13.65
2016-10-25,13.7
2016-10-26,14.0
2016-10-28,14.3
2016-10-30,14.0
2016-11-01,13.7
2016-11-02,13.75
2016-11-03,14.85
2016-11-04,14.15
2016-11-07,14.45
2016-11-08,14.45
2016-11-09,13.3
2016-11-10,13.95
2016-11-11,14.2
2016-11-15,13.0
2016-11-16,12.7
2016-11-18,12.85
2016-11-21,11.85
2016-11-22,11.75
2016-11-23,11.55
2016-11-24,12.85
2016-11-25,12.85
2016-11-28,13.2
2016-11-29,13.1
2016-11-30,13.35
2016-12-01,12.9
2016-12-02,12.25
2016-12-05,13.3
2016-12-06,13.0
2016-12-07,13.4
2016-12-08,12.9
2016-12-09,12.7
2016-12-12,12.6
2016-12-13,12.8
2016-12-14,13.0
2016-12-15,12.25
2016-12-16,12.4
2016-12-19,12.2
2016-12-20,10.85
2016-12-21,11.55
2016-12-22,11.5
2016-12-23,11.45
2016-12-26,11.85
2016-12-27,11.6
2016-12-28,12.05
2016-12-29,11.15
2016-12-30,11.45
