Date,TVSSRICHAK
2016-01-01,2880.05
2016-01-04,2827.9
2016-01-05,2814.8
2016-01-06,2784.25
2016-01-07,2743.95
2016-01-08,2736.75
2016-01-11,2731.1
2016-01-12,2688.6
2016-01-13,2630.55
2016-01-14,2565.8
2016-01-15,2481.9
2016-01-18,2478.0
2016-01-19,2462.6
2016-01-20,2368.65
2016-01-21,2408.3
2016-01-22,2535.75
2016-01-25,2554.1
2016-01-27,2532.05
2016-01-28,2563.2
2016-01-29,2553.85
2016-02-01,2494.75
2016-02-02,2486.8
2016-02-03,2472.3
2016-02-04,2490.75
2016-02-05,2603.4
2016-02-08,2532.2
2016-02-09,2483.7
2016-02-10,2426.9
2016-02-11,2299.5
2016-02-12,2230.45
2016-02-15,2322.15
2016-02-16,2282.5
2016-02-17,2233.3
2016-02-18,2247.0
2016-02-19,2211.8
2016-02-22,2273.45
2016-02-23,2100.4
2016-02-24,2016.35
2016-02-25,2082.8
2016-02-26,2061.45
2016-02-29,1985.15
2016-03-01,2049.05
2016-03-02,2187.8
2016-03-03,2198.15
2016-03-04,2239.45
2016-03-08,2249.1
2016-03-09,2250.85
2016-03-10,2243.55
2016-03-11,2290.3
2016-03-14,2361.2
2016-03-15,2349.05
2016-03-16,2411.1
2016-03-17,2355.9
2016-03-18,2352.2
2016-03-21,2430.3
2016-03-22,2365.4
2016-03-23,2375.15
2016-03-28,2308.5
2016-03-29,2300.95
2016-03-30,2310.8
2016-03-31,2310.25
2016-04-01,2328.15
2016-04-04,2337.6
2016-04-05,2382.65
2016-04-06,2417.1
2016-04-07,2420.9
2016-04-08,2496.6
2016-04-11,2477.05
2016-04-12,2492.15
2016-04-13,2525.55
2016-04-18,2556.75
2016-04-20,2521.85
2016-04-21,2486.55
2016-04-22,2463.45
2016-04-25,2391.7
2016-04-26,2354.85
2016-04-27,2291.25
2016-04-28,2276.0
2016-04-29,2294.15
2016-05-02,2330.15
2016-05-03,2350.95
2016-05-04,2342.45
2016-05-05,2356.15
2016-05-06,2349.75
2016-05-09,2374.1
2016-05-10,2424.35
2016-05-11,2458.9
2016-05-12,2490.6
2016-05-13,2511.2
2016-05-16,2486.75
2016-05-17,2422.8
2016-05-18,2368.45
2016-05-19,2360.2
2016-05-20,2334.85
2016-05-23,2309.25
2016-05-24,2321.25
2016-05-25,2321.95
2016-05-26,2325.15
2016-05-27,2359.8
2016-05-30,2352.25
2016-05-31,2347.85
2016-06-01,2350.2
2016-06-02,2331.35
2016-06-03,2319.85
2016-06-06,2361.85
2016-06-07,2335.3
2016-06-08,2345.05
2016-06-09,2329.25
2016-06-10,2324.85
2016-06-13,2369.0
2016-06-14,2370.75
2016-06-15,2338.8
2016-06-16,2345.35
2016-06-17,2354.1
2016-06-20,2332.35
2016-06-21,2334.65
2016-06-22,2347.25
2016-06-23,2315.85
2016-06-24,2317.95
2016-06-27,2320.6
2016-06-28,2360.75
2016-06-29,2364.65
2016-06-30,2397.6
2016-07-01,2360.9
2016-07-04,2443.05
2016-07-05,2408.7
2016-07-07,2412.9
2016-07-08,2390.4
2016-07-11,2394.0
2016-07-12,2370.2
2016-07-13,2367.35
2016-07-14,2375.55
2016-07-15,2373.4
2016-07-18,2381.35
2016-07-19,2379.9
2016-07-20,2369.7
2016-07-21,2396.0
2016-07-22,2392.5
2016-07-25,2415.95
2016-07-26,2369.7
2016-07-27,2399.55
2016-07-28,2392.4
2016-07-29,2347.25
2016-08-01,2347.65
2016-08-02,2367.65
2016-08-03,2337.75
2016-08-04,2356.95
2016-08-05,2421.55
2016-08-08,2406.1
2016-08-09,2408.5
2016-08-10,2412.05
2016-08-11,2386.0
2016-08-12,2388.6
2016-08-16,2389.3
2016-08-17,2414.0
2016-08-18,2533.25
2016-08-19,2537.0
2016-08-22,2502.1
2016-08-23,2512.15
2016-08-24,2519.8
2016-08-25,2525.75
2016-08-26,2511.05
2016-08-29,2547.3
2016-08-30,2607.2
2016-08-31,2603.45
2016-09-01,2608.75
2016-09-02,2647.7
2016-09-06,2683.7
2016-09-07,2700.8
2016-09-08,2712.3
2016-09-09,2701.5
2016-09-12,2622.25
2016-09-14,2721.0
2016-09-15,2780.85
2016-09-16,2741.4
2016-09-19,2854.65
2016-09-20,2864.4
2016-09-21,2887.2
2016-09-22,2898.75
2016-09-23,2955.4
2016-09-26,3023.25
2016-09-27,3169.45
2016-09-28,3719.95
2016-09-29,3671.6
2016-09-30,4021.85
2016-10-03,3897.0
2016-10-04,3863.0
2016-10-05,3957.9
2016-10-06,3975.0
2016-10-07,3870.2
2016-10-10,3848.05
2016-10-13,3874.6
2016-10-14,3876.15
2016-10-17,3725.0
2016-10-18,3831.35
2016-10-19,3874.7
2016-10-20,3808.75
2016-10-21,3770.1
2016-10-24,3805.1
2016-10-25,3837.95
2016-10-26,3778.5
2016-10-27,3730.0
2016-10-28,3684.25
2016-10-30,3734.05
2016-11-01,3880.1
2016-11-02,3780.0
2016-11-03,3743.2
2016-11-04,3726.1
2016-11-07,3716.8
2016-11-08,3739.55
2016-11-09,3803.05
2016-11-10,3691.0
2016-11-11,3547.8
2016-11-15,3292.0
2016-11-16,3409.75
2016-11-17,3252.65
2016-11-18,3229.3
2016-11-21,3109.4
2016-11-22,3120.65
2016-11-23,3247.25
2016-11-24,3240.6
2016-11-25,3389.5
2016-11-28,3401.8
2016-11-29,3434.05
2016-11-30,3488.1
2016-12-01,3415.7
2016-12-02,3360.3
2016-12-05,3380.55
2016-12-06,3347.2
2016-12-07,3333.55
2016-12-08,3507.4
2016-12-09,3533.75
2016-12-12,3501.65
2016-12-13,3482.8
2016-12-14,3425.7
2016-12-15,3233.0
2016-12-16,3202.85
2016-12-19,3204.95
2016-12-20,3199.85
2016-12-21,3202.0
2016-12-22,3206.8
2016-12-23,3223.15
2016-12-26,3216.5
2016-12-27,3201.25
2016-12-28,3194.95
2016-12-29,3211.95
2016-12-30,3203.25
