Date,MUKTAARTS
2016-01-01,53.35
2016-01-04,52.05
2016-01-05,55.85
2016-01-06,63.6
2016-01-07,64.75
2016-01-08,72.85
2016-01-11,72.4
2016-01-12,79.45
2016-01-13,73.4
2016-01-14,70.1
2016-01-15,63.5
2016-01-18,57.25
2016-01-19,60.1
2016-01-20,57.1
2016-01-21,55.55
2016-01-22,58.3
2016-01-25,61.2
2016-01-27,64.25
2016-01-28,63.35
2016-01-29,64.45
2016-02-01,65.25
2016-02-02,62.5
2016-02-03,59.45
2016-02-04,56.65
2016-02-05,57.4
2016-02-08,56.15
2016-02-09,56.55
2016-02-10,54.9
2016-02-11,49.45
2016-02-12,46.9
2016-02-15,48.1
2016-02-16,47.95
2016-02-17,47.4
2016-02-18,47.15
2016-02-19,46.3
2016-02-22,46.85
2016-02-23,44.55
2016-02-24,42.4
2016-02-25,43.0
2016-02-26,42.25
2016-02-29,41.7
2016-03-01,45.45
2016-03-02,46.95
2016-03-03,45.55
2016-03-04,46.2
2016-03-08,50.0
2016-03-09,59.7
2016-03-10,70.45
2016-03-11,69.2
2016-03-14,63.8
2016-03-15,65.65
2016-03-16,66.6
2016-03-17,67.85
2016-03-18,66.65
2016-03-21,65.2
2016-03-22,63.7
2016-03-23,65.25
2016-03-28,63.55
2016-03-29,59.9
2016-03-30,59.3
2016-03-31,58.8
2016-04-01,70.35
2016-04-04,68.05
2016-04-05,64.05
2016-04-06,61.9
2016-04-07,65.0
2016-04-08,66.35
2016-04-11,67.0
2016-04-12,66.8
2016-04-13,66.0
2016-04-18,65.0
2016-04-20,64.95
2016-04-21,67.4
2016-04-22,66.4
2016-04-25,65.0
2016-04-26,65.15
2016-04-27,64.9
2016-04-28,64.45
2016-04-29,63.55
2016-05-02,61.3
2016-05-03,62.25
2016-05-04,62.4
2016-05-05,63.85
2016-05-06,63.7
2016-05-09,65.7
2016-05-10,68.05
2016-05-11,67.0
2016-05-12,66.65
2016-05-13,66.0
2016-05-16,65.9
2016-05-17,65.5
2016-05-18,66.3
2016-05-19,64.95
2016-05-20,64.05
2016-05-23,63.25
2016-05-24,62.5
2016-05-25,63.6
2016-05-26,63.4
2016-05-27,59.0
2016-05-30,58.8
2016-05-31,57.6
2016-06-01,58.2
2016-06-02,59.1
2016-06-03,58.35
2016-06-06,57.75
2016-06-07,57.7
2016-06-08,57.85
2016-06-09,58.3
2016-06-10,57.6
2016-06-13,57.65
2016-06-14,60.35
2016-06-15,63.75
2016-06-16,62.45
2016-06-17,61.8
2016-06-20,62.7
2016-06-21,62.1
2016-06-22,61.0
2016-06-23,60.95
2016-06-24,57.85
2016-06-27,61.2
2016-06-28,65.4
2016-06-29,76.75
2016-06-30,72.8
2016-07-01,72.05
2016-07-04,74.2
2016-07-05,73.1
2016-07-07,69.85
2016-07-08,67.9
2016-07-11,66.9
2016-07-12,65.45
2016-07-13,63.2
2016-07-14,63.1
2016-07-15,62.85
2016-07-18,62.95
2016-07-19,65.55
2016-07-20,67.55
2016-07-21,64.35
2016-07-22,63.65
2016-07-25,64.15
2016-07-26,63.6
2016-07-27,63.5
2016-07-28,63.45
2016-07-29,63.4
2016-08-01,62.95
2016-08-02,64.05
2016-08-03,63.0
2016-08-04,63.2
2016-08-05,67.35
2016-08-08,67.5
2016-08-09,66.95
2016-08-10,65.35
2016-08-11,64.15
2016-08-12,63.95
2016-08-16,62.05
2016-08-17,62.65
2016-08-18,63.35
2016-08-19,62.55
2016-08-22,62.5
2016-08-23,62.75
2016-08-24,69.7
2016-08-25,72.85
2016-08-26,70.75
2016-08-29,78.65
2016-08-30,78.6
2016-08-31,76.5
2016-09-01,73.05
2016-09-02,73.0
2016-09-06,81.65
2016-09-07,82.55
2016-09-08,86.15
2016-09-09,90.25
2016-09-12,90.2
2016-09-14,93.0
2016-09-15,91.25
2016-09-16,88.0
2016-09-19,88.05
2016-09-20,88.0
2016-09-21,88.7
2016-09-22,89.55
2016-09-23,87.4
2016-09-26,85.45
2016-09-27,102.5
2016-09-28,111.05
2016-09-29,96.25
2016-09-30,97.2
2016-10-03,114.35
2016-10-04,120.25
2016-10-05,113.9
2016-10-06,108.7
2016-10-07,118.45
2016-10-10,126.75
2016-10-13,121.35
2016-10-14,123.45
2016-10-17,126.2
2016-10-18,127.65
2016-10-19,123.7
2016-10-20,121.7
2016-10-21,121.85
2016-10-24,121.95
2016-10-25,122.55
2016-10-26,120.35
2016-10-27,117.65
2016-10-28,120.15
2016-10-30,119.5
2016-11-01,121.25
2016-11-02,119.9
2016-11-03,119.45
2016-11-04,110.8
2016-11-07,113.4
2016-11-08,111.45
2016-11-09,104.15
2016-11-10,110.5
2016-11-11,109.65
2016-11-15,96.05
2016-11-16,95.05
2016-11-17,87.95
2016-11-18,86.15
2016-11-21,81.35
2016-11-22,79.95
2016-11-23,84.0
2016-11-24,88.8
2016-11-25,91.2
2016-11-28,92.2
2016-11-29,92.35
2016-11-30,94.45
2016-12-01,94.4
2016-12-02,92.0
2016-12-05,91.2
2016-12-06,91.1
2016-12-07,91.65
2016-12-08,91.4
2016-12-09,92.2
2016-12-12,89.5
2016-12-13,89.9
2016-12-14,87.05
2016-12-15,89.45
2016-12-16,88.75
2016-12-19,89.3
2016-12-20,86.65
2016-12-21,86.05
2016-12-22,83.5
2016-12-23,85.85
2016-12-26,87.25
2016-12-27,85.4
2016-12-28,85.25
2016-12-29,85.75
2016-12-30,90.95
