Date,AXISGOLD
2016-01-01,2260.0
2016-01-04,2255.4
2016-01-05,2271.8
2016-01-06,2280.0
2016-01-07,2310.65
2016-01-08,2298.0
2016-01-11,2303.0
2016-01-12,2281.0
2016-01-13,2265.25
2016-01-14,2301.0
2016-01-15,2287.55
2016-01-18,2287.55
2016-01-19,2264.35
2016-01-20,2261.35
2016-01-21,2262.05
2016-01-22,2259.1
2016-01-25,2368.3
2016-01-27,2443.55
2016-01-28,2461.95
2016-01-29,2428.75
2016-02-01,2449.95
2016-02-02,2511.65
2016-02-03,2503.2
2016-02-04,2481.4
2016-02-05,2505.0
2016-02-08,2494.65
2016-02-09,2582.9
2016-02-10,2550.0
2016-02-11,2639.4
2016-02-12,2638.35
2016-02-15,2661.75
2016-02-16,2615.1
2016-02-17,2584.95
2016-02-18,2531.8
2016-02-19,2649.05
2016-02-22,2608.4
2016-02-23,2669.1
2016-02-24,2618.6
2016-02-25,2679.45
2016-02-26,2680.4
2016-02-29,2703.25
2016-03-01,2725.0
2016-03-02,2655.4
2016-03-03,2663.55
2016-03-04,2668.35
2016-03-08,2710.0
2016-03-09,2717.85
2016-03-10,2654.2
2016-03-11,2677.85
2016-03-14,2649.4
2016-03-15,2600.85
2016-03-16,2600.0
2016-03-17,2625.95
2016-03-18,2612.3
2016-03-21,2590.55
2016-03-22,2619.0
2016-03-23,2576.95
2016-03-28,2562.1
2016-03-29,2572.0
2016-03-30,2595.0
2016-03-31,2581.85
2016-04-01,2584.15
2016-04-04,2575.05
2016-04-05,2600.0
2016-04-06,2611.0
2016-04-07,2655.55
2016-04-08,2649.0
2016-04-11,2642.3
2016-04-12,2663.5
2016-04-13,2650.0
2016-04-18,2745.95
2016-04-20,2714.85
2016-04-21,2754.95
2016-04-22,2706.1
2016-04-25,2689.0
2016-04-26,2663.0
2016-04-27,2682.0
2016-04-28,2701.7
2016-04-29,2784.2
2016-05-02,2790.9
2016-05-03,2780.0
2016-05-04,2757.0
2016-05-05,2751.4
2016-05-06,2761.75
2016-05-09,2772.5
2016-05-10,2736.95
2016-05-11,2746.85
2016-05-12,2775.95
2016-05-13,2762.95
2016-05-16,2766.7
2016-05-17,2766.9
2016-05-18,2757.55
2016-05-19,2732.0
2016-05-20,2733.3
2016-05-23,2718.75
2016-05-24,2703.0
2016-05-25,2652.85
2016-05-26,2656.3
2016-05-27,2633.8
2016-05-30,2612.85
2016-05-31,2610.0
2016-06-01,2630.0
2016-06-02,2615.25
2016-06-03,2620.0
2016-06-06,2665.0
2016-06-07,2648.8
2016-06-08,2705.35
2016-06-09,2664.95
2016-06-10,2788.85
2016-06-13,2720.15
2016-06-14,2724.2
2016-06-15,2708.3
2016-06-16,2797.1
2016-06-17,2809.9
2016-06-20,2776.05
2016-06-21,2810.0
2016-06-22,2796.15
2016-06-23,2805.0
2016-06-24,2806.55
2016-06-27,2844.1
2016-06-28,2817.0
2016-06-29,2818.05
2016-06-30,2830.0
2016-07-01,2832.3
2016-07-04,2842.8
2016-07-05,2836.65
2016-07-07,2859.0
2016-07-08,2858.4
2016-07-11,2863.75
2016-07-12,2854.95
2016-07-13,2875.45
2016-07-14,2856.95
2016-07-15,2861.0
2016-07-18,2860.35
2016-07-19,2856.0
2016-07-20,2846.85
2016-07-21,2832.0
2016-07-22,2850.0
2016-07-25,2866.4
2016-07-26,2859.0
2016-07-27,2858.4
2016-07-28,2850.95
2016-07-29,2858.2
2016-08-01,2865.1
2016-08-02,2871.0
2016-08-03,2881.45
2016-08-04,2869.15
2016-08-05,2873.5
2016-08-08,2836.95
2016-08-09,2838.0
2016-08-10,2853.25
2016-08-11,2840.0
2016-08-12,2843.95
2016-08-16,2850.0
2016-08-17,2839.5
2016-08-18,2833.1
2016-08-19,2908.95
2016-08-22,2848.8
2016-08-23,2842.3
2016-08-24,2849.1
2016-08-25,2820.6
2016-08-26,2828.05
2016-08-29,2833.3
2016-08-30,2850.0
2016-08-31,2822.1
2016-09-01,2816.0
2016-09-02,2848.6
2016-09-06,2836.0
2016-09-07,2850.7
2016-09-08,2855.0
2016-09-09,2857.3
2016-09-12,2855.0
2016-09-14,2847.0
2016-09-15,2835.65
2016-09-16,2828.1
2016-09-19,2844.7
2016-09-20,2831.45
2016-09-21,2841.15
2016-09-22,2858.0
2016-09-23,2862.2
2016-09-26,2852.1
2016-09-27,2847.75
2016-09-28,2836.2
2016-09-29,2849.9
2016-09-30,2845.4
2016-10-03,2841.0
2016-10-04,2847.0
2016-10-05,2790.0
2016-10-06,2784.9
2016-10-07,2775.7
2016-10-10,2811.7
2016-10-13,2786.6
2016-10-14,2800.0
2016-10-17,2763.6
2016-10-18,2794.05
2016-10-19,2800.0
2016-10-20,2800.0
2016-10-21,2831.15
2016-10-24,2772.4
2016-10-25,2782.0
2016-10-26,2771.65
2016-10-27,2780.15
2016-10-28,2892.9
2016-10-30,2904.55
2016-11-01,2843.3
2016-11-02,2817.55
2016-11-03,2833.5
2016-11-04,2817.25
2016-11-07,2834.0
2016-11-08,2830.4
2016-11-09,2904.85
2016-11-10,2839.15
2016-11-11,2826.85
2016-11-15,2760.4
2016-11-16,2782.0
2016-11-17,2745.0
2016-11-18,2717.75
2016-11-21,2693.8
2016-11-22,2682.7
2016-11-23,2681.65
2016-11-24,2653.2
2016-11-25,2645.0
2016-11-28,2658.0
2016-11-29,2664.1
2016-11-30,2652.0
2016-12-01,2629.0
2016-12-02,2604.1
