Date,CADILAHC
2016-01-01,332.7
2016-01-04,320.8
2016-01-05,313.6
2016-01-06,320.75
2016-01-07,306.85
2016-01-08,310.3
2016-01-11,315.05
2016-01-12,320.75
2016-01-13,321.15
2016-01-14,315.15
2016-01-15,308.5
2016-01-18,300.7
2016-01-19,308.7
2016-01-20,301.75
2016-01-21,296.55
2016-01-22,300.95
2016-01-25,303.1
2016-01-27,304.95
2016-01-28,299.05
2016-01-29,304.2
2016-02-01,318.7
2016-02-02,316.9
2016-02-03,317.05
2016-02-04,312.3
2016-02-05,326.45
2016-02-08,327.1
2016-02-09,328.35
2016-02-10,326.45
2016-02-11,319.8
2016-02-12,306.35
2016-02-15,314.85
2016-02-16,311.45
2016-02-17,314.05
2016-02-18,322.4
2016-02-19,327.35
2016-02-22,329.2
2016-02-23,330.5
2016-02-24,322.1
2016-02-25,325.8
2016-02-26,320.35
2016-02-29,314.6
2016-03-01,326.2
2016-03-02,330.25
2016-03-03,333.3
2016-03-04,337.95
2016-03-08,335.7
2016-03-09,344.3
2016-03-10,345.05
2016-03-11,344.65
2016-03-14,348.75
2016-03-15,338.55
2016-03-16,338.65
2016-03-17,337.5
2016-03-18,341.35
2016-03-21,341.0
2016-03-22,327.7
2016-03-23,320.25
2016-03-28,318.6
2016-03-29,316.4
2016-03-30,319.4
2016-03-31,316.9
2016-04-01,320.85
2016-04-04,315.15
2016-04-05,318.7
2016-04-06,314.5
2016-04-07,319.5
2016-04-08,321.6
2016-04-11,317.65
2016-04-12,317.4
2016-04-13,320.2
2016-04-18,330.1
2016-04-20,326.4
2016-04-21,328.5
2016-04-22,335.7
2016-04-25,330.9
2016-04-26,328.0
2016-04-27,326.85
2016-04-28,327.1
2016-04-29,327.6
2016-05-02,324.6
2016-05-03,320.1
2016-05-04,323.05
2016-05-05,320.9
2016-05-06,317.95
2016-05-09,320.3
2016-05-10,333.4
2016-05-11,333.0
2016-05-12,333.4
2016-05-13,326.55
2016-05-16,321.7
2016-05-17,320.55
2016-05-18,320.0
2016-05-19,324.7
2016-05-20,321.55
2016-05-23,324.6
2016-05-24,317.65
2016-05-25,319.6
2016-05-26,320.15
2016-05-27,327.2
2016-05-30,334.1
2016-05-31,336.4
2016-06-01,332.95
2016-06-02,324.3
2016-06-03,319.55
2016-06-06,323.3
2016-06-07,319.3
2016-06-08,319.1
2016-06-09,318.55
2016-06-10,317.8
2016-06-13,319.3
2016-06-14,318.9
2016-06-15,319.05
2016-06-16,317.1
2016-06-17,313.4
2016-06-20,315.6
2016-06-21,315.3
2016-06-22,318.0
2016-06-23,314.15
2016-06-24,312.2
2016-06-27,320.05
2016-06-28,320.95
2016-06-29,323.3
2016-06-30,328.2
2016-07-01,328.25
2016-07-04,333.9
2016-07-05,334.2
2016-07-07,343.15
2016-07-08,360.3
2016-07-11,370.75
2016-07-12,371.75
2016-07-13,360.55
2016-07-14,364.55
2016-07-15,365.8
2016-07-18,361.05
2016-07-19,356.7
2016-07-20,372.75
2016-07-21,373.3
2016-07-22,371.85
2016-07-25,372.0
2016-07-26,374.85
2016-07-27,357.75
2016-07-28,361.8
2016-07-29,366.9
2016-08-01,352.7
2016-08-02,348.05
2016-08-03,347.7
2016-08-04,368.75
2016-08-05,376.6
2016-08-08,373.7
2016-08-09,379.4
2016-08-10,371.3
2016-08-11,372.35
2016-08-12,369.5
2016-08-16,364.0
2016-08-17,374.0
2016-08-18,367.95
2016-08-19,373.05
2016-08-22,369.15
2016-08-23,372.15
2016-08-24,376.35
2016-08-25,383.85
2016-08-26,382.0
2016-08-29,380.9
2016-08-30,386.2
2016-08-31,380.9
2016-09-01,375.25
2016-09-02,384.55
2016-09-06,383.65
2016-09-07,381.8
2016-09-08,392.2
2016-09-09,389.85
2016-09-12,382.8
2016-09-14,391.35
2016-09-15,385.25
2016-09-16,388.2
2016-09-19,387.75
2016-09-20,392.95
2016-09-21,391.4
2016-09-22,392.05
2016-09-23,394.8
2016-09-26,394.05
2016-09-27,397.4
2016-09-28,398.85
2016-09-29,386.7
2016-09-30,387.8
2016-10-03,390.5
2016-10-04,389.35
2016-10-05,388.9
2016-10-06,387.15
2016-10-07,389.85
2016-10-10,388.25
2016-10-13,393.7
2016-10-14,392.0
2016-10-17,390.15
2016-10-18,394.5
2016-10-19,391.15
2016-10-20,388.25
2016-10-21,391.6
2016-10-24,389.3
2016-10-25,407.85
2016-10-26,388.2
2016-10-27,395.1
2016-10-28,422.95
2016-10-30,418.9
2016-11-01,424.5
2016-11-02,405.45
2016-11-03,396.6
2016-11-04,390.0
2016-11-07,383.75
2016-11-08,374.65
2016-11-09,383.95
2016-11-10,400.55
2016-11-11,380.25
2016-11-15,358.25
2016-11-16,373.45
2016-11-17,369.15
2016-11-18,372.5
2016-11-21,365.9
2016-11-22,371.2
2016-11-23,392.05
2016-11-24,396.25
2016-11-25,405.2
2016-11-28,410.85
2016-11-29,397.55
2016-11-30,401.7
2016-12-01,399.95
2016-12-02,395.8
2016-12-05,397.85
2016-12-06,394.15
2016-12-07,391.05
2016-12-08,395.7
2016-12-09,391.4
2016-12-12,390.2
2016-12-13,383.5
2016-12-14,384.0
2016-12-15,380.15
2016-12-16,376.2
2016-12-19,371.35
2016-12-20,370.95
2016-12-21,367.8
2016-12-22,355.85
2016-12-23,336.85
2016-12-26,338.8
2016-12-27,350.75
2016-12-28,349.8
2016-12-29,350.7
2016-12-30,356.65
