Date,CEBBCO
2016-01-01,25.05
2016-01-04,24.15
2016-01-05,26.85
2016-01-06,27.75
2016-01-07,26.05
2016-01-08,26.9
2016-01-11,27.15
2016-01-12,26.95
2016-01-13,25.05
2016-01-14,24.45
2016-01-15,23.65
2016-01-18,21.2
2016-01-19,22.2
2016-01-20,21.65
2016-01-21,20.95
2016-01-22,22.3
2016-01-25,22.45
2016-01-27,22.75
2016-01-28,22.5
2016-01-29,22.7
2016-02-01,22.9
2016-02-02,22.85
2016-02-03,20.5
2016-02-04,20.1
2016-02-05,20.45
2016-02-08,20.6
2016-02-09,20.45
2016-02-10,19.9
2016-02-11,17.8
2016-02-12,17.55
2016-02-15,20.0
2016-02-16,18.8
2016-02-17,19.0
2016-02-18,19.05
2016-02-19,19.65
2016-02-22,20.1
2016-02-23,19.1
2016-02-24,19.4
2016-02-25,19.0
2016-02-26,18.4
2016-02-29,17.85
2016-03-01,18.35
2016-03-02,18.8
2016-03-03,18.95
2016-03-04,19.1
2016-03-08,18.75
2016-03-09,18.5
2016-03-10,18.0
2016-03-11,17.6
2016-03-14,17.95
2016-03-15,17.45
2016-03-16,17.5
2016-03-17,17.3
2016-03-18,17.05
2016-03-21,16.85
2016-03-22,17.1
2016-03-23,16.95
2016-03-28,16.85
2016-03-29,16.5
2016-03-30,16.6
2016-03-31,17.1
2016-04-01,18.25
2016-04-04,18.15
2016-04-05,17.25
2016-04-06,17.55
2016-04-07,17.15
2016-04-08,17.4
2016-04-11,17.3
2016-04-12,17.4
2016-04-13,18.5
2016-04-18,20.4
2016-04-20,20.2
2016-04-21,19.4
2016-04-22,18.9
2016-04-25,18.2
2016-04-26,18.55
2016-04-27,18.25
2016-04-28,18.2
2016-04-29,19.05
2016-05-02,19.2
2016-05-03,19.55
2016-05-04,18.85
2016-05-05,19.05
2016-05-06,19.2
2016-05-09,18.3
2016-05-10,18.1
2016-05-11,18.05
2016-05-12,17.65
2016-05-13,18.0
2016-05-16,17.65
2016-05-17,17.75
2016-05-18,17.8
2016-05-19,17.75
2016-05-20,17.5
2016-05-23,17.05
2016-05-24,17.05
2016-05-25,17.1
2016-05-26,17.15
2016-05-27,17.65
2016-05-30,17.65
2016-05-31,15.05
2016-06-01,14.35
2016-06-02,14.45
2016-06-03,14.25
2016-06-06,14.7
2016-06-07,14.65
2016-06-08,15.4
2016-06-09,15.15
2016-06-10,15.3
2016-06-13,14.9
2016-06-14,14.9
2016-06-15,14.95
2016-06-16,14.55
2016-06-17,14.55
2016-06-20,14.65
2016-06-21,14.45
2016-06-22,14.65
2016-06-23,14.4
2016-06-24,14.0
2016-06-27,14.05
2016-06-28,14.1
2016-06-29,16.9
2016-06-30,16.0
2016-07-01,15.85
2016-07-04,15.9
2016-07-05,15.55
2016-07-07,16.15
2016-07-08,15.95
2016-07-11,16.9
2016-07-12,16.1
2016-07-13,16.15
2016-07-14,16.15
2016-07-15,15.95
2016-07-18,16.05
2016-07-19,16.3
2016-07-20,16.9
2016-07-21,16.95
2016-07-22,15.9
2016-07-25,15.9
2016-07-26,15.75
2016-07-27,15.05
2016-07-28,15.35
2016-07-29,15.0
2016-08-01,14.9
2016-08-02,14.85
2016-08-03,14.95
2016-08-04,14.15
2016-08-05,15.1
2016-08-08,14.85
2016-08-09,14.15
2016-08-10,14.25
2016-08-11,14.4
2016-08-12,14.3
2016-08-16,14.25
2016-08-17,14.55
2016-08-18,14.25
2016-08-19,14.2
2016-08-22,14.4
2016-08-23,14.1
2016-08-24,14.05
2016-08-25,14.05
2016-08-26,14.05
2016-08-29,14.6
2016-08-30,14.15
2016-08-31,14.0
2016-09-01,13.85
2016-09-02,14.35
2016-09-06,14.65
2016-09-07,14.55
2016-09-08,14.9
2016-09-09,14.25
2016-09-12,13.85
2016-09-14,13.75
2016-09-15,13.4
2016-09-16,12.65
2016-09-19,12.25
2016-09-20,12.25
2016-09-21,12.55
2016-09-22,13.25
2016-09-23,13.0
2016-09-26,13.6
2016-09-27,13.5
2016-09-28,13.2
2016-09-29,12.4
2016-09-30,12.8
2016-10-03,13.05
2016-10-04,12.75
2016-10-05,12.95
2016-10-06,12.9
2016-10-07,12.6
2016-10-10,14.95
2016-10-13,14.1
2016-10-14,13.75
2016-10-17,13.3
2016-10-18,13.65
2016-10-19,13.8
2016-10-20,14.05
2016-10-21,14.0
2016-10-24,13.8
2016-10-25,16.5
2016-10-26,16.0
2016-10-27,15.5
2016-10-28,15.15
2016-10-30,15.4
2016-11-01,15.45
2016-11-02,14.95
2016-11-03,14.5
2016-11-04,13.95
2016-11-07,14.05
2016-11-08,14.2
2016-11-09,13.35
2016-11-10,14.05
2016-11-11,13.7
2016-11-15,12.6
2016-11-16,12.55
2016-11-17,12.35
2016-11-18,12.3
2016-11-21,12.4
2016-11-22,12.6
2016-11-23,12.7
2016-11-24,12.65
2016-11-25,13.1
2016-11-28,13.15
2016-11-29,13.75
2016-11-30,13.6
2016-12-01,13.55
2016-12-02,13.5
2016-12-05,13.7
2016-12-06,13.95
2016-12-07,13.9
2016-12-08,13.9
2016-12-09,13.9
2016-12-12,13.95
2016-12-13,13.9
2016-12-14,13.65
2016-12-15,13.55
2016-12-16,14.05
2016-12-19,13.9
2016-12-20,13.6
2016-12-21,13.45
2016-12-22,13.15
2016-12-23,13.25
2016-12-26,12.4
2016-12-27,12.8
2016-12-28,12.85
2016-12-29,12.85
2016-12-30,12.8
