Date,TATAMTRDVR
2016-01-01,296.6
2016-01-04,278.1
2016-01-05,278.95
2016-01-06,273.45
2016-01-07,257.0
2016-01-08,264.7
2016-01-11,271.8
2016-01-12,270.25
2016-01-13,273.7
2016-01-14,267.75
2016-01-15,257.9
2016-01-18,257.0
2016-01-19,263.95
2016-01-20,258.6
2016-01-21,248.25
2016-01-22,257.45
2016-01-25,257.6
2016-01-27,265.45
2016-01-28,267.5
2016-01-29,265.45
2016-02-01,263.2
2016-02-02,253.35
2016-02-03,243.0
2016-02-04,242.95
2016-02-05,248.75
2016-02-08,241.15
2016-02-09,230.6
2016-02-10,223.95
2016-02-11,214.8
2016-02-12,226.15
2016-02-15,237.85
2016-02-16,229.25
2016-02-17,239.15
2016-02-18,239.2
2016-02-19,244.75
2016-02-22,242.1
2016-02-23,246.75
2016-02-24,241.2
2016-02-25,232.85
2016-02-26,233.4
2016-02-29,234.05
2016-03-01,240.45
2016-03-02,237.85
2016-03-03,247.1
2016-03-04,247.85
2016-03-08,249.95
2016-03-09,250.3
2016-03-10,250.2
2016-03-11,254.85
2016-03-14,263.55
2016-03-15,264.85
2016-03-16,261.2
2016-03-17,263.1
2016-03-18,266.55
2016-03-21,274.05
2016-03-22,278.6
2016-03-23,281.8
2016-03-28,272.05
2016-03-29,276.85
2016-03-30,284.85
2016-03-31,288.35
2016-04-01,286.05
2016-04-04,285.6
2016-04-05,271.25
2016-04-06,276.6
2016-04-07,276.35
2016-04-08,277.0
2016-04-11,287.05
2016-04-12,294.15
2016-04-13,299.95
2016-04-18,300.85
2016-04-20,301.9
2016-04-21,300.75
2016-04-22,303.55
2016-04-25,296.15
2016-04-26,306.5
2016-04-27,304.3
2016-04-28,301.85
2016-04-29,297.8
2016-05-02,295.35
2016-05-03,300.35
2016-05-04,281.35
2016-05-05,283.05
2016-05-06,286.8
2016-05-09,289.3
2016-05-10,281.0
2016-05-11,273.85
2016-05-12,277.65
2016-05-13,276.95
2016-05-16,275.55
2016-05-17,271.7
2016-05-18,268.65
2016-05-19,266.1
2016-05-20,263.1
2016-05-23,259.9
2016-05-24,261.35
2016-05-25,270.55
2016-05-26,269.6
2016-05-27,271.7
2016-05-30,281.45
2016-05-31,314.5
2016-06-01,309.15
2016-06-02,311.7
2016-06-03,317.05
2016-06-06,318.05
2016-06-07,319.6
2016-06-08,322.95
2016-06-09,323.3
2016-06-10,312.65
2016-06-13,301.75
2016-06-14,304.95
2016-06-15,308.0
2016-06-16,305.85
2016-06-17,312.15
2016-06-20,320.15
2016-06-21,324.7
2016-06-22,314.8
2016-06-23,319.45
2016-06-24,298.25
2016-06-27,295.9
2016-06-28,287.55
2016-06-29,287.8
2016-06-30,291.75
2016-07-01,291.45
2016-07-04,303.5
2016-07-05,296.55
2016-07-07,290.95
2016-07-08,296.2
2016-07-11,307.55
2016-07-12,309.5
2016-07-13,306.25
2016-07-14,311.15
2016-07-15,311.55
2016-07-18,314.9
2016-07-19,320.9
2016-07-20,319.95
2016-07-21,319.0
2016-07-22,329.4
2016-07-25,330.15
2016-07-26,325.7
2016-07-27,330.65
2016-07-28,327.75
2016-07-29,323.45
2016-08-01,330.55
2016-08-02,322.8
2016-08-03,313.4
2016-08-04,322.0
2016-08-05,331.25
2016-08-08,334.75
2016-08-09,336.35
2016-08-10,333.5
2016-08-11,329.2
2016-08-12,336.5
2016-08-16,331.5
2016-08-17,333.55
2016-08-18,337.7
2016-08-19,337.85
2016-08-22,331.75
2016-08-23,327.9
2016-08-24,322.9
2016-08-25,319.0
2016-08-26,329.55
2016-08-29,337.95
2016-08-30,339.65
2016-08-31,343.55
2016-09-01,344.3
2016-09-02,351.9
2016-09-06,373.5
2016-09-07,372.2
2016-09-08,370.15
2016-09-09,363.25
2016-09-12,350.5
2016-09-14,358.35
2016-09-15,354.3
2016-09-16,352.55
2016-09-19,350.65
2016-09-20,346.95
2016-09-21,347.85
2016-09-22,355.35
2016-09-23,350.85
2016-09-26,342.25
2016-09-27,337.65
2016-09-28,341.1
2016-09-29,335.1
2016-09-30,340.5
2016-10-03,346.1
2016-10-04,349.05
2016-10-05,359.4
2016-10-06,353.05
2016-10-07,366.15
2016-10-10,365.65
2016-10-13,354.0
2016-10-14,361.95
2016-10-17,358.35
2016-10-18,364.05
2016-10-19,361.25
2016-10-20,358.85
2016-10-21,356.45
2016-10-24,363.6
2016-10-25,363.25
2016-10-26,344.5
2016-10-27,338.8
2016-10-28,348.7
2016-10-30,345.85
2016-11-01,348.55
2016-11-02,335.05
2016-11-03,331.85
2016-11-04,335.65
2016-11-07,327.85
2016-11-08,345.55
2016-11-09,345.1
2016-11-10,343.05
2016-11-11,328.65
2016-11-15,297.05
2016-11-16,292.65
2016-11-17,297.25
2016-11-18,298.85
2016-11-21,285.3
2016-11-22,291.4
2016-11-23,296.5
2016-11-24,286.55
2016-11-25,288.15
2016-11-28,293.0
2016-11-29,297.5
2016-11-30,297.9
2016-12-01,292.5
2016-12-02,288.1
2016-12-05,290.5
2016-12-06,292.25
2016-12-07,291.15
2016-12-08,304.2
2016-12-09,303.85
2016-12-12,297.2
2016-12-13,303.45
2016-12-14,304.6
2016-12-15,296.25
2016-12-16,297.7
2016-12-19,297.65
2016-12-20,298.6
2016-12-21,297.1
2016-12-22,295.55
2016-12-23,293.7
2016-12-26,287.75
2016-12-27,296.7
2016-12-28,291.4
2016-12-29,295.75
2016-12-30,299.1
