Date,CAPLIPOINT
2016-01-01,1388.4
2016-01-04,1319.95
2016-01-05,1301.7
2016-01-06,1277.15
2016-01-07,1253.65
2016-01-08,1264.1
2016-01-11,1231.95
2016-01-12,1223.75
2016-01-13,1141.45
2016-01-14,1061.85
2016-01-15,1016.95
2016-01-18,943.35
2016-01-19,926.95
2016-01-20,921.1
2016-01-21,913.65
2016-01-22,1096.0
2016-01-25,1206.8
2016-01-27,1182.3
2016-01-28,1186.7
2016-01-29,1205.25
2016-02-01,1226.1
2016-02-02,1142.05
2016-02-03,1084.9
2016-02-04,1160.7
2016-02-05,1193.95
2016-02-08,1145.6
2016-02-09,1076.1
2016-02-10,1027.8
2016-02-11,974.45
2016-02-12,930.25
2016-02-15,995.5
2016-02-16,946.35
2016-02-17,977.85
2016-02-18,962.5
2016-02-19,959.35
2016-02-22,972.4
2016-02-23,951.15
2016-02-24,944.8
2016-02-25,941.45
2016-02-26,925.75
2016-02-29,939.2
2016-03-01,980.6
2016-03-02,1016.6
2016-03-03,1028.6
2016-03-04,1016.35
2016-03-08,1029.7
2016-03-09,1015.15
2016-03-10,1001.15
2016-03-11,1026.65
2016-03-14,1011.2
2016-03-15,1010.95
2016-03-16,1008.05
2016-03-17,1009.65
2016-03-18,997.5
2016-03-21,1009.65
2016-03-22,1014.85
2016-03-23,1006.3
2016-03-28,1011.2
2016-03-29,1012.8
2016-03-30,1012.2
2016-03-31,1010.2
2016-04-01,1085.2
2016-04-04,1106.3
2016-04-05,1072.5
2016-04-06,1064.0
2016-04-07,1064.65
2016-04-08,1066.6
2016-04-11,1054.6
2016-04-12,1066.05
2016-04-13,1060.15
2016-04-18,1050.55
2016-04-20,1034.65
2016-04-21,1024.1
2016-04-22,1010.65
2016-04-25,997.55
2016-04-26,995.6
2016-04-27,994.15
2016-04-28,979.35
2016-04-29,969.45
2016-05-02,983.95
2016-05-03,975.95
2016-05-04,962.65
2016-05-05,959.3
2016-05-06,943.3
2016-05-09,940.5
2016-05-10,944.65
2016-05-11,933.75
2016-05-12,933.2
2016-05-13,1041.65
2016-05-16,1041.75
2016-05-17,1017.0
2016-05-18,1021.5
2016-05-19,1003.15
2016-05-20,976.3
2016-05-23,974.45
2016-05-24,958.5
2016-05-25,969.4
2016-05-26,1002.9
2016-05-27,998.85
2016-05-30,1014.8
2016-05-31,992.4
2016-06-01,986.1
2016-06-02,976.2
2016-06-03,958.1
2016-06-06,970.55
2016-06-07,970.5
2016-06-08,965.95
2016-06-09,961.6
2016-06-10,954.75
2016-06-13,968.9
2016-06-14,945.35
2016-06-15,956.7
2016-06-16,955.6
2016-06-17,959.95
2016-06-20,959.0
2016-06-21,966.2
2016-06-22,954.1
2016-06-23,965.15
2016-06-24,961.9
2016-06-27,985.05
2016-06-28,987.7
2016-06-29,992.85
2016-06-30,993.85
2016-07-01,1072.65
2016-07-04,1048.0
2016-07-05,1065.2
2016-07-07,1053.3
2016-07-08,1057.55
2016-07-11,1117.95
2016-07-12,1115.05
2016-07-13,1097.55
2016-07-14,1085.4
2016-07-15,1070.45
2016-07-18,1063.35
2016-07-19,1049.65
2016-07-20,1105.1
2016-07-21,1138.5
2016-07-22,1168.35
2016-07-25,1224.2
2016-07-26,1109.95
2016-07-27,1135.7
