Date,MANGCHEFER
2016-01-01,46.85
2016-01-04,45.85
2016-01-05,45.4
2016-01-06,47.0
2016-01-07,45.85
2016-01-08,45.7
2016-01-11,45.2
2016-01-12,46.15
2016-01-13,44.9
2016-01-14,43.2
2016-01-15,42.1
2016-01-18,40.6
2016-01-19,41.65
2016-01-20,41.15
2016-01-21,40.95
2016-01-22,41.35
2016-01-25,42.0
2016-01-27,41.8
2016-01-28,40.8
2016-01-29,40.9
2016-02-01,41.6
2016-02-02,41.7
2016-02-03,39.65
2016-02-04,39.2
2016-02-05,38.75
2016-02-08,39.45
2016-02-09,38.8
2016-02-10,38.3
2016-02-11,38.25
2016-02-12,38.7
2016-02-15,39.65
2016-02-16,38.35
2016-02-17,38.9
2016-02-18,39.1
2016-02-19,39.85
2016-02-22,40.7
2016-02-23,39.4
2016-02-24,38.25
2016-02-25,38.75
2016-02-26,39.5
2016-02-29,39.2
2016-03-01,39.95
2016-03-02,40.1
2016-03-03,40.8
2016-03-04,40.85
2016-03-08,40.2
2016-03-09,40.3
2016-03-10,38.85
2016-03-11,39.0
2016-03-14,38.15
2016-03-15,37.95
2016-03-16,37.9
2016-03-17,37.7
2016-03-18,38.8
2016-03-21,38.05
2016-03-22,38.7
2016-03-23,39.05
2016-03-28,37.2
2016-03-29,37.75
2016-03-30,39.55
2016-03-31,41.0
2016-04-01,40.45
2016-04-04,40.35
2016-04-05,40.95
2016-04-06,41.6
2016-04-07,42.15
2016-04-08,42.9
2016-04-11,42.75
2016-04-12,43.0
2016-04-13,44.15
2016-04-18,44.0
2016-04-20,45.2
2016-04-21,45.75
2016-04-22,45.55
2016-04-25,45.95
2016-04-26,46.2
2016-04-27,46.05
2016-04-28,45.9
2016-04-29,46.0
2016-05-02,46.05
2016-05-03,50.05
2016-05-04,47.55
2016-05-05,46.95
2016-05-06,44.9
2016-05-09,43.0
2016-05-10,42.8
2016-05-11,44.2
2016-05-12,50.85
2016-05-13,51.35
2016-05-16,49.1
2016-05-17,47.0
2016-05-18,45.75
2016-05-19,46.5
2016-05-20,46.05
2016-05-23,45.7
2016-05-24,46.6
2016-05-25,46.4
2016-05-26,46.0
2016-05-27,46.25
2016-05-30,46.4
2016-05-31,46.4
2016-06-01,46.3
2016-06-02,46.35
2016-06-03,46.25
2016-06-06,46.5
2016-06-07,51.95
2016-06-08,52.55
2016-06-09,53.2
2016-06-10,52.25
2016-06-13,52.25
2016-06-14,55.05
2016-06-15,53.55
2016-06-16,52.7
2016-06-17,51.85
2016-06-20,56.05
2016-06-21,54.9
2016-06-22,53.65
2016-06-23,53.45
2016-06-24,52.55
2016-06-27,54.0
2016-06-28,54.0
2016-06-29,53.35
2016-06-30,53.45
2016-07-01,53.7
2016-07-04,52.35
2016-07-05,52.25
2016-07-07,53.15
2016-07-08,54.0
2016-07-11,54.35
2016-07-12,53.7
2016-07-13,53.7
2016-07-14,52.85
2016-07-15,53.2
2016-07-18,52.6
2016-07-19,52.5
2016-07-20,52.5
2016-07-21,51.1
2016-07-22,51.1
2016-07-25,50.9
2016-07-26,51.35
2016-07-27,50.8
2016-07-28,51.1
2016-07-29,50.1
2016-08-01,48.3
2016-08-02,46.65
2016-08-03,47.55
2016-08-04,47.7
2016-08-05,47.75
2016-08-08,46.4
2016-08-09,46.3
2016-08-10,45.6
2016-08-11,47.0
2016-08-12,46.7
2016-08-16,45.7
2016-08-17,45.7
2016-08-18,45.8
2016-08-19,44.5
2016-08-22,45.8
2016-08-23,46.25
2016-08-24,45.9
2016-08-25,45.3
2016-08-26,45.6
2016-08-29,45.3
2016-08-30,45.55
2016-08-31,45.55
2016-09-01,44.8
2016-09-02,47.8
2016-09-06,47.25
2016-09-07,47.55
2016-09-08,46.55
2016-09-09,46.45
2016-09-12,45.35
2016-09-14,45.3
2016-09-15,44.85
2016-09-16,45.55
2016-09-19,45.45
2016-09-20,45.55
2016-09-21,45.75
2016-09-22,45.55
2016-09-23,44.6
2016-09-26,44.75
2016-09-27,44.5
2016-09-28,47.65
2016-09-29,44.55
2016-09-30,45.25
2016-10-03,46.2
2016-10-04,45.7
2016-10-05,46.55
2016-10-06,46.9
2016-10-07,46.55
2016-10-10,47.35
2016-10-13,46.45
2016-10-14,48.05
2016-10-17,49.5
2016-10-18,53.05
2016-10-19,63.65
2016-10-20,60.55
2016-10-21,58.85
2016-10-24,58.4
2016-10-25,57.25
2016-10-26,55.35
2016-10-27,53.6
2016-10-28,54.2
2016-10-30,55.5
2016-11-01,54.2
2016-11-02,52.9
2016-11-03,51.6
2016-11-04,48.0
2016-11-07,48.7
2016-11-08,47.8
2016-11-09,45.6
2016-11-10,47.3
2016-11-11,44.75
2016-11-15,41.1
2016-11-16,39.3
2016-11-17,41.25
2016-11-18,42.55
2016-11-21,40.75
2016-11-22,41.45
2016-11-23,43.3
2016-11-24,43.05
2016-11-25,43.55
2016-11-28,47.0
2016-11-29,46.65
2016-11-30,46.15
2016-12-01,45.55
2016-12-02,44.4
2016-12-05,44.7
2016-12-06,46.65
2016-12-07,46.45
2016-12-08,47.1
2016-12-09,46.3
2016-12-12,45.45
2016-12-13,45.95
2016-12-14,44.95
2016-12-15,44.45
2016-12-16,42.95
2016-12-19,44.1
2016-12-20,43.5
2016-12-21,43.05
2016-12-22,43.0
2016-12-23,42.85
2016-12-26,42.65
2016-12-27,42.6
2016-12-28,43.1
2016-12-29,44.1
2016-12-30,44.0
