Date,VIJAYABANK
2016-01-01,34.2
2016-01-04,33.85
2016-01-05,33.95
2016-01-06,33.9
2016-01-07,33.1
2016-01-08,33.45
2016-01-11,33.3
2016-01-12,32.75
2016-01-13,32.0
2016-01-14,31.45
2016-01-15,30.65
2016-01-18,29.8
2016-01-19,30.5
2016-01-20,29.45
2016-01-21,29.6
2016-01-22,30.65
2016-01-25,31.9
2016-01-27,31.4
2016-01-28,31.3
2016-01-29,31.1
2016-02-01,30.55
2016-02-02,30.65
2016-02-03,29.8
2016-02-04,29.5
2016-02-05,34.25
2016-02-08,33.05
2016-02-09,32.1
2016-02-10,31.05
2016-02-11,30.45
2016-02-12,29.6
2016-02-15,31.4
2016-02-16,30.6
2016-02-17,31.35
2016-02-18,31.3
2016-02-19,31.5
2016-02-22,31.2
2016-02-23,30.55
2016-02-24,30.3
2016-02-25,30.25
2016-02-26,30.1
2016-02-29,31.1
2016-03-01,31.45
2016-03-02,32.4
2016-03-03,33.05
2016-03-04,33.75
2016-03-08,32.1
2016-03-09,31.75
2016-03-10,31.9
2016-03-11,31.55
2016-03-14,31.3
2016-03-15,31.65
2016-03-16,31.35
2016-03-17,31.15
2016-03-18,30.55
2016-03-21,31.35
2016-03-22,31.2
2016-03-23,31.0
2016-03-28,31.35
2016-03-29,30.8
2016-03-30,31.25
2016-03-31,31.35
2016-04-01,32.05
2016-04-04,32.4
2016-04-05,31.55
2016-04-06,31.25
2016-04-07,31.3
2016-04-08,31.25
2016-04-11,31.35
2016-04-12,30.85
2016-04-13,31.45
2016-04-18,31.05
2016-04-20,31.45
2016-04-21,31.9
2016-04-22,32.0
2016-04-25,32.0
2016-04-26,31.9
2016-04-27,31.95
2016-04-28,32.1
2016-04-29,31.7
2016-05-02,31.55
2016-05-03,31.35
2016-05-04,31.4
2016-05-05,31.45
2016-05-06,31.25
2016-05-09,31.55
2016-05-10,31.6
2016-05-11,31.45
2016-05-12,32.2
2016-05-13,31.15
2016-05-16,30.9
2016-05-17,30.95
2016-05-18,30.9
2016-05-19,30.55
2016-05-20,30.4
2016-05-23,30.35
2016-05-24,30.1
2016-05-25,29.9
2016-05-26,30.5
2016-05-27,30.7
2016-05-30,30.55
2016-05-31,30.35
2016-06-01,29.85
2016-06-02,30.4
2016-06-03,30.4
2016-06-06,30.55
2016-06-07,30.85
2016-06-08,31.2
2016-06-09,32.05
2016-06-10,31.95
2016-06-13,31.25
2016-06-14,31.95
2016-06-15,33.3
2016-06-16,34.8
2016-06-17,37.55
2016-06-20,36.95
2016-06-21,35.9
2016-06-22,36.85
2016-06-23,36.4
2016-06-24,35.7
2016-06-27,38.1
2016-06-28,38.0
2016-06-29,37.65
2016-06-30,37.55
2016-07-01,37.3
2016-07-04,39.05
2016-07-05,43.65
2016-07-07,42.75
2016-07-08,41.2
2016-07-11,42.6
2016-07-12,42.9
2016-07-13,42.15
2016-07-14,42.55
2016-07-15,44.0
2016-07-18,43.25
2016-07-19,42.25
2016-07-20,42.15
2016-07-21,41.65
2016-07-22,43.1
2016-07-25,42.75
2016-07-26,42.5
2016-07-27,42.25
2016-07-28,41.9
2016-07-29,41.3
2016-08-01,40.7
2016-08-02,39.85
2016-08-03,39.05
2016-08-04,38.85
2016-08-05,39.25
2016-08-08,38.6
2016-08-09,38.45
2016-08-10,36.9
2016-08-11,36.9
2016-08-12,37.75
2016-08-16,37.85
2016-08-17,38.4
2016-08-18,38.7
2016-08-19,39.95
2016-08-22,39.75
2016-08-23,38.85
2016-08-24,39.0
2016-08-25,38.65
2016-08-26,38.5
2016-08-29,38.5
2016-08-30,39.05
2016-08-31,38.6
2016-09-01,38.9
2016-09-02,39.0
2016-09-06,39.35
2016-09-07,39.8
2016-09-08,41.65
2016-09-09,40.85
2016-09-12,38.9
2016-09-14,40.05
2016-09-15,40.0
2016-09-16,40.2
2016-09-19,39.95
2016-09-20,40.3
2016-09-21,40.1
2016-09-22,41.4
2016-09-23,41.2
2016-09-26,39.9
2016-09-27,40.25
2016-09-28,41.45
2016-09-29,38.35
2016-09-30,40.7
2016-10-03,41.1
2016-10-04,41.6
2016-10-05,41.6
2016-10-06,40.7
2016-10-07,40.95
2016-10-10,41.6
2016-10-13,40.25
2016-10-14,40.75
2016-10-17,39.9
2016-10-18,39.85
2016-10-19,39.75
2016-10-20,40.55
2016-10-21,40.6
2016-10-24,40.35
2016-10-25,40.35
2016-10-26,40.4
2016-10-27,44.7
2016-10-28,44.25
2016-10-30,43.75
2016-11-01,44.1
2016-11-02,43.35
2016-11-03,42.55
2016-11-04,41.0
2016-11-07,41.45
2016-11-08,41.85
2016-11-09,43.1
2016-11-10,50.15
2016-11-11,48.95
2016-11-15,48.5
2016-11-16,48.15
2016-11-17,46.55
2016-11-18,47.15
2016-11-21,44.1
2016-11-22,44.1
2016-11-23,43.55
2016-11-24,45.1
2016-11-25,45.35
2016-11-28,45.95
2016-11-29,45.5
2016-11-30,44.5
2016-12-01,44.2
2016-12-02,44.25
2016-12-05,44.15
2016-12-06,44.45
2016-12-07,44.65
2016-12-08,45.1
2016-12-09,46.2
2016-12-12,46.65
2016-12-13,48.0
2016-12-14,47.85
2016-12-15,48.0
2016-12-16,50.05
2016-12-19,48.2
2016-12-20,47.75
2016-12-21,47.65
2016-12-22,48.35
2016-12-23,47.7
2016-12-26,46.45
2016-12-27,47.0
2016-12-28,47.7
2016-12-29,47.5
2016-12-30,47.45
