Date,AIAENG
2016-01-01,906.0
2016-01-04,885.8
2016-01-05,876.1
2016-01-06,862.25
2016-01-07,838.7
2016-01-08,842.3
2016-01-11,813.95
2016-01-12,801.7
2016-01-13,801.85
2016-01-14,805.8
2016-01-15,790.25
2016-01-18,800.1
2016-01-19,818.25
2016-01-20,819.9
2016-01-21,819.15
2016-01-22,800.5
2016-01-25,805.3
2016-01-27,807.25
2016-01-28,808.35
2016-01-29,821.9
2016-02-01,835.75
2016-02-02,839.2
2016-02-03,802.1
2016-02-04,815.8
2016-02-05,812.15
2016-02-08,807.85
2016-02-09,790.3
2016-02-10,797.5
2016-02-11,783.95
2016-02-12,767.15
2016-02-15,733.75
2016-02-16,735.65
2016-02-17,740.45
2016-02-18,735.15
2016-02-19,745.0
2016-02-22,746.1
2016-02-23,777.25
2016-02-24,779.9
2016-02-25,805.95
2016-02-26,770.45
2016-02-29,807.05
2016-03-01,799.65
2016-03-02,833.75
2016-03-03,827.45
2016-03-04,834.05
2016-03-08,830.4
2016-03-09,829.5
2016-03-10,826.3
2016-03-11,825.45
2016-03-14,860.1
2016-03-15,879.6
2016-03-16,901.1
2016-03-17,930.2
2016-03-18,925.25
2016-03-21,931.65
2016-03-22,952.05
2016-03-23,938.15
2016-03-28,994.2
2016-03-29,962.45
2016-03-30,949.05
2016-03-31,939.8
2016-04-01,960.45
2016-04-04,957.55
2016-04-05,951.15
2016-04-06,951.5
2016-04-07,950.1
2016-04-08,950.0
2016-04-11,955.85
2016-04-12,977.0
2016-04-13,988.7
2016-04-18,1031.4
2016-04-20,1022.0
2016-04-21,1009.75
2016-04-22,988.3
2016-04-25,987.3
2016-04-26,978.5
2016-04-27,992.9
2016-04-28,1023.8
2016-04-29,990.9
2016-05-02,1017.35
2016-05-03,1004.55
2016-05-04,995.25
2016-05-05,979.4
2016-05-06,966.1
2016-05-09,967.3
2016-05-10,976.2
2016-05-11,965.15
2016-05-12,972.8
2016-05-13,972.5
2016-05-16,952.95
2016-05-17,939.9
2016-05-18,937.6
2016-05-19,958.75
2016-05-20,932.9
2016-05-23,930.85
2016-05-24,928.8
2016-05-25,919.65
2016-05-26,937.15
2016-05-27,937.9
2016-05-30,939.25
2016-05-31,941.2
2016-06-01,958.4
2016-06-02,1001.55
2016-06-03,1003.65
2016-06-06,997.35
2016-06-07,1000.55
2016-06-08,1011.25
2016-06-09,1029.6
2016-06-10,1027.15
2016-06-13,1017.45
2016-06-14,1047.4
2016-06-15,1054.15
2016-06-16,1044.05
2016-06-17,1035.05
2016-06-20,1017.4
2016-06-21,1016.8
2016-06-22,1007.2
2016-06-23,997.3
2016-06-24,978.85
2016-06-27,977.1
2016-06-28,974.65
2016-06-29,980.15
2016-06-30,1028.75
2016-07-01,1040.7
2016-07-04,1038.55
2016-07-05,1028.6
2016-07-07,1023.35
2016-07-08,1018.4
2016-07-11,1011.1
2016-07-12,1003.85
2016-07-13,1011.9
