Date,SELAN
2016-01-01,205.6
2016-01-04,206.0
2016-01-05,208.8
2016-01-06,206.45
2016-01-07,198.85
2016-01-08,196.9
2016-01-11,199.1
2016-01-12,192.8
2016-01-13,187.5
2016-01-14,185.2
2016-01-15,176.0
2016-01-18,170.95
2016-01-19,183.9
2016-01-20,177.3
2016-01-21,173.4
2016-01-22,186.9
2016-01-25,182.55
2016-01-27,181.1
2016-01-28,179.25
2016-01-29,192.45
2016-02-01,185.3
2016-02-02,181.25
2016-02-03,176.4
2016-02-04,181.95
2016-02-05,176.95
2016-02-08,177.65
2016-02-09,173.55
2016-02-10,170.3
2016-02-11,162.05
2016-02-12,158.15
2016-02-15,166.7
2016-02-16,164.85
2016-02-17,161.2
2016-02-18,169.85
2016-02-19,170.1
2016-02-22,166.0
2016-02-23,165.1
2016-02-24,157.45
2016-02-25,152.95
2016-02-26,153.05
2016-02-29,154.0
2016-03-01,154.1
2016-03-02,162.25
2016-03-03,162.55
2016-03-04,161.3
2016-03-08,171.7
2016-03-09,168.0
2016-03-10,175.85
2016-03-11,178.4
2016-03-14,176.75
2016-03-15,169.9
2016-03-16,169.55
2016-03-17,173.0
2016-03-18,173.85
2016-03-21,175.25
2016-03-22,172.95
2016-03-23,179.35
2016-03-28,171.7
2016-03-29,168.1
2016-03-30,169.95
2016-03-31,169.65
2016-04-01,170.05
2016-04-04,168.9
2016-04-05,166.1
2016-04-06,171.3
2016-04-07,172.05
2016-04-08,174.45
2016-04-11,181.15
2016-04-12,184.0
2016-04-13,187.05
2016-04-18,179.05
2016-04-20,183.1
2016-04-21,184.15
2016-04-22,183.0
2016-04-25,184.75
2016-04-26,184.3
2016-04-27,197.3
2016-04-28,196.0
2016-04-29,197.8
2016-05-02,196.55
2016-05-03,193.45
2016-05-04,184.4
2016-05-05,188.6
2016-05-06,190.0
2016-05-09,191.75
2016-05-10,187.8
2016-05-11,186.3
2016-05-12,190.2
2016-05-13,193.0
2016-05-16,191.75
2016-05-17,192.9
2016-05-18,191.75
2016-05-19,187.45
2016-05-20,184.1
2016-05-23,186.05
2016-05-24,181.9
2016-05-25,184.25
2016-05-26,189.15
2016-05-27,186.9
2016-05-30,186.4
2016-05-31,187.25
2016-06-01,190.15
2016-06-02,187.9
2016-06-03,188.95
2016-06-06,186.05
2016-06-07,206.55
2016-06-08,212.1
2016-06-09,223.5
2016-06-10,220.0
2016-06-13,214.0
2016-06-14,222.0
2016-06-15,214.85
2016-06-16,208.1
2016-06-17,212.15
2016-06-20,214.75
2016-06-21,213.7
2016-06-22,208.7
2016-06-23,209.2
2016-06-24,200.15
2016-06-27,199.3
2016-06-28,199.0
2016-06-29,201.45
2016-06-30,196.2
2016-07-01,200.3
2016-07-04,203.9
2016-07-05,213.35
2016-07-07,209.65
2016-07-08,203.9
2016-07-11,209.8
2016-07-12,205.2
2016-07-13,208.3
2016-07-14,207.7
2016-07-15,203.1
2016-07-18,203.15
2016-07-19,202.4
2016-07-20,202.45
2016-07-21,203.15
2016-07-22,204.5
2016-07-25,203.85
2016-07-26,207.9
2016-07-27,206.5
2016-07-28,204.65
2016-07-29,201.95
2016-08-01,198.5
2016-08-02,198.95
2016-08-03,197.5
2016-08-04,199.15
2016-08-05,198.2
2016-08-08,196.7
2016-08-09,197.2
2016-08-10,195.0
2016-08-11,192.7
2016-08-12,198.95
2016-08-16,196.5
2016-08-17,195.25
2016-08-18,198.65
2016-08-19,206.65
2016-08-22,205.4
2016-08-23,199.6
2016-08-24,202.4
2016-08-25,201.75
2016-08-26,198.3
2016-08-29,198.7
2016-08-30,197.45
2016-08-31,195.25
2016-09-01,194.1
2016-09-02,192.15
2016-09-06,194.65
2016-09-07,193.85
2016-09-08,197.05
2016-09-09,197.65
2016-09-12,191.1
2016-09-14,189.3
2016-09-15,190.85
2016-09-16,188.45
2016-09-19,189.1
2016-09-20,188.75
2016-09-21,188.65
2016-09-22,188.65
2016-09-23,184.85
2016-09-26,182.15
2016-09-27,180.15
2016-09-28,180.3
2016-09-29,180.85
2016-09-30,176.1
2016-10-03,179.05
2016-10-04,183.95
2016-10-05,183.5
2016-10-06,192.35
2016-10-07,197.05
2016-10-10,204.9
2016-10-13,203.65
2016-10-14,202.6
2016-10-17,214.45
2016-10-18,213.4
2016-10-19,212.15
2016-10-20,214.3
2016-10-21,208.0
2016-10-24,213.55
2016-10-25,215.8
2016-10-26,207.4
2016-10-27,203.4
2016-10-28,205.75
2016-10-30,206.5
2016-11-01,206.05
2016-11-02,196.4
2016-11-03,192.45
2016-11-04,184.95
2016-11-07,186.35
2016-11-08,182.0
2016-11-09,175.05
2016-11-10,184.55
2016-11-11,178.0
2016-11-15,169.2
2016-11-16,159.7
2016-11-17,163.15
2016-11-18,164.05
2016-11-21,158.45
2016-11-22,164.75
2016-11-23,166.95
2016-11-24,171.1
2016-11-25,174.45
2016-11-28,172.05
2016-11-29,171.95
2016-11-30,186.25
2016-12-01,189.6
2016-12-02,189.6
2016-12-05,192.7
2016-12-06,191.3
2016-12-07,185.75
2016-12-08,186.4
2016-12-09,191.1
2016-12-12,200.9
2016-12-13,200.75
2016-12-14,193.6
2016-12-15,191.35
2016-12-16,189.8
2016-12-19,187.35
2016-12-20,184.85
2016-12-21,189.0
2016-12-22,184.3
2016-12-23,180.55
2016-12-26,173.7
2016-12-27,177.4
2016-12-28,180.55
2016-12-29,183.5
2016-12-30,182.45
