Date,SANDESH
2016-01-01,882.45
2016-01-04,899.75
2016-01-05,899.45
2016-01-06,880.85
2016-01-07,852.6
2016-01-08,887.55
2016-01-11,864.35
2016-01-12,884.0
2016-01-13,851.0
2016-01-14,833.75
2016-01-15,816.15
2016-01-18,770.15
2016-01-19,771.4
2016-01-20,772.8
2016-01-21,799.9
2016-01-22,805.25
2016-01-25,824.15
2016-01-27,807.5
2016-01-28,801.05
2016-01-29,799.1
2016-02-01,796.15
2016-02-02,781.2
2016-02-03,756.7
2016-02-04,773.85
2016-02-05,780.05
2016-02-08,757.3
2016-02-09,757.0
2016-02-10,753.25
2016-02-11,705.8
2016-02-12,708.5
2016-02-15,724.25
2016-02-16,698.95
2016-02-17,722.65
2016-02-18,721.35
2016-02-19,718.9
2016-02-22,701.75
2016-02-23,690.65
2016-02-24,678.55
2016-02-25,678.25
2016-02-26,670.35
2016-02-29,669.95
2016-03-01,698.8
2016-03-02,723.55
2016-03-03,713.7
2016-03-04,727.4
2016-03-08,723.95
2016-03-09,721.1
2016-03-10,721.35
2016-03-11,711.25
2016-03-14,708.9
2016-03-15,710.85
2016-03-16,719.7
2016-03-17,702.85
2016-03-18,702.2
2016-03-21,687.95
2016-03-22,698.1
2016-03-23,689.5
2016-03-28,677.4
2016-03-29,676.65
2016-03-30,693.25
2016-03-31,701.25
2016-04-01,696.55
2016-04-04,690.45
2016-04-05,697.15
2016-04-06,701.4
2016-04-07,709.15
2016-04-08,708.45
2016-04-11,720.5
2016-04-12,740.6
2016-04-13,760.35
2016-04-18,753.4
2016-04-20,753.9
2016-04-21,756.15
2016-04-22,752.95
2016-04-25,751.6
2016-04-26,743.15
2016-04-27,734.1
2016-04-28,732.2
2016-04-29,727.4
2016-05-02,737.35
2016-05-03,727.2
2016-05-04,727.45
2016-05-05,727.75
2016-05-06,722.3
2016-05-09,734.85
2016-05-10,756.35
2016-05-11,759.45
2016-05-12,771.05
2016-05-13,770.2
2016-05-16,769.3
2016-05-17,776.0
2016-05-18,770.1
2016-05-19,745.55
2016-05-20,745.45
2016-05-23,741.05
2016-05-24,754.25
2016-05-25,752.25
2016-05-26,745.2
2016-05-27,746.5
2016-05-30,755.1
2016-05-31,759.95
2016-06-01,757.7
2016-06-02,772.75
2016-06-03,767.7
2016-06-06,775.35
2016-06-07,782.75
2016-06-08,789.0
2016-06-09,797.95
2016-06-10,795.45
2016-06-13,782.1
2016-06-14,781.8
2016-06-15,795.05
2016-06-16,787.4
2016-06-17,781.35
2016-06-20,780.45
2016-06-21,792.5
2016-06-22,776.65
2016-06-23,777.1
2016-06-24,774.3
2016-06-27,783.65
2016-06-28,779.5
2016-06-29,790.9
2016-06-30,811.1
2016-07-01,848.5
2016-07-04,852.15
2016-07-05,848.1
2016-07-07,841.3
2016-07-08,843.3
2016-07-11,855.35
2016-07-12,849.2
2016-07-13,844.0
2016-07-14,837.75
2016-07-15,840.4
2016-07-18,820.0
2016-07-19,814.25
2016-07-20,821.1
2016-07-21,826.15
2016-07-22,831.9
2016-07-25,849.75
2016-07-26,850.25
2016-07-27,837.55
2016-07-28,826.65
2016-07-29,829.25
2016-08-01,860.35
2016-08-02,839.75
2016-08-03,839.3
2016-08-04,846.05
2016-08-05,852.7
2016-08-08,864.3
2016-08-09,862.0
2016-08-10,862.15
2016-08-11,855.3
2016-08-12,868.75
2016-08-16,857.9
2016-08-17,853.65
2016-08-18,858.7
2016-08-19,855.95
2016-08-22,836.85
2016-08-23,856.65
2016-08-24,861.65
2016-08-25,858.6
2016-08-26,867.95
2016-08-29,867.4
2016-08-30,873.35
2016-08-31,861.75
2016-09-01,857.7
2016-09-02,861.4
2016-09-06,869.8
2016-09-07,866.05
2016-09-08,865.1
2016-09-09,865.8
2016-09-12,860.4
2016-09-14,885.2
2016-09-15,881.7
2016-09-16,879.4
2016-09-19,893.55
2016-09-20,903.4
2016-09-21,899.5
2016-09-22,921.2
2016-09-23,905.75
2016-09-26,907.75
2016-09-27,901.35
2016-09-28,909.75
2016-09-29,933.95
2016-09-30,1009.2
2016-10-03,1034.8
2016-10-04,1029.3
2016-10-05,1027.4
2016-10-06,1039.65
2016-10-07,1048.9
2016-10-10,1052.9
2016-10-13,1037.65
2016-10-14,1028.55
2016-10-17,1016.05
2016-10-18,1028.4
2016-10-19,1031.8
2016-10-20,1038.65
2016-10-21,1027.05
2016-10-24,1021.95
2016-10-25,1022.3
2016-10-26,1017.6
2016-10-27,1003.95
2016-10-28,1017.95
2016-10-30,1019.65
2016-11-01,1011.05
2016-11-02,981.75
2016-11-03,970.65
2016-11-04,956.05
2016-11-07,955.1
2016-11-08,965.3
2016-11-09,913.9
2016-11-10,944.85
2016-11-11,899.85
2016-11-15,874.35
2016-11-16,871.6
2016-11-17,861.05
2016-11-18,868.6
2016-11-21,852.6
2016-11-22,858.65
2016-11-23,879.25
2016-11-24,868.4
2016-11-25,890.6
2016-11-28,897.3
2016-11-29,894.7
2016-11-30,899.9
2016-12-01,879.35
2016-12-02,890.85
2016-12-05,904.1
2016-12-06,919.95
2016-12-07,905.0
2016-12-08,905.9
2016-12-09,889.8
2016-12-12,925.25
2016-12-13,967.2
2016-12-14,886.25
2016-12-15,884.35
2016-12-16,867.1
2016-12-19,874.25
2016-12-20,865.2
2016-12-21,852.4
2016-12-22,841.95
2016-12-23,845.0
2016-12-26,860.05
2016-12-27,858.3
2016-12-28,864.4
2016-12-29,862.05
2016-12-30,860.8
