Date,KAKATCEM
2016-01-01,151.9
2016-01-04,149.75
2016-01-05,153.9
2016-01-06,154.75
2016-01-07,147.4
2016-01-08,151.65
2016-01-11,150.9
2016-01-12,149.05
2016-01-13,142.6
2016-01-14,143.05
2016-01-15,129.9
2016-01-18,129.05
2016-01-19,132.15
2016-01-20,128.25
2016-01-21,133.45
2016-01-22,133.4
2016-01-25,132.0
2016-01-27,128.9
2016-01-28,133.7
2016-01-29,130.25
2016-02-01,128.3
2016-02-02,130.1
2016-02-03,127.9
2016-02-04,126.8
2016-02-05,126.65
2016-02-08,126.85
2016-02-09,123.45
2016-02-10,121.35
2016-02-11,102.3
2016-02-12,115.95
2016-02-15,126.25
2016-02-16,124.25
2016-02-17,119.95
2016-02-18,119.9
2016-02-19,119.2
2016-02-22,121.05
2016-02-23,119.45
2016-02-24,119.4
2016-02-25,119.85
2016-02-26,119.5
2016-02-29,119.3
2016-03-01,124.65
2016-03-02,127.3
2016-03-03,126.65
2016-03-04,129.7
2016-03-08,132.3
2016-03-09,138.6
2016-03-10,136.15
2016-03-11,135.3
2016-03-14,137.05
2016-03-15,140.5
2016-03-16,139.35
2016-03-17,142.9
2016-03-18,145.5
2016-03-21,151.4
2016-03-22,159.6
2016-03-23,186.95
2016-03-28,182.8
2016-03-29,180.85
2016-03-30,198.5
2016-03-31,200.85
2016-04-01,209.0
2016-04-04,235.3
2016-04-05,216.15
2016-04-06,219.9
2016-04-07,239.6
2016-04-08,263.55
2016-04-11,289.9
2016-04-12,284.8
2016-04-13,299.0
2016-04-18,313.95
2016-04-20,329.6
2016-04-21,337.55
2016-04-22,339.0
2016-04-25,341.25
2016-04-26,337.9
2016-04-27,324.65
2016-04-28,311.65
2016-04-29,301.0
2016-05-02,299.85
2016-05-03,314.8
2016-05-04,330.5
2016-05-05,344.75
2016-05-06,379.2
2016-05-09,416.65
2016-05-10,424.35
2016-05-11,420.0
2016-05-12,462.0
2016-05-13,485.1
2016-05-16,509.35
2016-05-17,532.9
2016-05-18,559.5
2016-05-19,585.35
2016-05-20,556.1
2016-05-23,528.3
2016-05-24,501.9
2016-05-25,524.4
2016-05-26,498.2
2016-05-27,473.3
2016-05-30,449.65
2016-05-31,427.2
2016-06-01,448.55
2016-06-02,470.95
2016-06-03,490.8
2016-06-06,515.3
2016-06-07,534.5
2016-06-08,507.8
2016-06-09,482.85
2016-06-10,458.75
2016-06-13,481.65
2016-06-14,460.9
2016-06-15,451.25
2016-06-16,428.7
2016-06-17,407.3
2016-06-20,407.5
2016-06-21,427.85
2016-06-22,416.1
2016-06-23,413.8
2016-06-24,410.0
2016-06-27,430.5
2016-06-28,433.0
2016-06-29,454.65
2016-06-30,477.35
2016-07-01,456.2
2016-07-04,442.9
2016-07-05,437.9
2016-07-07,450.75
2016-07-08,435.15
2016-07-11,424.6
2016-07-12,423.8
2016-07-13,418.85
2016-07-14,428.05
2016-07-15,414.45
2016-07-18,412.6
2016-07-19,411.15
2016-07-20,410.55
2016-07-21,411.8
2016-07-22,411.45
2016-07-25,417.2
2016-07-26,410.25
2016-07-27,407.15
2016-07-28,407.15
2016-07-29,409.25
2016-08-01,390.9
2016-08-02,371.4
2016-08-03,362.55
2016-08-04,368.15
2016-08-05,404.95
2016-08-08,404.65
2016-08-09,390.15
2016-08-10,380.15
2016-08-11,366.45
2016-08-12,359.55
2016-08-16,382.65
2016-08-17,373.3
2016-08-18,369.75
2016-08-19,370.55
2016-08-22,347.2
2016-08-23,352.75
2016-08-24,352.05
2016-08-25,352.7
2016-08-26,348.75
2016-08-29,349.0
2016-08-30,351.1
2016-08-31,369.45
2016-09-01,364.2
2016-09-02,391.85
2016-09-06,392.6
2016-09-07,383.8
2016-09-08,385.2
2016-09-09,384.0
2016-09-12,372.3
2016-09-14,373.7
2016-09-15,374.0
2016-09-16,385.45
2016-09-19,396.2
2016-09-20,389.1
2016-09-21,390.7
2016-09-22,388.0
2016-09-23,381.9
2016-09-26,380.85
2016-09-27,375.4
2016-09-28,370.7
2016-09-29,341.3
2016-09-30,351.1
2016-10-03,373.15
2016-10-04,397.2
2016-10-05,390.55
2016-10-06,402.6
2016-10-07,417.75
2016-10-10,414.35
2016-10-13,400.15
2016-10-14,402.0
2016-10-17,394.75
2016-10-18,398.4
2016-10-19,396.95
2016-10-20,392.65
2016-10-21,395.4
2016-10-24,391.3
2016-10-25,388.65
2016-10-26,380.7
2016-10-27,374.1
2016-10-28,372.95
2016-10-30,376.0
2016-11-01,373.55
2016-11-02,368.5
2016-11-03,365.05
2016-11-04,351.55
2016-11-07,355.8
2016-11-08,352.9
2016-11-09,333.25
2016-11-10,312.7
2016-11-11,283.4
2016-11-15,240.55
2016-11-16,232.15
2016-11-17,228.05
2016-11-18,231.2
2016-11-21,215.25
2016-11-22,207.15
2016-11-23,227.85
2016-11-24,248.6
2016-11-25,251.95
2016-11-28,249.35
2016-11-29,249.5
2016-11-30,251.7
2016-12-01,246.55
2016-12-02,234.6
2016-12-05,242.7
2016-12-06,237.8
2016-12-07,233.2
2016-12-08,236.5
2016-12-09,235.55
2016-12-12,236.4
2016-12-13,246.45
2016-12-14,241.3
2016-12-15,243.75
2016-12-16,242.25
2016-12-19,242.4
2016-12-20,236.85
2016-12-21,237.6
2016-12-22,230.2
2016-12-23,246.6
2016-12-26,233.0
2016-12-27,235.6
2016-12-28,240.65
2016-12-29,241.75
2016-12-30,250.9
