Date,SWANENERGY
2016-01-01,69.05
2016-01-04,68.65
2016-01-05,67.35
2016-01-06,67.4
2016-01-07,67.15
2016-01-08,67.3
2016-01-11,67.25
2016-01-12,67.4
2016-01-13,66.8
2016-01-14,66.5
2016-01-15,66.7
2016-01-18,66.3
2016-01-19,66.0
2016-01-20,65.85
2016-01-21,65.75
2016-01-22,66.25
2016-01-25,66.2
2016-01-27,65.7
2016-01-28,65.75
2016-01-29,65.35
2016-02-01,65.3
2016-02-02,65.25
2016-02-03,65.2
2016-02-04,65.0
2016-02-05,65.05
2016-02-08,64.8
2016-02-09,64.75
2016-02-10,64.55
2016-02-11,64.1
2016-02-12,64.25
2016-02-15,64.3
2016-02-16,64.4
2016-02-17,64.0
2016-02-18,63.75
2016-02-19,63.05
2016-02-22,63.0
2016-02-23,63.1
2016-02-24,63.15
2016-02-25,63.25
2016-02-26,62.9
2016-02-29,63.15
2016-03-01,63.3
2016-03-02,63.6
2016-03-03,64.0
2016-03-04,64.1
2016-03-08,63.8
2016-03-09,63.8
2016-03-10,63.4
2016-03-11,63.15
2016-03-14,63.1
2016-03-15,62.6
2016-03-16,62.45
2016-03-17,61.9
2016-03-18,61.8
2016-03-21,61.45
2016-03-22,61.3
2016-03-23,60.35
2016-03-28,60.15
2016-03-29,60.3
2016-03-30,60.3
2016-03-31,60.25
2016-04-01,60.45
2016-04-04,60.6
2016-04-05,60.85
2016-04-06,60.35
2016-04-07,60.4
2016-04-08,61.0
2016-04-11,60.85
2016-04-12,60.75
2016-04-13,60.5
2016-04-18,60.45
2016-04-20,60.2
2016-04-21,60.55
2016-04-22,60.15
2016-04-25,60.15
2016-04-26,60.25
2016-04-27,60.2
2016-04-28,60.15
2016-04-29,60.3
2016-05-02,60.1
2016-05-03,60.15
2016-05-04,60.05
2016-05-05,59.3
2016-05-06,59.2
2016-05-09,58.55
2016-05-10,58.05
2016-05-11,58.1
2016-05-12,58.15
2016-05-13,58.3
2016-05-16,57.85
2016-05-17,58.05
2016-05-18,58.15
2016-05-19,58.15
2016-05-20,58.05
2016-05-23,58.1
2016-05-24,58.25
2016-05-25,58.3
2016-05-26,58.35
2016-05-27,58.55
2016-05-30,58.5
2016-05-31,58.45
2016-06-01,58.15
2016-06-02,58.5
2016-06-03,58.3
2016-06-06,58.25
2016-06-07,58.25
2016-06-08,58.45
2016-06-09,58.6
2016-06-10,58.5
2016-06-13,58.2
2016-06-14,58.25
2016-06-15,58.1
2016-06-16,58.4
2016-06-17,58.5
2016-06-20,60.3
2016-06-21,61.15
2016-06-22,61.2
2016-06-23,61.45
2016-06-24,61.6
2016-06-27,62.75
2016-06-28,63.1
2016-06-29,64.35
2016-06-30,67.15
2016-07-01,69.45
2016-07-04,69.95
2016-07-05,69.15
2016-07-07,67.55
2016-07-08,66.1
2016-07-11,66.2
2016-07-12,64.65
2016-07-13,63.1
2016-07-14,62.35
2016-07-15,62.15
2016-07-18,62.25
2016-07-19,62.1
2016-07-20,62.2
2016-07-21,64.5
2016-07-22,63.55
2016-07-25,63.3
2016-07-26,63.25
2016-07-27,63.05
2016-07-28,63.35
2016-07-29,63.0
2016-08-01,63.05
2016-08-02,62.45
2016-08-03,62.5
2016-08-04,62.45
2016-08-05,61.95
2016-08-08,62.3
2016-08-09,62.05
2016-08-10,62.35
2016-08-11,63.35
2016-08-12,64.9
2016-08-16,63.5
2016-08-17,64.3
2016-08-18,65.0
2016-08-19,63.9
2016-08-22,64.1
2016-08-23,63.55
2016-08-24,63.75
2016-08-25,64.2
2016-08-26,63.6
2016-08-29,63.65
2016-08-30,63.95
2016-08-31,62.6
2016-09-01,63.5
2016-09-02,63.2
2016-09-06,62.55
2016-09-07,62.95
2016-09-08,62.75
2016-09-09,62.8
2016-09-12,62.8
2016-09-14,63.05
2016-09-15,62.65
2016-09-16,61.6
2016-09-19,62.25
2016-09-20,62.05
2016-09-21,61.4
2016-09-22,61.1
2016-09-23,60.9
2016-09-26,60.4
2016-09-27,60.2
2016-09-28,60.0
2016-09-29,60.25
2016-09-30,61.05
2016-10-03,73.25
2016-10-04,87.9
2016-10-05,96.65
2016-10-06,100.5
2016-10-07,100.45
2016-10-10,104.6
2016-10-13,103.2
2016-10-14,102.15
2016-10-17,100.8
2016-10-18,102.6
2016-10-19,102.2
2016-10-20,105.2
2016-10-21,105.65
2016-10-24,102.45
2016-10-25,105.4
2016-10-26,105.0
2016-10-27,102.9
2016-10-28,103.55
2016-10-30,104.45
2016-11-01,103.8
2016-11-02,106.7
2016-11-03,107.2
2016-11-04,113.3
2016-11-07,118.55
2016-11-08,113.1
2016-11-09,127.1
2016-11-10,126.85
2016-11-11,134.45
2016-11-15,133.6
2016-11-16,132.8
2016-11-17,124.25
2016-11-18,141.3
2016-11-21,140.2
2016-11-22,130.55
2016-11-23,123.1
2016-11-24,142.9
2016-11-25,142.65
2016-11-28,147.8
2016-11-29,148.9
2016-11-30,148.3
2016-12-01,150.1
2016-12-02,157.45
2016-12-05,166.65
2016-12-06,170.35
2016-12-07,166.1
2016-12-08,166.1
2016-12-09,167.55
2016-12-12,167.7
2016-12-13,201.2
2016-12-14,171.55
2016-12-15,190.5
2016-12-16,200.45
2016-12-19,163.4
2016-12-20,173.4
2016-12-21,173.8
2016-12-22,161.95
2016-12-23,150.15
2016-12-26,150.35
2016-12-27,151.55
2016-12-28,148.1
2016-12-29,150.6
2016-12-30,154.15
