Date,TIRUMALCHM
2016-01-01,217.6
2016-01-04,214.2
2016-01-05,213.8
2016-01-06,210.75
2016-01-07,205.75
2016-01-08,207.15
2016-01-11,207.6
2016-01-12,205.2
2016-01-13,196.0
2016-01-14,197.4
2016-01-15,182.8
2016-01-18,175.0
2016-01-19,179.35
2016-01-20,172.05
2016-01-21,175.2
2016-01-22,180.55
2016-01-25,184.6
2016-01-27,188.5
2016-01-28,191.9
2016-01-29,187.35
2016-02-01,196.15
2016-02-02,189.55
2016-02-03,178.45
2016-02-04,178.6
2016-02-05,181.8
2016-02-08,178.8
2016-02-09,170.45
2016-02-10,165.95
2016-02-11,145.25
2016-02-12,134.0
2016-02-15,144.75
2016-02-16,141.05
2016-02-17,141.45
2016-02-18,143.85
2016-02-19,148.2
2016-02-22,148.0
2016-02-23,147.0
2016-02-24,144.95
2016-02-25,144.05
2016-02-26,139.05
2016-02-29,132.15
2016-03-01,131.45
2016-03-02,140.2
2016-03-03,153.4
2016-03-04,157.1
2016-03-08,159.0
2016-03-09,159.85
2016-03-10,159.8
2016-03-11,173.5
2016-03-14,191.1
2016-03-15,191.3
2016-03-16,186.9
2016-03-17,180.45
2016-03-18,179.15
2016-03-21,178.9
2016-03-22,176.25
2016-03-23,175.55
2016-03-28,171.1
2016-03-29,168.55
2016-03-30,178.05
2016-03-31,179.95
2016-04-01,187.5
2016-04-04,188.05
2016-04-05,189.25
2016-04-06,211.5
2016-04-07,206.3
2016-04-08,217.4
2016-04-11,212.8
2016-04-12,213.2
2016-04-13,211.95
2016-04-18,210.65
2016-04-20,209.65
2016-04-21,209.6
2016-04-22,207.4
2016-04-25,210.2
2016-04-26,210.4
2016-04-27,216.1
2016-04-28,210.7
2016-04-29,227.65
2016-05-02,238.1
2016-05-03,233.1
2016-05-04,233.65
2016-05-05,235.75
2016-05-06,233.45
2016-05-09,235.85
2016-05-10,249.2
2016-05-11,246.6
2016-05-12,242.05
2016-05-13,243.2
2016-05-16,262.4
2016-05-17,258.9
2016-05-18,271.0
2016-05-19,265.6
2016-05-20,255.1
2016-05-23,252.55
2016-05-24,244.4
2016-05-25,242.7
2016-05-26,243.35
2016-05-27,241.45
2016-05-30,239.8
2016-05-31,236.35
2016-06-01,237.3
2016-06-02,253.05
2016-06-03,254.55
2016-06-06,280.45
2016-06-07,277.95
2016-06-08,271.45
2016-06-09,273.7
2016-06-10,268.65
2016-06-13,272.4
2016-06-14,271.35
2016-06-15,293.15
2016-06-16,284.15
2016-06-17,279.55
2016-06-20,281.4
2016-06-21,288.9
2016-06-22,286.75
2016-06-23,283.65
2016-06-24,271.6
2016-06-27,283.45
2016-06-28,305.6
2016-06-29,320.15
2016-06-30,312.6
2016-07-01,311.2
2016-07-04,323.35
2016-07-05,317.1
2016-07-07,312.45
2016-07-08,318.7
2016-07-11,333.25
2016-07-12,323.25
2016-07-13,324.15
2016-07-14,344.15
2016-07-15,341.35
2016-07-18,338.8
2016-07-19,338.15
2016-07-20,349.9
2016-07-21,347.05
2016-07-22,346.45
2016-07-25,354.95
2016-07-26,344.05
2016-07-27,350.3
2016-07-28,363.2
2016-07-29,332.25
2016-08-01,351.95
2016-08-02,368.2
2016-08-03,367.1
2016-08-04,356.4
2016-08-05,359.7
2016-08-08,356.4
2016-08-09,356.35
2016-08-10,346.55
2016-08-11,350.95
2016-08-12,341.0
2016-08-16,352.35
2016-08-17,351.15
2016-08-18,356.6
2016-08-19,357.2
2016-08-22,365.15
2016-08-23,385.75
2016-08-24,393.35
2016-08-25,394.95
2016-08-26,389.3
2016-08-29,392.45
2016-08-30,396.2
2016-08-31,397.95
2016-09-01,399.8
2016-09-02,404.15
2016-09-06,413.15
2016-09-07,410.95
2016-09-08,417.95
2016-09-09,428.6
2016-09-12,449.0
2016-09-14,538.6
2016-09-15,511.9
2016-09-16,544.3
2016-09-19,583.6
2016-09-20,563.05
2016-09-21,571.05
2016-09-22,578.4
2016-09-23,576.25
2016-09-26,568.0
2016-09-27,558.2
2016-09-28,562.5
2016-09-29,497.45
2016-09-30,537.8
2016-10-03,638.95
2016-10-04,644.3
2016-10-05,638.5
2016-10-06,620.25
2016-10-07,602.15
2016-10-10,613.65
2016-10-13,605.7
2016-10-14,599.65
2016-10-17,612.85
2016-10-18,638.55
2016-10-19,628.0
2016-10-20,639.6
2016-10-21,620.4
2016-10-24,607.0
2016-10-25,674.0
2016-10-26,716.95
2016-10-27,725.85
2016-10-28,871.0
2016-10-30,921.6
2016-11-01,959.3
2016-11-02,934.05
2016-11-03,897.2
2016-11-04,862.1
2016-11-07,873.0
2016-11-08,864.3
2016-11-09,797.85
2016-11-10,802.35
2016-11-11,754.4
2016-11-15,679.0
2016-11-16,645.05
2016-11-17,634.75
2016-11-18,643.3
2016-11-21,611.35
2016-11-22,593.35
2016-11-23,623.0
2016-11-24,654.15
2016-11-25,686.85
2016-11-28,721.15
2016-11-29,757.2
2016-11-30,795.05
2016-12-01,785.1
2016-12-02,778.6
2016-12-05,784.05
2016-12-06,776.6
2016-12-07,763.55
2016-12-08,768.85
2016-12-09,807.25
2016-12-12,796.55
2016-12-13,784.8
2016-12-14,769.4
2016-12-15,786.0
2016-12-16,780.7
2016-12-19,763.8
2016-12-20,747.3
2016-12-21,724.7
2016-12-22,691.05
2016-12-23,723.75
2016-12-26,694.05
2016-12-27,704.15
2016-12-28,727.65
2016-12-29,748.45
2016-12-30,764.4
