Date,MANGLMCEM
2016-01-01,197.15
2016-01-04,194.95
2016-01-05,196.55
2016-01-06,198.8
2016-01-07,191.55
2016-01-08,193.75
2016-01-11,194.15
2016-01-12,194.8
2016-01-13,191.45
2016-01-14,187.55
2016-01-15,181.5
2016-01-18,170.85
2016-01-19,181.4
2016-01-20,174.0
2016-01-21,173.25
2016-01-22,177.8
2016-01-25,177.65
2016-01-27,177.5
2016-01-28,175.0
2016-01-29,178.0
2016-02-01,181.15
2016-02-02,174.95
2016-02-03,185.75
2016-02-04,178.7
2016-02-05,177.8
2016-02-08,174.65
2016-02-09,172.2
2016-02-10,170.35
2016-02-11,157.3
2016-02-12,157.5
2016-02-15,167.45
2016-02-16,159.2
2016-02-17,162.2
2016-02-18,162.05
2016-02-19,177.8
2016-02-22,171.0
2016-02-23,166.0
2016-02-24,160.35
2016-02-25,162.25
2016-02-26,161.0
2016-02-29,171.45
2016-03-01,170.0
2016-03-02,187.9
2016-03-03,186.3
2016-03-04,185.4
2016-03-08,181.75
2016-03-09,183.0
2016-03-10,184.15
2016-03-11,181.45
2016-03-14,182.2
2016-03-15,189.7
2016-03-16,191.85
2016-03-17,195.4
2016-03-18,210.75
2016-03-21,225.85
2016-03-22,239.3
2016-03-23,226.3
2016-03-28,212.65
2016-03-29,219.55
2016-03-30,223.45
2016-03-31,219.6
2016-04-01,227.6
2016-04-04,226.3
2016-04-05,225.35
2016-04-06,238.25
2016-04-07,232.8
2016-04-08,244.35
2016-04-11,240.4
2016-04-12,241.25
2016-04-13,240.3
2016-04-18,242.45
2016-04-20,277.5
2016-04-21,265.35
2016-04-22,268.7
2016-04-25,266.9
2016-04-26,273.5
2016-04-27,274.45
2016-04-28,266.45
2016-04-29,267.3
2016-05-02,263.0
2016-05-03,265.5
2016-05-04,274.3
2016-05-05,268.6
2016-05-06,263.5
2016-05-09,265.95
2016-05-10,266.95
2016-05-11,265.5
2016-05-12,264.3
2016-05-13,258.1
2016-05-16,255.85
2016-05-17,259.0
2016-05-18,260.6
2016-05-19,252.85
2016-05-20,245.4
2016-05-23,238.25
2016-05-24,234.85
2016-05-25,245.95
2016-05-26,253.5
2016-05-27,247.55
2016-05-30,249.65
2016-05-31,252.6
2016-06-01,255.1
2016-06-02,271.35
2016-06-03,268.1
2016-06-06,268.1
2016-06-07,273.35
2016-06-08,295.1
2016-06-09,286.85
2016-06-10,293.1
2016-06-13,288.8
2016-06-14,285.6
2016-06-15,287.75
2016-06-16,281.85
2016-06-17,287.65
2016-06-20,288.2
2016-06-21,285.35
2016-06-22,286.25
2016-06-23,287.95
2016-06-24,282.75
2016-06-27,294.8
2016-06-28,304.8
2016-06-29,303.7
2016-06-30,309.55
2016-07-01,309.55
2016-07-04,311.25
2016-07-05,301.8
2016-07-07,302.9
2016-07-08,299.05
2016-07-11,309.3
2016-07-12,304.55
2016-07-13,299.3
2016-07-14,302.75
2016-07-15,306.2
2016-07-18,300.7
2016-07-19,300.25
2016-07-20,300.35
2016-07-21,301.15
2016-07-22,298.8
2016-07-25,304.1
2016-07-26,298.85
2016-07-27,295.75
2016-07-28,298.2
2016-07-29,298.35
2016-08-01,295.0
2016-08-02,293.1
2016-08-03,286.95
2016-08-04,280.25
2016-08-05,292.65
2016-08-08,317.7
2016-08-09,312.95
2016-08-10,318.15
2016-08-11,312.0
2016-08-12,315.3
2016-08-16,342.4
2016-08-17,363.05
2016-08-18,356.2
2016-08-19,355.05
2016-08-22,359.6
2016-08-23,357.4
2016-08-24,358.7
2016-08-25,356.75
2016-08-26,354.2
2016-08-29,350.75
2016-08-30,360.0
2016-08-31,354.95
2016-09-01,352.8
2016-09-02,364.15
2016-09-06,363.15
2016-09-07,357.05
2016-09-08,352.8
2016-09-09,344.65
2016-09-12,330.85
2016-09-14,340.4
2016-09-15,338.1
2016-09-16,333.7
2016-09-19,333.7
2016-09-20,345.45
2016-09-21,339.2
2016-09-22,339.8
2016-09-23,339.55
2016-09-26,334.05
2016-09-27,338.55
2016-09-28,349.1
2016-09-29,329.35
2016-09-30,344.25
2016-10-03,350.15
2016-10-04,353.95
2016-10-05,356.25
2016-10-06,356.95
2016-10-07,355.9
2016-10-10,360.2
2016-10-13,347.2
2016-10-14,356.25
2016-10-17,352.2
2016-10-18,351.8
2016-10-19,347.4
2016-10-20,357.8
2016-10-21,361.1
2016-10-24,359.1
2016-10-25,347.9
2016-10-26,356.75
2016-10-27,349.4
2016-10-28,348.8
2016-10-30,352.1
2016-11-01,354.5
2016-11-02,344.8
2016-11-03,332.55
2016-11-04,322.4
2016-11-07,325.7
2016-11-08,322.4
2016-11-09,301.8
2016-11-10,298.1
2016-11-11,272.7
2016-11-15,257.15
2016-11-16,262.3
2016-11-17,261.95
2016-11-18,260.15
2016-11-21,249.3
2016-11-22,235.0
2016-11-23,239.0
2016-11-24,248.35
2016-11-25,251.45
2016-11-28,256.15
2016-11-29,263.8
2016-11-30,268.9
2016-12-01,265.1
2016-12-02,257.75
2016-12-05,252.8
2016-12-06,258.5
2016-12-07,260.9
2016-12-08,260.55
2016-12-09,258.7
2016-12-12,252.3
2016-12-13,253.55
2016-12-14,250.45
2016-12-15,250.0
2016-12-16,250.8
2016-12-19,256.8
2016-12-20,248.4
2016-12-21,251.9
2016-12-22,250.45
2016-12-23,249.85
2016-12-26,249.1
2016-12-27,255.95
2016-12-28,263.7
2016-12-29,258.8
2016-12-30,269.5
