Date,SIMPLEXINF
2016-01-01,319.15
2016-01-04,312.25
2016-01-05,313.25
2016-01-06,317.8
2016-01-07,311.6
2016-01-08,314.8
2016-01-11,311.95
2016-01-12,303.05
2016-01-13,297.4
2016-01-14,301.0
2016-01-15,294.5
2016-01-18,278.05
2016-01-19,290.15
2016-01-20,280.5
2016-01-21,276.5
2016-01-22,278.95
2016-01-25,279.25
2016-01-27,279.5
2016-01-28,276.0
2016-01-29,279.05
2016-02-01,278.2
2016-02-02,278.6
2016-02-03,270.75
2016-02-04,267.3
2016-02-05,268.0
2016-02-08,264.15
2016-02-09,262.65
2016-02-10,259.4
2016-02-11,245.95
2016-02-12,235.15
2016-02-15,236.35
2016-02-16,228.2
2016-02-17,220.75
2016-02-18,219.4
2016-02-19,220.45
2016-02-22,230.2
2016-02-23,224.6
2016-02-24,216.6
2016-02-25,210.45
2016-02-26,199.75
2016-02-29,196.35
2016-03-01,209.75
2016-03-02,214.9
2016-03-03,217.45
2016-03-04,223.95
2016-03-08,216.35
2016-03-09,216.3
2016-03-10,215.0
2016-03-11,209.8
2016-03-14,221.5
2016-03-15,223.1
2016-03-16,216.8
2016-03-17,217.1
2016-03-18,225.25
2016-03-21,235.85
2016-03-22,248.35
2016-03-23,238.95
2016-03-28,244.15
2016-03-29,249.0
2016-03-30,253.35
2016-03-31,253.9
2016-04-01,237.8
2016-04-04,247.9
2016-04-05,242.4
2016-04-06,245.15
2016-04-07,240.65
2016-04-08,240.6
2016-04-11,246.25
2016-04-12,247.75
2016-04-13,247.45
2016-04-18,246.25
2016-04-20,250.25
2016-04-21,254.55
2016-04-22,278.0
2016-04-25,271.3
2016-04-26,269.85
2016-04-27,271.05
2016-04-28,266.8
2016-04-29,265.35
2016-05-02,264.0
2016-05-03,262.05
2016-05-04,267.55
2016-05-05,276.25
2016-05-06,268.7
2016-05-09,267.95
2016-05-10,265.05
2016-05-11,265.3
2016-05-12,274.95
2016-05-13,270.15
2016-05-16,269.1
2016-05-17,270.15
2016-05-18,268.75
2016-05-19,265.05
2016-05-20,265.0
2016-05-23,262.85
2016-05-24,264.05
2016-05-25,264.55
2016-05-26,270.45
2016-05-27,270.3
2016-05-30,276.0
2016-05-31,273.0
2016-06-01,275.1
2016-06-02,269.5
2016-06-03,269.95
2016-06-06,260.25
2016-06-07,265.65
2016-06-08,265.4
2016-06-09,272.15
2016-06-10,275.15
2016-06-13,270.3
2016-06-14,275.3
2016-06-15,273.5
2016-06-16,270.95
2016-06-17,276.55
2016-06-20,272.9
2016-06-21,275.25
2016-06-22,278.95
2016-06-23,272.65
2016-06-24,270.5
2016-06-27,265.9
2016-06-28,264.8
2016-06-29,261.9
2016-06-30,265.3
2016-07-01,271.35
2016-07-04,276.7
2016-07-05,290.6
2016-07-07,309.35
2016-07-08,306.95
2016-07-11,306.7
2016-07-12,310.2
2016-07-13,307.05
2016-07-14,303.55
2016-07-15,304.65
2016-07-18,294.75
2016-07-19,296.95
2016-07-20,296.4
2016-07-21,299.45
2016-07-22,299.95
2016-07-25,301.3
2016-07-26,310.1
2016-07-27,304.55
2016-07-28,306.7
2016-07-29,305.35
2016-08-01,314.55
2016-08-02,305.65
2016-08-03,300.25
2016-08-04,293.1
2016-08-05,295.95
2016-08-08,309.05
2016-08-09,300.85
2016-08-10,301.35
2016-08-11,299.55
2016-08-12,298.9
2016-08-16,295.75
2016-08-17,295.05
2016-08-18,295.5
2016-08-19,296.2
2016-08-22,294.95
2016-08-23,301.2
2016-08-24,298.65
2016-08-25,299.65
2016-08-26,300.65
2016-08-29,296.25
2016-08-30,293.45
2016-08-31,313.0
2016-09-01,304.7
2016-09-02,327.4
2016-09-06,344.9
2016-09-07,355.75
2016-09-08,350.85
2016-09-09,349.45
2016-09-12,337.2
2016-09-14,335.25
2016-09-15,337.85
2016-09-16,332.75
2016-09-19,328.95
2016-09-20,330.3
2016-09-21,335.65
2016-09-22,337.45
2016-09-23,338.75
2016-09-26,338.0
2016-09-27,334.65
2016-09-28,337.2
2016-09-29,319.6
2016-09-30,331.15
2016-10-03,337.05
2016-10-04,333.7
2016-10-05,331.05
2016-10-06,334.4
2016-10-07,335.1
2016-10-10,341.25
2016-10-13,342.1
2016-10-14,340.55
2016-10-17,335.1
2016-10-18,322.6
2016-10-19,326.0
2016-10-20,329.0
2016-10-21,328.55
2016-10-24,330.05
2016-10-25,332.95
2016-10-26,329.45
2016-10-27,329.5
2016-10-28,327.35
2016-10-30,326.4
2016-11-01,325.0
2016-11-02,323.1
2016-11-03,324.0
2016-11-04,320.65
2016-11-07,328.05
2016-11-08,321.25
2016-11-09,316.25
2016-11-10,318.1
2016-11-11,309.1
2016-11-15,298.4
2016-11-16,315.8
2016-11-17,320.65
2016-11-18,306.45
2016-11-21,295.9
2016-11-22,296.45
2016-11-23,292.4
2016-11-24,288.95
2016-11-25,289.75
2016-11-28,311.1
2016-11-29,305.55
2016-11-30,304.0
2016-12-01,305.35
2016-12-02,298.7
2016-12-05,296.8
2016-12-06,292.05
2016-12-07,292.7
2016-12-08,294.35
2016-12-09,292.55
2016-12-12,290.55
2016-12-13,286.4
2016-12-14,282.5
2016-12-15,283.15
2016-12-16,276.45
2016-12-19,276.35
2016-12-20,272.5
2016-12-21,277.8
2016-12-22,275.2
2016-12-23,275.1
2016-12-26,263.9
2016-12-27,266.9
2016-12-28,264.8
2016-12-29,271.1
2016-12-30,293.45
