Date,HDIL
2016-01-01,78.35
2016-01-04,76.3
2016-01-05,80.55
2016-01-06,78.35
2016-01-07,72.95
2016-01-08,77.2
2016-01-11,81.35
2016-01-12,78.95
2016-01-13,79.0
2016-01-14,76.65
2016-01-15,70.3
2016-01-18,65.95
2016-01-19,68.3
2016-01-20,65.45
2016-01-21,67.05
2016-01-22,72.2
2016-01-25,71.15
2016-01-27,71.95
2016-01-28,70.95
2016-01-29,73.15
2016-02-01,72.15
2016-02-02,71.85
2016-02-03,68.7
2016-02-04,67.75
2016-02-05,70.1
2016-02-08,72.75
2016-02-09,71.3
2016-02-10,66.35
2016-02-11,61.2
2016-02-12,57.65
2016-02-15,63.4
2016-02-16,58.45
2016-02-17,61.0
2016-02-18,60.7
2016-02-19,61.75
2016-02-22,62.1
2016-02-23,60.0
2016-02-24,60.35
2016-02-25,58.95
2016-02-26,60.05
2016-02-29,61.4
2016-03-01,64.9
2016-03-02,67.5
2016-03-03,68.25
2016-03-04,70.55
2016-03-08,71.8
2016-03-09,72.85
2016-03-10,70.8
2016-03-11,69.35
2016-03-14,69.95
2016-03-15,70.75
2016-03-16,69.25
2016-03-17,68.75
2016-03-18,69.45
2016-03-21,70.9
2016-03-22,73.35
2016-03-23,72.65
2016-03-28,67.5
2016-03-29,67.1
2016-03-30,70.5
2016-03-31,73.15
2016-04-01,77.35
2016-04-04,75.9
2016-04-05,72.25
2016-04-06,73.25
2016-04-07,72.4
2016-04-08,75.05
2016-04-11,75.6
2016-04-12,75.35
2016-04-13,77.05
2016-04-18,82.0
2016-04-20,82.7
2016-04-21,83.15
2016-04-22,83.15
2016-04-25,81.0
2016-04-26,83.8
2016-04-27,82.9
2016-04-28,86.05
2016-04-29,86.1
2016-05-02,83.4
2016-05-03,83.4
2016-05-04,79.75
2016-05-05,81.5
2016-05-06,82.65
2016-05-09,84.2
2016-05-10,82.9
2016-05-11,81.45
2016-05-12,85.75
2016-05-13,82.95
2016-05-16,85.8
2016-05-17,87.95
2016-05-18,91.45
2016-05-19,92.0
2016-05-20,93.9
2016-05-23,93.95
2016-05-24,95.55
2016-05-25,96.9
2016-05-26,99.7
2016-05-27,98.6
2016-05-30,98.25
2016-05-31,97.2
2016-06-01,97.75
2016-06-02,96.9
2016-06-03,93.7
2016-06-06,96.65
2016-06-07,97.9
2016-06-08,97.1
2016-06-09,97.45
2016-06-10,96.85
2016-06-13,94.3
2016-06-14,95.15
2016-06-15,96.2
2016-06-16,95.85
2016-06-17,102.7
2016-06-20,103.8
2016-06-21,105.4
2016-06-22,105.8
2016-06-23,102.75
2016-06-24,97.35
2016-06-27,98.0
2016-06-28,96.45
2016-06-29,99.35
2016-06-30,103.25
2016-07-01,103.4
2016-07-04,104.9
2016-07-05,104.1
2016-07-07,102.2
2016-07-08,105.25
2016-07-11,107.0
2016-07-12,108.05
2016-07-13,103.6
2016-07-14,103.3
2016-07-15,101.8
2016-07-18,101.4
2016-07-19,100.55
2016-07-20,102.2
2016-07-21,100.1
2016-07-22,100.95
2016-07-25,102.45
2016-07-26,101.5
2016-07-27,101.75
2016-07-28,101.95
2016-07-29,101.8
2016-08-01,100.75
2016-08-02,97.75
2016-08-03,94.2
2016-08-04,95.55
2016-08-05,99.05
2016-08-08,101.95
2016-08-09,101.8
2016-08-10,97.9
2016-08-11,96.65
2016-08-12,96.45
2016-08-16,96.8
2016-08-17,97.3
2016-08-18,98.65
2016-08-19,98.4
2016-08-22,96.3
2016-08-23,95.9
2016-08-24,96.0
2016-08-25,95.0
2016-08-26,92.05
2016-08-29,91.3
2016-08-30,93.15
2016-08-31,92.65
2016-09-01,89.5
2016-09-02,91.1
2016-09-06,92.65
2016-09-07,93.45
2016-09-08,100.75
2016-09-09,100.8
2016-09-12,90.0
2016-09-14,91.2
2016-09-15,91.05
2016-09-16,88.9
2016-09-19,87.85
2016-09-20,83.5
2016-09-21,83.7
2016-09-22,84.35
2016-09-23,85.15
2016-09-26,83.4
2016-09-27,82.65
2016-09-28,84.45
2016-09-29,77.3
2016-09-30,79.6
2016-10-03,82.95
2016-10-04,83.25
2016-10-05,84.45
2016-10-06,81.4
2016-10-07,81.7
2016-10-10,81.0
2016-10-13,78.8
2016-10-14,79.5
2016-10-17,77.75
2016-10-18,80.05
2016-10-19,79.2
2016-10-20,79.75
2016-10-21,80.55
2016-10-24,80.75
2016-10-25,80.2
2016-10-26,79.7
2016-10-27,80.05
2016-10-28,83.25
2016-10-30,82.7
2016-11-01,80.9
2016-11-02,76.95
2016-11-03,75.8
2016-11-04,73.35
2016-11-07,74.75
2016-11-08,74.5
2016-11-09,61.95
2016-11-10,65.1
2016-11-11,62.5
2016-11-15,60.2
2016-11-16,58.1
2016-11-17,57.05
2016-11-18,57.75
2016-11-21,55.85
2016-11-22,56.45
2016-11-23,58.1
2016-11-24,57.85
2016-11-25,58.7
2016-11-28,58.95
2016-11-29,61.15
2016-11-30,61.95
2016-12-01,61.3
2016-12-02,59.95
2016-12-05,62.15
2016-12-06,63.35
2016-12-07,60.5
2016-12-08,61.95
2016-12-09,62.75
2016-12-12,61.8
2016-12-13,61.2
2016-12-14,61.4
2016-12-15,61.7
2016-12-16,60.65
2016-12-19,59.3
2016-12-20,57.9
2016-12-21,59.35
2016-12-22,58.4
2016-12-23,58.05
2016-12-26,54.25
2016-12-27,55.05
2016-12-28,55.3
2016-12-29,55.75
2016-12-30,59.9
