Date,AARTIDRUGS
2016-01-01,595.3
2016-01-04,588.85
2016-01-05,590.1
2016-01-06,587.4
2016-01-07,562.7
2016-01-08,565.6
2016-01-11,560.0
2016-01-12,560.5
2016-01-13,557.9
2016-01-14,547.2
2016-01-15,540.45
2016-01-18,500.35
2016-01-19,497.75
2016-01-20,500.55
2016-01-21,496.85
2016-01-22,502.15
2016-01-25,527.5
2016-01-27,528.05
2016-01-28,528.1
2016-01-29,526.5
2016-02-01,528.65
2016-02-02,529.8
2016-02-03,518.4
2016-02-04,509.4
2016-02-05,498.15
2016-02-08,487.25
2016-02-09,484.95
2016-02-10,480.6
2016-02-11,467.0
2016-02-12,476.75
2016-02-15,493.25
2016-02-16,484.55
2016-02-17,465.9
2016-02-18,465.1
2016-02-19,465.65
2016-02-22,492.05
2016-02-23,473.9
2016-02-24,470.45
2016-02-25,473.8
2016-02-26,464.65
2016-02-29,461.85
2016-03-01,472.6
2016-03-02,481.45
2016-03-03,484.95
2016-03-04,489.05
2016-03-08,495.6
2016-03-09,494.65
2016-03-10,492.9
2016-03-11,487.4
2016-03-14,490.75
2016-03-15,488.95
2016-03-16,481.95
2016-03-17,482.0
2016-03-18,481.9
2016-03-21,479.15
2016-03-22,475.8
2016-03-23,473.7
2016-03-28,458.4
2016-03-29,451.4
2016-03-30,448.05
2016-03-31,452.25
2016-04-01,461.95
2016-04-04,461.15
2016-04-05,457.45
2016-04-06,453.05
2016-04-07,453.25
2016-04-08,453.15
2016-04-11,457.15
2016-04-12,464.1
2016-04-13,465.75
2016-04-18,469.75
2016-04-20,471.15
2016-04-21,471.1
2016-04-22,472.4
2016-04-25,472.05
2016-04-26,470.3
2016-04-27,470.4
2016-04-28,468.05
2016-04-29,470.55
2016-05-02,458.2
2016-05-03,469.4
2016-05-04,465.3
2016-05-05,487.25
2016-05-06,464.45
2016-05-09,459.1
2016-05-10,460.5
2016-05-11,458.95
2016-05-12,457.7
2016-05-13,456.65
2016-05-16,461.55
2016-05-17,462.95
2016-05-18,493.05
2016-05-19,477.15
2016-05-20,481.7
2016-05-23,474.9
2016-05-24,463.25
2016-05-25,462.8
2016-05-26,459.65
2016-05-27,468.95
2016-05-30,462.1
2016-05-31,463.1
2016-06-01,463.85
2016-06-02,465.8
2016-06-03,460.0
2016-06-06,455.05
2016-06-07,456.7
2016-06-08,458.6
2016-06-09,459.95
2016-06-10,457.8
2016-06-13,456.05
2016-06-14,458.35
2016-06-15,456.85
2016-06-16,455.85
2016-06-17,456.55
2016-06-20,458.05
2016-06-21,453.3
2016-06-22,453.2
2016-06-23,450.65
2016-06-24,444.35
2016-06-27,446.95
2016-06-28,447.25
2016-06-29,461.4
2016-06-30,470.0
2016-07-01,469.7
2016-07-04,472.2
2016-07-05,475.15
2016-07-07,469.05
2016-07-08,476.75
2016-07-11,497.4
2016-07-12,491.75
2016-07-13,494.2
2016-07-14,489.3
2016-07-15,496.1
2016-07-18,495.15
2016-07-19,489.2
2016-07-20,514.95
2016-07-21,527.7
2016-07-22,519.25
2016-07-25,515.0
2016-07-26,510.4
2016-07-27,533.75
2016-07-28,540.95
2016-07-29,529.3
2016-08-01,520.35
2016-08-02,491.9
2016-08-03,491.5
2016-08-04,498.55
2016-08-05,500.6
2016-08-08,503.3
2016-08-09,500.0
2016-08-10,493.0
2016-08-11,491.35
2016-08-12,493.05
2016-08-16,471.65
2016-08-17,468.8
2016-08-18,495.05
2016-08-19,492.15
2016-08-22,495.65
2016-08-23,495.55
2016-08-24,498.95
2016-08-25,487.15
2016-08-26,486.7
2016-08-29,486.05
2016-08-30,489.9
2016-08-31,487.3
2016-09-01,482.8
2016-09-02,481.9
2016-09-06,478.3
2016-09-07,487.5
2016-09-08,484.6
2016-09-09,479.2
2016-09-12,473.25
2016-09-14,483.1
2016-09-15,508.35
2016-09-16,528.85
2016-09-19,534.9
2016-09-20,536.2
2016-09-21,538.6
2016-09-22,569.9
2016-09-23,614.85
2016-09-26,625.9
2016-09-27,606.65
2016-09-28,638.65
2016-09-29,595.45
2016-09-30,620.95
2016-10-03,633.55
2016-10-04,632.9
2016-10-05,646.55
2016-10-06,670.7
2016-10-07,646.7
2016-10-10,645.8
2016-10-13,644.65
2016-10-14,641.85
2016-10-17,628.35
2016-10-18,650.65
2016-10-19,645.9
2016-10-20,642.4
2016-10-21,637.8
2016-10-24,645.45
2016-10-25,652.75
2016-10-26,652.2
2016-10-27,654.4
2016-10-28,671.0
2016-10-30,676.5
2016-11-01,671.9
2016-11-02,654.75
2016-11-03,642.15
2016-11-04,615.5
2016-11-07,631.65
2016-11-08,626.1
2016-11-09,627.35
2016-11-10,629.35
2016-11-11,619.15
2016-11-15,591.4
2016-11-16,597.4
2016-11-17,593.15
2016-11-18,598.75
2016-11-21,578.95
2016-11-22,584.3
2016-11-23,601.5
2016-11-24,599.05
2016-11-25,606.1
2016-11-28,632.55
2016-11-29,637.65
2016-11-30,646.1
2016-12-01,645.45
2016-12-02,647.2
2016-12-05,646.95
2016-12-06,645.3
2016-12-07,650.35
2016-12-08,653.2
2016-12-09,659.65
2016-12-12,655.4
2016-12-13,656.1
2016-12-14,655.4
2016-12-15,656.0
2016-12-16,655.15
2016-12-19,645.7
2016-12-20,649.4
2016-12-21,651.5
2016-12-22,637.75
2016-12-23,603.15
2016-12-26,576.8
2016-12-27,599.7
2016-12-28,595.7
2016-12-29,606.35
2016-12-30,605.65
