Date,MERCATOR
2016-01-01,29.0
2016-01-04,28.7
2016-01-05,29.25
2016-01-06,28.95
2016-01-07,27.0
2016-01-08,27.25
2016-01-11,27.3
2016-01-12,26.35
2016-01-13,23.85
2016-01-14,23.45
2016-01-15,21.85
2016-01-18,20.3
2016-01-19,21.4
2016-01-20,20.4
2016-01-21,20.8
2016-01-22,21.05
2016-01-25,21.55
2016-01-27,21.9
2016-01-28,22.7
2016-01-29,23.25
2016-02-01,23.1
2016-02-02,21.95
2016-02-03,21.85
2016-02-04,20.75
2016-02-05,20.95
2016-02-08,20.4
2016-02-09,20.1
2016-02-10,19.8
2016-02-11,18.3
2016-02-12,17.2
2016-02-15,17.95
2016-02-16,17.25
2016-02-17,17.95
2016-02-18,19.05
2016-02-19,20.2
2016-02-22,19.9
2016-02-23,20.1
2016-02-24,19.85
2016-02-25,19.5
2016-02-26,20.25
2016-02-29,19.65
2016-03-01,20.05
2016-03-02,20.55
2016-03-03,21.55
2016-03-04,21.5
2016-03-08,21.25
2016-03-09,21.0
2016-03-10,21.1
2016-03-11,20.8
2016-03-14,20.5
2016-03-15,20.4
2016-03-16,20.75
2016-03-17,20.3
2016-03-18,20.25
2016-03-21,20.75
2016-03-22,21.05
2016-03-23,20.85
2016-03-28,20.05
2016-03-29,19.85
2016-03-30,20.25
2016-03-31,22.1
2016-04-01,22.6
2016-04-04,22.4
2016-04-05,21.7
2016-04-06,22.35
2016-04-07,22.35
2016-04-08,23.25
2016-04-11,23.35
2016-04-12,24.55
2016-04-13,25.1
2016-04-18,24.95
2016-04-20,25.2
2016-04-21,25.45
2016-04-22,26.2
2016-04-25,26.4
2016-04-26,26.95
2016-04-27,27.9
2016-04-28,27.95
2016-04-29,28.45
2016-05-02,29.4
2016-05-03,28.6
2016-05-04,27.65
2016-05-05,26.9
2016-05-06,27.3
2016-05-09,27.85
2016-05-10,28.45
2016-05-11,28.45
2016-05-12,29.2
2016-05-13,28.5
2016-05-16,28.6
2016-05-17,28.65
2016-05-18,27.85
2016-05-19,26.65
2016-05-20,26.6
2016-05-23,27.05
2016-05-24,26.55
2016-05-25,26.45
2016-05-26,26.35
2016-05-27,26.0
2016-05-30,25.95
2016-05-31,27.6
2016-06-01,27.55
2016-06-02,28.05
2016-06-03,29.15
2016-06-06,30.25
2016-06-07,31.6
2016-06-08,32.25
2016-06-09,33.6
2016-06-10,33.25
2016-06-13,32.45
2016-06-14,35.65
2016-06-15,35.5
2016-06-16,34.45
2016-06-17,33.9
2016-06-20,34.45
2016-06-21,34.05
2016-06-22,33.45
2016-06-23,32.8
2016-06-24,31.55
2016-06-27,35.6
2016-06-28,37.45
2016-06-29,36.3
2016-06-30,36.25
2016-07-01,37.95
2016-07-04,39.35
2016-07-05,39.65
2016-07-07,39.4
2016-07-08,39.35
2016-07-11,39.5
2016-07-12,38.85
2016-07-13,38.25
2016-07-14,40.3
2016-07-15,40.3
2016-07-18,38.35
2016-07-19,38.7
2016-07-20,41.65
2016-07-21,42.4
2016-07-22,41.8
2016-07-25,41.45
2016-07-26,42.2
2016-07-27,45.25
2016-07-28,46.65
2016-07-29,44.75
2016-08-01,44.15
2016-08-02,43.8
2016-08-03,43.0
2016-08-04,42.8
2016-08-05,43.4
2016-08-08,43.2
2016-08-09,42.95
2016-08-10,42.05
2016-08-11,44.6
2016-08-12,44.7
2016-08-16,44.9
2016-08-17,45.3
2016-08-18,47.75
2016-08-19,50.7
2016-08-22,49.05
2016-08-23,49.35
2016-08-24,50.2
2016-08-25,52.55
2016-08-26,51.05
2016-08-29,51.05
2016-08-30,51.9
2016-08-31,50.7
2016-09-01,50.6
2016-09-02,50.6
2016-09-06,52.85
2016-09-07,51.95
2016-09-08,50.7
2016-09-09,49.35
2016-09-12,46.9
2016-09-14,47.2
2016-09-15,47.65
2016-09-16,47.05
2016-09-19,49.7
2016-09-20,49.5
2016-09-21,48.25
2016-09-22,48.95
2016-09-23,47.25
2016-09-26,47.45
2016-09-27,47.55
2016-09-28,49.15
2016-09-29,43.85
2016-09-30,47.0
2016-10-03,47.4
2016-10-04,46.65
2016-10-05,49.15
2016-10-06,46.9
2016-10-07,46.55
2016-10-10,47.0
2016-10-13,48.1
2016-10-14,50.35
2016-10-17,48.25
2016-10-18,48.35
2016-10-19,49.85
2016-10-20,48.9
2016-10-21,48.2
2016-10-24,47.85
2016-10-25,47.2
2016-10-26,46.3
2016-10-27,46.5
2016-10-28,46.55
2016-10-30,46.8
2016-11-01,46.55
2016-11-02,46.55
2016-11-03,46.5
2016-11-04,44.0
2016-11-07,44.45
2016-11-08,44.5
2016-11-09,42.6
2016-11-10,43.0
2016-11-11,42.0
2016-11-15,37.6
2016-11-16,37.95
2016-11-17,36.85
2016-11-18,36.55
2016-11-21,34.85
2016-11-22,33.85
2016-11-23,35.6
2016-11-24,36.35
2016-11-25,39.2
2016-11-28,38.0
2016-11-29,38.9
2016-11-30,40.35
2016-12-01,41.55
2016-12-02,40.0
2016-12-05,40.45
2016-12-06,40.2
2016-12-07,40.4
2016-12-08,41.5
2016-12-09,40.8
2016-12-12,40.15
2016-12-13,40.0
2016-12-14,39.25
2016-12-15,39.2
2016-12-16,38.9
2016-12-19,38.2
2016-12-20,40.0
2016-12-21,40.2
2016-12-22,39.85
2016-12-23,41.05
2016-12-26,38.9
2016-12-27,40.8
2016-12-28,40.35
2016-12-29,40.6
2016-12-30,40.6
