Date,POWERGRID
2016-01-01,141.0
2016-01-04,140.95
2016-01-05,139.15
2016-01-06,139.5
2016-01-07,138.1
2016-01-08,141.65
2016-01-11,143.25
2016-01-12,142.75
2016-01-13,142.9
2016-01-14,142.85
2016-01-15,139.1
2016-01-18,138.15
2016-01-19,135.95
2016-01-20,134.65
2016-01-21,132.2
2016-01-22,133.1
2016-01-25,133.0
2016-01-27,138.25
2016-01-28,143.7
2016-01-29,147.85
2016-02-01,146.75
2016-02-02,146.25
2016-02-03,143.25
2016-02-04,146.8
2016-02-05,145.25
2016-02-08,142.45
2016-02-09,141.95
2016-02-10,143.35
2016-02-11,136.7
2016-02-12,138.35
2016-02-15,138.7
2016-02-16,139.3
2016-02-17,139.6
2016-02-18,139.85
2016-02-19,141.0
2016-02-22,139.65
2016-02-23,137.1
2016-02-24,139.7
2016-02-25,131.75
2016-02-26,133.65
2016-02-29,130.05
2016-03-01,133.75
2016-03-02,135.4
2016-03-03,135.65
2016-03-04,138.65
2016-03-08,137.7
2016-03-09,139.75
2016-03-10,139.65
2016-03-11,138.2
2016-03-14,138.6
2016-03-15,138.95
2016-03-16,138.75
2016-03-17,138.0
2016-03-18,136.85
2016-03-21,138.0
2016-03-22,138.2
2016-03-23,137.45
2016-03-28,139.1
2016-03-29,138.15
2016-03-30,139.75
2016-03-31,139.1
2016-04-01,138.3
2016-04-04,138.6
2016-04-05,139.05
2016-04-06,139.7
2016-04-07,140.2
2016-04-08,140.9
2016-04-11,142.25
2016-04-12,143.15
2016-04-13,145.0
2016-04-18,145.95
2016-04-20,148.0
2016-04-21,146.15
2016-04-22,146.05
2016-04-25,143.8
2016-04-26,145.15
2016-04-27,144.35
2016-04-28,141.85
2016-04-29,143.4
2016-05-02,142.85
2016-05-03,145.2
2016-05-04,142.75
2016-05-05,143.25
2016-05-06,142.45
2016-05-09,143.5
2016-05-10,141.85
2016-05-11,141.45
2016-05-12,143.9
2016-05-13,144.75
2016-05-16,144.45
2016-05-17,144.9
2016-05-18,143.05
2016-05-19,144.4
2016-05-20,144.8
2016-05-23,148.15
2016-05-24,146.7
2016-05-25,149.7
2016-05-26,150.6
2016-05-27,150.85
2016-05-30,151.75
2016-05-31,150.0
2016-06-01,148.9
2016-06-02,150.2
2016-06-03,150.4
2016-06-06,149.25
2016-06-07,149.9
2016-06-08,152.55
2016-06-09,152.8
2016-06-10,154.4
2016-06-13,151.8
2016-06-14,150.55
2016-06-15,154.4
2016-06-16,154.6
2016-06-17,157.05
2016-06-20,156.65
2016-06-21,156.0
2016-06-22,155.6
2016-06-23,156.65
2016-06-24,155.8
2016-06-27,154.0
2016-06-28,155.45
2016-06-29,159.25
2016-06-30,163.1
2016-07-01,165.15
2016-07-04,165.4
2016-07-05,161.25
2016-07-07,163.35
2016-07-08,164.45
2016-07-11,166.6
2016-07-12,166.6
2016-07-13,161.85
2016-07-14,165.05
2016-07-15,164.25
2016-07-18,163.2
2016-07-19,166.4
2016-07-20,168.35
2016-07-21,162.5
2016-07-22,166.35
2016-07-25,168.95
2016-07-26,171.4
2016-07-27,172.45
2016-07-28,176.2
2016-07-29,176.0
2016-08-01,177.2
2016-08-02,178.9
2016-08-03,175.9
2016-08-04,178.2
2016-08-05,176.5
2016-08-08,178.5
2016-08-09,176.1
2016-08-10,174.4
2016-08-11,174.05
2016-08-12,178.05
2016-08-16,177.5
2016-08-17,174.65
2016-08-18,182.0
2016-08-19,180.95
2016-08-22,181.95
2016-08-23,182.15
2016-08-24,182.3
2016-08-25,182.25
2016-08-26,180.8
2016-08-29,180.25
2016-08-30,183.3
2016-08-31,183.7
2016-09-01,184.3
2016-09-02,183.8
2016-09-06,186.6
2016-09-07,184.75
2016-09-08,186.4
2016-09-09,183.8
2016-09-12,180.25
2016-09-14,179.15
2016-09-15,174.8
2016-09-16,176.05
2016-09-19,177.4
2016-09-20,178.1
2016-09-21,175.3
2016-09-22,178.55
2016-09-23,175.95
2016-09-26,175.7
2016-09-27,176.2
2016-09-28,178.45
2016-09-29,173.4
2016-09-30,176.55
2016-10-03,181.2
2016-10-04,181.0
2016-10-05,181.4
2016-10-06,177.9
2016-10-07,176.95
2016-10-10,178.05
2016-10-13,175.0
2016-10-14,177.7
2016-10-17,176.05
2016-10-18,176.4
2016-10-19,178.55
2016-10-20,178.65
2016-10-21,176.95
2016-10-24,176.1
2016-10-25,178.35
2016-10-26,175.5
2016-10-27,175.5
2016-10-28,175.9
2016-10-30,175.05
2016-11-01,176.9
2016-11-02,175.1
2016-11-03,174.95
2016-11-04,173.55
2016-11-07,174.0
2016-11-08,177.0
2016-11-09,180.2
2016-11-10,188.45
2016-11-11,183.1
2016-11-15,184.95
2016-11-16,188.5
2016-11-17,192.9
2016-11-18,191.95
2016-11-21,185.05
2016-11-22,183.75
2016-11-23,181.65
2016-11-24,185.05
2016-11-25,188.65
2016-11-28,190.5
2016-11-29,189.45
2016-11-30,191.9
2016-12-01,184.3
2016-12-02,183.8
2016-12-05,185.1
2016-12-06,182.9
2016-12-07,182.45
2016-12-08,185.65
2016-12-09,184.45
2016-12-12,184.75
2016-12-13,185.25
2016-12-14,181.95
2016-12-15,183.35
2016-12-16,183.8
2016-12-19,184.1
2016-12-20,181.95
2016-12-21,183.25
2016-12-22,181.75
2016-12-23,182.3
2016-12-26,178.8
2016-12-27,181.05
2016-12-28,180.0
2016-12-29,180.05
2016-12-30,183.5
