Date,SKMEGGPROD
2016-01-01,178.95
2016-01-04,178.65
2016-01-05,190.3
2016-01-06,186.45
2016-01-07,178.85
2016-01-08,180.75
2016-01-11,171.7
2016-01-12,164.25
2016-01-13,158.55
2016-01-14,154.75
2016-01-15,151.3
2016-01-18,138.85
2016-01-19,143.15
2016-01-20,138.7
2016-01-21,144.5
2016-01-22,146.35
2016-01-25,139.95
2016-01-27,137.25
2016-01-28,127.05
2016-01-29,126.65
2016-02-01,123.45
2016-02-02,120.85
2016-02-03,122.65
2016-02-04,117.6
2016-02-05,113.65
2016-02-08,121.55
2016-02-09,127.5
2016-02-10,121.0
2016-02-11,113.15
2016-02-12,102.85
2016-02-15,102.85
2016-02-16,90.3
2016-02-17,93.35
2016-02-18,89.1
2016-02-19,90.4
2016-02-22,92.65
2016-02-23,89.05
2016-02-24,85.55
2016-02-25,85.05
2016-02-26,83.95
2016-02-29,83.15
2016-03-01,86.2
2016-03-02,103.25
2016-03-03,115.15
2016-03-04,114.1
2016-03-08,114.35
2016-03-09,106.25
2016-03-10,107.3
2016-03-11,103.55
2016-03-14,98.45
2016-03-15,102.05
2016-03-16,101.85
2016-03-17,94.75
2016-03-18,93.7
2016-03-21,96.25
2016-03-22,96.5
2016-03-23,94.35
2016-03-28,89.7
2016-03-29,90.4
2016-03-30,92.5
2016-03-31,89.45
2016-04-01,94.4
2016-04-04,96.05
2016-04-05,96.15
2016-04-06,95.65
2016-04-07,93.6
2016-04-08,93.55
2016-04-11,94.55
2016-04-12,90.05
2016-04-13,92.95
2016-04-18,91.7
2016-04-20,96.75
2016-04-21,96.85
2016-04-22,94.65
2016-04-25,93.65
2016-04-26,94.1
2016-04-27,92.55
2016-04-28,91.55
2016-04-29,91.05
2016-05-02,90.4
2016-05-03,88.9
2016-05-04,86.4
2016-05-05,86.85
2016-05-06,84.75
2016-05-09,78.55
2016-05-10,75.65
2016-05-11,74.0
2016-05-12,88.6
2016-05-13,86.7
2016-05-16,86.85
2016-05-17,82.05
2016-05-18,80.5
2016-05-19,78.55
2016-05-20,77.15
2016-05-23,74.35
2016-05-24,77.2
2016-05-25,78.7
2016-05-26,70.5
2016-05-27,71.0
2016-05-30,71.8
2016-05-31,70.55
2016-06-01,70.45
2016-06-02,69.25
2016-06-03,70.9
2016-06-06,72.7
2016-06-07,70.3
2016-06-08,69.9
2016-06-09,69.75
2016-06-10,69.3
2016-06-13,70.05
2016-06-14,69.4
2016-06-15,68.75
2016-06-16,67.25
2016-06-17,66.15
2016-06-20,66.95
2016-06-21,65.8
2016-06-22,63.75
2016-06-23,63.5
2016-06-24,62.1
2016-06-27,62.15
2016-06-28,62.3
2016-06-29,64.8
2016-06-30,66.0
2016-07-01,66.8
2016-07-04,72.85
2016-07-05,71.35
2016-07-07,71.35
2016-07-08,69.1
2016-07-11,75.6
2016-07-12,76.55
2016-07-13,73.45
2016-07-14,72.65
2016-07-15,71.8
2016-07-18,70.4
2016-07-19,68.65
2016-07-20,70.25
2016-07-21,69.55
2016-07-22,69.1
2016-07-25,69.4
2016-07-26,69.05
2016-07-27,71.6
2016-07-28,74.65
2016-07-29,73.0
2016-08-01,67.55
2016-08-02,63.35
2016-08-03,62.25
2016-08-04,59.25
2016-08-05,59.95
2016-08-08,59.1
2016-08-09,61.0
2016-08-10,65.25
2016-08-11,64.1
2016-08-12,64.25
2016-08-16,61.6
2016-08-17,63.55
2016-08-18,62.85
2016-08-19,62.3
2016-08-22,61.4
2016-08-23,61.25
2016-08-24,62.15
2016-08-25,61.7
2016-08-26,62.1
2016-08-29,62.5
2016-08-30,62.45
2016-08-31,64.75
2016-09-01,63.5
2016-09-02,64.15
2016-09-06,66.05
2016-09-07,70.1
2016-09-08,75.85
2016-09-09,73.05
2016-09-12,68.75
2016-09-14,70.5
2016-09-15,72.2
2016-09-16,70.75
2016-09-19,71.35
2016-09-20,71.45
2016-09-21,69.85
2016-09-22,69.85
2016-09-23,68.75
2016-09-26,68.0
2016-09-27,67.85
2016-09-28,66.65
2016-09-29,66.7
2016-09-30,68.2
2016-10-03,70.15
2016-10-04,70.25
2016-10-05,71.0
2016-10-06,69.6
2016-10-07,70.5
2016-10-10,70.0
2016-10-13,68.0
2016-10-14,68.3
2016-10-17,70.05
2016-10-18,70.35
2016-10-19,72.5
2016-10-20,72.75
2016-10-21,71.15
2016-10-24,70.0
2016-10-25,69.65
2016-10-26,65.1
2016-10-27,61.65
2016-10-28,61.55
2016-10-30,60.75
2016-11-01,61.1
2016-11-02,60.35
2016-11-03,57.45
2016-11-04,57.85
2016-11-07,58.45
2016-11-08,57.95
2016-11-09,56.5
2016-11-10,57.3
2016-11-11,55.95
2016-11-15,52.65
2016-11-16,52.3
2016-11-17,51.15
2016-11-18,53.9
2016-11-21,51.9
2016-11-22,52.45
2016-11-23,54.5
2016-11-24,54.5
2016-11-25,55.1
2016-11-28,53.1
2016-11-29,54.0
2016-11-30,53.35
2016-12-01,52.8
2016-12-02,53.15
2016-12-05,53.35
2016-12-06,53.5
2016-12-07,53.7
2016-12-08,52.9
2016-12-09,53.5
2016-12-12,52.65
2016-12-13,52.7
2016-12-14,52.05
2016-12-15,51.35
2016-12-16,51.75
2016-12-19,52.6
2016-12-20,51.55
2016-12-21,51.6
2016-12-22,50.5
2016-12-23,51.6
2016-12-26,50.8
2016-12-27,50.75
2016-12-28,50.75
2016-12-29,51.25
2016-12-30,51.45
