Date,PARSVNATH
2016-01-01,25.95
2016-01-04,27.0
2016-01-05,28.1
2016-01-06,27.25
2016-01-07,25.25
2016-01-08,25.55
2016-01-11,25.3
2016-01-12,24.05
2016-01-13,23.8
2016-01-14,22.8
2016-01-15,21.5
2016-01-18,19.7
2016-01-19,19.7
2016-01-20,18.45
2016-01-21,18.4
2016-01-22,18.75
2016-01-25,18.7
2016-01-27,18.6
2016-01-28,18.95
2016-01-29,19.05
2016-02-01,19.35
2016-02-02,18.9
2016-02-03,17.45
2016-02-04,17.4
2016-02-05,18.0
2016-02-08,19.0
2016-02-09,19.2
2016-02-10,19.25
2016-02-11,16.8
2016-02-12,15.1
2016-02-15,16.4
2016-02-16,16.15
2016-02-17,16.55
2016-02-18,16.5
2016-02-19,16.45
2016-02-22,16.75
2016-02-23,17.1
2016-02-24,16.9
2016-02-25,16.45
2016-02-26,16.2
2016-02-29,16.25
2016-03-01,16.85
2016-03-02,16.85
2016-03-03,17.6
2016-03-04,20.9
2016-03-08,19.7
2016-03-09,19.7
2016-03-10,19.7
2016-03-11,20.2
2016-03-14,19.55
2016-03-15,18.3
2016-03-16,18.05
2016-03-17,19.5
2016-03-18,18.7
2016-03-21,18.4
2016-03-22,18.6
2016-03-23,18.75
2016-03-28,18.5
2016-03-29,18.05
2016-03-30,18.85
2016-03-31,18.65
2016-04-01,18.75
2016-04-04,19.2
2016-04-05,18.3
2016-04-06,18.4
2016-04-07,18.05
2016-04-08,18.25
2016-04-11,18.4
2016-04-12,18.1
2016-04-13,18.5
2016-04-18,19.25
2016-04-20,19.05
2016-04-21,19.75
2016-04-22,19.4
2016-04-25,19.1
2016-04-26,19.2
2016-04-27,19.1
2016-04-28,19.4
2016-04-29,19.0
2016-05-02,18.8
2016-05-03,18.95
2016-05-04,18.45
2016-05-05,18.3
2016-05-06,18.25
2016-05-09,18.55
2016-05-10,18.45
2016-05-11,18.05
2016-05-12,18.2
2016-05-13,17.85
2016-05-16,17.65
2016-05-17,17.8
2016-05-18,19.3
2016-05-19,18.35
2016-05-20,17.95
2016-05-23,17.75
2016-05-24,17.5
2016-05-25,18.0
2016-05-26,18.7
2016-05-27,18.2
2016-05-30,18.15
2016-05-31,18.05
2016-06-01,18.2
2016-06-02,18.15
2016-06-03,17.95
2016-06-06,17.85
2016-06-07,17.8
2016-06-08,18.25
2016-06-09,18.05
2016-06-10,18.55
2016-06-13,19.0
2016-06-14,19.0
2016-06-15,18.95
2016-06-16,18.5
2016-06-17,18.8
2016-06-20,20.4
2016-06-21,19.75
2016-06-22,19.35
2016-06-23,18.75
2016-06-24,18.3
2016-06-27,19.2
2016-06-28,19.2
2016-06-29,19.7
2016-06-30,19.7
2016-07-01,22.1
2016-07-04,21.65
2016-07-05,22.9
2016-07-07,23.15
2016-07-08,23.0
2016-07-11,23.3
2016-07-12,23.95
2016-07-13,23.55
2016-07-14,23.55
2016-07-15,23.0
2016-07-18,22.25
2016-07-19,21.85
2016-07-20,22.05
2016-07-21,21.65
2016-07-22,22.5
2016-07-25,23.0
2016-07-26,23.55
2016-07-27,22.95
2016-07-28,23.0
2016-07-29,23.95
2016-08-01,23.1
2016-08-02,22.2
2016-08-03,21.75
2016-08-04,21.1
2016-08-05,20.6
2016-08-08,20.45
2016-08-09,20.55
2016-08-10,19.55
2016-08-11,19.1
2016-08-12,19.05
2016-08-16,18.85
2016-08-17,18.75
2016-08-18,18.7
2016-08-19,19.0
2016-08-22,18.65
2016-08-23,18.65
2016-08-24,18.75
2016-08-25,18.55
2016-08-26,17.95
2016-08-29,16.25
2016-08-30,16.45
2016-08-31,16.9
2016-09-01,16.55
2016-09-02,16.75
2016-09-06,16.9
2016-09-07,17.15
2016-09-08,16.6
2016-09-09,15.1
2016-09-12,14.95
2016-09-14,14.85
2016-09-15,14.65
2016-09-16,14.2
2016-09-19,14.0
2016-09-20,13.85
2016-09-21,13.8
2016-09-22,13.85
2016-09-23,14.05
2016-09-26,13.2
2016-09-27,13.45
2016-09-28,13.75
2016-09-29,13.3
2016-09-30,13.5
2016-10-03,13.95
2016-10-04,13.9
2016-10-05,14.1
2016-10-06,13.95
2016-10-07,13.8
2016-10-10,13.95
2016-10-13,14.05
2016-10-14,14.0
2016-10-17,13.95
2016-10-18,14.05
2016-10-19,13.95
2016-10-20,14.0
2016-10-21,13.7
2016-10-24,13.7
2016-10-25,13.7
2016-10-26,13.65
2016-10-27,13.5
2016-10-28,13.5
2016-10-30,13.7
2016-11-01,14.2
2016-11-02,13.95
2016-11-03,13.75
2016-11-04,13.4
2016-11-07,13.6
2016-11-08,13.5
2016-11-09,12.45
2016-11-10,12.95
2016-11-11,12.55
2016-11-15,12.1
2016-11-16,11.7
2016-11-17,13.05
2016-11-18,13.4
2016-11-21,13.2
2016-11-22,13.15
2016-11-23,12.8
2016-11-24,12.45
2016-11-25,12.35
2016-11-28,12.55
2016-11-29,12.5
2016-11-30,12.4
2016-12-01,12.2
2016-12-02,12.5
2016-12-05,13.05
2016-12-06,12.95
2016-12-07,12.8
2016-12-08,12.9
2016-12-09,13.05
2016-12-12,12.9
2016-12-13,12.9
2016-12-14,12.75
2016-12-15,12.65
2016-12-16,12.4
2016-12-19,12.3
2016-12-20,12.75
2016-12-21,12.9
2016-12-22,12.6
2016-12-23,12.75
2016-12-26,12.4
2016-12-27,12.55
2016-12-28,12.9
2016-12-29,12.7
2016-12-30,12.95
