Date,HATSUN
2016-01-01,414.75
2016-01-04,414.1
2016-01-05,407.85
2016-01-06,404.4
2016-01-07,407.5
2016-01-08,409.1
2016-01-11,409.15
2016-01-12,405.65
2016-01-13,405.95
2016-01-14,403.5
2016-01-15,403.9
2016-01-18,400.75
2016-01-19,406.15
2016-01-20,400.6
2016-01-21,404.95
2016-01-22,405.4
2016-01-25,407.45
2016-01-27,405.5
2016-01-28,405.15
2016-01-29,405.1
2016-02-01,407.5
2016-02-02,405.0
2016-02-03,406.45
2016-02-04,408.05
2016-02-05,405.85
2016-02-08,404.65
2016-02-09,405.0
2016-02-10,405.0
2016-02-11,405.0
2016-02-12,399.65
2016-02-15,400.25
2016-02-16,397.0
2016-02-17,393.5
2016-02-18,397.95
2016-02-19,392.45
2016-02-22,398.1
2016-02-23,399.9
2016-02-24,395.2
2016-02-25,395.3
2016-02-26,398.4
2016-02-29,402.15
2016-03-01,398.05
2016-03-02,400.6
2016-03-03,403.85
2016-03-04,398.8
2016-03-08,398.2
2016-03-09,400.6
2016-03-10,398.5
2016-03-11,401.7
2016-03-14,404.0
2016-03-15,404.0
2016-03-16,405.0
2016-03-17,405.0
2016-03-18,405.15
2016-03-21,405.55
2016-03-22,407.25
2016-03-23,407.8
2016-03-28,406.35
2016-03-29,409.0
2016-03-30,410.15
2016-03-31,413.25
2016-04-01,413.0
2016-04-04,412.0
2016-04-05,411.45
2016-04-06,410.1
2016-04-07,410.8
2016-04-08,415.35
2016-04-11,423.55
2016-04-12,428.8
2016-04-13,440.4
2016-04-18,437.35
2016-04-20,442.95
2016-04-21,434.8
2016-04-22,446.75
2016-04-25,450.05
2016-04-26,451.8
2016-04-27,451.3
2016-04-28,451.35
2016-04-29,451.2
2016-05-02,450.0
2016-05-03,445.25
2016-05-04,434.25
2016-05-05,443.2
2016-05-06,439.3
2016-05-09,436.25
2016-05-10,426.25
2016-05-11,427.25
2016-05-12,436.7
2016-05-13,426.15
2016-05-16,425.2
2016-05-17,425.15
2016-05-18,425.05
2016-05-19,426.5
2016-05-20,426.4
2016-05-23,428.1
2016-05-24,425.65
2016-05-25,426.5
2016-05-26,432.1
2016-05-27,434.4
2016-05-30,425.6
2016-05-31,426.75
2016-06-01,434.05
2016-06-02,438.95
2016-06-03,442.95
2016-06-06,450.55
2016-06-07,479.0
2016-06-08,480.65
2016-06-09,470.85
2016-06-10,469.25
2016-06-13,464.15
2016-06-14,463.75
2016-06-15,461.2
2016-06-16,459.5
2016-06-17,450.95
2016-06-20,460.0
2016-06-21,468.0
2016-06-22,443.85
2016-06-23,450.25
2016-06-24,450.4
2016-06-27,450.15
2016-06-28,449.8
2016-06-29,443.5
2016-06-30,443.1
2016-07-01,450.4
2016-07-04,447.9
2016-07-05,450.35
2016-07-07,463.95
2016-07-08,485.45
2016-07-11,491.3
2016-07-12,489.3
2016-07-13,336.95
2016-07-14,342.0
2016-07-15,356.45
2016-07-18,352.3
2016-07-19,348.15
2016-07-20,343.3
2016-07-21,345.2
2016-07-22,333.65
2016-07-25,340.8
2016-07-26,341.2
2016-07-27,333.7
2016-07-28,323.15
2016-07-29,327.05
2016-08-01,323.7
2016-08-02,320.3
2016-08-03,319.15
2016-08-04,313.45
2016-08-05,321.05
2016-08-08,332.55
2016-08-09,328.9
2016-08-10,326.45
2016-08-11,329.05
2016-08-12,326.95
2016-08-16,320.75
2016-08-17,320.4
2016-08-18,320.2
2016-08-19,331.4
2016-08-22,336.5
2016-08-23,334.55
2016-08-24,325.5
2016-08-25,333.35
2016-08-26,341.05
2016-08-29,332.15
2016-08-30,344.1
2016-08-31,342.35
2016-09-01,340.9
2016-09-02,339.7
2016-09-06,337.65
2016-09-07,345.8
2016-09-08,338.8
2016-09-09,342.0
2016-09-12,336.1
2016-09-14,333.3
2016-09-15,337.8
2016-09-16,339.4
2016-09-19,340.05
2016-09-20,334.35
2016-09-21,343.25
2016-09-22,341.8
2016-09-23,339.8
2016-09-26,338.3
2016-09-27,345.1
2016-09-28,341.15
2016-09-29,333.9
2016-09-30,333.2
2016-10-03,339.7
2016-10-04,340.05
2016-10-05,340.6
2016-10-06,341.0
2016-10-07,340.8
2016-10-10,341.2
2016-10-13,340.95
2016-10-14,341.85
2016-10-17,344.15
2016-10-18,350.75
2016-10-19,361.55
2016-10-20,359.85
2016-10-21,352.6
2016-10-24,354.15
2016-10-25,344.95
2016-10-26,345.05
2016-10-27,345.05
2016-10-28,346.45
2016-10-30,340.75
2016-11-01,346.85
2016-11-02,347.4
2016-11-03,341.5
2016-11-04,341.3
2016-11-07,345.1
2016-11-08,345.7
2016-11-09,336.45
2016-11-10,341.55
2016-11-11,339.95
2016-11-15,336.0
2016-11-16,340.1
2016-11-17,343.6
2016-11-18,344.5
2016-11-21,339.7
2016-11-22,342.95
2016-11-23,341.45
2016-11-24,341.65
2016-11-25,341.6
2016-11-28,345.9
2016-11-29,342.7
2016-11-30,349.1
2016-12-01,345.05
2016-12-02,345.25
2016-12-05,348.7
2016-12-06,345.25
2016-12-07,346.35
2016-12-08,345.2
2016-12-09,345.3
2016-12-12,345.55
2016-12-13,345.9
2016-12-14,347.25
2016-12-15,350.45
2016-12-16,350.0
2016-12-19,350.0
2016-12-20,350.0
2016-12-21,351.0
2016-12-22,350.5
2016-12-23,352.6
2016-12-26,352.9
2016-12-27,355.8
2016-12-28,357.15
2016-12-29,360.8
2016-12-30,363.4
