Date,BHARTIARTL
2016-01-01,340.5
2016-01-04,326.8
2016-01-05,323.45
2016-01-06,322.2
2016-01-07,322.35
2016-01-08,323.85
2016-01-11,321.15
2016-01-12,315.4
2016-01-13,308.6
2016-01-14,308.75
2016-01-15,306.1
2016-01-18,300.25
2016-01-19,310.3
2016-01-20,309.6
2016-01-21,309.3
2016-01-22,298.7
2016-01-25,297.5
2016-01-27,297.8
2016-01-28,291.4
2016-01-29,289.9
2016-02-01,296.6
2016-02-02,302.2
2016-02-03,299.8
2016-02-04,304.25
2016-02-05,307.2
2016-02-08,311.0
2016-02-09,312.25
2016-02-10,311.3
2016-02-11,308.7
2016-02-12,324.55
2016-02-15,318.9
2016-02-16,315.3
2016-02-17,319.55
2016-02-18,321.2
2016-02-19,326.05
2016-02-22,329.1
2016-02-23,321.3
2016-02-24,323.95
2016-02-25,322.55
2016-02-26,317.95
2016-02-29,315.5
2016-03-01,320.7
2016-03-02,326.35
2016-03-03,333.4
2016-03-04,329.25
2016-03-08,331.5
2016-03-09,334.6
2016-03-10,336.3
2016-03-11,337.25
2016-03-14,340.75
2016-03-15,342.9
2016-03-16,338.5
2016-03-17,340.75
2016-03-18,344.3
2016-03-21,353.65
2016-03-22,350.9
2016-03-23,358.2
2016-03-28,349.8
2016-03-29,354.5
2016-03-30,353.8
2016-03-31,350.8
2016-04-01,335.45
2016-04-04,348.5
2016-04-05,330.5
2016-04-06,334.5
2016-04-07,331.25
2016-04-08,334.6
2016-04-11,348.25
2016-04-12,350.1
2016-04-13,351.25
2016-04-18,359.4
2016-04-20,356.65
2016-04-21,357.25
2016-04-22,353.1
2016-04-25,358.95
2016-04-26,360.4
2016-04-27,373.05
2016-04-28,372.7
2016-04-29,363.6
2016-05-02,357.8
2016-05-03,368.35
2016-05-04,361.45
2016-05-05,354.4
2016-05-06,359.1
2016-05-09,366.8
2016-05-10,368.85
2016-05-11,358.9
2016-05-12,362.1
2016-05-13,354.9
2016-05-16,353.45
2016-05-17,351.2
2016-05-18,351.25
2016-05-19,344.8
2016-05-20,341.95
2016-05-23,345.85
2016-05-24,345.15
2016-05-25,351.65
2016-05-26,352.85
2016-05-27,351.25
2016-05-30,355.9
2016-05-31,351.4
2016-06-01,363.25
2016-06-02,366.2
2016-06-03,358.15
2016-06-06,348.75
2016-06-07,349.15
2016-06-08,352.65
2016-06-09,351.25
2016-06-10,351.1
2016-06-13,342.4
2016-06-14,342.65
2016-06-15,351.9
2016-06-16,346.5
2016-06-17,357.0
2016-06-20,364.5
2016-06-21,362.2
2016-06-22,363.05
2016-06-23,364.8
2016-06-24,355.85
2016-06-27,351.15
2016-06-28,357.1
2016-06-29,356.2
2016-06-30,366.8
2016-07-01,368.35
2016-07-04,373.35
2016-07-05,365.9
2016-07-07,363.35
2016-07-08,355.05
2016-07-11,359.85
2016-07-12,363.3
2016-07-13,363.7
2016-07-14,366.95
2016-07-15,378.9
2016-07-18,362.65
2016-07-19,364.3
2016-07-20,363.4
2016-07-21,367.85
2016-07-22,367.35
2016-07-25,371.95
2016-07-26,369.85
2016-07-27,372.55
2016-07-28,371.9
2016-07-29,362.05
2016-08-01,364.0
2016-08-02,357.8
2016-08-03,358.85
2016-08-04,366.25
2016-08-05,364.0
2016-08-08,351.55
2016-08-09,349.45
2016-08-10,346.45
2016-08-11,346.35
2016-08-12,347.8
2016-08-16,342.45
2016-08-17,345.65
2016-08-18,353.15
2016-08-19,351.4
2016-08-22,350.2
2016-08-23,353.75
2016-08-24,352.6
2016-08-25,346.0
2016-08-26,343.95
2016-08-29,342.6
2016-08-30,331.85
2016-08-31,331.65
2016-09-01,310.85
2016-09-02,318.9
2016-09-06,321.5
2016-09-07,320.15
2016-09-08,324.4
2016-09-09,322.1
2016-09-12,318.05
2016-09-14,319.85
2016-09-15,322.7
2016-09-16,323.6
2016-09-19,324.15
2016-09-20,319.2
2016-09-21,321.85
2016-09-22,327.0
2016-09-23,326.95
2016-09-26,320.35
2016-09-27,314.8
2016-09-28,321.75
2016-09-29,315.7
2016-09-30,314.0
2016-10-03,318.7
2016-10-04,324.0
2016-10-05,321.7
2016-10-06,322.3
2016-10-07,319.45
2016-10-10,315.9
2016-10-13,306.75
2016-10-14,305.4
2016-10-17,301.3
2016-10-18,306.65
2016-10-19,306.95
2016-10-20,309.1
2016-10-21,309.75
2016-10-24,306.65
2016-10-25,311.8
2016-10-26,317.7
2016-10-27,323.1
2016-10-28,318.85
2016-10-30,318.7
2016-11-01,317.45
2016-11-02,309.6
2016-11-03,308.95
2016-11-04,306.7
2016-11-07,305.6
2016-11-08,304.9
2016-11-09,301.0
2016-11-10,308.65
2016-11-11,301.4
2016-11-15,302.65
2016-11-16,309.65
2016-11-17,297.15
2016-11-18,303.75
2016-11-21,299.5
2016-11-22,303.95
2016-11-23,300.55
2016-11-24,302.4
2016-11-25,301.0
2016-11-28,318.8
2016-11-29,324.85
2016-11-30,324.6
2016-12-01,318.2
2016-12-02,318.6
2016-12-05,326.75
2016-12-06,328.85
2016-12-07,328.15
2016-12-08,332.45
2016-12-09,332.0
2016-12-12,329.15
2016-12-13,330.0
2016-12-14,322.6
2016-12-15,318.45
2016-12-16,310.25
2016-12-19,305.5
2016-12-20,302.55
2016-12-21,301.7
2016-12-22,292.25
2016-12-23,295.55
2016-12-26,296.1
2016-12-27,299.6
2016-12-28,299.5
2016-12-29,303.0
2016-12-30,305.65
