Date,HINDCOPPER
2016-01-01,59.35
2016-01-04,58.6
2016-01-05,59.5
2016-01-06,59.3
2016-01-07,56.6
2016-01-08,56.7
2016-01-11,56.6
2016-01-12,55.65
2016-01-13,54.15
2016-01-14,52.95
2016-01-15,51.5
2016-01-18,49.1
2016-01-19,50.15
2016-01-20,49.1
2016-01-21,49.3
2016-01-22,49.35
2016-01-25,49.6
2016-01-27,49.35
2016-01-28,48.85
2016-01-29,49.45
2016-02-01,49.5
2016-02-02,49.1
2016-02-03,48.3
2016-02-04,48.75
2016-02-05,49.25
2016-02-08,48.65
2016-02-09,48.5
2016-02-10,47.7
2016-02-11,46.25
2016-02-12,45.1
2016-02-15,47.0
2016-02-16,46.1
2016-02-17,45.85
2016-02-18,43.6
2016-02-19,44.7
2016-02-22,44.65
2016-02-23,43.75
2016-02-24,43.3
2016-02-25,43.55
2016-02-26,43.1
2016-02-29,43.05
2016-03-01,44.5
2016-03-02,46.3
2016-03-03,48.3
2016-03-04,48.95
2016-03-08,50.05
2016-03-09,49.3
2016-03-10,49.0
2016-03-11,48.4
2016-03-14,48.15
2016-03-15,47.85
2016-03-16,47.8
2016-03-17,50.1
2016-03-18,51.0
2016-03-21,52.75
2016-03-22,51.95
2016-03-23,52.75
2016-03-28,51.1
2016-03-29,50.1
2016-03-30,50.8
2016-03-31,50.35
2016-04-01,51.4
2016-04-04,51.65
2016-04-05,49.85
2016-04-06,50.45
2016-04-07,50.25
2016-04-08,50.2
2016-04-11,50.85
2016-04-12,51.05
2016-04-13,51.85
2016-04-18,52.15
2016-04-20,56.65
2016-04-21,57.1
2016-04-22,56.25
2016-04-25,54.75
2016-04-26,54.8
2016-04-27,55.55
2016-04-28,54.55
2016-04-29,53.75
2016-05-02,54.6
2016-05-03,54.3
2016-05-04,53.1
2016-05-05,52.45
2016-05-06,52.1
2016-05-09,51.7
2016-05-10,51.65
2016-05-11,51.4
2016-05-12,52.6
2016-05-13,51.55
2016-05-16,51.7
2016-05-17,51.9
2016-05-18,51.7
2016-05-19,51.2
2016-05-20,50.4
2016-05-23,47.3
2016-05-24,42.75
2016-05-25,45.3
2016-05-26,44.5
2016-05-27,45.55
2016-05-30,45.9
2016-05-31,45.6
2016-06-01,47.05
2016-06-02,46.55
2016-06-03,46.55
2016-06-06,46.7
2016-06-07,46.65
2016-06-08,47.4
2016-06-09,53.55
2016-06-10,52.75
2016-06-13,52.6
2016-06-14,53.75
2016-06-15,52.65
2016-06-16,52.7
2016-06-17,52.7
2016-06-20,52.25
2016-06-21,52.15
2016-06-22,53.05
2016-06-23,52.05
2016-06-24,50.6
2016-06-27,51.0
2016-06-28,53.2
2016-06-29,54.15
2016-06-30,53.5
2016-07-01,53.8
2016-07-04,54.5
2016-07-05,57.9
2016-07-07,61.15
2016-07-08,61.75
2016-07-11,61.9
2016-07-12,63.1
2016-07-13,66.3
2016-07-14,67.0
2016-07-15,64.8
2016-07-18,62.7
2016-07-19,62.0
2016-07-20,62.8
2016-07-21,62.85
2016-07-22,62.75
2016-07-25,63.1
2016-07-26,64.75
2016-07-27,64.3
2016-07-28,64.9
2016-07-29,64.15
2016-08-01,62.45
2016-08-02,61.5
2016-08-03,60.05
2016-08-04,60.7
2016-08-05,62.35
2016-08-08,62.1
2016-08-09,61.15
2016-08-10,59.25
2016-08-11,58.9
2016-08-12,62.3
2016-08-16,64.25
2016-08-17,64.1
2016-08-18,64.85
2016-08-19,70.1
2016-08-22,70.2
2016-08-23,66.45
2016-08-24,68.3
2016-08-25,67.1
2016-08-26,65.0
2016-08-29,64.05
2016-08-30,65.35
2016-08-31,65.8
2016-09-01,64.85
2016-09-02,66.25
2016-09-06,65.15
2016-09-07,68.8
2016-09-08,68.5
2016-09-09,67.0
2016-09-12,64.4
2016-09-14,64.7
2016-09-15,65.85
2016-09-16,63.05
2016-09-19,63.55
2016-09-20,62.8
2016-09-21,63.25
2016-09-22,63.8
2016-09-23,63.2
2016-09-26,65.55
2016-09-27,64.8
2016-09-28,65.55
2016-09-29,62.15
2016-09-30,59.7
2016-10-03,59.95
2016-10-04,59.75
2016-10-05,59.4
2016-10-06,59.05
2016-10-07,58.95
2016-10-10,58.9
2016-10-13,57.7
2016-10-14,58.35
2016-10-17,57.7
2016-10-18,59.65
2016-10-19,58.9
2016-10-20,59.25
2016-10-21,58.8
2016-10-24,58.9
2016-10-25,61.35
2016-10-26,59.8
2016-10-27,59.0
2016-10-28,59.7
2016-10-30,59.95
2016-11-01,61.9
2016-11-02,60.9
2016-11-03,60.1
2016-11-04,57.95
2016-11-07,58.95
2016-11-08,58.15
2016-11-09,56.3
2016-11-10,60.05
2016-11-11,60.45
2016-11-15,57.2
2016-11-16,57.2
2016-11-17,56.45
2016-11-18,55.35
2016-11-21,54.2
2016-11-22,56.0
2016-11-23,56.3
2016-11-24,58.6
2016-11-25,61.2
2016-11-28,61.3
2016-11-29,59.85
2016-11-30,58.9
2016-12-01,60.5
2016-12-02,58.6
2016-12-05,59.8
2016-12-06,61.6
2016-12-07,63.15
2016-12-08,63.95
2016-12-09,63.75
2016-12-12,62.9
2016-12-13,61.25
2016-12-14,59.2
2016-12-15,59.05
2016-12-16,58.45
2016-12-19,57.95
2016-12-20,58.4
2016-12-21,57.95
2016-12-22,56.45
2016-12-23,58.55
2016-12-26,58.2
2016-12-27,58.45
2016-12-28,59.1
2016-12-29,59.25
2016-12-30,59.6
