Date,BANKBEES
2016-01-01,1713.47
2016-01-04,1672.95
2016-01-05,1668.14
2016-01-06,1651.24
2016-01-07,1619.8
2016-01-08,1622.68
2016-01-11,1615.21
2016-01-12,1592.18
2016-01-13,1603.81
2016-01-14,1571.31
2016-01-15,1541.57
2016-01-18,1516.14
2016-01-19,1535.64
2016-01-20,1502.25
2016-01-21,1516.55
2016-01-22,1560.28
2016-01-25,1562.78
2016-01-27,1561.87
2016-01-28,1554.29
2016-01-29,1561.63
2016-02-01,1546.85
2016-02-02,1522.2
2016-02-03,1495.43
2016-02-04,1500.09
2016-02-05,1527.63
2016-02-08,1514.56
2016-02-09,1499.84
2016-02-10,1471.17
2016-02-11,1413.64
2016-02-12,1413.47
2016-02-15,1457.95
2016-02-16,1425.01
2016-02-17,1427.62
2016-02-18,1439.79
2016-02-19,1443.85
2016-02-22,1445.97
2016-02-23,1412.52
2016-02-24,1392.56
2016-02-25,1369.91
2016-02-26,1396.08
2016-02-29,1408.05
2016-03-01,1451.93
2016-03-02,1519.22
2016-03-03,1527.19
2016-03-04,1548.18
2016-03-08,1526.79
2016-03-09,1544.64
2016-03-10,1535.75
2016-03-11,1529.4
2016-03-14,1542.79
2016-03-15,1546.28
2016-03-16,1553.92
2016-03-17,1544.7
2016-03-18,1571.66
2016-03-21,1601.23
2016-03-22,1602.51
2016-03-23,1595.67
2016-03-28,1569.8
2016-03-29,1572.48
2016-03-30,1620.69
2016-03-31,1625.36
2016-04-01,1626.36
2016-04-04,1628.53
2016-04-05,1575.14
2016-04-06,1569.71
2016-04-07,1563.42
2016-04-08,1566.39
2016-04-11,1586.89
2016-04-12,1594.73
2016-04-13,1631.62
2016-04-18,1627.36
2016-04-20,1640.05
2016-04-21,1670.6
2016-04-22,1676.86
2016-04-25,1671.52
2016-04-26,1707.3
2016-04-27,1693.63
2016-04-28,1683.26
2016-04-29,1685.44
2016-05-02,1664.46
2016-05-03,1646.85
2016-05-04,1634.89
2016-05-05,1638.15
2016-05-06,1635.61
2016-05-09,1677.1
2016-05-10,1690.22
2016-05-11,1686.31
2016-05-12,1703.2
2016-05-13,1680.01
2016-05-16,1686.78
2016-05-17,1687.58
2016-05-18,1679.77
2016-05-19,1661.28
2016-05-20,1651.48
2016-05-23,1646.23
2016-05-24,1651.68
2016-05-25,1702.87
2016-05-26,1739.2
2016-05-27,1755.49
2016-05-30,1757.39
2016-05-31,1767.65
2016-06-01,1754.4
2016-06-02,1764.1
2016-06-03,1773.92
2016-06-06,1776.19
2016-06-07,1802.31
2016-06-08,1805.95
2016-06-09,1798.71
2016-06-10,1792.88
2016-06-13,1771.44
2016-06-14,1783.85
2016-06-15,1798.57
2016-06-16,1788.69
2016-06-17,1783.5
2016-06-20,1790.21
2016-06-21,1781.04
2016-06-22,1778.96
2016-06-23,1803.41
2016-06-24,1762.55
2016-06-27,1767.93
2016-06-28,1771.87
2016-06-29,1788.36
2016-06-30,1815.14
2016-07-01,1822.83
2016-07-04,1829.98
2016-07-05,1825.49
2016-07-07,1832.02
2016-07-08,1826.4
2016-07-11,1862.41
2016-07-12,1887.43
2016-07-13,1888.8
2016-07-14,1906.63
2016-07-15,1914.96
2016-07-18,1920.12
2016-07-19,1915.31
2016-07-20,1921.21
2016-07-21,1894.46
2016-07-22,1890.97
2016-07-25,1923.15
2016-07-26,1911.08
2016-07-27,1922.62
2016-07-28,1926.05
2016-07-29,1919.15
2016-08-01,1907.42
2016-08-02,1900.32
2016-08-03,1890.07
2016-08-04,1884.48
2016-08-05,1916.04
2016-08-08,1919.72
2016-08-09,1914.31
2016-08-10,1897.13
2016-08-11,1890.13
2016-08-12,1914.98
2016-08-16,1921.09
2016-08-17,1928.69
2016-08-18,1971.67
2016-08-19,1969.61
2016-08-22,1957.25
2016-08-23,1956.94
2016-08-24,1955.23
2016-08-25,1954.11
2016-08-26,1943.66
2016-08-29,1942.84
2016-08-30,1974.18
2016-08-31,1997.27
2016-09-01,1999.71
2016-09-02,2014.46
2016-09-06,2064.09
2016-09-07,2068.67
2016-09-08,2068.61
2016-09-09,2050.04
2016-09-12,2007.97
2016-09-14,2016.52
2016-09-15,2011.88
2016-09-16,2017.03
2016-09-19,2020.0
2016-09-20,2008.56
2016-09-21,2008.69
2016-09-22,2038.26
2016-09-23,2018.64
2016-09-26,1990.22
2016-09-27,1980.36
2016-09-28,1990.87
2016-09-29,1949.52
2016-09-30,1958.2
2016-10-03,1980.9
2016-10-04,1990.47
2016-10-05,1982.83
2016-10-06,1966.88
2016-10-07,1963.43
2016-10-10,1970.42
2016-10-13,1921.09
2016-10-14,1924.03
2016-10-17,1927.07
2016-10-18,1967.17
2016-10-19,1961.37
2016-10-20,1984.28
2016-10-21,1990.58
2016-10-24,2000.3
2016-10-25,2003.54
2016-10-26,1974.45
2016-10-27,1975.76
2016-10-28,1973.98
2016-10-30,1976.95
2016-11-01,1967.97
2016-11-02,1945.47
2016-11-03,1940.02
2016-11-04,1925.19
2016-11-07,1957.81
2016-11-08,1969.55
2016-11-09,1984.58
2016-11-10,2060.17
2016-11-11,2006.11
2016-11-15,1963.95
2016-11-16,1936.79
2016-11-17,1934.57
2016-11-18,1922.59
2016-11-21,1873.18
2016-11-22,1877.25
2016-11-23,1871.36
2016-11-24,1859.43
2016-11-25,1873.49
2016-11-28,1853.85
2016-11-29,1847.47
2016-11-30,1885.07
2016-12-01,1865.05
2016-12-02,1854.6
2016-12-05,1864.57
2016-12-06,1862.22
2016-12-07,1841.55
2016-12-08,1870.3
2016-12-09,1884.82
2016-12-12,1858.22
2016-12-13,1867.39
2016-12-14,1854.11
2016-12-15,1856.11
2016-12-16,1850.42
2016-12-19,1847.27
2016-12-20,1825.67
2016-12-21,1828.99
2016-12-22,1809.41
2016-12-23,1807.83
2016-12-26,1784.83
2016-12-27,1802.34
2016-12-28,1804.98
2016-12-29,1819.83
2016-12-30,1834.32
