Date,WEIZFOREX
2016-01-01,225.15
2016-01-04,216.65
2016-01-05,229.9
2016-01-06,221.7
2016-01-07,211.5
2016-01-08,220.5
2016-01-11,213.25
2016-01-12,217.0
2016-01-13,206.1
2016-01-14,211.35
2016-01-15,194.2
2016-01-18,188.5
2016-01-19,194.85
2016-01-20,194.05
2016-01-21,198.0
2016-01-22,201.4
2016-01-25,208.0
2016-01-27,200.0
2016-01-28,198.0
2016-01-29,197.35
2016-02-01,190.65
2016-02-02,188.2
2016-02-03,185.15
2016-02-04,186.0
2016-02-05,189.0
2016-02-08,175.5
2016-02-09,177.1
2016-02-10,183.7
2016-02-11,166.5
2016-02-12,173.1
2016-02-15,172.9
2016-02-16,175.1
2016-02-17,165.3
2016-02-18,167.95
2016-02-19,163.05
2016-02-22,161.25
2016-02-23,161.2
2016-02-24,161.05
2016-02-25,160.05
2016-02-26,155.0
2016-02-29,154.9
2016-03-01,161.0
2016-03-02,162.0
2016-03-03,167.5
2016-03-04,163.95
2016-03-08,160.0
2016-03-09,169.95
2016-03-10,178.65
2016-03-11,178.0
2016-03-14,180.9
2016-03-15,185.0
2016-03-16,185.3
2016-03-17,188.15
2016-03-18,179.75
2016-03-21,174.75
2016-03-22,171.15
2016-03-23,170.6
2016-03-28,167.5
2016-03-29,166.3
2016-03-30,172.15
2016-03-31,170.0
2016-04-01,174.55
2016-04-04,170.1
2016-04-05,168.6
2016-04-06,168.5
2016-04-07,169.65
2016-04-08,167.25
2016-04-11,168.9
2016-04-12,170.8
2016-04-13,171.7
2016-04-18,176.65
2016-04-20,186.1
2016-04-21,189.65
2016-04-22,189.0
2016-04-25,185.25
2016-04-26,190.0
2016-04-27,184.7
2016-04-28,183.25
2016-04-29,184.75
2016-05-02,180.0
2016-05-03,180.0
2016-05-04,181.0
2016-05-06,181.05
2016-05-09,178.0
2016-05-10,183.5
2016-05-11,183.4
2016-05-12,174.5
2016-05-13,177.9
2016-05-16,177.75
2016-05-17,175.1
2016-05-18,182.7
2016-05-19,174.45
2016-05-20,170.7
2016-05-23,167.7
2016-05-24,166.6
2016-05-25,165.65
2016-05-26,166.75
2016-05-27,175.0
2016-05-30,175.05
2016-05-31,177.25
2016-06-01,173.0
2016-06-02,171.6
2016-06-03,172.0
2016-06-06,177.9
2016-06-07,174.0
2016-06-08,173.95
2016-06-09,176.15
2016-06-10,180.4
2016-06-13,181.45
2016-06-14,176.0
2016-06-15,189.8
2016-06-16,188.3
2016-06-17,190.6
2016-06-20,191.0
2016-06-21,191.0
2016-06-22,190.65
2016-06-23,189.5
2016-06-24,184.45
2016-06-27,185.05
2016-06-28,190.0
2016-06-29,185.3
2016-06-30,191.1
2016-07-01,195.05
2016-07-04,212.2
2016-07-05,209.95
2016-07-07,215.2
2016-07-08,217.55
2016-07-11,225.05
2016-07-12,222.15
2016-07-13,219.95
2016-07-14,217.1
2016-07-15,219.0
2016-07-18,211.6
2016-07-19,216.65
2016-07-20,205.75
2016-07-21,202.4
2016-07-22,212.2
2016-07-25,215.3
2016-07-26,212.75
2016-07-27,211.7
2016-07-28,211.05
2016-07-29,206.8
2016-08-01,212.35
2016-08-02,206.95
2016-08-03,204.6
2016-08-04,200.15
2016-08-05,196.0
2016-08-08,199.0
2016-08-09,199.0
2016-08-10,187.9
2016-08-11,185.55
2016-08-12,184.8
2016-08-16,182.8
2016-08-17,181.05
2016-08-18,187.3
2016-08-19,186.7
2016-08-22,185.15
2016-08-23,182.75
2016-08-24,188.0
2016-08-25,185.45
2016-08-26,182.5
2016-08-29,181.45
2016-08-30,183.35
2016-08-31,180.0
2016-09-01,179.0
2016-09-02,175.75
2016-09-06,177.1
2016-09-07,178.35
2016-09-08,178.05
2016-09-09,176.65
2016-09-12,175.6
2016-09-14,172.05
2016-09-16,174.35
2016-09-19,169.2
2016-09-20,169.3
2016-09-21,165.2
2016-09-22,165.3
2016-09-23,162.0
2016-09-26,159.95
2016-09-27,161.6
2016-09-28,161.95
2016-09-29,158.3
2016-09-30,158.0
2016-10-03,157.9
2016-10-04,158.75
2016-10-05,166.1
2016-10-06,166.45
2016-10-07,165.55
2016-10-10,167.8
2016-10-13,169.0
2016-10-14,165.65
2016-10-17,164.8
2016-10-18,167.3
2016-10-19,162.1
2016-10-20,165.4
2016-10-21,166.8
2016-10-24,170.0
2016-10-25,178.0
2016-10-26,175.9
2016-10-27,175.4
2016-10-28,173.0
2016-10-30,182.6
2016-11-01,181.8
2016-11-02,181.35
2016-11-03,177.0
2016-11-04,168.9
2016-11-07,186.8
2016-11-08,187.2
2016-11-09,180.75
2016-11-10,183.15
2016-11-11,174.55
2016-11-15,168.05
2016-11-16,170.95
2016-11-17,167.65
2016-11-18,166.9
2016-11-21,165.3
2016-11-22,165.2
2016-11-23,173.0
2016-11-24,165.0
2016-11-25,166.55
2016-11-28,165.5
2016-11-29,170.0
2016-11-30,167.3
2016-12-01,174.15
2016-12-02,180.45
2016-12-05,182.25
2016-12-06,180.5
2016-12-07,180.1
2016-12-08,182.1
2016-12-09,178.0
2016-12-12,173.95
2016-12-13,174.0
2016-12-14,173.9
2016-12-15,173.8
2016-12-16,169.95
2016-12-19,170.55
2016-12-20,168.0
2016-12-21,168.0
2016-12-22,170.85
2016-12-23,175.5
2016-12-26,175.4
2016-12-27,173.0
2016-12-28,169.1
2016-12-29,174.6
2016-12-30,170.75
