Date,SUNTV
2016-01-01,430.95
2016-01-04,421.2
2016-01-05,425.95
2016-01-06,421.7
2016-01-07,409.75
2016-01-08,423.85
2016-01-11,407.55
2016-01-12,413.0
2016-01-13,404.05
2016-01-14,393.1
2016-01-15,377.8
2016-01-18,366.15
2016-01-19,369.75
2016-01-20,342.05
2016-01-21,347.65
2016-01-22,350.0
2016-01-25,355.1
2016-01-27,353.0
2016-01-28,354.0
2016-01-29,379.2
2016-02-01,375.65
2016-02-02,357.7
2016-02-03,351.4
2016-02-04,338.2
2016-02-05,350.95
2016-02-08,349.05
2016-02-09,347.5
2016-02-10,342.0
2016-02-11,326.75
2016-02-12,330.0
2016-02-15,346.1
2016-02-16,338.3
2016-02-17,333.15
2016-02-18,333.85
2016-02-19,328.2
2016-02-22,329.05
2016-02-23,328.05
2016-02-24,323.95
2016-02-25,317.25
2016-02-26,319.6
2016-02-29,320.7
2016-03-01,338.05
2016-03-02,354.75
2016-03-03,347.65
2016-03-04,347.15
2016-03-08,339.9
2016-03-09,345.45
2016-03-10,341.8
2016-03-11,344.0
2016-03-14,368.9
2016-03-15,363.7
2016-03-16,362.75
2016-03-17,365.6
2016-03-18,369.7
2016-03-21,364.45
2016-03-22,365.45
2016-03-23,370.45
2016-03-28,363.8
2016-03-29,366.85
2016-03-30,371.0
2016-03-31,377.45
2016-04-01,377.65
2016-04-04,374.85
2016-04-05,359.7
2016-04-06,359.6
2016-04-07,353.75
2016-04-08,356.0
2016-04-11,355.2
2016-04-12,359.85
2016-04-13,358.9
2016-04-18,361.35
2016-04-20,356.65
2016-04-21,353.25
2016-04-22,357.35
2016-04-25,356.25
2016-04-26,356.65
2016-04-27,356.45
2016-04-28,355.1
2016-04-29,372.45
2016-05-02,369.65
2016-05-03,364.5
2016-05-04,352.4
2016-05-05,355.35
2016-05-06,351.4
2016-05-09,363.85
2016-05-10,360.65
2016-05-11,369.9
2016-05-12,381.8
2016-05-13,391.15
2016-05-16,394.05
2016-05-17,433.0
2016-05-18,427.45
2016-05-19,371.0
2016-05-20,374.7
2016-05-23,365.95
2016-05-24,359.85
2016-05-25,369.35
2016-05-26,378.1
2016-05-27,382.3
2016-05-30,378.8
2016-05-31,374.95
2016-06-01,364.1
2016-06-02,369.0
2016-06-03,362.8
2016-06-06,362.75
2016-06-07,360.35
2016-06-08,358.75
2016-06-09,358.3
2016-06-10,369.45
2016-06-13,364.9
2016-06-14,373.55
2016-06-15,380.5
2016-06-16,374.7
2016-06-17,370.1
2016-06-20,370.95
2016-06-21,365.15
2016-06-22,366.2
2016-06-23,362.75
2016-06-24,349.5
2016-06-27,354.8
2016-06-28,355.35
2016-06-29,356.2
2016-06-30,363.95
2016-07-01,370.15
2016-07-04,372.95
2016-07-05,370.75
2016-07-07,381.6
2016-07-08,379.0
2016-07-11,383.5
2016-07-12,376.7
2016-07-13,373.35
2016-07-14,390.4
2016-07-15,390.5
2016-07-18,381.7
2016-07-19,382.85
2016-07-20,400.55
2016-07-21,407.5
2016-07-22,425.55
2016-07-25,434.0
2016-07-26,430.5
2016-07-27,431.5
2016-07-28,447.2
2016-07-29,449.0
2016-08-01,473.2
2016-08-02,457.15
2016-08-03,450.4
2016-08-04,461.1
2016-08-05,462.1
2016-08-08,465.9
2016-08-09,461.1
2016-08-10,460.75
2016-08-11,458.7
2016-08-12,458.55
2016-08-16,457.7
2016-08-17,461.75
2016-08-18,484.05
2016-08-19,481.9
2016-08-22,458.85
2016-08-23,464.7
2016-08-24,463.7
2016-08-25,467.55
2016-08-26,469.65
2016-08-29,467.1
2016-08-30,474.4
2016-08-31,472.4
2016-09-01,466.8
2016-09-02,470.1
2016-09-06,480.1
2016-09-07,488.85
2016-09-08,484.05
2016-09-09,475.7
2016-09-12,452.6
2016-09-14,481.75
2016-09-15,508.65
2016-09-16,495.45
2016-09-19,490.55
2016-09-20,487.5
2016-09-21,488.65
2016-09-22,508.25
2016-09-23,496.3
2016-09-26,497.05
2016-09-27,494.65
2016-09-28,503.5
2016-09-29,481.15
2016-09-30,505.15
2016-10-03,531.25
2016-10-04,523.9
2016-10-05,527.4
2016-10-06,524.25
2016-10-07,562.85
2016-10-10,557.55
2016-10-13,536.3
2016-10-14,541.95
2016-10-17,525.25
2016-10-18,543.3
2016-10-19,533.2
2016-10-20,537.3
2016-10-21,531.8
2016-10-24,534.1
2016-10-25,532.35
2016-10-26,539.75
2016-10-27,534.8
2016-10-28,547.0
2016-10-30,549.25
2016-11-01,543.0
2016-11-02,534.4
2016-11-03,528.9
2016-11-04,521.05
2016-11-07,528.4
2016-11-08,525.7
2016-11-09,504.0
2016-11-10,532.65
2016-11-11,500.25
2016-11-15,488.8
2016-11-16,490.9
2016-11-17,479.45
2016-11-18,458.85
2016-11-21,438.8
2016-11-22,451.4
2016-11-23,447.6
2016-11-24,444.4
2016-11-25,459.85
2016-11-28,460.7
2016-11-29,464.75
2016-11-30,470.8
2016-12-01,461.8
2016-12-02,436.7
2016-12-05,492.6
2016-12-06,474.1
2016-12-07,470.05
2016-12-08,481.2
2016-12-09,517.4
2016-12-12,499.1
2016-12-13,496.9
2016-12-14,499.15
2016-12-15,495.95
2016-12-16,494.3
2016-12-19,485.4
2016-12-20,492.9
2016-12-21,489.25
2016-12-22,488.1
2016-12-23,489.15
2016-12-26,471.45
2016-12-27,482.25
2016-12-28,479.2
2016-12-29,488.9
2016-12-30,492.4
