Date,JUBLINDS
2016-01-01,231.0
2016-01-04,231.6
2016-01-05,228.5
2016-01-06,228.3
2016-01-07,223.8
2016-01-08,222.45
2016-01-11,218.9
2016-01-12,213.1
2016-01-13,201.5
2016-01-14,193.3
2016-01-15,190.1
2016-01-18,175.9
2016-01-19,176.7
2016-01-20,169.3
2016-01-21,169.65
2016-01-22,180.75
2016-01-25,180.85
2016-01-27,181.6
2016-01-28,174.25
2016-01-29,177.2
2016-02-01,180.1
2016-02-02,176.3
2016-02-03,168.45
2016-02-04,162.5
2016-02-05,165.55
2016-02-08,169.3
2016-02-09,171.0
2016-02-10,161.25
2016-02-11,138.1
2016-02-12,126.25
2016-02-15,136.05
2016-02-16,131.1
2016-02-17,143.3
2016-02-18,137.6
2016-02-19,147.8
2016-02-22,149.6
2016-02-23,139.55
2016-02-24,138.7
2016-02-25,140.75
2016-02-26,136.65
2016-02-29,138.25
2016-03-01,143.7
2016-03-02,144.2
2016-03-03,161.0
2016-03-04,157.5
2016-03-08,155.2
2016-03-09,156.65
2016-03-10,153.3
2016-03-11,148.6
2016-03-14,157.4
2016-03-15,154.0
2016-03-16,153.45
2016-03-17,155.0
2016-03-18,156.55
2016-03-21,162.6
2016-03-22,158.05
2016-03-23,155.55
2016-03-28,149.8
2016-03-29,150.6
2016-03-30,150.2
2016-03-31,154.9
2016-04-01,153.3
2016-04-04,151.6
2016-04-05,149.55
2016-04-06,149.8
2016-04-07,147.75
2016-04-08,149.95
2016-04-11,148.75
2016-04-12,148.85
2016-04-13,150.25
2016-04-18,155.8
2016-04-20,157.25
2016-04-21,157.95
2016-04-22,156.15
2016-04-25,155.55
2016-04-26,155.55
2016-04-27,157.9
2016-04-28,157.0
2016-04-29,152.15
2016-05-02,153.75
2016-05-03,154.65
2016-05-04,154.9
2016-05-05,155.75
2016-05-06,153.55
2016-05-09,151.8
2016-05-10,154.15
2016-05-11,157.0
2016-05-12,183.95
2016-05-13,172.75
2016-05-16,169.9
2016-05-17,168.1
2016-05-18,167.55
2016-05-19,164.6
2016-05-20,160.3
2016-05-23,162.6
2016-05-24,159.4
2016-05-25,159.15
2016-05-26,156.25
2016-05-27,158.8
2016-05-30,155.85
2016-05-31,151.35
2016-06-01,150.1
2016-06-02,153.25
2016-06-03,150.45
2016-06-06,154.4
2016-06-07,151.8
2016-06-08,153.95
2016-06-09,154.15
2016-06-10,169.0
2016-06-13,162.6
2016-06-14,164.75
2016-06-15,164.3
2016-06-16,162.35
2016-06-17,162.85
2016-06-20,162.45
2016-06-21,167.1
2016-06-22,168.15
2016-06-23,165.5
2016-06-24,165.9
2016-06-27,166.25
2016-06-28,165.15
2016-06-29,167.9
2016-06-30,171.45
2016-07-01,175.05
2016-07-04,171.1
2016-07-05,170.5
2016-07-07,168.95
2016-07-08,167.45
2016-07-11,164.8
2016-07-12,163.85
2016-07-13,163.7
2016-07-14,165.35
2016-07-15,164.55
2016-07-18,165.0
2016-07-19,164.15
2016-07-20,167.75
2016-07-21,166.15
2016-07-22,168.2
2016-07-25,164.35
2016-07-26,164.9
2016-07-27,167.25
2016-07-28,164.9
2016-07-29,163.45
2016-08-01,161.05
2016-08-02,157.35
2016-08-03,158.05
2016-08-04,159.8
2016-08-05,163.25
2016-08-08,195.9
2016-08-09,185.15
2016-08-10,185.1
2016-08-11,180.2
2016-08-12,180.15
2016-08-16,177.6
2016-08-17,178.65
2016-08-18,213.95
2016-08-19,226.8
2016-08-22,232.05
2016-08-23,232.15
2016-08-24,230.05
2016-08-25,230.05
2016-08-26,221.85
2016-08-29,214.5
2016-08-30,222.8
2016-08-31,218.25
2016-09-01,217.6
2016-09-02,212.4
2016-09-06,221.0
2016-09-07,235.6
2016-09-08,235.75
2016-09-09,228.05
2016-09-12,218.0
2016-09-14,223.7
2016-09-15,229.85
2016-09-16,223.3
2016-09-19,224.0
2016-09-20,218.05
2016-09-21,223.5
2016-09-22,222.85
2016-09-23,219.95
2016-09-26,218.0
2016-09-27,216.1
2016-09-28,216.55
2016-09-29,197.75
2016-09-30,203.3
2016-10-03,213.7
2016-10-04,213.55
2016-10-05,213.4
2016-10-06,219.15
2016-10-07,216.1
2016-10-10,221.25
2016-10-13,218.25
2016-10-14,218.0
2016-10-17,210.45
2016-10-18,216.9
2016-10-19,213.55
2016-10-20,213.05
2016-10-21,216.1
2016-10-24,214.1
2016-10-25,212.15
2016-10-26,209.25
2016-10-27,209.1
2016-10-28,215.6
2016-10-30,221.5
2016-11-01,245.15
2016-11-02,277.45
2016-11-03,259.8
2016-11-04,244.45
2016-11-07,270.35
2016-11-08,268.75
2016-11-09,267.3
2016-11-10,277.15
2016-11-11,262.65
2016-11-15,237.15
2016-11-16,235.15
2016-11-17,244.85
2016-11-18,248.8
2016-11-21,243.35
2016-11-22,236.65
2016-11-23,248.9
2016-11-24,246.9
2016-11-25,248.3
2016-11-28,245.55
2016-11-29,288.95
2016-11-30,283.35
2016-12-01,311.3
2016-12-02,293.1
2016-12-05,296.75
2016-12-06,311.75
2016-12-07,303.85
2016-12-08,310.65
2016-12-09,297.8
2016-12-12,293.5
2016-12-13,292.05
2016-12-14,281.25
2016-12-15,282.4
2016-12-16,278.85
2016-12-19,279.55
2016-12-20,270.65
2016-12-21,271.3
2016-12-22,264.4
2016-12-23,262.55
2016-12-26,248.65
2016-12-27,255.2
2016-12-28,275.2
2016-12-29,281.35
2016-12-30,276.1
