Date,VICEROY
2016-01-01,22.45
2016-01-04,23.35
2016-01-05,24.2
2016-01-06,23.3
2016-01-07,21.8
2016-01-08,24.1
2016-01-11,23.7
2016-01-12,22.1
2016-01-13,20.75
2016-01-14,20.1
2016-01-15,19.55
2016-01-18,17.65
2016-01-19,18.65
2016-01-20,17.95
2016-01-21,17.55
2016-01-22,18.1
2016-01-25,18.4
2016-01-27,18.45
2016-01-28,19.05
2016-01-29,19.15
2016-02-01,19.25
2016-02-02,18.45
2016-02-03,17.6
2016-02-04,17.55
2016-02-05,17.9
2016-02-08,17.6
2016-02-09,17.2
2016-02-10,16.7
2016-02-11,15.3
2016-02-12,14.6
2016-02-15,15.15
2016-02-16,14.85
2016-02-17,15.1
2016-02-18,15.0
2016-02-19,15.45
2016-02-22,15.2
2016-02-23,14.5
2016-02-24,14.5
2016-02-25,14.15
2016-02-26,13.9
2016-02-29,13.9
2016-03-01,14.65
2016-03-02,14.9
2016-03-03,15.2
2016-03-04,15.55
2016-03-08,14.9
2016-03-09,15.8
2016-03-10,16.0
2016-03-11,15.7
2016-03-14,15.5
2016-03-15,15.25
2016-03-16,15.1
2016-03-17,15.25
2016-03-18,17.4
2016-03-21,16.45
2016-03-22,16.6
2016-03-23,16.7
2016-03-28,15.35
2016-03-29,16.3
2016-03-30,16.3
2016-03-31,16.3
2016-04-01,16.25
2016-04-04,16.65
2016-04-05,16.1
2016-04-06,16.45
2016-04-07,16.55
2016-04-08,16.2
2016-04-11,16.65
2016-04-12,17.7
2016-04-13,17.95
2016-04-18,17.8
2016-04-20,17.45
2016-04-21,17.05
2016-04-22,17.0
2016-04-25,16.75
2016-04-26,16.7
2016-04-27,16.65
2016-04-28,16.5
2016-04-29,16.4
2016-05-02,17.15
2016-05-03,16.7
2016-05-04,16.35
2016-05-05,16.2
2016-05-06,16.1
2016-05-09,16.3
2016-05-10,16.35
2016-05-11,16.9
2016-05-12,16.65
2016-05-13,16.4
2016-05-16,16.7
2016-05-17,17.25
2016-05-18,17.2
2016-05-19,16.7
2016-05-20,16.3
2016-05-23,16.4
2016-05-24,16.15
2016-05-25,16.5
2016-05-26,16.35
2016-05-27,16.45
2016-05-30,16.65
2016-05-31,16.85
2016-06-01,16.85
2016-06-02,17.2
2016-06-03,16.85
2016-06-06,16.95
2016-06-07,17.0
2016-06-08,17.1
2016-06-09,17.25
2016-06-10,17.35
2016-06-13,17.1
2016-06-14,17.55
2016-06-15,18.15
2016-06-16,18.95
2016-06-17,19.9
2016-06-20,19.85
2016-06-21,18.75
2016-06-22,18.45
2016-06-23,19.15
2016-06-24,18.45
2016-06-27,18.85
2016-06-28,19.85
2016-06-29,19.9
2016-06-30,19.85
2016-07-01,20.1
2016-07-04,20.4
2016-07-05,20.15
2016-07-07,20.1
2016-07-08,19.95
2016-07-11,20.35
2016-07-12,20.7
2016-07-13,20.15
2016-07-14,20.3
2016-07-15,20.65
2016-07-18,20.25
2016-07-19,20.4
2016-07-20,20.2
2016-07-21,19.8
2016-07-22,19.4
2016-07-25,19.6
2016-07-26,19.1
2016-07-27,19.1
2016-07-28,19.3
2016-07-29,19.2
2016-08-01,18.85
2016-08-02,17.85
2016-08-03,17.65
2016-08-04,17.65
2016-08-05,17.4
2016-08-08,17.15
2016-08-09,17.35
2016-08-10,17.1
2016-08-11,17.3
2016-08-12,18.0
2016-08-16,17.5
2016-08-17,17.4
2016-08-18,17.4
2016-08-19,18.95
2016-08-22,19.75
2016-08-23,19.75
2016-08-24,19.25
2016-08-25,18.4
2016-08-26,18.7
2016-08-29,18.3
2016-08-30,18.7
2016-08-31,18.55
2016-09-01,18.35
2016-09-02,18.35
2016-09-06,18.6
2016-09-07,18.25
2016-09-08,19.7
2016-09-09,19.45
2016-09-12,18.9
2016-09-14,19.2
2016-09-15,19.5
2016-09-16,19.0
2016-09-19,19.0
2016-09-20,18.65
2016-09-21,19.2
2016-09-22,19.55
2016-09-23,21.4
2016-09-26,20.55
2016-09-27,21.9
2016-09-28,22.35
2016-09-29,19.85
2016-09-30,20.85
2016-10-03,22.4
2016-10-04,22.0
2016-10-05,22.6
2016-10-06,22.2
2016-10-07,23.2
2016-10-10,23.8
2016-10-13,23.9
2016-10-14,26.75
2016-10-17,27.35
2016-10-18,26.0
2016-10-19,25.6
2016-10-20,24.85
2016-10-21,25.8
2016-10-24,25.6
2016-10-25,24.75
2016-10-26,24.7
2016-10-27,23.85
2016-10-28,23.9
2016-10-30,24.35
2016-11-01,24.1
2016-11-02,23.1
2016-11-03,22.3
2016-11-04,21.3
2016-11-07,21.7
2016-11-08,21.75
2016-11-09,20.7
2016-11-10,21.2
2016-11-11,19.75
2016-11-15,18.1
2016-11-16,17.45
2016-11-17,17.5
2016-11-18,18.0
2016-11-21,16.65
2016-11-22,17.1
2016-11-23,17.6
2016-11-24,16.95
2016-11-25,17.8
2016-11-28,17.95
2016-11-29,18.85
2016-11-30,18.95
2016-12-01,18.3
2016-12-02,18.05
2016-12-05,18.35
2016-12-06,18.75
2016-12-07,18.45
2016-12-08,18.2
2016-12-09,18.45
2016-12-12,18.45
2016-12-13,18.25
2016-12-14,20.65
2016-12-15,20.35
2016-12-16,19.6
2016-12-19,19.15
2016-12-20,19.15
2016-12-21,18.75
2016-12-22,18.45
2016-12-23,18.4
2016-12-26,18.3
2016-12-27,18.65
2016-12-28,19.4
2016-12-29,19.65
2016-12-30,19.3
