Date,AUROPHARMA
2016-01-01,881.4
2016-01-04,844.3
2016-01-05,863.5
2016-01-06,867.2
2016-01-07,841.5
2016-01-08,844.65
2016-01-11,833.0
2016-01-12,840.75
2016-01-13,829.3
2016-01-14,836.5
2016-01-15,814.75
2016-01-18,800.1
2016-01-19,821.2
2016-01-20,800.9
2016-01-21,773.95
2016-01-22,811.1
2016-01-25,818.95
2016-01-27,801.3
2016-01-28,808.65
2016-01-29,834.25
2016-02-01,801.0
2016-02-02,765.85
2016-02-03,770.15
2016-02-04,740.45
2016-02-05,763.2
2016-02-08,745.2
2016-02-09,742.7
2016-02-10,691.25
2016-02-11,639.15
2016-02-12,661.95
2016-02-15,653.35
2016-02-16,629.15
2016-02-17,663.2
2016-02-18,668.0
2016-02-19,655.55
2016-02-22,654.4
2016-02-23,653.85
2016-02-24,616.9
2016-02-25,588.85
2016-02-26,615.85
2016-02-29,655.65
2016-03-01,679.2
2016-03-02,674.85
2016-03-03,697.95
2016-03-04,701.25
2016-03-08,705.45
2016-03-09,718.0
2016-03-10,724.2
2016-03-11,732.45
2016-03-14,736.4
2016-03-15,709.75
2016-03-16,725.5
2016-03-17,726.7
2016-03-18,720.9
2016-03-21,743.0
2016-03-22,748.55
2016-03-23,752.4
2016-03-28,745.75
2016-03-29,736.5
2016-03-30,740.7
2016-03-31,744.9
2016-04-01,729.9
2016-04-04,753.95
2016-04-05,751.15
2016-04-06,745.85
2016-04-07,753.35
2016-04-08,758.05
2016-04-11,771.1
2016-04-12,784.3
2016-04-13,785.1
2016-04-18,782.8
2016-04-20,770.1
2016-04-21,766.65
2016-04-22,779.2
2016-04-25,764.0
2016-04-26,775.6
2016-04-27,764.9
2016-04-28,764.35
2016-04-29,759.95
2016-05-02,769.85
2016-05-03,803.25
2016-05-04,812.0
2016-05-05,804.95
2016-05-06,799.8
2016-05-09,816.4
2016-05-10,814.0
2016-05-11,817.45
2016-05-12,801.3
2016-05-13,784.25
2016-05-16,787.8
2016-05-17,776.35
2016-05-18,782.7
2016-05-19,769.2
2016-05-20,770.1
2016-05-23,759.7
2016-05-24,727.8
2016-05-25,742.4
2016-05-26,744.55
2016-05-27,763.1
2016-05-30,754.45
2016-05-31,785.3
2016-06-01,788.85
2016-06-02,788.9
2016-06-03,789.8
2016-06-06,779.15
2016-06-07,771.4
2016-06-08,772.6
2016-06-09,752.9
2016-06-10,743.1
2016-06-13,749.15
2016-06-14,750.2
2016-06-15,740.65
2016-06-16,735.85
2016-06-17,727.8
2016-06-20,738.3
2016-06-21,721.3
2016-06-22,720.55
2016-06-23,725.65
2016-06-24,700.9
2016-06-27,723.9
2016-06-28,730.1
2016-06-29,738.0
2016-06-30,742.5
2016-07-01,746.25
2016-07-04,757.8
2016-07-05,771.0
2016-07-07,762.85
2016-07-08,778.95
2016-07-11,787.4
2016-07-12,779.1
2016-07-13,774.2
2016-07-14,775.8
2016-07-15,761.5
2016-07-18,750.4
2016-07-19,760.7
2016-07-20,798.05
2016-07-21,790.3
2016-07-22,798.55
2016-07-25,799.45
2016-07-26,784.1
2016-07-27,794.6
2016-07-28,779.3
2016-07-29,791.45
2016-08-01,787.75
2016-08-02,763.75
2016-08-03,746.7
2016-08-04,750.95
2016-08-05,769.95
2016-08-08,772.5
2016-08-09,763.95
2016-08-10,745.5
2016-08-11,749.95
2016-08-12,747.45
2016-08-16,733.95
2016-08-17,749.15
2016-08-18,753.65
2016-08-19,765.05
2016-08-22,750.15
2016-08-23,736.6
2016-08-24,787.8
2016-08-25,789.85
2016-08-26,789.95
2016-08-29,786.65
2016-08-30,798.55
2016-08-31,790.85
2016-09-01,773.4
2016-09-02,779.6
2016-09-06,777.65
2016-09-07,783.25
2016-09-08,807.2
2016-09-09,802.35
2016-09-12,782.35
2016-09-14,783.2
2016-09-15,782.6
2016-09-16,785.15
2016-09-19,804.85
2016-09-20,805.95
2016-09-21,807.65
2016-09-22,856.95
2016-09-23,841.15
2016-09-26,838.7
2016-09-27,860.55
2016-09-28,869.35
2016-09-29,825.25
2016-09-30,855.45
2016-10-03,870.0
2016-10-04,867.85
2016-10-05,866.35
2016-10-06,856.85
2016-10-07,855.8
2016-10-10,856.75
2016-10-13,821.05
2016-10-14,823.55
2016-10-17,809.5
2016-10-18,835.05
2016-10-19,827.95
2016-10-20,825.85
2016-10-21,822.8
2016-10-24,818.4
2016-10-25,824.9
2016-10-26,805.7
2016-10-27,807.9
2016-10-28,811.8
2016-10-30,818.05
2016-11-01,809.1
2016-11-02,789.5
2016-11-03,769.3
2016-11-04,728.1
2016-11-07,767.3
2016-11-08,755.65
2016-11-09,759.65
2016-11-10,792.2
2016-11-11,772.2
2016-11-15,733.9
2016-11-16,714.25
2016-11-17,710.1
2016-11-18,722.4
2016-11-21,712.2
2016-11-22,720.15
2016-11-23,730.2
2016-11-24,709.65
2016-11-25,740.65
2016-11-28,736.85
2016-11-29,740.55
2016-11-30,740.8
2016-12-01,743.15
2016-12-02,719.55
2016-12-05,724.2
2016-12-06,731.25
2016-12-07,722.65
2016-12-08,720.5
2016-12-09,723.9
2016-12-12,715.3
2016-12-13,718.6
2016-12-14,702.45
2016-12-15,694.25
2016-12-16,690.65
2016-12-19,698.7
2016-12-20,672.65
2016-12-21,665.1
2016-12-22,659.0
2016-12-23,647.55
2016-12-26,624.5
2016-12-27,644.7
2016-12-28,651.75
2016-12-29,647.2
2016-12-30,669.3
