Date,MMFL
2016-01-01,513.85
2016-01-04,527.4
2016-01-05,531.6
2016-01-06,524.55
2016-01-07,535.55
2016-01-08,546.6
2016-01-11,547.35
2016-01-12,528.55
2016-01-13,518.15
2016-01-14,525.85
2016-01-15,517.1
2016-01-18,487.25
2016-01-19,484.95
2016-01-20,469.8
2016-01-21,467.8
2016-01-22,478.05
2016-01-25,483.85
2016-01-27,475.7
2016-01-28,467.0
2016-01-29,470.1
2016-02-01,460.9
2016-02-02,449.7
2016-02-03,441.25
2016-02-04,422.1
2016-02-05,404.9
2016-02-08,420.45
2016-02-09,421.0
2016-02-10,427.9
2016-02-11,407.3
2016-02-12,375.75
2016-02-15,416.2
2016-02-16,399.25
2016-02-17,381.65
2016-02-18,394.7
2016-02-19,427.35
2016-02-22,417.2
2016-02-23,410.4
2016-02-24,396.2
2016-02-25,389.85
2016-02-26,389.85
2016-02-29,392.05
2016-03-01,395.8
2016-03-02,422.1
2016-03-03,428.05
2016-03-04,436.15
2016-03-08,432.1
2016-03-09,426.15
2016-03-10,421.6
2016-03-11,429.65
2016-03-14,430.15
2016-03-15,425.45
2016-03-16,425.4
2016-03-17,425.6
2016-03-18,432.95
2016-03-21,442.3
2016-03-22,452.25
2016-03-23,446.55
2016-03-28,434.7
2016-03-29,435.25
2016-03-30,445.25
2016-03-31,444.65
2016-04-01,464.35
2016-04-04,463.15
2016-04-05,456.1
2016-04-06,455.5
2016-04-07,448.65
2016-04-08,449.15
2016-04-11,450.0
2016-04-12,455.0
2016-04-13,462.9
2016-04-18,457.5
2016-04-20,449.8
2016-04-21,455.5
2016-04-22,468.65
2016-04-25,474.45
2016-04-26,463.55
2016-04-27,463.15
2016-04-28,465.45
2016-04-29,466.95
2016-05-02,484.6
2016-05-03,488.1
2016-05-04,477.15
2016-05-05,476.45
2016-05-06,478.0
2016-05-09,480.1
2016-05-10,462.6
2016-05-11,463.2
2016-05-12,458.55
2016-05-13,454.0
2016-05-16,459.55
2016-05-17,454.7
2016-05-18,464.0
2016-05-19,462.4
2016-05-20,461.1
2016-05-23,456.8
2016-05-24,450.0
2016-05-25,446.0
2016-05-26,444.95
2016-05-27,457.55
2016-05-30,446.05
2016-05-31,448.85
2016-06-01,446.3
2016-06-02,449.05
2016-06-03,444.3
2016-06-06,424.7
2016-06-07,431.65
2016-06-08,443.9
2016-06-09,440.0
2016-06-10,440.2
2016-06-13,433.55
2016-06-14,441.95
2016-06-15,434.1
2016-06-16,440.4
2016-06-17,435.85
2016-06-20,434.35
2016-06-21,427.2
2016-06-22,423.85
2016-06-23,425.45
2016-06-24,437.3
2016-06-27,438.25
2016-06-28,432.05
2016-06-29,446.1
2016-06-30,442.0
2016-07-01,449.9
2016-07-04,453.8
2016-07-05,443.5
2016-07-07,430.7
2016-07-08,423.2
2016-07-11,423.3
2016-07-12,415.15
2016-07-13,407.35
2016-07-14,409.8
2016-07-15,408.2
2016-07-18,412.15
2016-07-19,410.1
2016-07-20,417.25
2016-07-21,419.7
2016-07-22,416.0
2016-07-25,419.5
2016-07-26,415.8
2016-07-27,419.05
2016-07-28,423.85
2016-07-29,425.75
2016-08-01,432.85
2016-08-02,434.75
2016-08-03,439.7
2016-08-04,436.25
2016-08-05,443.0
2016-08-08,442.45
2016-08-09,458.95
2016-08-10,449.85
2016-08-11,426.3
2016-08-12,424.7
2016-08-16,412.7
2016-08-17,412.95
2016-08-18,410.7
2016-08-19,422.95
2016-08-22,428.35
2016-08-23,426.35
2016-08-24,421.75
2016-08-25,420.85
2016-08-26,420.75
2016-08-29,413.55
2016-08-30,430.0
2016-08-31,430.65
2016-09-01,429.1
2016-09-02,429.15
2016-09-06,437.05
2016-09-07,433.35
2016-09-08,435.8
2016-09-09,424.15
2016-09-12,419.4
2016-09-14,422.0
2016-09-15,422.1
2016-09-16,420.7
2016-09-19,418.25
2016-09-20,421.65
2016-09-21,417.2
2016-09-22,424.6
2016-09-23,421.45
2016-09-26,423.25
2016-09-27,417.9
2016-09-28,419.05
2016-09-29,410.55
2016-09-30,419.55
2016-10-03,423.05
2016-10-04,425.1
2016-10-05,421.7
2016-10-06,445.55
2016-10-07,453.5
2016-10-10,455.9
2016-10-13,445.4
2016-10-14,440.95
2016-10-17,444.45
2016-10-18,457.7
2016-10-19,481.65
2016-10-20,475.65
2016-10-21,458.3
2016-10-24,447.75
2016-10-25,449.85
2016-10-26,449.1
2016-10-27,450.75
2016-10-28,456.95
2016-10-30,466.8
2016-11-01,466.0
2016-11-02,459.4
2016-11-03,449.3
2016-11-04,436.3
2016-11-07,443.8
2016-11-08,433.95
2016-11-09,423.5
2016-11-10,427.1
2016-11-11,428.75
2016-11-15,415.75
2016-11-16,425.1
2016-11-17,433.7
2016-11-18,427.35
2016-11-21,415.1
2016-11-22,419.5
2016-11-23,424.85
2016-11-24,422.65
2016-11-25,428.2
2016-11-28,432.2
2016-11-29,423.0
2016-11-30,423.1
2016-12-01,427.2
2016-12-02,422.9
2016-12-05,413.4
2016-12-06,431.05
2016-12-07,425.4
2016-12-08,425.55
2016-12-09,439.65
2016-12-12,440.9
2016-12-13,445.85
2016-12-14,444.5
2016-12-15,437.45
2016-12-16,447.85
2016-12-19,447.9
2016-12-20,445.85
2016-12-21,448.45
2016-12-22,434.1
2016-12-23,429.75
2016-12-26,416.5
2016-12-27,413.05
2016-12-28,436.3
2016-12-29,435.55
2016-12-30,440.5
