Date,NAVNETEDUL
2016-01-01,95.3
2016-01-04,93.9
2016-01-05,95.9
2016-01-06,95.1
2016-01-07,90.9
2016-01-08,92.55
2016-01-11,91.5
2016-01-12,90.0
2016-01-13,87.2
2016-01-14,87.8
2016-01-15,85.0
2016-01-18,83.05
2016-01-19,84.15
2016-01-20,81.45
2016-01-21,83.9
2016-01-22,85.75
2016-01-25,85.5
2016-01-27,88.3
2016-01-28,89.15
2016-01-29,91.1
2016-02-01,91.55
2016-02-02,88.7
2016-02-03,86.1
2016-02-04,85.7
2016-02-05,83.35
2016-02-08,82.9
2016-02-09,83.3
2016-02-10,82.85
2016-02-11,82.15
2016-02-12,81.55
2016-02-15,83.5
2016-02-16,83.6
2016-02-17,83.95
2016-02-18,84.95
2016-02-19,84.05
2016-02-22,83.45
2016-02-23,83.55
2016-02-24,83.15
2016-02-25,83.0
2016-02-26,83.0
2016-02-29,83.45
2016-03-01,83.85
2016-03-02,83.95
2016-03-03,80.65
2016-03-04,82.25
2016-03-08,82.65
2016-03-09,81.35
2016-03-10,81.75
2016-03-11,82.05
2016-03-14,81.1
2016-03-15,84.95
2016-03-16,82.25
2016-03-17,81.95
2016-03-18,81.5
2016-03-21,81.7
2016-03-22,81.55
2016-03-23,81.05
2016-03-28,80.8
2016-03-29,81.55
2016-03-30,82.75
2016-03-31,84.4
2016-04-01,83.8
2016-04-04,84.2
2016-04-05,82.35
2016-04-06,84.15
2016-04-07,85.0
2016-04-08,84.35
2016-04-11,83.8
2016-04-12,82.45
2016-04-13,88.25
2016-04-18,88.8
2016-04-20,88.35
2016-04-21,87.8
2016-04-22,89.0
2016-04-25,88.75
2016-04-26,89.2
2016-04-27,88.75
2016-04-28,88.8
2016-04-29,86.1
2016-05-02,88.75
2016-05-03,89.25
2016-05-04,87.65
2016-05-05,87.5
2016-05-06,87.05
2016-05-09,86.85
2016-05-10,88.9
2016-05-11,89.0
2016-05-12,89.4
2016-05-13,88.55
2016-05-16,88.4
2016-05-17,89.4
2016-05-18,90.25
2016-05-19,89.6
2016-05-20,88.55
2016-05-23,88.65
2016-05-24,88.5
2016-05-25,89.3
2016-05-26,88.55
2016-05-27,89.15
2016-05-30,88.15
2016-05-31,87.15
2016-06-01,86.75
2016-06-02,86.4
2016-06-03,85.9
2016-06-06,86.05
2016-06-07,86.0
2016-06-08,87.05
2016-06-09,88.2
2016-06-10,90.3
2016-06-13,89.7
2016-06-14,90.55
2016-06-15,90.55
2016-06-16,91.2
2016-06-17,93.5
2016-06-20,93.7
2016-06-21,93.45
2016-06-22,93.85
2016-06-23,93.15
2016-06-24,91.85
2016-06-27,90.95
2016-06-28,93.15
2016-06-29,94.75
2016-06-30,97.0
2016-07-01,97.5
2016-07-04,99.05
2016-07-05,99.45
2016-07-07,100.7
2016-07-08,100.05
2016-07-11,99.95
2016-07-12,99.0
2016-07-13,98.05
2016-07-14,98.8
2016-07-15,97.95
2016-07-18,96.3
2016-07-19,94.4
2016-07-20,93.6
2016-07-21,93.4
2016-07-22,93.15
2016-07-25,94.15
2016-07-26,95.45
2016-07-27,96.75
2016-07-28,98.0
2016-07-29,98.2
2016-08-01,97.6
2016-08-02,96.4
2016-08-03,95.35
2016-08-04,95.0
2016-08-05,100.1
2016-08-08,104.85
2016-08-09,103.15
2016-08-10,100.1
2016-08-11,97.7
2016-08-12,98.15
2016-08-16,100.3
2016-08-17,100.4
2016-08-18,100.55
2016-08-19,102.25
2016-08-22,103.75
2016-08-23,103.25
2016-08-24,103.3
2016-08-25,105.0
2016-08-26,104.65
2016-08-29,103.7
2016-08-30,104.15
2016-08-31,104.2
2016-09-01,103.85
2016-09-02,104.0
2016-09-06,104.6
2016-09-07,105.7
2016-09-08,105.6
2016-09-09,104.45
2016-09-12,103.05
2016-09-14,104.45
2016-09-15,103.95
2016-09-16,103.95
2016-09-19,103.9
2016-09-20,103.65
2016-09-21,102.7
2016-09-22,102.05
2016-09-23,101.4
2016-09-26,100.45
2016-09-27,100.15
2016-09-28,100.7
2016-09-29,99.25
2016-09-30,99.9
2016-10-03,101.1
2016-10-04,101.8
2016-10-05,101.45
2016-10-06,100.6
2016-10-07,100.45
2016-10-10,101.65
2016-10-13,100.05
2016-10-14,103.1
2016-10-17,100.5
2016-10-18,100.7
2016-10-19,100.9
2016-10-20,101.5
2016-10-21,100.5
2016-10-24,100.6
2016-10-25,109.1
2016-10-26,109.9
2016-10-27,110.9
2016-10-28,108.9
2016-10-30,112.05
2016-11-01,111.0
2016-11-02,108.75
2016-11-03,106.45
2016-11-04,99.95
2016-11-07,101.9
2016-11-08,101.45
2016-11-09,99.5
2016-11-10,102.9
2016-11-11,103.25
2016-11-15,106.0
2016-11-16,107.25
2016-11-17,107.8
2016-11-18,106.5
2016-11-21,104.25
2016-11-22,105.75
2016-11-23,108.2
2016-11-24,105.1
2016-11-25,106.75
2016-11-28,107.1
2016-11-29,108.1
2016-11-30,111.35
2016-12-01,110.0
2016-12-02,108.0
2016-12-05,108.1
2016-12-06,108.1
2016-12-07,108.25
2016-12-08,109.4
2016-12-09,109.15
2016-12-12,108.7
2016-12-13,109.3
2016-12-14,108.5
2016-12-15,108.6
2016-12-16,109.3
2016-12-19,109.0
2016-12-20,110.6
2016-12-21,110.6
2016-12-22,109.8
2016-12-23,110.65
2016-12-26,109.5
2016-12-27,109.35
2016-12-28,109.95
2016-12-29,109.2
2016-12-30,110.7
