Date,SUNFLAG
2016-01-01,24.45
2016-01-04,24.05
2016-01-05,26.25
2016-01-06,25.5
2016-01-07,23.75
2016-01-08,25.25
2016-01-11,24.8
2016-01-12,24.0
2016-01-13,23.65
2016-01-14,23.1
2016-01-15,21.9
2016-01-18,21.45
2016-01-19,21.55
2016-01-20,21.3
2016-01-21,21.1
2016-01-22,22.4
2016-01-25,21.95
2016-01-27,22.4
2016-01-28,22.7
2016-01-29,22.85
2016-02-01,23.1
2016-02-02,24.05
2016-02-03,23.4
2016-02-04,22.75
2016-02-05,23.5
2016-02-08,22.65
2016-02-09,20.7
2016-02-10,20.7
2016-02-11,20.1
2016-02-12,19.75
2016-02-15,20.5
2016-02-16,20.1
2016-02-17,19.6
2016-02-18,20.2
2016-02-19,20.75
2016-02-22,21.0
2016-02-23,20.6
2016-02-24,19.7
2016-02-25,19.5
2016-02-26,19.35
2016-02-29,19.0
2016-03-01,19.0
2016-03-02,18.75
2016-03-03,19.45
2016-03-04,19.7
2016-03-08,19.75
2016-03-09,19.85
2016-03-10,20.0
2016-03-11,21.2
2016-03-14,20.85
2016-03-15,20.2
2016-03-16,19.95
2016-03-17,19.5
2016-03-18,19.35
2016-03-21,19.15
2016-03-22,19.55
2016-03-23,20.25
2016-03-28,19.15
2016-03-29,19.4
2016-03-30,19.95
2016-03-31,19.75
2016-04-01,20.05
2016-04-04,21.8
2016-04-05,21.15
2016-04-06,21.9
2016-04-07,21.65
2016-04-08,23.1
2016-04-11,22.75
2016-04-12,22.15
2016-04-13,21.6
2016-04-18,21.9
2016-04-20,23.3
2016-04-21,22.85
2016-04-22,22.65
2016-04-25,22.55
2016-04-26,23.1
2016-04-27,24.3
2016-04-28,23.7
2016-04-29,23.05
2016-05-02,22.75
2016-05-03,22.75
2016-05-04,22.5
2016-05-05,23.0
2016-05-06,22.85
2016-05-09,23.45
2016-05-10,23.5
2016-05-11,23.5
2016-05-12,23.65
2016-05-13,23.7
2016-05-16,24.2
2016-05-17,24.55
2016-05-18,25.1
2016-05-19,25.5
2016-05-20,25.75
2016-05-23,25.65
2016-05-24,25.9
2016-05-25,26.4
2016-05-26,26.45
2016-05-27,26.4
2016-05-30,24.8
2016-05-31,24.05
2016-06-01,23.9
2016-06-02,23.9
2016-06-03,24.15
2016-06-06,23.75
2016-06-07,23.7
2016-06-08,24.55
2016-06-09,24.7
2016-06-10,25.5
2016-06-13,24.5
2016-06-14,25.95
2016-06-15,25.35
2016-06-16,26.0
2016-06-17,25.3
2016-06-20,25.0
2016-06-21,24.8
2016-06-22,24.55
2016-06-23,24.45
2016-06-24,23.5
2016-06-27,24.05
2016-06-28,24.65
2016-06-29,24.55
2016-06-30,25.1
2016-07-01,24.9
2016-07-04,25.7
2016-07-05,25.25
2016-07-07,25.1
2016-07-08,24.8
2016-07-11,25.0
2016-07-12,27.4
2016-07-13,26.6
2016-07-14,26.4
2016-07-15,26.55
2016-07-18,27.75
2016-07-19,27.15
2016-07-20,27.45
2016-07-21,26.6
2016-07-22,26.5
2016-07-25,28.2
2016-07-26,28.7
2016-07-27,29.9
2016-07-28,31.65
2016-07-29,31.3
2016-08-01,30.1
2016-08-02,28.6
2016-08-03,29.55
2016-08-04,30.15
2016-08-05,31.6
2016-08-08,30.75
2016-08-09,30.15
2016-08-10,28.55
2016-08-11,28.85
2016-08-12,28.6
2016-08-16,28.5
2016-08-17,28.8
2016-08-18,29.25
2016-08-19,31.0
2016-08-22,29.85
2016-08-23,29.35
2016-08-24,30.3
2016-08-25,29.35
2016-08-26,29.35
2016-08-29,29.65
2016-08-30,30.0
2016-08-31,29.95
2016-09-01,29.7
2016-09-02,29.75
2016-09-06,30.0
2016-09-07,30.25
2016-09-08,30.0
2016-09-09,30.0
2016-09-12,29.7
2016-09-14,30.1
2016-09-15,30.5
2016-09-16,30.1
2016-09-19,30.1
2016-09-20,35.75
2016-09-21,33.45
2016-09-22,33.7
2016-09-23,32.65
2016-09-26,32.45
2016-09-27,34.95
2016-09-28,34.7
2016-09-29,31.7
2016-09-30,33.85
2016-10-03,36.65
2016-10-04,36.25
2016-10-05,38.7
2016-10-06,38.75
2016-10-07,38.35
2016-10-10,38.85
2016-10-13,38.1
2016-10-14,39.2
2016-10-17,38.25
2016-10-18,39.3
2016-10-19,41.1
2016-10-20,40.9
2016-10-21,40.45
2016-10-24,41.15
2016-10-25,40.25
2016-10-26,40.0
2016-10-27,39.5
2016-10-28,39.95
2016-10-30,39.75
2016-11-01,40.05
2016-11-02,38.6
2016-11-03,37.95
2016-11-04,37.55
2016-11-07,38.65
2016-11-08,37.75
2016-11-09,37.3
2016-11-10,38.1
2016-11-11,36.1
2016-11-15,33.05
2016-11-16,35.8
2016-11-17,34.4
2016-11-18,34.2
2016-11-21,32.25
2016-11-22,33.1
2016-11-23,35.05
2016-11-24,35.55
2016-11-25,36.55
2016-11-28,36.1
2016-11-29,36.0
2016-11-30,35.7
2016-12-01,35.05
2016-12-02,34.85
2016-12-05,36.3
2016-12-06,35.7
2016-12-07,35.3
2016-12-08,37.2
2016-12-09,36.95
2016-12-12,37.55
2016-12-13,35.75
2016-12-14,35.2
2016-12-15,34.8
2016-12-16,34.25
2016-12-19,34.55
2016-12-20,33.75
2016-12-21,33.35
2016-12-22,32.55
2016-12-23,32.4
2016-12-26,31.5
2016-12-27,31.9
2016-12-28,32.4
2016-12-29,32.35
2016-12-30,32.5
