Date,BRITANNIA
2016-01-01,2986.4
2016-01-04,2972.6
2016-01-05,2966.7
2016-01-06,3001.7
2016-01-07,2946.55
2016-01-08,2902.3
2016-01-11,2919.3
2016-01-12,2940.2
2016-01-13,2905.2
2016-01-14,2897.6
2016-01-15,2859.15
2016-01-18,2765.3
2016-01-19,2733.0
2016-01-20,2679.7
2016-01-21,2619.7
2016-01-22,2615.9
2016-01-25,2602.6
2016-01-27,2649.65
2016-01-28,2670.25
2016-01-29,2689.45
2016-02-01,2800.5
2016-02-02,2792.85
2016-02-03,2828.05
2016-02-04,2856.3
2016-02-05,2862.5
2016-02-08,2854.75
2016-02-09,2783.1
2016-02-10,2722.0
2016-02-11,2634.0
2016-02-12,2564.2
2016-02-15,2665.9
2016-02-16,2625.9
2016-02-17,2652.2
2016-02-18,2753.5
2016-02-19,2724.5
2016-02-22,2799.35
2016-02-23,2802.25
2016-02-24,2753.4
2016-02-25,2685.95
2016-02-26,2712.45
2016-02-29,2756.25
2016-03-01,2841.7
2016-03-02,2862.85
2016-03-03,2841.85
2016-03-04,2855.2
2016-03-08,2819.05
2016-03-09,2837.8
2016-03-10,2834.65
2016-03-11,2816.1
2016-03-14,2823.05
2016-03-15,2758.75
2016-03-16,2720.3
2016-03-17,2697.6
2016-03-18,2685.8
2016-03-21,2734.95
2016-03-22,2751.5
2016-03-23,2725.3
2016-03-28,2625.6
2016-03-29,2583.15
2016-03-30,2638.5
2016-03-31,2686.5
2016-04-01,2679.05
2016-04-04,2659.2
2016-04-05,2641.35
2016-04-06,2707.2
2016-04-07,2701.15
2016-04-08,2686.8
2016-04-11,2656.95
2016-04-12,2705.75
2016-04-13,2761.1
2016-04-18,2850.65
2016-04-20,2845.3
2016-04-21,2787.85
2016-04-22,2822.6
2016-04-25,2817.1
2016-04-26,2837.3
2016-04-27,2861.4
2016-04-28,2825.55
2016-04-29,2862.6
2016-05-02,2858.4
2016-05-03,2847.1
2016-05-04,2817.75
2016-05-05,2821.45
2016-05-06,2817.3
2016-05-09,2813.75
2016-05-10,2820.9
2016-05-11,2847.45
2016-05-12,2936.45
2016-05-13,2954.0
2016-05-16,2935.55
2016-05-17,3005.65
2016-05-18,2971.6
2016-05-19,2995.95
2016-05-20,2930.7
2016-05-23,2682.5
2016-05-24,2654.05
2016-05-25,2751.45
2016-05-26,2744.4
2016-05-27,2719.3
2016-05-30,2746.05
2016-05-31,2706.2
2016-06-01,2765.1
2016-06-02,2799.5
2016-06-03,2763.35
2016-06-06,2773.85
2016-06-07,2795.15
2016-06-08,2770.4
2016-06-09,2761.25
2016-06-10,2729.25
2016-06-13,2678.2
2016-06-14,2681.15
2016-06-15,2682.6
2016-06-16,2686.9
2016-06-17,2639.6
2016-06-20,2622.2
2016-06-21,2564.85
2016-06-22,2613.7
2016-06-23,2625.45
2016-06-24,2632.95
2016-06-27,2683.3
2016-06-28,2748.15
2016-06-29,2771.4
2016-06-30,2758.95
2016-07-01,2808.3
2016-07-04,2840.9
2016-07-05,2836.25
2016-07-07,2809.15
2016-07-08,2805.05
2016-07-11,2859.25
2016-07-12,2857.2
2016-07-13,2867.6
2016-07-14,2859.75
2016-07-15,2820.6
2016-07-18,2816.3
2016-07-19,2760.05
2016-07-20,2809.45
2016-07-21,2814.75
2016-07-22,2850.9
2016-07-25,2850.4
2016-07-26,2823.8
2016-07-27,2812.8
2016-07-28,2865.3
2016-07-29,2933.8
2016-08-01,2882.2
2016-08-02,2880.7
2016-08-03,2830.45
2016-08-04,2880.85
2016-08-05,2884.6
2016-08-08,3152.15
2016-08-09,3128.45
2016-08-10,3103.35
2016-08-11,3236.9
2016-08-12,3285.1
2016-08-16,3272.05
2016-08-17,3336.7
2016-08-18,3329.55
2016-08-19,3350.45
2016-08-22,3369.25
2016-08-23,3361.35
2016-08-24,3432.95
2016-08-25,3464.3
2016-08-26,3437.7
2016-08-29,3406.35
2016-08-30,3443.2
2016-08-31,3460.55
2016-09-01,3409.35
2016-09-02,3354.95
2016-09-06,3457.1
2016-09-07,3488.95
2016-09-08,3472.1
2016-09-09,3455.05
2016-09-12,3427.95
2016-09-14,3539.9
2016-09-15,3531.6
2016-09-16,3475.5
2016-09-19,3411.6
2016-09-20,3410.5
2016-09-21,3398.1
2016-09-22,3400.95
2016-09-23,3421.1
2016-09-26,3417.05
2016-09-27,3431.25
2016-09-28,3404.2
2016-09-29,3285.55
2016-09-30,3364.0
2016-10-03,3485.55
2016-10-04,3475.35
2016-10-05,3460.5
2016-10-06,3467.0
2016-10-07,3386.65
2016-10-10,3376.8
2016-10-13,3325.45
2016-10-14,3330.75
2016-10-17,3306.4
2016-10-18,3264.6
2016-10-19,3316.9
2016-10-20,3313.15
2016-10-21,3310.7
2016-10-24,3307.9
2016-10-25,3295.35
2016-10-26,3265.8
2016-10-27,3212.1
2016-10-28,3311.95
2016-10-30,3315.7
2016-11-01,3330.55
2016-11-02,3302.6
2016-11-03,3301.5
2016-11-04,3302.0
2016-11-07,3302.55
2016-11-08,3235.55
2016-11-09,3124.2
2016-11-10,3204.15
2016-11-11,3079.35
2016-11-15,2929.35
2016-11-16,2991.0
2016-11-17,2935.05
2016-11-18,2902.6
2016-11-21,2894.3
2016-11-22,2906.05
2016-11-23,2967.75
2016-11-24,2942.55
2016-11-25,2962.0
2016-11-28,2970.5
2016-11-29,3005.45
2016-11-30,3032.9
2016-12-01,3003.35
2016-12-02,2976.8
2016-12-05,3066.4
2016-12-06,3004.45
2016-12-07,2994.75
2016-12-08,3038.75
2016-12-09,3025.35
2016-12-12,2977.05
2016-12-13,2938.65
2016-12-14,2941.65
2016-12-15,2920.2
2016-12-16,2895.3
2016-12-19,2899.6
2016-12-20,2872.1
2016-12-21,2847.7
2016-12-22,2810.65
2016-12-23,2831.2
2016-12-26,2807.3
2016-12-27,2826.85
2016-12-28,2839.6
2016-12-29,2883.15
2016-12-30,2886.3
