Date,ASIANTILES
2016-01-01,180.55
2016-01-04,177.4
2016-01-05,179.8
2016-01-06,180.25
2016-01-07,171.35
2016-01-08,173.8
2016-01-11,175.55
2016-01-12,176.7
2016-01-13,163.3
2016-01-14,162.45
2016-01-15,150.55
2016-01-18,137.55
2016-01-19,146.2
2016-01-20,139.6
2016-01-21,143.8
2016-01-22,150.7
2016-01-25,153.65
2016-01-27,158.2
2016-01-28,154.2
2016-01-29,152.7
2016-02-01,151.3
2016-02-02,143.8
2016-02-03,141.8
2016-02-04,139.55
2016-02-05,140.4
2016-02-08,141.95
2016-02-09,133.2
2016-02-10,127.15
2016-02-11,112.55
2016-02-12,116.55
2016-02-15,124.25
2016-02-16,118.35
2016-02-17,116.95
2016-02-18,123.45
2016-02-19,124.15
2016-02-22,126.25
2016-02-23,130.45
2016-02-24,132.85
2016-02-25,133.3
2016-02-26,134.25
2016-02-29,129.95
2016-03-01,133.55
2016-03-02,136.25
2016-03-03,138.1
2016-03-04,138.9
2016-03-08,139.5
2016-03-09,140.2
2016-03-10,143.6
2016-03-11,147.5
2016-03-14,142.55
2016-03-15,145.45
2016-03-16,143.6
2016-03-17,143.85
2016-03-18,142.45
2016-03-21,144.75
2016-03-22,143.0
2016-03-23,142.9
2016-03-28,141.15
2016-03-29,141.65
2016-03-30,149.35
2016-03-31,149.5
2016-04-01,151.9
2016-04-04,150.65
2016-04-05,149.75
2016-04-06,151.55
2016-04-07,146.45
2016-04-08,146.9
2016-04-11,146.15
2016-04-12,149.05
2016-04-13,149.5
2016-04-18,153.85
2016-04-20,165.05
2016-04-21,163.4
2016-04-22,157.45
2016-04-25,156.2
2016-04-26,156.0
2016-04-27,157.3
2016-04-28,157.3
2016-04-29,161.2
2016-05-02,164.55
2016-05-03,164.4
2016-05-04,162.5
2016-05-05,161.7
2016-05-06,162.85
2016-05-09,158.8
2016-05-10,157.05
2016-05-11,156.3
2016-05-12,180.35
2016-05-13,173.65
2016-05-16,173.7
2016-05-17,173.15
2016-05-18,172.65
2016-05-19,169.5
2016-05-20,170.5
2016-05-23,166.2
2016-05-24,160.1
2016-05-25,160.5
2016-05-26,160.7
2016-05-27,160.1
2016-05-30,157.65
2016-05-31,162.9
2016-06-01,169.8
2016-06-02,173.0
2016-06-03,168.2
2016-06-06,166.05
2016-06-07,173.05
2016-06-08,186.75
2016-06-09,183.75
2016-06-10,178.1
2016-06-13,175.95
2016-06-14,182.55
2016-06-15,180.05
2016-06-16,177.35
2016-06-17,189.4
2016-06-20,194.55
2016-06-21,189.9
2016-06-22,187.7
2016-06-23,185.8
2016-06-24,181.7
2016-06-27,189.5
2016-06-28,192.95
2016-06-29,190.8
2016-06-30,192.55
2016-07-01,190.4
2016-07-04,193.2
2016-07-05,194.0
2016-07-07,207.3
2016-07-08,208.55
2016-07-11,212.7
2016-07-12,216.0
2016-07-13,208.35
2016-07-14,216.65
2016-07-15,213.45
2016-07-18,208.4
2016-07-19,210.6
2016-07-20,211.5
2016-07-21,209.65
2016-07-22,212.75
2016-07-25,215.8
2016-07-26,213.05
2016-07-27,217.4
2016-07-28,220.75
2016-07-29,219.15
2016-08-01,225.4
2016-08-02,230.65
2016-08-03,223.5
2016-08-04,224.9
2016-08-05,227.4
2016-08-08,229.3
2016-08-09,219.9
2016-08-10,222.2
2016-08-11,222.55
2016-08-12,216.8
2016-08-16,214.35
2016-08-17,206.7
2016-08-18,207.0
2016-08-19,211.9
2016-08-22,213.0
2016-08-23,217.1
2016-08-24,216.95
2016-08-25,220.45
2016-08-26,225.05
2016-08-29,224.35
2016-08-30,225.5
2016-08-31,230.25
2016-09-01,231.55
2016-09-02,229.45
2016-09-06,231.15
2016-09-07,245.35
2016-09-08,246.7
2016-09-09,249.85
2016-09-12,245.95
2016-09-14,260.15
2016-09-15,259.35
2016-09-16,260.2
2016-09-19,268.55
2016-09-20,270.25
2016-09-21,274.9
2016-09-22,284.05
2016-09-23,284.6
2016-09-26,282.15
2016-09-27,277.75
2016-09-28,295.2
2016-09-29,270.5
2016-09-30,277.65
2016-10-03,291.45
2016-10-04,291.2
2016-10-05,283.05
2016-10-06,281.9
2016-10-07,275.45
2016-10-10,282.05
2016-10-13,279.4
2016-10-14,266.75
2016-10-17,267.85
2016-10-18,277.2
2016-10-19,275.6
2016-10-20,279.1
2016-10-21,278.05
2016-10-24,275.45
2016-10-25,275.8
2016-10-26,274.1
2016-10-27,273.55
2016-10-28,272.05
2016-10-30,276.5
2016-11-01,272.7
2016-11-02,265.55
2016-11-03,264.85
2016-11-04,259.85
2016-11-07,264.55
2016-11-08,260.8
2016-11-09,248.0
2016-11-10,257.75
2016-11-11,231.3
2016-11-15,204.25
2016-11-16,208.8
2016-11-17,200.0
2016-11-18,195.5
2016-11-21,178.75
2016-11-22,178.6
2016-11-23,186.5
2016-11-24,185.7
2016-11-25,196.15
2016-11-28,197.65
2016-11-29,205.35
2016-11-30,222.15
2016-12-01,224.2
2016-12-02,213.7
2016-12-05,211.05
2016-12-06,215.25
2016-12-07,213.35
2016-12-08,212.85
2016-12-09,212.35
2016-12-12,211.45
2016-12-13,213.0
2016-12-14,210.85
2016-12-15,212.35
2016-12-16,217.5
2016-12-19,222.95
2016-12-20,225.25
2016-12-21,224.15
2016-12-22,221.05
2016-12-23,214.4
2016-12-26,206.65
2016-12-27,212.45
2016-12-28,211.95
2016-12-29,212.2
2016-12-30,216.1
