Date,UFO
2016-01-01,515.45
2016-01-04,512.1
2016-01-05,515.2
2016-01-06,511.65
2016-01-07,516.4
2016-01-08,512.3
2016-01-11,509.55
2016-01-12,522.0
2016-01-13,520.05
2016-01-14,503.35
2016-01-15,489.85
2016-01-18,495.1
2016-01-19,517.2
2016-01-20,509.4
2016-01-21,494.5
2016-01-22,501.65
2016-01-25,496.45
2016-01-27,495.2
2016-01-28,494.7
2016-01-29,513.4
2016-02-01,507.05
2016-02-02,502.4
2016-02-03,507.2
2016-02-04,508.6
2016-02-05,506.05
2016-02-08,494.15
2016-02-09,503.2
2016-02-10,492.9
2016-02-11,479.55
2016-02-12,463.55
2016-02-15,469.05
2016-02-16,455.9
2016-02-17,470.25
2016-02-18,462.95
2016-02-19,448.7
2016-02-22,439.85
2016-02-23,433.1
2016-02-24,420.45
2016-02-25,406.9
2016-02-26,402.0
2016-02-29,386.85
2016-03-01,388.75
2016-03-02,394.45
2016-03-03,390.85
2016-03-04,402.7
2016-03-08,400.25
2016-03-09,392.85
2016-03-10,391.8
2016-03-11,386.5
2016-03-14,397.95
2016-03-15,396.25
2016-03-16,403.45
2016-03-17,398.25
2016-03-18,393.15
2016-03-21,395.95
2016-03-22,400.0
2016-03-23,400.9
2016-03-28,400.2
2016-03-29,414.6
2016-03-30,405.6
2016-03-31,421.4
2016-04-01,439.1
2016-04-04,479.9
2016-04-05,453.4
2016-04-06,462.85
2016-04-07,472.05
2016-04-08,472.35
2016-04-11,490.5
2016-04-12,514.8
2016-04-13,517.9
2016-04-18,516.6
2016-04-20,519.7
2016-04-21,521.6
2016-04-22,527.25
2016-04-25,538.1
2016-04-26,522.5
2016-04-27,532.4
2016-04-28,509.95
2016-04-29,511.35
2016-05-02,516.6
2016-05-03,515.0
2016-05-04,515.1
2016-05-05,522.8
2016-05-06,509.2
2016-05-09,523.0
2016-05-10,537.8
2016-05-11,529.75
2016-05-12,525.1
2016-05-13,522.7
2016-05-16,528.65
2016-05-17,525.9
2016-05-18,520.7
2016-05-19,512.5
2016-05-20,507.8
2016-05-23,510.15
2016-05-24,509.1
2016-05-25,514.8
2016-05-26,517.15
2016-05-27,530.4
2016-05-30,525.05
2016-05-31,520.7
2016-06-01,522.1
2016-06-02,528.55
2016-06-03,533.55
2016-06-06,527.35
2016-06-07,532.4
2016-06-08,528.75
2016-06-09,534.1
2016-06-10,543.7
2016-06-13,535.6
2016-06-14,532.7
2016-06-15,526.0
2016-06-16,515.2
2016-06-17,525.35
2016-06-20,520.75
2016-06-21,527.3
2016-06-22,527.7
2016-06-23,525.2
2016-06-24,517.35
2016-06-27,525.45
2016-06-28,526.85
2016-06-29,565.5
2016-06-30,565.3
2016-07-01,570.35
2016-07-04,558.7
2016-07-05,555.0
2016-07-07,545.9
2016-07-08,541.5
2016-07-11,549.85
2016-07-12,556.35
2016-07-13,559.75
2016-07-14,553.95
2016-07-15,549.4
2016-07-18,551.85
2016-07-19,550.3
2016-07-20,548.9
2016-07-21,552.1
2016-07-22,594.9
2016-07-25,584.25
2016-07-26,579.0
2016-07-27,585.15
2016-07-28,593.65
2016-07-29,578.4
2016-08-01,574.15
2016-08-02,579.85
2016-08-03,529.85
2016-08-04,524.7
2016-08-05,540.85
2016-08-08,533.6
2016-08-09,524.7
2016-08-10,520.85
2016-08-11,520.65
2016-08-12,515.35
2016-08-16,509.05
2016-08-17,507.2
2016-08-18,507.7
2016-08-19,493.1
2016-08-22,467.0
2016-08-23,480.3
2016-08-24,483.25
2016-08-25,482.25
2016-08-26,482.55
2016-08-29,480.3
2016-08-30,479.55
2016-08-31,477.15
2016-09-01,476.85
2016-09-02,476.2
2016-09-06,468.3
2016-09-07,448.05
2016-09-08,448.55
2016-09-09,436.9
2016-09-12,425.95
2016-09-14,446.6
2016-09-15,462.15
2016-09-16,465.65
2016-09-19,470.7
2016-09-20,470.95
2016-09-21,467.75
2016-09-22,477.0
2016-09-23,480.9
2016-09-26,479.45
2016-09-27,487.7
2016-09-28,485.0
2016-09-29,452.4
2016-09-30,467.75
2016-10-03,470.15
2016-10-04,468.7
2016-10-05,476.6
2016-10-06,464.75
2016-10-07,458.0
2016-10-10,477.3
2016-10-13,465.85
2016-10-14,457.25
2016-10-17,453.25
2016-10-18,451.15
2016-10-19,447.3
2016-10-20,449.1
2016-10-21,450.25
2016-10-24,451.1
2016-10-25,447.85
2016-10-26,461.3
2016-10-27,456.35
2016-10-28,464.3
2016-10-30,479.45
2016-11-01,492.6
2016-11-02,480.85
2016-11-03,473.3
2016-11-04,465.25
2016-11-07,485.45
2016-11-08,483.85
2016-11-09,480.05
2016-11-10,478.85
2016-11-11,456.15
2016-11-15,446.8
2016-11-16,438.75
2016-11-17,438.4
2016-11-18,427.0
2016-11-21,414.25
2016-11-22,414.85
2016-11-23,422.85
2016-11-24,434.5
2016-11-25,443.25
2016-11-28,444.15
2016-11-29,443.85
2016-11-30,441.45
2016-12-01,443.0
2016-12-02,439.6
2016-12-05,432.35
2016-12-06,432.8
2016-12-07,428.75
2016-12-08,433.6
2016-12-09,433.1
2016-12-12,431.1
2016-12-13,426.8
2016-12-14,421.05
2016-12-15,417.85
2016-12-16,414.75
2016-12-19,405.25
2016-12-20,408.7
2016-12-21,412.6
2016-12-22,409.75
2016-12-23,410.05
2016-12-26,401.35
2016-12-27,402.6
2016-12-28,403.15
2016-12-29,401.5
2016-12-30,411.3
