Date,HEXAWARE
2016-01-01,242.5
2016-01-04,236.55
2016-01-05,250.7
2016-01-06,244.0
2016-01-07,238.4
2016-01-08,240.4
2016-01-11,237.0
2016-01-12,231.15
2016-01-13,227.2
2016-01-14,228.45
2016-01-15,221.25
2016-01-18,216.95
2016-01-19,216.05
2016-01-20,207.5
2016-01-21,207.1
2016-01-22,212.35
2016-01-25,217.95
2016-01-27,223.45
2016-01-28,223.1
2016-01-29,229.9
2016-02-01,232.5
2016-02-02,231.7
2016-02-03,222.9
2016-02-04,236.3
2016-02-05,246.4
2016-02-08,246.25
2016-02-09,243.1
2016-02-10,243.4
2016-02-11,231.2
2016-02-12,222.95
2016-02-15,232.85
2016-02-16,227.6
2016-02-17,227.9
2016-02-18,229.25
2016-02-19,230.05
2016-02-22,238.4
2016-02-23,240.9
2016-02-24,234.85
2016-02-25,233.3
2016-02-26,236.9
2016-02-29,234.95
2016-03-01,244.05
2016-03-02,245.65
2016-03-03,253.65
2016-03-04,258.8
2016-03-08,259.55
2016-03-09,262.95
2016-03-10,258.8
2016-03-11,255.35
2016-03-14,260.6
2016-03-15,260.95
2016-03-16,268.15
2016-03-17,266.15
2016-03-18,270.35
2016-03-21,269.6
2016-03-22,270.35
2016-03-23,267.95
2016-03-28,263.45
2016-03-29,259.2
2016-03-30,260.0
2016-03-31,269.15
2016-04-01,271.15
2016-04-04,252.75
2016-04-05,250.7
2016-04-06,256.1
2016-04-07,251.2
2016-04-08,247.65
2016-04-11,250.75
2016-04-12,255.1
2016-04-13,255.85
2016-04-18,258.1
2016-04-20,256.85
2016-04-21,253.85
2016-04-22,251.45
2016-04-25,245.75
2016-04-26,245.1
2016-04-27,244.1
2016-04-28,244.35
2016-04-29,241.2
2016-05-02,238.4
2016-05-03,231.5
2016-05-04,227.5
2016-05-05,226.85
2016-05-06,216.9
2016-05-09,217.05
2016-05-10,214.8
2016-05-11,214.2
2016-05-12,215.45
2016-05-13,207.65
2016-05-16,211.45
2016-05-17,210.55
2016-05-18,218.55
2016-05-19,210.7
2016-05-20,208.4
2016-05-23,209.55
2016-05-24,209.6
2016-05-25,211.9
2016-05-26,212.55
2016-05-27,215.7
2016-05-30,218.6
2016-05-31,217.1
2016-06-01,212.35
2016-06-02,213.2
2016-06-03,213.9
2016-06-06,215.0
2016-06-07,214.35
2016-06-08,215.35
2016-06-09,214.5
2016-06-10,212.15
2016-06-13,215.0
2016-06-14,215.7
2016-06-15,213.4
2016-06-16,212.0
2016-06-17,212.55
2016-06-20,212.05
2016-06-21,212.25
2016-06-22,221.5
2016-06-23,233.2
2016-06-24,230.7
2016-06-27,231.35
2016-06-28,226.85
2016-06-29,223.7
2016-06-30,229.0
2016-07-01,229.65
2016-07-04,226.45
2016-07-05,229.35
2016-07-07,224.45
2016-07-08,223.1
2016-07-11,223.85
2016-07-12,224.05
2016-07-13,223.35
2016-07-14,227.15
2016-07-15,218.45
2016-07-18,218.4
2016-07-19,217.0
2016-07-20,219.0
2016-07-21,220.85
2016-07-22,223.8
2016-07-25,227.3
2016-07-26,225.5
2016-07-27,227.15
2016-07-28,229.9
2016-07-29,220.9
2016-08-01,224.95
2016-08-02,221.3
2016-08-03,217.85
2016-08-04,219.7
2016-08-05,220.9
2016-08-08,219.5
2016-08-09,217.05
2016-08-10,213.3
2016-08-11,215.35
2016-08-12,214.85
2016-08-16,211.35
2016-08-17,216.15
2016-08-18,216.1
2016-08-19,217.2
2016-08-22,216.6
2016-08-23,219.05
2016-08-24,217.4
2016-08-25,211.5
2016-08-26,208.25
2016-08-29,197.8
2016-08-30,202.05
2016-08-31,203.05
2016-09-01,200.0
2016-09-02,197.2
2016-09-06,199.6
2016-09-07,203.75
2016-09-08,200.6
2016-09-09,201.95
2016-09-12,199.35
2016-09-14,199.8
2016-09-15,200.35
2016-09-16,200.55
2016-09-19,200.05
2016-09-20,195.85
2016-09-21,196.15
2016-09-22,195.15
2016-09-23,196.15
2016-09-26,192.75
2016-09-27,196.35
2016-09-28,194.25
2016-09-29,186.4
2016-09-30,188.6
2016-10-03,190.6
2016-10-04,192.3
2016-10-05,189.9
2016-10-06,186.2
2016-10-07,184.1
2016-10-10,185.35
2016-10-13,183.1
2016-10-14,182.25
2016-10-17,178.85
2016-10-18,182.95
2016-10-19,188.45
2016-10-20,191.7
2016-10-21,197.0
2016-10-24,197.1
2016-10-25,202.95
2016-10-26,201.15
2016-10-27,200.7
2016-10-28,204.6
2016-10-30,204.75
2016-11-01,204.45
2016-11-02,200.75
2016-11-03,197.7
2016-11-04,198.25
2016-11-07,202.5
2016-11-08,204.05
2016-11-09,195.45
2016-11-10,197.4
2016-11-11,191.6
2016-11-15,187.75
2016-11-16,191.8
2016-11-17,191.8
2016-11-18,195.55
2016-11-21,188.05
2016-11-22,190.65
2016-11-23,189.85
2016-11-24,189.95
2016-11-25,204.35
2016-11-28,204.4
2016-11-29,203.75
2016-11-30,205.9
2016-12-01,206.65
2016-12-02,202.5
2016-12-05,203.7
2016-12-06,203.1
2016-12-07,201.3
2016-12-08,203.1
2016-12-09,208.2
2016-12-12,205.3
2016-12-13,208.5
2016-12-14,206.85
2016-12-15,206.4
2016-12-16,206.15
2016-12-19,207.6
2016-12-20,205.5
2016-12-21,206.7
2016-12-22,203.05
2016-12-23,204.25
2016-12-26,201.45
2016-12-27,198.55
2016-12-28,201.3
2016-12-29,205.25
2016-12-30,207.1
