Date,BANARISUG
2016-01-01,1061.75
2016-01-04,1107.3
2016-01-05,1126.95
2016-01-06,1099.75
2016-01-07,1048.8
2016-01-08,1192.9
2016-01-11,1171.35
2016-01-12,1165.4
2016-01-13,1159.65
2016-01-14,1133.35
2016-01-15,1023.45
2016-01-18,1015.0
2016-01-19,1104.05
2016-01-20,1026.85
2016-01-21,1036.25
2016-01-22,1091.25
2016-01-25,1135.85
2016-01-27,1102.65
2016-01-28,1117.1
2016-01-29,1089.15
2016-02-01,1114.55
2016-02-02,1081.2
2016-02-03,1059.7
2016-02-04,1065.4
2016-02-05,1065.0
2016-02-08,1070.3
2016-02-09,1049.85
2016-02-10,1050.05
2016-02-11,1020.45
2016-02-12,1029.1
2016-02-15,1117.7
2016-02-16,1074.8
2016-02-17,1050.45
2016-02-18,1050.05
2016-02-19,1045.9
2016-02-22,1049.8
2016-02-23,1050.9
2016-02-24,1081.2
2016-02-25,1063.05
2016-02-26,1079.4
2016-03-01,1076.1
2016-03-02,1099.8
2016-03-03,1102.65
2016-03-04,1153.9
2016-03-08,1233.65
2016-03-09,1235.85
2016-03-10,1241.25
2016-03-11,1214.1
2016-03-14,1214.2
2016-03-15,1325.4
2016-03-16,1305.0
2016-03-17,1255.25
2016-03-18,1268.6
2016-03-21,1289.95
2016-03-22,1303.0
2016-03-23,1309.05
2016-03-28,1302.25
2016-03-29,1301.15
2016-03-30,1404.35
2016-03-31,1421.75
2016-04-01,1510.9
2016-04-04,1501.2
2016-04-05,1462.1
2016-04-06,1532.75
2016-04-07,1500.3
2016-04-08,1577.75
2016-04-11,1560.0
2016-04-12,1712.95
2016-04-13,1720.6
2016-04-18,1750.4
2016-04-20,1730.9
2016-04-21,1749.05
2016-04-22,1755.45
2016-04-25,1751.45
2016-04-26,1798.0
2016-04-27,1880.8
2016-04-28,1854.45
2016-04-29,1796.85
2016-05-02,1827.6
2016-05-03,1756.55
2016-05-04,1746.3
2016-05-05,1746.35
2016-05-06,1764.25
2016-05-09,1778.8
2016-05-10,1779.85
2016-05-11,1800.65
2016-05-12,1799.3
2016-05-13,1755.45
2016-05-16,1798.25
2016-05-17,1848.7
2016-05-18,1870.15
2016-05-19,1857.3
2016-05-20,1744.45
2016-05-23,1745.6
2016-05-24,1750.75
2016-05-25,1764.75
2016-05-26,1745.0
2016-05-27,1749.35
2016-05-30,1751.0
2016-05-31,1750.0
2016-06-01,1746.55
2016-06-02,1750.7
2016-06-03,1785.35
2016-06-06,1792.4
2016-06-07,1798.7
2016-06-08,1794.05
2016-06-09,1796.15
2016-06-10,1902.3
2016-06-13,2045.0
2016-06-14,2122.15
2016-06-15,2081.95
2016-06-16,2007.2
2016-06-17,1934.85
2016-06-20,2033.45
2016-06-21,1978.95
2016-06-22,1972.8
2016-06-23,1948.35
2016-06-24,1893.7
2016-06-27,2164.5
2016-06-28,2166.15
2016-06-29,2167.5
2016-06-30,2135.55
2016-07-01,2105.85
2016-07-04,2123.55
2016-07-05,2082.1
2016-07-07,2104.45
2016-07-08,2040.5
2016-07-11,2066.35
2016-07-12,2044.45
2016-07-13,1999.15
2016-07-14,2003.4
2016-07-15,1970.65
2016-07-18,1933.4
2016-07-19,1902.95
2016-07-20,1909.4
2016-07-21,1893.7
2016-07-22,1877.0
2016-07-25,1909.5
2016-07-26,1851.25
2016-07-27,1869.75
2016-07-28,1825.95
2016-07-29,1946.6
2016-08-01,1919.25
2016-08-02,1861.35
2016-08-03,1854.35
2016-08-04,1847.2
2016-08-05,1840.3
2016-08-08,1841.4
2016-08-09,1867.0
2016-08-10,1837.05
2016-08-11,1843.6
2016-08-12,1841.0
2016-08-16,1816.35
2016-08-17,1832.75
2016-08-18,1898.35
2016-08-19,1885.9
2016-08-22,1857.8
2016-08-23,1851.55
2016-08-24,1862.25
2016-08-25,1910.3
2016-08-26,1876.1
2016-08-29,1886.2
2016-08-30,1884.5
2016-08-31,1875.05
2016-09-01,1857.7
2016-09-02,1899.3
2016-09-06,1901.8
2016-09-07,1949.5
2016-09-08,1932.6
2016-09-09,1924.2
2016-09-12,1900.3
2016-09-14,1895.65
2016-09-15,1900.45
2016-09-16,1974.0
2016-09-19,1916.15
2016-09-20,1948.4
2016-09-21,1911.9
2016-09-22,1923.95
2016-09-23,1964.8
2016-09-26,1914.05
2016-09-27,1901.45
2016-09-28,1953.95
2016-09-29,1856.85
2016-09-30,1914.85
2016-10-03,1921.65
2016-10-04,1927.15
2016-10-05,1985.75
2016-10-06,1992.9
2016-10-07,2010.3
2016-10-10,2040.75
2016-10-13,1940.55
2016-10-14,1958.0
2016-10-17,1945.2
2016-10-18,1929.1
2016-10-19,1931.35
2016-10-20,1918.9
2016-10-21,1938.3
2016-10-24,1931.45
2016-10-25,1960.35
2016-10-26,1969.4
2016-10-27,1956.45
2016-10-28,1980.8
2016-10-30,2015.0
2016-11-01,1991.15
2016-11-02,1939.85
2016-11-03,1932.0
2016-11-04,1899.2
2016-11-07,1917.55
2016-11-08,1901.75
2016-11-09,1920.8
2016-11-10,1977.15
2016-11-11,1916.5
2016-11-15,1852.25
2016-11-16,1859.2
2016-11-17,1849.35
2016-11-18,1851.8
2016-11-21,1812.5
2016-11-22,1819.25
2016-11-23,1890.7
2016-11-24,1920.8
2016-11-25,1888.7
2016-11-28,1914.6
2016-11-29,1917.05
2016-11-30,1871.05
2016-12-01,1852.4
2016-12-02,1832.0
2016-12-05,1816.85
2016-12-06,1818.9
2016-12-07,1814.85
2016-12-08,1825.9
2016-12-09,1876.55
2016-12-12,1888.0
2016-12-13,1855.4
2016-12-14,1848.4
2016-12-15,1839.25
2016-12-16,1821.65
2016-12-19,1816.7
2016-12-20,1810.3
2016-12-21,1816.1
2016-12-22,1800.15
2016-12-23,1805.3
2016-12-26,1804.5
2016-12-27,1819.95
2016-12-28,1806.15
2016-12-29,1813.8
2016-12-30,1831.15
