Date,TEXINFRA
2016-01-01,43.0
2016-01-04,42.1
2016-01-05,43.3
2016-01-06,43.05
2016-01-07,40.85
2016-01-08,41.25
2016-01-11,41.8
2016-01-12,41.2
2016-01-13,39.95
2016-01-14,39.0
2016-01-15,37.3
2016-01-18,34.3
2016-01-19,36.2
2016-01-20,34.7
2016-01-21,35.7
2016-01-22,37.95
2016-01-25,38.1
2016-01-27,37.5
2016-01-28,37.75
2016-01-29,38.0
2016-02-01,37.65
2016-02-02,37.55
2016-02-03,36.45
2016-02-04,36.9
2016-02-05,36.8
2016-02-08,36.45
2016-02-09,35.5
2016-02-10,34.95
2016-02-11,32.4
2016-02-12,32.0
2016-02-15,33.5
2016-02-16,33.4
2016-02-17,33.15
2016-02-18,33.5
2016-02-19,34.95
2016-02-22,35.9
2016-02-23,34.45
2016-02-24,33.9
2016-02-25,32.9
2016-02-26,29.65
2016-02-29,29.5
2016-03-01,31.0
2016-03-02,30.95
2016-03-03,31.2
2016-03-04,30.75
2016-03-08,30.95
2016-03-09,30.75
2016-03-10,30.7
2016-03-11,30.5
2016-03-14,30.15
2016-03-15,31.1
2016-03-16,31.1
2016-03-17,31.15
2016-03-18,30.9
2016-03-21,30.45
2016-03-22,30.5
2016-03-23,32.2
2016-03-28,30.7
2016-03-29,30.0
2016-03-30,30.45
2016-03-31,30.7
2016-04-01,30.85
2016-04-04,31.4
2016-04-05,31.0
2016-04-06,30.45
2016-04-07,30.7
2016-04-08,30.6
2016-04-11,30.4
2016-04-12,30.4
2016-04-13,30.55
2016-04-18,30.65
2016-04-20,31.1
2016-04-21,30.7
2016-04-22,30.75
2016-04-25,30.9
2016-04-26,30.9
2016-04-27,31.1
2016-04-28,30.75
2016-04-29,30.6
2016-05-02,29.7
2016-05-03,30.15
2016-05-04,29.7
2016-05-05,29.35
2016-05-06,29.3
2016-05-09,29.2
2016-05-10,28.85
2016-05-11,28.85
2016-05-12,29.1
2016-05-13,28.65
2016-05-16,29.0
2016-05-17,28.9
2016-05-18,29.35
2016-05-19,29.6
2016-05-20,29.5
2016-05-23,29.3
2016-05-24,29.45
2016-05-25,30.1
2016-05-26,30.6
2016-05-27,30.95
2016-05-30,31.4
2016-05-31,32.55
2016-06-01,32.3
2016-06-02,32.65
2016-06-03,32.65
2016-06-06,32.9
2016-06-07,32.95
2016-06-08,32.95
2016-06-09,33.0
2016-06-10,33.1
2016-06-13,33.05
2016-06-14,33.1
2016-06-15,34.5
2016-06-16,35.1
2016-06-17,35.25
2016-06-20,36.8
2016-06-21,35.95
2016-06-22,35.25
2016-06-23,34.9
2016-06-24,34.3
2016-06-27,34.9
2016-06-28,36.35
2016-06-29,36.9
2016-06-30,36.3
2016-07-01,36.15
2016-07-04,36.2
2016-07-05,36.15
2016-07-07,36.3
2016-07-08,36.2
2016-07-11,35.75
2016-07-12,35.5
2016-07-13,35.15
2016-07-14,35.5
2016-07-15,35.45
2016-07-18,35.1
2016-07-19,35.85
2016-07-20,36.2
2016-07-21,35.05
2016-07-22,35.1
2016-07-25,35.85
2016-07-26,36.35
2016-07-27,36.7
2016-07-28,37.15
2016-07-29,36.95
2016-08-01,36.0
2016-08-02,36.1
2016-08-03,35.9
2016-08-04,36.95
2016-08-05,37.0
2016-08-08,36.85
2016-08-09,36.1
2016-08-10,35.65
2016-08-11,36.25
2016-08-12,36.2
2016-08-16,36.75
2016-08-17,37.0
2016-08-18,36.9
2016-08-19,36.8
2016-08-22,38.6
2016-08-23,37.9
2016-08-24,41.6
2016-08-25,41.1
2016-08-26,40.2
2016-08-29,39.35
2016-08-30,40.9
2016-08-31,42.2
2016-09-01,41.35
2016-09-02,42.15
2016-09-06,41.05
2016-09-07,40.8
2016-09-08,40.95
2016-09-09,41.05
2016-09-12,39.9
2016-09-14,40.25
2016-09-15,39.75
2016-09-16,40.3
2016-09-19,40.0
2016-09-20,40.0
2016-09-21,41.35
2016-09-22,41.05
2016-09-23,40.75
2016-09-26,40.25
2016-09-27,40.55
2016-09-28,40.9
2016-09-29,39.6
2016-09-30,40.75
2016-10-03,41.05
2016-10-04,41.0
2016-10-05,42.45
2016-10-06,41.05
2016-10-07,41.3
2016-10-10,41.1
2016-10-13,41.1
2016-10-14,41.95
2016-10-17,41.4
2016-10-18,45.55
2016-10-19,45.95
2016-10-20,44.0
2016-10-21,42.9
2016-10-24,42.7
2016-10-25,42.1
2016-10-26,41.2
2016-10-27,42.05
2016-10-28,42.95
2016-10-30,42.95
2016-11-01,42.6
2016-11-02,43.2
2016-11-03,43.0
2016-11-04,41.4
2016-11-07,41.65
2016-11-08,42.45
2016-11-09,39.65
2016-11-10,42.2
2016-11-11,40.1
2016-11-15,37.1
2016-11-16,37.3
2016-11-17,38.25
2016-11-18,39.85
2016-11-21,39.55
2016-11-22,39.7
2016-11-23,39.85
2016-11-24,39.4
2016-11-25,39.8
2016-11-28,40.0
2016-11-29,44.65
2016-11-30,44.2
2016-12-01,42.75
2016-12-02,41.45
2016-12-05,41.7
2016-12-06,41.65
2016-12-07,41.7
2016-12-08,42.05
2016-12-09,41.65
2016-12-12,43.4
2016-12-13,44.1
2016-12-14,42.7
2016-12-15,46.05
2016-12-16,44.8
2016-12-19,45.2
2016-12-20,43.3
2016-12-21,43.25
2016-12-22,42.0
2016-12-23,42.05
2016-12-26,41.0
2016-12-27,42.2
2016-12-28,41.95
2016-12-29,42.1
2016-12-30,42.15
