Date,RELIANCE
2016-01-01,1015.35
2016-01-04,995.3
2016-01-05,1005.15
2016-01-06,1032.2
2016-01-07,1013.25
2016-01-08,1025.75
2016-01-11,1051.6
2016-01-12,1045.45
2016-01-13,1076.85
2016-01-14,1061.65
2016-01-15,1073.3
2016-01-18,1016.85
2016-01-19,1043.6
2016-01-20,1004.55
2016-01-21,984.2
2016-01-22,1004.15
2016-01-25,1003.95
2016-01-27,999.35
2016-01-28,1016.9
2016-01-29,1035.4
2016-02-01,1030.3
2016-02-02,1001.15
2016-02-03,981.4
2016-02-04,973.05
2016-02-05,970.9
2016-02-08,961.05
2016-02-09,957.5
2016-02-10,962.65
2016-02-11,924.55
2016-02-12,906.55
2016-02-15,946.75
2016-02-16,930.55
2016-02-17,952.6
2016-02-18,940.1
2016-02-19,944.35
2016-02-22,962.3
2016-02-23,949.65
2016-02-24,952.65
2016-02-25,944.1
2016-02-26,950.35
2016-02-29,966.65
2016-03-01,981.3
2016-03-02,1001.5
2016-03-03,1012.85
2016-03-04,1006.4
2016-03-08,1027.0
2016-03-09,1041.7
2016-03-10,1011.75
2016-03-11,1014.5
2016-03-14,1019.75
2016-03-15,1020.5
2016-03-16,1021.75
2016-03-17,1016.0
2016-03-18,1027.2
2016-03-21,1037.3
2016-03-22,1047.85
2016-03-23,1029.2
2016-03-28,1020.4
2016-03-29,1036.25
2016-03-30,1047.05
2016-03-31,1045.2
2016-04-01,1034.45
2016-04-04,1035.05
2016-04-05,1026.95
2016-04-06,1033.75
2016-04-07,1037.25
2016-04-08,1036.35
2016-04-11,1040.3
2016-04-12,1047.4
2016-04-13,1066.05
2016-04-18,1064.75
2016-04-20,1037.3
2016-04-21,1041.15
2016-04-22,1038.95
2016-04-25,1016.9
2016-04-26,1016.95
2016-04-27,1019.4
2016-04-28,996.7
2016-04-29,982.7
2016-05-02,986.95
2016-05-03,975.8
2016-05-04,978.1
2016-05-05,975.25
2016-05-06,968.95
2016-05-09,983.1
2016-05-10,982.55
2016-05-11,975.4
2016-05-12,992.8
2016-05-13,978.15
2016-05-16,975.95
2016-05-17,969.15
2016-05-18,970.55
2016-05-19,951.2
2016-05-20,934.2
2016-05-23,930.0
2016-05-24,940.45
2016-05-25,951.2
2016-05-26,946.85
2016-05-27,974.7
2016-05-30,968.7
2016-05-31,957.85
2016-06-01,953.6
2016-06-02,956.25
2016-06-03,959.65
2016-06-06,954.8
2016-06-07,955.05
2016-06-08,954.1
2016-06-09,971.15
2016-06-10,976.7
2016-06-13,981.1
2016-06-14,976.25
2016-06-15,984.6
2016-06-16,976.3
2016-06-17,974.9
2016-06-20,990.2
2016-06-21,987.1
2016-06-22,980.5
2016-06-23,980.45
2016-06-24,951.45
2016-06-27,955.65
2016-06-28,957.8
2016-06-29,966.9
2016-06-30,969.15
2016-07-01,973.45
2016-07-04,986.7
2016-07-05,993.1
2016-07-07,987.9
2016-07-08,978.4
2016-07-11,992.5
2016-07-12,1003.4
2016-07-13,1008.75
2016-07-14,1004.9
2016-07-15,1012.2
2016-07-18,1006.25
2016-07-19,1017.8
2016-07-20,1023.0
2016-07-21,1006.35
2016-07-22,1014.85
2016-07-25,1022.75
2016-07-26,1024.05
2016-07-27,1013.1
2016-07-28,1026.35
2016-07-29,1014.9
2016-08-01,1009.5
2016-08-02,1012.8
2016-08-03,993.95
2016-08-04,993.0
2016-08-05,1016.25
2016-08-08,1029.25
2016-08-09,1030.7
2016-08-10,1003.65
2016-08-11,1014.1
2016-08-12,1035.8
2016-08-16,1024.9
2016-08-17,1013.3
2016-08-18,1018.05
2016-08-19,1014.9
2016-08-22,1011.85
2016-08-23,1010.45
2016-08-24,1020.5
2016-08-25,1012.7
2016-08-26,1027.9
2016-08-29,1057.45
2016-08-30,1066.4
2016-08-31,1060.0
2016-09-01,1029.2
2016-09-02,1013.35
2016-09-06,1019.9
2016-09-07,1017.65
2016-09-08,1033.4
2016-09-09,1044.55
2016-09-12,1046.5
2016-09-14,1044.75
2016-09-15,1065.0
2016-09-16,1075.55
2016-09-19,1082.4
2016-09-20,1074.2
2016-09-21,1072.25
2016-09-22,1088.95
2016-09-23,1102.8
2016-09-26,1107.2
2016-09-27,1110.5
2016-09-28,1090.65
2016-09-29,1072.45
2016-09-30,1083.7
2016-10-03,1090.7
2016-10-04,1096.35
2016-10-05,1089.4
2016-10-06,1110.8
2016-10-07,1109.0
2016-10-10,1096.35
2016-10-13,1057.15
2016-10-14,1077.65
2016-10-17,1060.65
2016-10-18,1081.1
2016-10-19,1087.35
2016-10-20,1087.55
2016-10-21,1064.2
2016-10-24,1063.3
2016-10-25,1060.85
2016-10-26,1054.05
2016-10-27,1048.7
2016-10-28,1054.95
2016-10-30,1051.2
2016-11-01,1051.0
2016-11-02,1023.75
2016-11-03,1023.95
2016-11-04,1005.55
2016-11-07,1001.15
2016-11-08,1003.5
2016-11-09,1004.6
2016-11-10,1010.4
2016-11-11,1001.75
2016-11-15,985.4
2016-11-16,986.55
2016-11-17,977.75
2016-11-18,987.5
2016-11-21,991.5
2016-11-22,1001.45
2016-11-23,1009.0
2016-11-24,987.35
2016-11-25,993.7
2016-11-28,986.65
2016-11-29,997.7
2016-11-30,990.05
2016-12-01,997.75
2016-12-02,994.75
2016-12-05,993.85
2016-12-06,1005.2
2016-12-07,999.15
