Date,SAGCEM
2016-01-01,444.6
2016-01-04,443.6
2016-01-05,470.75
2016-01-06,463.7
2016-01-07,448.1
2016-01-08,467.9
2016-01-11,453.7
2016-01-12,468.35
2016-01-13,437.0
2016-01-14,431.5
2016-01-15,410.9
2016-01-18,396.6
2016-01-19,414.05
2016-01-20,399.7
2016-01-21,401.25
2016-01-22,426.75
2016-01-25,433.6
2016-01-27,440.6
2016-01-28,408.95
2016-01-29,413.15
2016-02-01,408.5
2016-02-02,407.5
2016-02-03,404.85
2016-02-04,397.95
2016-02-05,402.55
2016-02-08,398.3
2016-02-09,401.7
2016-02-10,396.75
2016-02-11,382.4
2016-02-12,375.55
2016-02-15,384.2
2016-02-16,368.95
2016-02-17,378.75
2016-02-18,369.0
2016-02-19,364.85
2016-02-22,382.0
2016-02-23,371.0
2016-02-24,364.95
2016-02-25,365.2
2016-02-26,360.3
2016-02-29,366.5
2016-03-01,371.9
2016-03-02,370.2
2016-03-03,364.5
2016-03-04,372.3
2016-03-08,373.35
2016-03-09,369.65
2016-03-10,372.75
2016-03-11,379.6
2016-03-14,373.7
2016-03-15,378.85
2016-03-16,371.45
2016-03-17,378.8
2016-03-18,389.75
2016-03-21,402.6
2016-03-22,409.65
2016-03-23,410.95
2016-03-28,388.4
2016-03-29,379.3
2016-03-30,388.65
2016-03-31,396.5
2016-04-01,397.7
2016-04-04,396.2
2016-04-05,400.6
2016-04-06,413.5
2016-04-07,438.7
2016-04-08,526.4
2016-04-11,566.05
2016-04-12,565.05
2016-04-13,594.75
2016-04-18,588.4
2016-04-20,596.9
2016-04-21,570.0
2016-04-22,574.1
2016-04-25,568.45
2016-04-26,568.95
2016-04-27,563.85
2016-04-28,547.05
2016-04-29,543.55
2016-05-02,532.95
2016-05-03,586.2
2016-05-04,575.75
2016-05-05,562.15
2016-05-06,586.7
2016-05-09,583.0
2016-05-10,584.5
2016-05-11,569.8
2016-05-12,580.85
2016-05-13,571.05
2016-05-16,588.7
2016-05-17,588.35
2016-05-18,670.95
2016-05-19,652.65
2016-05-20,635.4
2016-05-23,630.2
2016-05-24,614.1
2016-05-25,634.7
2016-05-26,634.6
2016-05-27,581.1
2016-05-30,563.3
2016-05-31,583.0
2016-06-01,587.8
2016-06-02,587.6
2016-06-03,571.5
2016-06-06,577.05
2016-06-07,586.4
2016-06-08,589.8
2016-06-09,584.7
2016-06-10,594.7
2016-06-13,589.0
2016-06-14,587.05
2016-06-15,582.2
2016-06-16,573.65
2016-06-17,614.0
2016-06-20,644.3
2016-06-21,645.6
2016-06-22,631.05
2016-06-23,623.8
2016-06-24,623.0
2016-06-27,625.95
2016-06-28,684.35
2016-06-29,673.0
2016-06-30,681.25
2016-07-01,683.85
2016-07-04,690.6
2016-07-05,691.2
2016-07-07,692.2
2016-07-08,679.5
2016-07-11,684.35
2016-07-12,677.75
2016-07-13,670.5
2016-07-14,686.55
2016-07-15,674.55
2016-07-18,664.0
2016-07-19,657.35
2016-07-20,668.85
2016-07-21,664.15
2016-07-22,667.4
2016-07-25,671.85
2016-07-26,660.95
2016-07-27,669.65
2016-07-28,638.5
2016-07-29,627.85
2016-08-01,633.85
2016-08-02,630.35
2016-08-03,623.2
2016-08-04,615.35
2016-08-05,593.75
2016-08-08,617.9
2016-08-09,604.25
2016-08-10,601.3
2016-08-11,591.2
2016-08-12,597.35
2016-08-16,598.9
2016-08-17,605.05
2016-08-18,618.3
2016-08-19,640.8
2016-08-22,637.85
2016-08-23,632.0
2016-08-24,624.6
2016-08-25,646.05
2016-08-26,647.0
2016-08-29,638.65
2016-08-30,639.9
2016-08-31,638.6
2016-09-01,636.25
2016-09-02,637.7
2016-09-06,641.2
2016-09-07,627.6
2016-09-08,618.85
2016-09-09,608.2
2016-09-12,611.7
2016-09-14,625.0
2016-09-15,620.7
2016-09-16,617.15
2016-09-19,629.2
2016-09-20,650.65
2016-09-21,675.65
2016-09-22,684.5
2016-09-23,679.6
2016-09-26,683.4
2016-09-27,695.8
2016-09-28,686.15
2016-09-29,650.95
2016-09-30,673.55
2016-10-03,740.1
2016-10-04,736.5
2016-10-05,736.4
2016-10-06,737.5
2016-10-07,753.5
2016-10-10,798.0
2016-10-13,796.05
2016-10-14,801.75
2016-10-17,788.6
2016-10-18,787.6
2016-10-19,788.15
2016-10-20,780.5
2016-10-21,778.2
2016-10-24,758.65
2016-10-25,748.6
2016-10-26,752.65
2016-10-27,735.1
2016-10-28,728.5
2016-10-30,728.25
2016-11-01,728.05
2016-11-02,713.05
2016-11-03,713.15
2016-11-04,705.0
2016-11-07,729.75
2016-11-08,717.9
2016-11-09,636.25
2016-11-10,663.45
2016-11-11,649.75
2016-11-15,633.1
2016-11-16,609.65
2016-11-17,621.3
2016-11-18,623.95
2016-11-21,599.05
2016-11-22,601.9
2016-11-23,602.35
2016-11-24,619.3
2016-11-25,619.3
2016-11-28,715.65
2016-11-29,701.3
2016-11-30,693.4
2016-12-01,688.5
2016-12-02,672.0
2016-12-05,660.1
2016-12-06,675.2
2016-12-07,671.35
2016-12-08,675.3
2016-12-09,670.7
2016-12-12,650.2
2016-12-13,639.15
2016-12-14,629.7
2016-12-15,665.3
2016-12-16,644.55
2016-12-19,648.05
2016-12-20,631.6
2016-12-21,629.5
2016-12-22,625.2
2016-12-23,629.45
2016-12-26,619.4
2016-12-27,630.25
2016-12-28,620.15
2016-12-29,623.6
2016-12-30,631.75
