Date,BAJAJELEC
2016-01-01,209.55
2016-01-04,207.3
2016-01-05,204.6
2016-01-06,202.55
2016-01-07,197.5
2016-01-08,198.6
2016-01-11,198.5
2016-01-12,195.9
2016-01-13,189.95
2016-01-14,189.4
2016-01-15,181.6
2016-01-18,171.8
2016-01-19,177.4
2016-01-20,175.9
2016-01-21,176.9
2016-01-22,181.6
2016-01-25,187.55
2016-01-27,185.45
2016-01-28,181.3
2016-01-29,181.6
2016-02-01,185.6
2016-02-02,178.4
2016-02-03,175.1
2016-02-04,174.55
2016-02-05,178.35
2016-02-08,178.4
2016-02-09,177.85
2016-02-10,178.1
2016-02-11,169.55
2016-02-12,168.25
2016-02-15,172.5
2016-02-16,168.25
2016-02-17,165.45
2016-02-18,168.0
2016-02-19,167.35
2016-02-22,167.15
2016-02-23,165.85
2016-02-24,162.0
2016-02-25,159.7
2016-02-26,157.2
2016-02-29,157.95
2016-03-01,164.85
2016-03-02,168.35
2016-03-03,173.1
2016-03-04,173.65
2016-03-08,176.4
2016-03-09,186.25
2016-03-10,187.85
2016-03-11,188.2
2016-03-14,191.0
2016-03-15,193.0
2016-03-16,187.1
2016-03-17,187.05
2016-03-18,193.65
2016-03-21,197.8
2016-03-22,197.3
2016-03-23,196.5
2016-03-28,192.6
2016-03-29,191.4
2016-03-30,191.9
2016-03-31,190.0
2016-04-01,198.8
2016-04-04,206.95
2016-04-05,207.5
2016-04-06,214.7
2016-04-07,218.1
2016-04-08,214.1
2016-04-11,212.6
2016-04-12,217.25
2016-04-13,216.1
2016-04-18,223.25
2016-04-20,219.45
2016-04-21,219.7
2016-04-22,220.05
2016-04-25,221.2
2016-04-26,219.9
2016-04-27,232.0
2016-04-28,225.95
2016-04-29,228.9
2016-05-02,231.35
2016-05-03,229.25
2016-05-04,228.0
2016-05-05,226.2
2016-05-06,233.5
2016-05-09,234.15
2016-05-10,231.9
2016-05-11,232.45
2016-05-12,231.9
2016-05-13,231.85
2016-05-16,229.8
2016-05-17,238.0
2016-05-18,235.2
2016-05-19,229.95
2016-05-20,226.05
2016-05-23,236.15
2016-05-24,240.3
2016-05-25,240.95
2016-05-26,245.95
2016-05-27,253.9
2016-05-30,236.3
2016-05-31,235.4
2016-06-01,228.05
2016-06-02,225.85
2016-06-03,222.05
2016-06-06,220.1
2016-06-07,218.65
2016-06-08,225.6
2016-06-09,228.95
2016-06-10,230.05
2016-06-13,228.0
2016-06-14,229.2
2016-06-15,230.5
2016-06-16,230.15
2016-06-17,229.65
2016-06-20,228.15
2016-06-21,224.95
2016-06-22,222.75
2016-06-23,220.25
2016-06-24,222.4
2016-06-27,223.45
2016-06-28,221.9
2016-06-29,230.35
2016-06-30,237.6
2016-07-01,246.15
2016-07-04,245.5
2016-07-05,246.0
2016-07-07,247.6
2016-07-08,247.2
2016-07-11,245.25
2016-07-12,241.15
2016-07-13,239.6
2016-07-14,240.95
2016-07-15,237.05
2016-07-18,238.5
2016-07-19,232.2
2016-07-20,237.15
2016-07-21,243.05
2016-07-22,240.45
2016-07-25,241.35
2016-07-26,236.9
2016-07-27,241.75
2016-07-28,264.0
2016-07-29,267.55
2016-08-01,271.4
2016-08-02,265.45
2016-08-03,271.85
2016-08-04,268.3
2016-08-05,272.5
2016-08-08,273.85
2016-08-09,271.85
2016-08-10,274.85
2016-08-11,267.75
2016-08-12,253.85
2016-08-16,244.6
2016-08-17,249.15
2016-08-18,253.7
2016-08-19,260.25
2016-08-22,261.9
2016-08-23,258.15
2016-08-24,250.85
2016-08-25,253.6
2016-08-26,261.15
2016-08-29,260.35
2016-08-30,264.95
2016-08-31,266.7
2016-09-01,266.65
2016-09-02,268.75
2016-09-06,272.3
2016-09-07,272.55
2016-09-08,272.65
2016-09-09,269.9
2016-09-12,271.1
2016-09-14,267.8
2016-09-15,268.9
2016-09-16,265.25
2016-09-19,265.65
2016-09-20,269.0
2016-09-21,267.55
2016-09-22,270.45
2016-09-23,274.9
2016-09-26,271.55
2016-09-27,272.2
2016-09-28,264.45
2016-09-29,252.85
2016-09-30,254.9
2016-10-03,255.05
2016-10-04,259.1
2016-10-05,267.75
2016-10-06,263.3
2016-10-07,262.25
2016-10-10,259.7
2016-10-13,257.4
2016-10-14,263.45
2016-10-17,257.75
2016-10-18,256.85
2016-10-19,257.7
2016-10-20,254.55
2016-10-21,263.7
2016-10-24,264.75
2016-10-25,259.7
2016-10-26,259.55
2016-10-27,260.35
2016-10-28,259.5
2016-10-30,266.55
2016-11-01,260.85
2016-11-02,260.65
2016-11-03,256.9
2016-11-04,249.2
2016-11-07,249.35
2016-11-08,245.4
2016-11-09,243.25
2016-11-10,231.1
2016-11-11,222.3
2016-11-15,216.1
2016-11-16,220.4
2016-11-17,220.5
2016-11-18,214.45
2016-11-21,203.55
2016-11-22,206.25
2016-11-23,218.35
2016-11-24,214.1
2016-11-25,215.65
2016-11-28,211.7
2016-11-29,216.55
2016-11-30,222.95
2016-12-01,220.15
2016-12-02,215.9
2016-12-05,219.6
2016-12-06,218.2
2016-12-07,217.15
2016-12-08,222.75
2016-12-09,220.55
2016-12-12,217.8
2016-12-13,218.4
2016-12-14,221.95
2016-12-15,217.95
2016-12-16,218.6
2016-12-19,218.75
2016-12-20,215.7
2016-12-21,215.7
2016-12-22,215.1
2016-12-23,211.1
2016-12-26,205.4
2016-12-27,209.8
2016-12-28,212.55
2016-12-29,212.8
2016-12-30,217.1
