Date,RML
2016-01-01,343.35
2016-01-04,342.45
2016-01-05,354.0
2016-01-06,353.0
2016-01-07,338.95
2016-01-08,346.4
2016-01-11,332.3
2016-01-12,343.1
2016-01-13,327.65
2016-01-14,320.5
2016-01-15,321.2
2016-01-18,305.5
2016-01-19,320.05
2016-01-20,305.25
2016-01-21,292.7
2016-01-22,306.05
2016-01-25,317.0
2016-01-27,312.15
2016-01-28,310.15
2016-01-29,310.7
2016-02-01,310.35
2016-02-02,300.0
2016-02-03,295.1
2016-02-04,292.05
2016-02-05,299.6
2016-02-08,299.5
2016-02-09,299.95
2016-02-10,292.45
2016-02-11,273.95
2016-02-12,282.65
2016-02-15,281.6
2016-02-16,293.95
2016-02-17,275.0
2016-02-18,280.0
2016-02-19,293.75
2016-02-22,295.7
2016-02-23,285.0
2016-02-24,285.5
2016-02-25,284.3
2016-02-26,283.0
2016-02-29,275.45
2016-03-01,294.0
2016-03-02,302.65
2016-03-03,307.35
2016-03-04,310.0
2016-03-08,303.0
2016-03-09,302.75
2016-03-10,295.9
2016-03-11,298.95
2016-03-14,300.7
2016-03-15,300.05
2016-03-16,299.4
2016-03-17,302.0
2016-03-18,293.1
2016-03-21,302.65
2016-03-22,294.3
2016-03-23,308.0
2016-03-28,307.9
2016-03-29,301.0
2016-03-30,300.4
2016-03-31,298.85
2016-04-01,298.65
2016-04-04,298.0
2016-04-05,299.9
2016-04-06,300.0
2016-04-07,308.9
2016-04-08,307.0
2016-04-11,310.35
2016-04-12,310.0
2016-04-13,334.4
2016-04-18,339.9
2016-04-20,333.5
2016-04-21,343.75
2016-04-22,342.9
2016-04-25,340.0
2016-04-26,349.65
2016-04-27,345.15
2016-04-28,346.3
2016-04-29,344.35
2016-05-02,352.9
2016-05-03,351.55
2016-05-04,350.0
2016-05-05,349.4
2016-05-06,344.75
2016-05-09,353.75
2016-05-10,354.5
2016-05-11,354.4
2016-05-12,352.15
2016-05-13,347.35
2016-05-16,358.8
2016-05-17,363.2
2016-05-18,359.85
2016-05-19,351.5
2016-05-20,340.8
2016-05-23,301.2
2016-05-24,275.3
2016-05-25,297.15
2016-05-26,298.55
2016-05-27,298.9
2016-05-30,290.4
2016-05-31,299.55
2016-06-01,298.15
2016-06-02,313.5
2016-06-03,326.05
2016-06-06,346.7
2016-06-07,340.5
2016-06-08,350.75
2016-06-09,349.5
2016-06-10,337.15
2016-06-13,330.0
2016-06-14,325.5
2016-06-15,329.1
2016-06-16,325.5
2016-06-17,323.6
2016-06-20,322.7
2016-06-21,325.0
2016-06-22,323.3
2016-06-23,325.0
2016-06-24,324.4
2016-06-27,330.9
2016-06-28,337.1
2016-06-29,343.95
2016-06-30,345.05
2016-07-01,345.2
2016-07-04,349.85
2016-07-05,341.95
2016-07-07,335.2
2016-07-08,340.0
2016-07-11,330.4
2016-07-12,339.9
2016-07-13,345.05
2016-07-14,350.1
2016-07-15,348.45
2016-07-18,335.6
2016-07-19,328.85
2016-07-20,338.4
2016-07-21,354.8
2016-07-22,371.55
2016-07-25,348.7
2016-07-26,344.55
2016-07-27,333.05
2016-07-28,337.6
2016-07-29,338.0
2016-08-01,356.2
2016-08-02,352.85
2016-08-03,349.2
2016-08-04,357.2
2016-08-05,364.5
2016-08-08,368.9
2016-08-09,354.7
2016-08-10,360.55
2016-08-11,359.25
2016-08-12,360.0
2016-08-16,354.2
2016-08-17,360.0
2016-08-18,361.25
2016-08-19,359.8
2016-08-22,357.0
2016-08-23,355.25
2016-08-24,357.0
2016-08-25,354.9
2016-08-26,360.95
2016-08-29,362.5
2016-08-30,385.05
2016-08-31,387.05
2016-09-01,378.95
2016-09-02,385.4
2016-09-06,460.4
2016-09-07,453.05
2016-09-08,431.15
2016-09-09,434.35
2016-09-12,474.45
2016-09-14,459.35
2016-09-15,528.1
2016-09-16,520.25
2016-09-19,521.9
2016-09-20,509.75
2016-09-21,531.85
2016-09-22,534.25
2016-09-23,521.45
2016-09-26,510.25
2016-09-27,504.35
2016-09-28,513.5
2016-09-29,475.95
2016-09-30,489.0
2016-10-03,504.65
2016-10-04,505.75
2016-10-05,501.15
2016-10-06,499.8
2016-10-07,530.45
2016-10-10,537.5
2016-10-13,515.05
2016-10-14,511.55
2016-10-17,505.0
2016-10-18,510.9
2016-10-19,519.05
2016-10-20,518.35
2016-10-21,526.4
2016-10-24,534.2
2016-10-25,532.25
2016-10-26,523.7
2016-10-27,511.8
2016-10-28,515.05
2016-10-30,518.75
2016-11-01,516.0
2016-11-02,502.2
2016-11-03,491.55
2016-11-04,476.55
2016-11-07,480.95
2016-11-08,478.0
2016-11-09,480.2
2016-11-10,480.95
2016-11-11,447.3
2016-11-15,397.6
2016-11-16,401.9
2016-11-17,389.45
2016-11-18,384.35
2016-11-21,382.1
2016-11-22,386.25
2016-11-23,419.05
2016-11-24,411.45
2016-11-25,417.05
2016-11-28,419.9
2016-11-29,419.0
2016-11-30,425.85
2016-12-01,409.5
2016-12-02,404.8
2016-12-05,398.05
2016-12-06,428.65
2016-12-07,418.7
2016-12-08,421.45
2016-12-09,414.85
2016-12-12,416.4
2016-12-13,424.35
2016-12-14,418.95
2016-12-15,410.55
2016-12-16,423.25
2016-12-19,419.55
2016-12-20,407.95
2016-12-21,401.9
2016-12-22,401.7
2016-12-23,409.1
2016-12-26,391.3
2016-12-27,401.65
2016-12-28,397.95
2016-12-29,400.85
2016-12-30,417.0
