Date,BANKINDIA
2016-01-01,117.35
2016-01-04,114.7
2016-01-05,113.9
2016-01-06,114.25
2016-01-07,109.05
2016-01-08,109.9
2016-01-11,107.5
2016-01-12,104.4
2016-01-13,100.2
2016-01-14,98.0
2016-01-15,94.55
2016-01-18,92.4
2016-01-19,93.75
2016-01-20,91.25
2016-01-21,95.35
2016-01-22,100.75
2016-01-25,99.6
2016-01-27,99.7
2016-01-28,98.95
2016-01-29,100.3
2016-02-01,97.75
2016-02-02,96.45
2016-02-03,93.0
2016-02-04,93.1
2016-02-05,97.75
2016-02-08,102.1
2016-02-09,95.75
2016-02-10,90.4
2016-02-11,85.2
2016-02-12,84.6
2016-02-15,89.4
2016-02-16,85.5
2016-02-17,86.05
2016-02-18,85.65
2016-02-19,87.4
2016-02-22,86.85
2016-02-23,84.65
2016-02-24,85.8
2016-02-25,83.8
2016-02-26,83.7
2016-02-29,83.3
2016-03-01,86.65
2016-03-02,93.1
2016-03-03,92.9
2016-03-04,94.4
2016-03-08,92.5
2016-03-09,94.2
2016-03-10,93.7
2016-03-11,93.3
2016-03-14,93.8
2016-03-15,95.0
2016-03-16,95.4
2016-03-17,94.85
2016-03-18,96.6
2016-03-21,98.95
2016-03-22,98.05
2016-03-23,96.55
2016-03-28,93.55
2016-03-29,93.95
2016-03-30,96.5
2016-03-31,97.05
2016-04-01,100.5
2016-04-04,99.75
2016-04-05,94.2
2016-04-06,92.85
2016-04-07,90.8
2016-04-08,91.15
2016-04-11,92.95
2016-04-12,93.95
2016-04-13,94.65
2016-04-18,92.6
2016-04-20,94.7
2016-04-21,97.1
2016-04-22,97.35
2016-04-25,96.5
2016-04-26,97.4
2016-04-27,96.8
2016-04-28,95.85
2016-04-29,92.5
2016-05-02,90.1
2016-05-03,87.65
2016-05-04,85.65
2016-05-05,85.95
2016-05-06,86.55
2016-05-09,89.2
2016-05-10,89.0
2016-05-11,86.65
2016-05-12,87.0
2016-05-13,85.7
2016-05-16,83.0
2016-05-17,84.05
2016-05-18,85.25
2016-05-19,82.4
2016-05-20,81.25
2016-05-23,80.85
2016-05-24,80.45
2016-05-25,83.1
2016-05-26,85.25
2016-05-27,86.95
2016-05-30,86.35
2016-05-31,86.65
2016-06-01,85.95
2016-06-02,86.6
2016-06-03,84.1
2016-06-06,84.5
2016-06-07,85.65
2016-06-08,88.45
2016-06-09,89.85
2016-06-10,89.0
2016-06-13,87.3
2016-06-14,90.45
2016-06-15,91.15
2016-06-16,93.1
2016-06-17,93.9
2016-06-20,96.65
2016-06-21,96.2
2016-06-22,95.65
2016-06-23,96.4
2016-06-24,94.95
2016-06-27,98.9
2016-06-28,99.9
2016-06-29,100.05
2016-06-30,101.25
2016-07-01,104.2
2016-07-04,109.4
2016-07-05,110.4
2016-07-07,109.45
2016-07-08,108.1
2016-07-11,113.7
2016-07-12,113.95
2016-07-13,112.1
2016-07-14,116.95
2016-07-15,114.65
2016-07-18,110.65
2016-07-19,111.65
2016-07-20,109.75
2016-07-21,107.15
2016-07-22,106.25
2016-07-25,109.85
2016-07-26,110.55
2016-07-27,112.3
2016-07-28,110.65
2016-07-29,111.65
2016-08-01,109.8
2016-08-02,109.75
2016-08-03,108.8
2016-08-04,110.35
2016-08-05,111.45
2016-08-08,110.15
2016-08-09,110.4
2016-08-10,106.3
2016-08-11,103.6
2016-08-12,114.1
2016-08-16,112.0
2016-08-17,112.6
2016-08-18,112.65
2016-08-19,113.25
2016-08-22,113.8
2016-08-23,115.05
2016-08-24,114.4
2016-08-25,113.05
2016-08-26,110.9
2016-08-29,111.35
2016-08-30,116.5
2016-08-31,117.25
2016-09-01,114.15
2016-09-02,117.05
2016-09-06,119.4
2016-09-07,123.0
2016-09-08,124.1
2016-09-09,123.4
2016-09-12,115.9
2016-09-14,121.3
2016-09-15,119.15
2016-09-16,116.55
2016-09-19,117.15
2016-09-20,116.8
2016-09-21,115.85
2016-09-22,119.65
2016-09-23,118.45
2016-09-26,117.7
2016-09-27,116.55
2016-09-28,120.0
2016-09-29,110.15
2016-09-30,112.5
2016-10-03,116.4
2016-10-04,119.05
2016-10-05,119.65
2016-10-06,116.65
2016-10-07,116.95
2016-10-10,116.1
2016-10-13,111.0
2016-10-14,112.05
2016-10-17,110.7
2016-10-18,112.7
2016-10-19,112.8
2016-10-20,114.45
2016-10-21,113.35
2016-10-24,114.95
2016-10-25,114.05
2016-10-26,114.15
2016-10-27,113.55
2016-10-28,114.85
2016-10-30,114.65
2016-11-01,113.85
2016-11-02,109.1
2016-11-03,108.75
2016-11-04,106.25
2016-11-07,108.7
2016-11-08,109.0
2016-11-09,109.75
2016-11-10,124.15
2016-11-11,122.05
2016-11-15,123.25
2016-11-16,121.1
2016-11-17,119.8
2016-11-18,121.5
2016-11-21,117.15
2016-11-22,117.15
2016-11-23,117.3
2016-11-24,120.05
2016-11-25,121.4
2016-11-28,117.9
2016-11-29,116.45
2016-11-30,119.5
2016-12-01,116.8
2016-12-02,116.2
2016-12-05,117.4
2016-12-06,117.0
2016-12-07,114.25
2016-12-08,114.7
2016-12-09,117.05
2016-12-12,115.65
2016-12-13,115.0
2016-12-14,113.9
2016-12-15,114.0
2016-12-16,113.5
2016-12-19,112.5
2016-12-20,110.4
2016-12-21,109.1
2016-12-22,107.65
2016-12-23,107.05
2016-12-26,103.5
2016-12-27,104.75
2016-12-28,104.25
2016-12-29,105.35
2016-12-30,107.25
