Date,FORTIS
2016-01-01,185.25
2016-01-04,179.25
2016-01-05,182.0
2016-01-06,180.1
2016-01-07,172.05
2016-01-08,176.7
2016-01-11,177.65
2016-01-12,183.35
2016-01-13,170.35
2016-01-14,181.75
2016-01-15,175.0
2016-01-18,166.75
2016-01-19,171.2
2016-01-20,170.7
2016-01-21,172.25
2016-01-22,179.85
2016-01-25,176.45
2016-01-27,173.6
2016-01-28,173.65
2016-01-29,178.5
2016-02-01,176.2
2016-02-02,170.85
2016-02-03,168.05
2016-02-04,172.65
2016-02-05,168.25
2016-02-08,169.0
2016-02-09,164.45
2016-02-10,165.05
2016-02-11,155.0
2016-02-12,151.25
2016-02-15,156.25
2016-02-16,150.4
2016-02-17,154.15
2016-02-18,156.8
2016-02-19,175.7
2016-02-22,169.9
2016-02-23,169.6
2016-02-24,165.35
2016-02-25,168.65
2016-02-26,167.0
2016-02-29,167.35
2016-03-01,170.05
2016-03-02,170.8
2016-03-03,173.1
2016-03-04,171.05
2016-03-08,171.35
2016-03-09,172.0
2016-03-10,169.6
2016-03-11,168.25
2016-03-14,170.55
2016-03-15,171.7
2016-03-16,176.9
2016-03-17,179.9
2016-03-18,181.65
2016-03-21,182.25
2016-03-22,180.4
2016-03-23,181.25
2016-03-28,176.7
2016-03-29,174.7
2016-03-30,177.1
2016-03-31,175.5
2016-04-01,180.7
2016-04-04,179.3
2016-04-05,178.0
2016-04-06,178.35
2016-04-07,175.9
2016-04-08,174.95
2016-04-11,178.95
2016-04-12,184.25
2016-04-13,180.35
2016-04-18,179.35
2016-04-20,180.7
2016-04-21,179.2
2016-04-22,180.15
2016-04-25,178.3
2016-04-26,178.7
2016-04-27,177.9
2016-04-28,178.9
2016-04-29,175.15
2016-05-02,174.8
2016-05-03,175.0
2016-05-04,173.05
2016-05-05,170.1
2016-05-06,166.95
2016-05-09,168.2
2016-05-10,170.05
2016-05-11,170.5
2016-05-12,167.65
2016-05-13,167.6
2016-05-16,166.65
2016-05-17,167.25
2016-05-18,170.4
2016-05-19,168.5
2016-05-20,167.65
2016-05-23,167.25
2016-05-24,167.75
2016-05-25,169.0
2016-05-26,173.15
2016-05-27,164.0
2016-05-30,159.45
2016-05-31,161.65
2016-06-01,162.95
2016-06-02,164.15
2016-06-03,159.65
2016-06-06,163.5
2016-06-07,165.35
2016-06-08,163.05
2016-06-09,164.5
2016-06-10,168.55
2016-06-13,164.5
2016-06-14,163.5
2016-06-15,163.55
2016-06-16,161.45
2016-06-17,161.8
2016-06-20,164.65
2016-06-21,163.35
2016-06-22,161.15
2016-06-23,159.45
2016-06-24,155.8
2016-06-27,155.9
2016-06-28,158.85
2016-06-29,157.95
2016-06-30,157.7
2016-07-01,159.25
2016-07-04,161.0
2016-07-05,159.6
2016-07-07,159.45
2016-07-08,158.85
2016-07-11,159.85
2016-07-12,155.9
2016-07-13,154.1
2016-07-14,156.9
2016-07-15,169.95
2016-07-18,170.85
2016-07-19,173.45
2016-07-20,178.45
2016-07-21,180.55
2016-07-22,180.45
2016-07-25,178.45
2016-07-26,171.4
2016-07-27,174.75
2016-07-28,174.1
2016-07-29,171.75
2016-08-01,173.35
2016-08-02,177.35
2016-08-03,189.85
2016-08-04,187.25
2016-08-05,189.05
2016-08-08,185.85
2016-08-09,191.0
2016-08-10,188.2
2016-08-11,191.7
2016-08-12,193.2
2016-08-16,190.55
2016-08-17,187.4
2016-08-18,193.8
2016-08-19,188.05
2016-08-22,181.9
2016-08-23,182.0
2016-08-24,181.45
2016-08-25,176.3
2016-08-26,172.9
2016-08-29,175.1
2016-08-30,175.1
2016-08-31,178.3
2016-09-01,175.9
2016-09-02,176.65
2016-09-06,178.5
2016-09-07,176.55
2016-09-08,182.35
2016-09-09,179.15
2016-09-12,174.35
2016-09-14,174.6
2016-09-15,174.45
2016-09-16,174.95
2016-09-19,174.65
2016-09-20,172.3
2016-09-21,172.2
2016-09-22,175.0
2016-09-23,175.25
2016-09-26,173.35
2016-09-27,174.75
2016-09-28,173.6
2016-09-29,161.8
2016-09-30,167.0
2016-10-03,174.3
2016-10-04,174.6
2016-10-05,174.15
2016-10-06,171.85
2016-10-07,172.7
2016-10-10,173.8
2016-10-13,168.9
2016-10-14,170.55
2016-10-17,178.2
2016-10-18,182.75
2016-10-19,180.05
2016-10-20,178.55
2016-10-21,177.3
2016-10-24,178.85
2016-10-25,177.8
2016-10-26,180.7
2016-10-27,177.5
2016-10-28,178.5
2016-10-30,180.75
2016-11-01,178.65
2016-11-02,173.65
2016-11-03,171.65
2016-11-04,168.7
2016-11-07,169.1
2016-11-08,170.35
2016-11-09,167.4
2016-11-10,165.1
2016-11-11,163.15
2016-11-15,161.6
2016-11-16,163.05
2016-11-17,161.25
2016-11-18,160.25
2016-11-21,158.05
2016-11-22,162.95
2016-11-23,173.25
2016-11-24,170.3
2016-11-25,176.45
2016-11-28,183.45
2016-11-29,182.85
2016-11-30,177.35
2016-12-01,173.9
2016-12-02,172.9
2016-12-05,169.45
2016-12-06,168.85
2016-12-07,169.95
2016-12-08,169.15
2016-12-09,172.7
2016-12-12,170.6
2016-12-13,175.65
2016-12-14,179.95
2016-12-15,184.8
2016-12-16,183.25
2016-12-19,178.5
2016-12-20,180.8
2016-12-21,185.6
2016-12-22,183.3
2016-12-23,179.15
2016-12-26,172.05
2016-12-27,178.85
2016-12-28,177.25
2016-12-29,183.45
2016-12-30,180.85
