Date,SRTRANSFIN
2016-01-01,865.7
2016-01-04,840.9
2016-01-05,864.9
2016-01-06,872.6
2016-01-07,821.55
2016-01-08,841.95
2016-01-11,818.0
2016-01-12,808.0
2016-01-13,806.65
2016-01-14,799.8
2016-01-15,764.9
2016-01-18,767.25
2016-01-19,775.25
2016-01-20,750.15
2016-01-21,741.05
2016-01-22,752.6
2016-01-25,749.3
2016-01-27,747.25
2016-01-28,750.75
2016-01-29,844.25
2016-02-01,809.6
2016-02-02,801.15
2016-02-03,804.15
2016-02-04,832.65
2016-02-05,841.4
2016-02-08,856.45
2016-02-09,817.95
2016-02-10,810.45
2016-02-11,779.5
2016-02-12,786.65
2016-02-15,813.2
2016-02-16,809.15
2016-02-17,833.9
2016-02-18,834.9
2016-02-19,826.2
2016-02-22,841.5
2016-02-23,809.35
2016-02-24,815.05
2016-02-25,795.95
2016-02-26,800.1
2016-02-29,805.55
2016-03-01,850.1
2016-03-02,867.6
2016-03-03,878.3
2016-03-04,911.0
2016-03-08,922.05
2016-03-09,936.25
2016-03-10,924.6
2016-03-11,926.65
2016-03-14,941.95
2016-03-15,925.0
2016-03-16,911.3
2016-03-17,912.15
2016-03-18,909.95
2016-03-21,931.55
2016-03-22,933.55
2016-03-23,906.55
2016-03-28,905.7
2016-03-29,923.15
2016-03-30,948.2
2016-03-31,953.15
2016-04-01,926.4
2016-04-04,923.35
2016-04-05,924.3
2016-04-06,926.35
2016-04-07,946.5
2016-04-08,945.95
2016-04-11,952.85
2016-04-12,966.4
2016-04-13,986.05
2016-04-18,1000.05
2016-04-20,993.2
2016-04-21,965.95
2016-04-22,954.55
2016-04-25,979.5
2016-04-26,988.4
2016-04-27,994.4
2016-04-28,964.25
2016-04-29,942.85
2016-05-02,1083.0
2016-05-03,1042.65
2016-05-04,1042.45
2016-05-05,1028.95
2016-05-06,1050.9
2016-05-09,1049.05
2016-05-10,1063.35
2016-05-11,1084.4
2016-05-12,1119.65
2016-05-13,1070.0
2016-05-16,1071.65
2016-05-17,1098.8
2016-05-18,1135.8
2016-05-19,1100.85
2016-05-20,1072.6
2016-05-23,1115.15
2016-05-24,1156.55
2016-05-25,1142.25
2016-05-26,1196.6
2016-05-27,1194.05
2016-05-30,1200.15
2016-05-31,1180.4
2016-06-01,1162.4
2016-06-02,1156.6
2016-06-03,1171.7
2016-06-06,1150.1
2016-06-07,1172.0
2016-06-08,1209.55
2016-06-09,1197.1
2016-06-10,1184.7
2016-06-13,1159.2
2016-06-14,1162.4
2016-06-15,1160.05
2016-06-16,1160.0
2016-06-17,1141.5
2016-06-20,1138.8
2016-06-21,1156.0
2016-06-22,1155.5
2016-06-23,1148.95
2016-06-24,1146.9
2016-06-27,1156.45
2016-06-28,1152.95
2016-06-29,1144.85
2016-06-30,1203.9
2016-07-01,1226.65
2016-07-04,1240.5
2016-07-05,1230.85
2016-07-07,1213.0
2016-07-08,1210.8
2016-07-11,1279.65
2016-07-12,1301.05
2016-07-13,1286.25
2016-07-14,1273.4
2016-07-15,1271.5
2016-07-18,1228.95
2016-07-19,1202.4
2016-07-20,1192.5
2016-07-21,1166.6
2016-07-22,1177.95
2016-07-25,1198.75
2016-07-26,1212.9
2016-07-27,1258.85
2016-07-28,1232.85
2016-07-29,1280.2
2016-08-01,1298.55
2016-08-02,1283.7
2016-08-03,1239.65
2016-08-04,1263.3
2016-08-05,1299.4
2016-08-08,1289.3
2016-08-09,1288.65
2016-08-10,1276.85
2016-08-11,1278.8
2016-08-12,1296.0
2016-08-16,1271.85
2016-08-17,1277.45
2016-08-18,1283.45
2016-08-19,1270.75
2016-08-22,1276.8
2016-08-23,1266.4
2016-08-24,1264.8
2016-08-25,1248.9
2016-08-26,1258.05
2016-08-29,1257.75
2016-08-30,1269.2
2016-08-31,1237.05
2016-09-01,1201.55
2016-09-02,1216.5
2016-09-06,1237.9
2016-09-07,1207.15
2016-09-08,1216.45
2016-09-09,1222.65
2016-09-12,1175.2
2016-09-14,1155.65
2016-09-15,1146.25
2016-09-16,1133.55
2016-09-19,1130.2
2016-09-20,1139.8
2016-09-21,1141.45
2016-09-22,1186.85
2016-09-23,1186.75
